name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Creswick, H. R., 1902-1988",former owner,,,human,Harry Creswick,Q5668143
Cristoforo Moro,author,,,human,Cristoforo Moro,Q1140460
"Cron, B. S",former owner,,http://id.loc.gov/authorities/names/no2016075605,human,B.S. Cron,Q116074537
"Croy, Philippe de, 1496-1549",former owner,,,human,Philippe II de Croÿ,Q935822
"Cuntius, Leonhardus",former owner,,,human,Leonhardus Cuntius,Q116322478
Curia episcopalis Senensis,author,,,organization,Roman Catholic Archdiocese of Siena,Q111439511
"Curlo, Giacomo.",author,,,human,Giacomo Curlo,Q88467297
"Curnieu, Charles Louis Adélaïde Henri Matheron, baron de, approximately 1811-1871",former owner,,http://id.loc.gov/authorities/names/nr96033055,human,Charles Louis Adelaïde Henri Matheron Curnieu,Q116272270
"Curtius, Lancinus",former owner,,,human,Lancino Curti,Q21207681
"Cynthius, Laurentius",author,,,human,Laurentius Cynthius,Q116322997
Cyprian,author,,,human,Cyprian,Q190240
"Cyprian, Saint, Bishop of Carthage",author,,http://viaf.org/viaf/100179090,human,Cyprian,Q190240
Cyriacus Schnauss,author,,,human,Cyriacus Schnauß,Q55133378
Cyril of Constantinople,author,,,human,Cyril of Constantinople,Q11913948
"Cyril Saint, Patriarch of Alexandria ca. 370-444.",author,,,human,Cyril of Alexandria,Q44079
"Dénie, Jean Felix",former owner,,,human,Jean Felix Dénie,Q116326188
"Dackomb, Jacob",former owner,,,human,Jacob Dackomb,Q113818650
"Dackomb, Thomas",former owner,,,human,Thomas Dackomb,Q113818672
"Dārendevī, Muḥammad ibn Ismāʻīl, active 17th century-18th century",author,دارندوي، محمد بن اسماعىل، active 17th century-18th century,,human,Muḥammad ibn Ismāʻīl Dārendevī,Q114242433
"Dallas, Robert, Sir, 1756-1824",former owner,,http://id.loc.gov/authorities/names/no90009753,human,Robert Dallas,Q7343367
Damasio de Frías,author,,,human,Damasio de Frías,Q113818701
"Danès, Pierre, 1497-1577",author,,http://id.loc.gov/authorities/names/n84115396,human,Pierre Danes,Q3384615
Daniele Barbaro,author,,,human,Daniele Barbaro,Q378870
Dante Alighieri,author,,,human,Dante Alighieri,Q1067
Dante Alighieri 1265-1321.,author,,,human,Dante Alighieri,Q1067
"Danūkh, Saʻīd",former owner,,,human,Saʻīd Danūkh,Q116323226
Dares Phrygius,author,,,human,Dares Phrygius,Q544378
Dares Phrygius.,author,,,human,Dares Phrygius,Q544378
"Darker, John",scribe,,http://id.loc.gov/authorities/names/n84121117,human,John Darker,Q116074819
"Darvīsh Abū Bakr ibn ʻUthmān, active 1792",scribe,درويش ابو بكر بن عثمان، active 1792,,human,Darvīsh Abū Bakr ibn ʻUthmān,Q114242432
"Dati, Agostino 1420-1478.",author,,,human,Agostino Dati,Q5659931
"Dati, Gregorio 1362-1436.",author,,,human,Gregorio Dati,Q3776498
"Dati, Leonardo 1408-1472.",author,,,human,Leonardo Dati,Q3830353
"Daubeney, Amelia",former owner,,,human,Amelia Daubeney,Q116323578
"Davenport, Christopher John",author,,,human,Christopher John Davenport,Q116323885
Daṿid ben Benayah ben Seʻadyah ben Zekharyah,scribe,דוד בן בניה בן זכריה,,human,Daṿid ben Benayah ben Seʻadyah ben Zekharyah,Q116324054
David ap Phillip,author,,,human,David ap Phillip,Q113818743
David Eugene Smith (1860-1944),former owner,,,human,David Eugene Smith,Q1174369
David Eugene Smith (1860-1944).,former owner,,,human,David Eugene Smith,Q1174369
David of Augsburg,author,,,human,David of Augsburg,Q71071
David von Augsburg ?-1271,author,,,human,David of Augsburg,Q71071
Davis & Orioli (Firm),former owner,,,organization,Davis & Orioli,Q113818768
"De Marinis, Tammaro, 1878-1969",former owner,,http://id.loc.gov/authorities/names/nr97038896,human,Tammaro De Marinis,Q3980638
"De' Medici, Luigi, principe di Ottaviano, 1759-1830",author,,http://id.loc.gov/authorities/names/n2001034382,human,Luigi de' Medici,Q3840279
"de Montefegatesio, Joachim Guerrinus",former owner,,,human,Joachim Guerrinus de Montefegatesio,Q114242469
"de Muffoni, Jacobus",former owner,,,human,Jacobus de Muffoni,Q114242470
"Decembrio, Pier Candido 1399-1477.",author,,,human,Pietro Candido Decembrio,Q714963
"Decembrius, Umbertus",author,,,human,Umbertus Decembrius,Q116324423
"Dechert, Robert",former owner,,http://id.loc.gov/authorities/names/n86830645,human,Robert Dechert,Q116075255
"Deedes, Cecil, 1843-1920",former owner,,http://id.loc.gov/authorities/names/n2021067131,human,Cecil Deedes,Q25950685
Defensor of Ligugé,author,,,human,Defensor of Ligugé,Q54670812
"Dei, Johannes de, ca. 1190-1267.",author,,,human,Johannes de Deo,Q3808960
Delis,former owner,,,organization,Delhi,Q1353
Della Rovere family,author,,,organization,House of della Rovere,Q327194
Demetrios Chalcondyles,author,,,human,Dimitrios Chalkokondyles,Q983661
Demosthenes,author,,,human,Demosthenes,Q117253
Demosthenes.,author,,,human,Demosthenes,Q117253
"D'esclavonie, Georges.",author,,,human,George de Esclavonie,Q23721072
"Dessauer, M. 1842-1895",former owner,,http://id.loc.gov/authorities/names/nr96042753,human,Moritz Dessauer,Q904363
"Dethick, Gilbert, Sir.",author,,,human,Gilbert Dethick,Q5560882
Detti family,author,,,organization,Detti family,Q116706577
"Dewick, E. S. 1844-1917",former owner,,http://id.loc.gov/authorities/names/no2001080296,human,Edward Samuel Dewick,Q99292943
"Di Nanni, Francesco",author,,,human,Francesco di Domenico di Nanni,Q116172247
Dictys Cretensis,author,,,human,Dictys Cretensis,Q475001
Didymus Chalcenterus.,author,,,human,Didymus Chalcenterus,Q506540
Didymus the Blind ca. 313-ca. 398.,author,,,human,Didymus the Blind,Q188232
Diego Hurtado de Mendoza,author,,,human,Diego Hurtado de Mendoza,Q2297287
"Dietrichstein, Moritz, Graf von, 1775-1864",former owner,,http://id.loc.gov/authorities/names/nr2001025931,human,Moritz Joseph Johann von Dietrichstein,Q1947966
"Dinetus, Jacobus",author,,,human,Jacobus Dinetus,Q116324831
Dinus de Mugello,author,,,human,Dinus de Rossonis,Q1226745
Dinus de Mugello (Dinus Mugellanus),author,,,human,Dinus de Rossonis,Q1226745
Dio Chrysostom,author,,,human,Dio Chrysostom,Q334457
Diodorus Siculus.,author,,,human,Diodorus Siculus,Q171241
Diogenes Cynicus,author,,,human,Diogenes of Sinope,Q59180
Diogenes Laertius.,author,,,human,Diogenes Laërtius,Q59138
Dionysius Cato,author,,,human,Dionysius Cato,Q3028750
"Dionysius the Areopagite, Saint 1st cent.",author,,,human,Dionysius the Areopagite,Q310686
"Dioscorides Pedanius, of Anazarbos",author,ديسقوريدس,,human,Pedanius Dioscorides,Q297776
"Dioscorides Pedanius, of Anazarbos",author,ديسقوريدس. of Anazarbos,http://id.loc.gov/authorities/names/n83204415,human,Pedanius Dioscorides,Q297776
"Dixon, C. W. S",former owner,,,human,C. W. S. Dixon,Q116172571
"Diyārbakrī, Musṭafá ibn ʻUmar",author,,,human,Musṭafá ibn ʻUmar Diyārbakrī,Q114242434
"Dloss, Edwin",former owner,,,human,Edwin Dloss,Q113818857
"Dokeianos, Ioannes",author,,,human,John Dokeianos,Q95795900
Domenico Cavalca,author,,,human,Domenico Cavalca,Q3712952
"Dominici, Adam Luce",author,,,human,Adam Luce Dominici,Q116325045
"Dominicus Capranica, ascribed author",author,,,human,Domenico Capranica,Q572802
Dominicus de Clavasio,author,,,human,Dominicus de Clavasio,Q107709361
Donato Giannotti,author,,,human,Donato Giannotti,Q951973
Donatus,author,,,human,Aelius Donatus,Q247137
"Donatus, Aelius.",author,,,human,Aelius Donatus,Q247137
"Donatus, Rudolphus Rasser",former owner,,,human,Rudolphus Rasser Donatus,Q116325443
"Donzellini, Alessandro.",author,,,human,Alessandro Donzellini,Q27831940
Dositheos Patriarch of Jerusalem 1641-1707.,author,,,human,Dositheos II of Jerusalem,Q927368
"doubtless Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46; George A. Poole (bought from Lawrence Witten, 1955), and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;organization,George Amos Poole;William H. Robinson Ltd.,Q116786331;Q64683625
"Drake, Francis Sir 1540?-1596.",author,,,human,Francis Drake,Q36517
"Dronfeld, Edmund de",author,,,human,Edmund de Dronfeld,Q116325782
Dropsie College for Hebrew and Cognate Learning,former owner,,http://id.loc.gov/authorities/names/n80020436,organization,Dropsie College for Hebrew and Cognate Learning,Q65088719
Dropsie College of Hebrew and Cognate Learning,former owner,,,organization,Dropsie College for Hebrew and Cognate Learning,Q65088719
"Drury, Henry, 1778-1841",former owner,,,human,Henry Drury,Q5720478
"Drury, Henry, 1778-1841",former owner,,http://id.loc.gov/authorities/names/no2007116134,human,Henry Drury,Q5720478
"Dudley, John William Ward, Earl of, 1781-1833",former owner,,http://id.loc.gov/authorities/names/n88125059,human,"John Ward, 1st Earl of Dudley",Q334108
"Dunash ibn Tamim, active 10th century",author,"دنش بن تميم, active 10th century",http://id.loc.gov/authorities/names/no92012337,human,Dunash ibn Tamim,Q357940
"Dunn sale, Sotheby’s, 11 February 1913, lot 356, to Young; bought the following day by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts collection in 1961.",former owner,,,human;human,Sydney Cockerell;Coella Lindsay Ricketts,Q966843;Q116771179
"Dunn, George",former owner,,,human,George Dunn,Q112841325
"Dunn, George, 1864-1912",former owner,,http://id.loc.gov/authorities/names/n2001080791,human,George Dunn,Q112841325
"Dupeireux, Girard",former owner,,,human,Girard Dupeireux,Q116325999
Durand of Huesca.,author,,,human,Durand of Huesca,Q3041516
"Durand, Guillaume ca. 1230-1296.",author,,,human,Guillaume Durand,Q2329414
"Durand, Guillaume, approximately 1230-1296",author,,http://id.loc.gov/authorities/names/n87900857,human,Guillaume Durand,Q2329414
"Dysart, Lionel Tollemache, Earl of, 1708-1770",former owner,,,human,"Lionel Tollemache, 4th Earl of Dysart",Q6555815
"Dysart, Lionel Tollemache, Earl of, 1708-1770",former owner,,http://id.loc.gov/authorities/names/nr2003034660,human,"Lionel Tollemache, 4th Earl of Dysart",Q6555815
"ʻAbbāsī, Ḥājī ʻIzz al-Dīn Shīr Bīk",former owner,عباسي، حاجي عاز الدين شير بيك,,human,Ḥājī ʻIzz al-Dīn Shīr Bīk ʻAbbāsī,Q114242477
ʻAbd al-Ḍayf Mūsá ibn Walī ibn Ḥasan,author,عبد الضيف موسى بن ولي بن حسن,,human,ʻAbd al-Ḍayf Mūsá ibn Walī ibn Ḥasan,Q114242478
"ʻAbd al-Fattāḥ al-Qāṭin, active 1698",former owner,عبد الفتاح القاطن، active 1698,,human,ʻAbd al-Fattāḥ al-Qāṭin,Q116250311
"ʻAbd Allāh al-Asṭawānī, active 1824",former owner,عبد الله الاسطواني، active 1824،,,human,ʻAbd Allāh al-Asṭawānī,Q116649165
ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,scribe,عبد اللطیف قلندر ابن عبد الله بن خضر سبزوارى,,human,ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,Q114242479
"ʻAbd al-Raḥmān ibn al-Qurrā, active 1742",former owner,عبد الرحمن بن القرا، active 1742،,,human,ʻAbd al-Raḥmān ibn al-Qurrā,Q116648952
ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣafūrī,scribe,عبد الرحمن بن عبد السلام الصفوري,,human,ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣaffūrī,Q116648809
"ʻAbduh, Muḥammad",former owner,عبده، محمد،,http://id.loc.gov/authorities/names/n88263211,human,Muḥammad ʻAbduh,Q116192766
"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,عاملي، بهاء الدين محمد بن حسين، 1547-1621,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411
"ʻAjamī, Kurdī Sayyidī Maḥmūd",author,عجمي، كردي سيدي محمود,,human,Kurdī Sayyidī Maḥmūd ʻAjamī,Q114242480
"ʻAlī ibn al-Dhahab, Shaykh",scribe,علي بن الذهب، شيخ,,human,Shaykh 'Alī ibn al-Dhahab,Q114242481
"ʻAshāfī, Ḥāfiẓ Muṣṭafá al-Nāfawī",scribe,عشافي، حافظ مصطفى النافوي,,human,"ʻAshāfī, Ḥāfiẓ Muṣṭafá al-Nāfawī",Q114242483
"ʻAṭṭār, Muḥammad Amīn",former owner,عطار، محمد امين,,human,Muḥammad Amīn ʻAṭṭār,Q114242484
"ʻAṭṭār, Muḥammad ibn Ḥusayn, 1764-1827 or 1828",author,عطار، محمد بن حسين، 1764-1827 or 1828,,human,Muḥammad ibn Ḥusayn ʻAṭṭār,Q114242485
"ʻAymakī, Abū Bakr ibn Muʻāwiyah",author,,,human,Abū Bakr ibn Muʻāwiyah ʻAymakī,Q114242486
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عياض بن موسى، 1083-1149,,human,Qadi Ayyad,Q3101035
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عاياض بن موسى، 1083-1149,http://id.loc.gov/authorities/names/n83017679,human,Qadi Ayyad,Q3101035
Eadmer,author,,,human,Eadmer,Q725614
"Earl Bertram Ashburnham, 1840-1913",former owner,,,human,"Bertram Ashburnham, 5th Earl of Ashburnham",Q19894272
"Earl Thomas Philip De Grey, 1781-1859.",former owner,,,human,"Thomas de Grey, 2nd Earl de Grey",Q337676
"Earls of Hopetown, at Hopetown House, West Lothian, Scotland, and by descent to John Hope 860-1908, seventh earl, succeeded in 1873, created marquess of Linlithgow in 1902, first Governor General of Australia); his sale, Sotheby’s, 25 February 1889, lot 499, to Ridler; George Dunn (1865-1912); his sale, Sotheby’s, 11 February 1913, lot 535,",former owner,,,human;human;human,"Coella Lindsay Ricketts;John Hope, 1st Marquess of Linlithgow;George Dunn",Q116771179;Q335178;Q112841325
"Easson, Henry, Reverend",former owner,,,human,Henry Easson,Q113818938
"Eaton, Peter",former owner,,,human,Peter Eaton,Q113819016
Eberhard of Béthune,author,,,human,Eberhard of Béthune,Q5331803
"Ebner von Eschenbach, Hieronymus Wilhelm, 1673-1752",former owner,,,human,Hieronymus Wilhelm Ebner von Eschenbach,Q15452636
Edmund of Abingdon,author,,,human,Edmund of Abingdon,Q1235967
"Edmund, earl of Lancaster",author,,,human,Edmund Crouchback,Q447802
Edward A. Parsons,former owner,,,human,Edward Alexander Parsons,Q59631299
Edward A. Parsons (1878-1962).,former owner,,,human,Edward Alexander Parsons,Q59631299
Edward I of England,author,,,human,Edward I of England,Q57798
Edward Kelly 1555-1595,author,,,human,Edward Kelley,Q127080
"Edward Kennard Rand, 1871-1945",former owner,,,human,Edward Kennard Rand,Q1292785
Edward of Norwich 1373?-1415.,author,,,human,"Edward of Norwich, 2nd Duke of York",Q452639
Edward Plantagenet,author,,,human,"Edward, the Black Prince",Q184854
"Edward Quaile (d. 1900); his sale, Sotheby’s, 10 May 1901, lot 223, to Leighton; J. Martini, cat. 17 (1921), no. 17, and cat. 18 (1922), no. 14, at $1,100; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human,Edward Quaile;Coella Lindsay Ricketts,Q117085125;Q116771179
"Ege, Otto F",former owner,,http://id.loc.gov/authorities/names/no99020371,human,Otto Ege,Q7109575
Egidio Foscarari,author,,,human,Egidio Foscarari,Q41569530
"Étampes-Valençay, Léonor d', approximately 1585-1651",author,,,human,Léonore d'Étampes de Valençay,Q3271738
El monasterio de San Andrés de Fanlo,author,,,organization,Monastery of San Andrés de Fanlo,Q116695050
"Elia da Cortona, frate d. 1253.",author,,,human,Elias of Cortona,Q1329212
Elizabeth I of England,author,,,human,Elizabeth I of England,Q7207
"Elizabeth I, Queen of England",author,,,human,Elizabeth I of England,Q7207
Elkan Nathan Adler.,former owner,,,human,Elkan Nathan Adler,Q1170731
"Ellis of Bond Street, their cat. 1919, at £63; Ernst F. Detterer (1888-1947); bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;human,Ernst F. Detterer;George Amos Poole,Q5394976;Q64683625
"Ellis, John Henry, 1839 or 1840-1912",former owner,,,human,John Henry Ellis,Q113819060
"Elton, Mary Augusta, 1838-1914",former owner,,http://id.loc.gov/authorities/names/n2001066199,human,Mary Augusta Elton,Q110080248
"Ely, William, Reverend",former owner,,,human,William Ely,Q116172574
Engelbert von Admont ca. 1250-1331,author,,,human,Engelbert of Admont,Q872290
England and Wales. Privy Council,author,,http://id.loc.gov/authorities/names/n84233409,organization,Privy Council of the United Kingdom,Q683120
England. Sovereign (1377-1399 : Richard II),author,,http://id.loc.gov/authorities/names/nb2008007351,human,Richard II of England,Q81000
"Enríquez del Castillo, Diego 1431-1503?",author,,,human,Diego Enríquez del Castillo,Q4216866
Enselmino da Montebelluna,author,,,human,Enselmino da Montebelluna,Q3726173
Ephraem Syrus,author,,,human,Ephrem the Syrian,Q200608
"Ephraem Syrus, Saint 303-373.",author,,,human,Ephrem the Syrian,Q200608
Ephraim Syrus,author,,,human,Ephrem the Syrian,Q200608
Epiphanius Scholasticus.,author,,,human,Epiphanius Scholasticus,Q710039
"Epping, Johann",scribe,,,human,Johann Epping,Q116181470
"Erasmus, Desiderius 1466?-1536",author,,,human,Erasmus,Q43499
"Ercole d'Este, duke of Ferrara, Modena, Reggio Emilia",author,,,human,"Ercole I d'Este, Duke of Ferrara",Q1348708
"Ereilter, S",former owner,,,human,S. Ereilter,Q116326394
"Ernst, Archduke of Austria, 1553-1595",author,,http://id.loc.gov/authorities/names/n85160667,human,Archduke Ernest of Austria,Q327156
"Erzurūmī, Ibrāhīm ibn ʻUthmān ḥaqqī, d. 1781",author,,,human,İbrahim Hakkı Erzurumi,Q2729985
"Escobar, Andrés de, -approximately 1431",author,,http://id.loc.gov/authorities/names/no2005046107,human,Andreas de Escobar,Q2849009
"Ess, Leander van 1772-1847",former owner,,,human,Johann Heinrich van Ess,Q1810643
"Ess, Leander van, 1772-1847",former owner,,,human,Johann Heinrich van Ess,Q1810643
"Ess, Leander van, 1772-1847",former owner,,http://id.loc.gov/authorities/names/no92013806,human,Johann Heinrich van Ess,Q1810643
"Este, Ippolito d' 1509-1572.",author,,,human,Ippolito II d'Este,Q554296
Esther Inglis,author,,,human,Esther Inglis,Q5401202
"Estmond, John",former owner,,,human,John Estmond,Q114242435
Etienne Baluze 1630-1718,author,,,human,Étienne Baluze,Q289351
Eucher of Lyons,author,,,human,Eucherius of Lyon,Q671419
"Eucherius, archbishop of Lyons",author,,,human,Eucherius of Lyon,Q671419
Euclid,author,,,human,Euclid,Q8747
Euclid,author,,http://id.loc.gov/authorities/names/n50043341,human,Euclid,Q8747
Euclid (Euclides),author,,,human,Euclid,Q8747
Euclid.,author,,,human,Euclid,Q8747
Eugene IV,author,,,human,Eugene IV,Q167561
Eugenius IV,author,,,human,Eugene IV,Q167561
Eugippius,author,,,human,Eugippius,Q738491
Eugippius.,author,,,human,Eugippius,Q738491
Eusebius,author,,,human,Eusebius of Caesarea,Q142999
Eusebius Cremonensis,author,,,human,Eusebius of Cremona,Q24013788
Eusebius Gallicanus.,author,,,human,Eusebius Gallicanus,Q18214704
Eusebius of Caesarea,author,,,human,Eusebius of Caesarea,Q142999
"Eusebius of Caesarea, Bishop of Caesarea ca. 260-ca. 340.",author,,,human,Eusebius of Caesarea,Q142999
Eusebius of Cremona,author,,,human,Eusebius of Cremona,Q24013788
Eustache Deschamps,author,,,human,Eustache Deschamps,Q457915
Eustathius Thessalonicensis,author,,,human,Eustathius of Thessalonica,Q453465
Eutropius,author,,,human,Eutropius,Q314694
"Evelyn Philip Shirley, 1812-1882",former owner,,,human,Evelyn Philip Shirley,Q5416444
Evrard de Béthune,author,,,human,Eberhard of Béthune,Q5331803
Evrard de Béthune.,author,,,human,Eberhard of Béthune,Q5331803
Evrart de Trémaugon,author,,,human,Evrart de Trémaugon,Q16027830
"Eximeno, Jacobus Benedictus",scribe,,,human,Jacobus Benedictus Eximeno,Q116326479
"Eyr, John",author,,,human,John Eyr,Q116172260
"Facio, Bartolomeo d. 1457.",author,,,human,Bartolomeo Facio,Q809500
"Fārij al-Karab Yūsuf ibn Ḥusayn ibn Fayyāḍ al-ʻArab, active 1494",scribe,فارج الكرب يوسف بن حسين بن فياض العرب، active 1494،,,human,Fārij al-Karab Yūsuf ibn Ḥusayn ibn Fayyāḍ al-ʻArab,Q116326925
"Fārūqī, Fatḥ Allāh ibn Muṣṭafá ibn ʻAbd al-Shakūr, active approximately 16th century-17th century",author,فاروقى، فتح الله بن مصطفى بن عبد الشکور، active approximately 16th century-17th century,,human,Fatḥ Allāh ibn Muṣṭafá ibn ʻAbd al-Shakūr Fārūqī,Q114242419
"Fāsī, Muḥammad ibn ʻAbd al-Wāḥid ibn ʻAbd al-Qādir",scribe,فاسي، محمد بن عبد الواحد بن عبد القادر,,human,Muḥammad ibn ʻAbd al-Wāḥid ibn ʻAbd al-Qādir Fāsī,Q114242436
"Falconieri, Pacholo",author,,,human,Pacholo Falconieri,Q116326503
"Faraḍī, Maḥmūd ibn Abī Bakr, 1246 or 1247-1300",author,فرضي، محمود بن ابي بكر، 1246 أو 1247-1300,http://id.loc.gov/authorities/names/n90707313,human,Maḥmūd ibn Abī Bakr Faraḍī,Q116326528
Farghānī active 861,author,,,human,Ahmad ibn Muhammad ibn Kathīr al-Farghānī,Q336550
"Farissol, Abraham ben Mordecai, approximately 1451-approximately 1525",author,,http://id.loc.gov/authorities/names/n81021901,human,Abraham ben Mordecai Farissol,Q329975
"Farnese, Alessandro, 1520-1589",author,,http://id.loc.gov/authorities/names/n88647001,human,Alessandro Farnese,Q248459
"Farnese, Ranuccio, Cardinal, 1530-1565",author,,,human,Ranuccio Farnese,Q708666
"Farnham, Henry Maxwell, Baron, 1799-1868",former owner,,,human,"Henry Maxwell, 7th Baron Farnham",Q5725625
"Faucher, Denis, 1487-1562",author,,http://id.loc.gov/authorities/names/n2005029122,human,Denis Faucher,Q116326723
Faustus of Riez,author,,,human,Faustus of Riez,Q2351792
"Faverjon, Franciscus",former owner,,,human,Franciscus Faverjon,Q116250160
"Fayz̤ī, Abū al-Fayz̤ ibn Mubārak, 1547 or 1548-1595",former owner,فيضى، ابو الفيض بن مبارک، 1547 يا 1548-1595،,http://id.loc.gov/authorities/names/nr96002485,human,Faizi,Q336120
Fazio degli Uberti,author,,,human,Fazio of Uberti,Q1399161
"Fazio, Francesco, 1963-",author,,http://id.loc.gov/authorities/names/no2008092094,human,Francesco Fazio,Q116326788
"Fedeli, Vincenzo",author,,,human,Vincenzo Fedeli,Q110161868
"Feiss, Paul Louis, 1875-",former owner,,http://id.loc.gov/authorities/names/no96017538,human,Paul Louis Feiss,Q102427026
Felice Feliciano,author,,,human,Felice Feliciano,Q6986279
Felinus Sandeus,author,,,human,Felino Maria Sandeo,Q5441928
"Felton, John",author,,http://id.loc.gov/authorities/names/n2001045210,human,John Felton,Q116075469
"Feltrinelli, Giannalisa",former owner,,,human,Giannalisa Feltrinelli,Q95750251
"Feltrinelli, Giannalisa",former owner,,http://id.loc.gov/authorities/names/n00123677,human,Giannalisa Feltrinelli,Q95750251
"Fenâî, Laʻlî Meḥmed",author,فنائى، لعلى محمد,,human,Laʻlî Meḥmed Fenâî,Q113826477
"Fenn, John, 1739-1794",former owner,,,human,John Fenn,Q6232934
"Fenn, John, 1739-1794",former owner,,http://id.loc.gov/authorities/names/n87900550,human,John Fenn,Q6232934
"Fenwick, Thomas FitzRoy Phillipps, 1856-1938",former owner,,,human,Thomas FitzRoy Phillipps Fenwick,Q75889469
"Fenwick, Thomas Fitzroy Phillipps, 1856-1938",former owner,,,human,Thomas FitzRoy Phillipps Fenwick,Q75889469
"Ferdinand I, Grand Duke of Tuscany",author,,,human,Ferdinando I de' Medici,Q297483
"Ferdinand I, King of Naples, 1423-1494",author,,http://id.loc.gov/authorities/names/n98051635,human,Ferdinand I of Naples,Q437838
"Ferdinand I, King of Spain and Naples",author,,,human,Ferdinand I of Naples,Q437838
"Ferdinand II, Archduke of Austria, 1529-1595",author,,http://id.loc.gov/authorities/names/nr96028045,human,"Ferdinand II, Archduke of Austria",Q313426
"Ferdinand V, King of Spain, 1452-1516",author,,http://id.loc.gov/authorities/names/n50002750,human,Ferdinand II of Aragon,Q12860
"Ferdinando I, Grand-Duke of Tuscany, 1549-1609",author,,http://id.loc.gov/authorities/names/n88019319,human,Ferdinando I de' Medici,Q297483
Ferna~o Lopes,author,,,human,Fernão Lopes,Q704519
Fernão Vaz Dourado,author,,,human,Fernão Vaz Dourado,Q2349261
"Ferrari, Antonio de 1444-1517.",author,,,human,Antonio de Ferraris,Q3619505
"Ferro, Antonius",author,,,human,Antonius Ferro,Q116181493
"Festetics von Tolna, Gabor, Graf",former owner,,,human,Gabor Fastetics von Tolna,Q116041262
"Fetterolf, Edwin H",former owner,,,human,Edwin H. Fetterolf,Q96312106
"Feutrier, Imbert",author,,,human,Imbert Feutrier,Q113826490
"Fīrūzābādī, Muḥammad ibn Yaʻqūb, 1329-1414 or 1415",author,فيروزآبادى، محمد بن يعقوب، 1329-1414 يا 1415,http://id.loc.gov/authorities/names/n83055935,human,Fairuzabadi,Q4115262
"Filelfo, Francesco 1398-1481.",author,,,human,Francesco Filelfo,Q4622
Filippo Beroaldo,author,,,human,Filippo Beroaldo,Q3071870
"Finzi, Joseph ben Abraham",scribe,,,human,Joseph ben Abraham Finzi,Q116326546
"Finzi, Mazliah",former owner,,,human,Mazliah Finzi,Q116326568
Firdawsī,author,,,human,Ferdowsi,Q43459
"Firenze, Andrea de, 15th cent",illuminator,,,human,Andrea di Bonaiuto,Q495419
"Firenze, Andrea de, 15th century",illuminator,,,human,Andrea di Bonaiuto,Q495419
"Fisher, Otto Orren",former owner,,,human,Otto Orren Fisher,Q116326593
"Fiske, Willard, 1831-1904",former owner,,,human,Willard Fiske,Q2047315
"Fitzwilliam, George W",former owner,,,human,George W. Fitzwilliam,Q114242437
Flaminio Piatti,author,,,human,Flaminio Piatti,Q3073290
Flavius Vegetius Renatus,author,,,human,Publius Flavius Vegetius Renatus,Q4298
Flavius Vegetius Renatus 4th century,author,,,human,Publius Flavius Vegetius Renatus,Q4298
Florence (Italy). Priorista,author,,,organization,Priori (Florence),Q116706694
Florence (Italy). Regolatori delle entrate e delle uscite,author,,,organization,Florence,Q2044
Florence (Republic). Signoria,author,,,organization,Signoria of Florence,Q3393334
Florence (Tuscany). Otto di guardia e balia,author,,http://id.loc.gov/authorities/names/n88244718,organization,"Otto di guardia e balia (Florence, Tuscany)",Q3887313
"Flores, Pietro, Bishop",author,,,human,Pietro Flores,Q116327081
Florus of Lyon,author,,,human,Florus of Lyon,Q3074346
"Florus, Lucius Annaeus",author,,,human,Lucius Annaeus Florus,Q316483
"Follower of Birago, Giovan Pietro, active 1471-1513 and Master B. F. (sometimes identified as Francisco Binasco)",artist,,,human,Giovanni Pietro Birago,Q1901175
"Fontana, Bartolomeo",author,,http://id.loc.gov/authorities/names/n90710726,human,Bartolomeo Fontana,Q109969410
"Fonte, Bartolommeo 1445-1513.",author,,,human,Bartolomeo della Fonte,Q13570581
"Foscarari, Egidio, -1289",author,,http://id.loc.gov/authorities/names/no2006063291,human,Egidio Foscarari,Q41569530
"Foscarini, Lodovico",author,,,human,Lodovico Foscarini,Q116327224
