title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Kitāb Baḥr al-fawāyid /,كتاب بحر الفوايد /,Baḥr al-fawāʼid,بحرالفوائد,Baḥr al-fawāʼid
Kitāb Bughyat al-wuʻāh fī ṭabaqāt al-lughawīyīn wa-al-nuḥāh /,كتاب بغية الوعاه في طبقات اللغويين والنحاه /,Bughyat al-wuʻāh fī ṭabaqāt al-lughawīyīn wa-al-nuḥāh.,بغية الوعاة في طبقات اللغويين والنحاة.,Bughyat al-wuʻāh fī ṭabaqāt al-lughawīyīn wa-al-nuḥāh
Kitāb Dalīl al-ṭālib li-nayl al-maṭālib /,كتاب دليل الطالب لنيل المطالب /,Dalīl al-ṭālib li-nayl al-maṭālib,دليل الطالب لنيل المطالب,Dalīl al-ṭālib li-nayl al-maṭālib
Kitāb Dīwān ... etc,كتاب ديوان ... الخ.,Poems.,شعر.,Poems
Kitāb Durrat al-asrār wa-maʻdin al-anwār fī taqyīd baʻḍ mā li-sayyidnā wa-ṣafwat al-abrār sayyidī Abī al-Ḥasan ʻAlī ibn ʻAbd Allāh ibn ʻAbd al-Jabbār al-Shādhilī,"كتاب درة الاسرار ومعدن الانوار في تقييد بعض ما لسيدنا وصفوة الابرار سيدي
				ابي الحسن علي بن عبد الله بن عبد الجبار الشاذلي.",Durrat al-asrār wa-tuḥfat al-abrār,درة الاسرار وتحفة الابرار,Durrat al-asrār wa-tuḥfat al-abrār
Kitāb Fatḥ al-mubdiʻ fī sharḥ al-Muqniʻ /,كتاب فتح المبدع في شرح المقنع /,Fatḥ al-mubdiʻ fī sharḥ al-Muqniʻ,فتح المبدع في شرح المقنع,Fatḥ al-mubdiʻ fī sharḥ al-Muqniʻ
Kitāb Fatḥ al-ʻalīm al-sattār al-munajjī ʻalá qiṣṣat al-mawlid lil-ʻAllāmah Jaʻfar al-Barzanjī /,"كتاب فتح العليم الستار المنجي على قصة المولد للعلامة جعفر البرزنجي
				/","Fatḥ al-ʻalīm al-sattār al-munajjī ʻalá qiṣṣat al-mawlid lil-ʻAllāmah
				Jaʻfar al-Barzanjī",فتح العليم الستار المنجي على قصة المولد للعلامة جعفر البرزنجي,Fatḥ al-ʻalīm al-sattār al-munajjī ʻalá qiṣṣat al-mawlid lil-ʻAllāmah Jaʻfar al-Barzanjī
Kitāb fī al-fiqh,كتاب في الفقه.,,,Kitāb fī al-fiqh
Kitāb fī al-sunan /,كتاب في السنن /,,,Kitāb fī al-sunan
Kitāb fīhi khalq Ādam wa-Ḥawwá ... etc,كتاب فيه خلق آدم وحوى ... الخ.,,,Kitāb fīhi khalq Ādam wa-Ḥawwá
Kitāb fīhi Kitābayn al-awwal al-Kifāyah ... lil-Ṣābūnī al-thānī Sharḥ al-Khujandī fī madhhab al-imām al-aʻẓam Abī Ḥanīfah al-Nuʻmān raḥimahu Allāh taʻālá,"كتاب فيه كتابين الاول الكفاية ... للصابوني الثاني شرح الخجندي في مذهب
				الامام الاعظم ابي حنيفة النعمان رحمه الله تعالى.",Bidāyah min al-Kifāyah fī al-hidāyah fī uṣūl al-dīn,بداية من الكفاية في الهداية في اصول الدين,Bidāyah min al-Kifāyah fī al-hidāyah fī uṣūl al-dīn
Kitāb fīhi Sharḥ al-Jurrūmīyah fī ʻilm al-ʻArabīyah /,كتاب فيه شرح الجرومية في علم العربية /,Sharḥ al-Ājurrūmīyah fī ʻilm al-ʻArabīyah.,شرح الاجرومية في علم العربية.,Sharḥ al-Ājurrūmīyah fī ʻilm al-ʻArabīyah
Kitāb fī istīʻāb al-wujūh al-mumkinah fī ṣanʻat al-asṭurlāb,كتاب في استيعاب الوجوه الممكنة في صنعة الاسطرلاب.,,,Kitāb fī istīʻāb al-wujūh al-mumkinah fī ṣanʻat al-asṭurlāb
Kitāb fī maʻrifat al-maqādīr min al-iqrārāt wa-al-waṣāyā wa-al-majhūl bi-ṭarīq al-jabr wa-al-muqābalah wa-al-Hindī wa-ghayr dhālik ... etc,"كتاب في معرفة المقادير من الاقرارات والوصايا والمجهول بطريق الجبر والمقابلة
				والهندي وغير ذالك ... الخ.",,,Maʻrifat al-maqādīr min al-iqrārāt wa-al-waṣāyā wa-al-majhūl bi-ṭarīq al-jabr wa-al-muqābalah wa-al-Hindī wa-ghayr dhālik
Kitāb Ghāyah al-quṣwá fī dirāyat al-fatwá /,كتاب غاية القصوى في دراية الفتوى /,Ghāyah al-quṣwá fī dirāyat al-fatwá,غاية القصوى في دراية الفتوى,Ghāyah al-quṣwá fī dirāyat al-fatwá
Kitāb Ghāyat al-ṭullāb fī maʻrifat al-iʻrāb /,كتاب غاية الطلاب في معرفة الاعراب /,Ghāyat al-ṭullāb fī maʻrifat al-iʻrāb,غاية الطلاب في معرفة الاعراب,Ghāyat al-ṭullāb fī maʻrifat al-iʻrāb
Kitāb Hadīyat al-faqīr li-Ḥaḍrat al-Wazīr /,كتاب هدية الفقير لحضرة الوزير /,Hadīyat al-faqīr li-Ḥaḍrat al-Wazīr,هدية الفقير لحضرة الوزير,Hadīyat al-faqīr li-Ḥaḍrat al-Wazīr
Kitāb Ḥall al-Mūjaz /,كتاب حل الموجز /,Ḥall al-Mūjaz.,حل الموجز.,Ḥall al-Mūjaz
Kitāb Ḥāshiyah ʻalá Sharḥ Īsāghūjī /,كتاب حاشية على شرح ايساغوجي /,Ḥāshiyah ʻalá Sharḥ Īsāghūjī,حاشية على شرح ايساغوجي,Ḥāshiyah ʻalá Sharḥ Īsāghūjī
Kitāb Ḥayāt al-ḥayawān /,كتاب حياة الحيوان /,Ḥayāt al-ḥayawān,حياة الحيوان,Ḥayāt al-ḥayawān
Kitāb Ḥilyat al-awliyāʼ,كتاب حلية الاولياء.,Ḥilyat al-awliyāʼ.,حلية الاولياء,Ḥilyat al-awliyāʼ
Kitāb Hindī,كتاب هندي,Sharḥ al-Kāfiyah,شرح الکافية.,Sharḥ al-Kāfiyah
Kitāb-i Advār,کتاب ادوار.,Adwār.,ادوار.,Adwār
Kitāb-i Ḍawʼ,کتاب ضوء,Ḍawʼ al-Miṣbāḥ.,ضوء المصباح.,Ḍawʼ al-Miṣbāḥ
Kitāb-i Gulistān,کتاب گلستان.,Gulistān,گلستان,Gulistān
Kitāb-i Ḥashāyish,کتاب حشايش.,De materia medica.,,De materia medica
Kitāb-i Kāfiyah dar sharḥ-i ṣarf,کتاب کافيه در شرح صرف,Shāfiyah,شافية,Shāfiyah
Kitāb Ikrām man yaʻīshu bi-ijtinābat al-khamr wa-al-ḥashīsh ... etc,كتاب اكرام من يعيش باجتنابة الخمر والحشيش ... الخ.,Works.,اعمال.,Works
Kitāb Ilṣāq ʻawār al-hawas mimman lam yafham al-iḍṭirāb fī ḥadīth al-basmalah ʻan Anas /,"كتاب الصاق عوار الهوس ممن لم يفهم الاضطراب في حديث البسملة عن انس
				/","Ilṣāq ʻawār al-hawas mimman lam yafham al-iḍṭirāb fī ḥadīth al-basmalah ʻan
				Anas",الصاق عوار الهوس ممن لم يفهم الاضطراب في حديث البسملة عن انس,Ilṣāq ʻawār al-hawas mimman lam yafham al-iḍṭirāb fī ḥadīth al-basmalah ʻan Anas
Kitāb Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ /,كتاب امداد الفتاح شرح نور الايضاح ونجاة الارواح /,Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ,امداد الفتاح شرح نور الايضاح ونجاة الارواح,Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ
Kitāb Imtāʻ al-baṣar wa-al-qalb wa-al-samʻ fī sharḥ al-Muʻallaqāt al-sabʻ,کتاب امتاع البصر والقلب والسمع في شرح المعلقات السبع.,"Imtāʻ al-baṣar wa-al-qalb wa-al-samʻ fī sharḥ al-Muʻallaqāt
				al-sabʻ",امتاع البصر والقلب والسمع في شرح المعلقات السبع,Imtāʻ al-baṣar wa-al-qalb wa-al-samʻ fī sharḥ al-Muʻallaqāt al-sabʻ
Kitāb Irshād al-ḥāyirīn bi-sharḥ Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-mawlid Sayyid al-Awwalīn wa-al-Ākhirīn /,"كتاب ارشاد الحايرين بشرح بهجة السامعين والناظرين بمولد سيد الاولين والآخرين
				/","Irshād al-ḥāʼrīn bi-sharḥ Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-mawlid Sayyid
				al-Awwalīn wa-al-Ākhirīn","ارشاد الحائرين بشرح بهجة السامعين والناظرين بمولد سيد الاولين
				والآخرين",Irshād al-ḥāʼrīn bi-sharḥ Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-mawlid Sayyid al-Awwalīn wa-al-Ākhirīn
Kitāb-i Sharafʹnāmah-ʼi Iskandarī.,کتاب شرف‌نامۀ اسکندرى,,,Kitāb-i Sharafʹnāmah-ʼi Iskandarī
Kitāb Itḥāf fuḍalāʼ al-bashar fī al-qirāʼāt al-arbaʻat ʻashar /,كتاب اتحاف فضلاء البشر في القراءات الاربعة عشر /,Itḥāf fuḍalāʼ al-bashar fī al-qirāʼāt al-arbaʻat ʻashar,اتحاف فضلاء البشر في القراآت الاربعة عشر,Itḥāf fuḍalāʼ al-bashar fī al-qirāʼāt al-arbaʻat ʻashar
Kitāb-i Tīmūrnāmah,کتاب تىمورنامه.,Tīmūrnāmah,تىمورنامه,Tīmūrnāmah
Kitāb Itmām al-niʻmah al-kubrá ʻalá al-ʻālam bi-mawlid sayyid wuld Ādam /,كتاب اتمام النعمة الكبرى على العالم بمولد سيد ولد آدم /,"Itmām al-niʻmah al-kubrá ʻalá al-ʻālam bi-mawlid sayyid wuld
				Ādam",اتمام النعمة الكبرى على العالم بمولد سيد ولد آدم,Itmām al-niʻmah al-kubrá ʻalá al-ʻālam bi-mawlid sayyid wuld Ādam
Kitāb Ittifāq raʼy al-ḥakīmayn Iflāṭūn wa-Aristuṭālīs ... etc,كتاب اتفاق رأي الحكيمين افلاطون وارستطاليس ... الخ.,,,Ittifāq raʼy al-ḥakīmayn Iflāṭūn wa-Aristuṭālīs
Kitāb Ittiqāʼ al-bidaʻ ... etc,كتاب اتقا البدع ... الخ.,,,Kitāb Ittiqāʼ al-bidaʻ
Kitāb Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs,کتاب ازالة العبوس عن قصيدة ابن عروس.,Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs,ازالة العبوس عن قصيدة ابن عروس,Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs
Kitāb Jāmiʻ al-iftirāq wa-al-ittifāq Ii-ṣanʻat al-tiryāq /,كتاب جامع الافتراق والاتفاق لصنعة الترياق /,Jāmiʻ al-iftirāq wa-al-ittifāq Ii-ṣanʻat al-tiryāq.,جامع الافتراق والاتفاق لصنعة الترياق.,Jāmiʻ al-iftirāq wa-al-ittifāq Ii-ṣanʻat al-tiryāq
Kitāb Jāmiʻ al-uṣūl fī aḥādīth al-Rasūl,كتاب جامع الاصول في احاديث الرسول.,Jāmiʻ al-uṣūl fī aḥādīth al-Rasūl.,جامع الاصول في احاديث الرسول.,Jāmiʻ al-uṣūl fī aḥādīth al-Rasūl
Kitāb Jawāhir al-kalim wa-badāyiʻ al-ḥikam al-nabawīyah /,كتاب جواهر الكلم وبدايع الحكم النبوية /,Shihāb,شهاب,Shihāb
Kitāb Jawāhir al-ʻiqd wa-laʼāliʼuhu fī maʻná qawl ʻAlī ibn Abī Ṭālib man lānat asāfiluhu ṣalubat aʻālīh /,"كتاب جواهر العقد ولأليه في معنى قول علي بن ابي طالب من لانت اسافله صلبت
				اعاليه /",Jawāhir al-ʻiqd wa-laʼāliʼuh,جواهر العقد ولآلئه,Jawāhir al-ʻiqd wa-laʼāliʼuh
Kitāb Kalīlah wa-Dimnah,کتاب کليلة ودمنة.,Kalīlah wa-Dimnah.,كليلة ودمنة.,Kalīlah wa-Dimnah
Kitāb Kanz al-dhakhāʼir wa-hadīyat al-musāfir ilá al-nūr al-sāfir sharḥ al-Tāʼīyah al-Subkīyah /,"كتاب كنز الذخائر وهدية المسافر الى النور السافر شرح التائية السبكية
				/","Kanz al-dhakhāʼir wa-hadīyat al-musāfir ilá al-nūr al-sāfir sharḥ
				al-Tāʼīyah al-Subkīyah",کنز الذخائر وهدية المسافر الى النور السافر شرح التائية السبکية,Kanz al-dhakhāʼir wa-hadīyat al-musāfir ilá al-nūr al-sāfir sharḥ al-Tāʼīyah al-Subkīyah
Kitāb Kashf al-asrār ʻammā khafiya ʻan al-afkār,كتاب كشف الاسرار عما خفي عن الافكار.,Kashf al-asrār ʻammā khafiya ʻan al-afkār,کشف الاسرارعما خفي عن الافکار,Kashf al-asrār ʻammā khafiya ʻan al-afkār
Kitāb Kawkab al-Rawḍah /,كتاب كوكب الروضة /,Kawkab al-Rawḍah.,كوكب الروضة.,Kawkab al-Rawḍah
Kitāb Khizānat al-fiqh ʻalá madhhab al-Imām al-aʻẓam Abī Ḥanīfah al-Nuʻmān ibn al-Thābit /,"كتاب خزانة الفقه على مذهب الامام الاعظم ابي حنيفة النعمان بن الثابت
				/",Khizānat al-fiqh,خزانة الفقه,Khizānat al-fiqh
Kitāb Khulāṣat al-abḥāth fī sharḥ Nahj al-qirāʼāt al-thalath ; Kitāb Sharḥ al-Rāʼīyah lil-Shāṭibī,"كتاب خلاصة الابحاث في شرح نهج القراءات الثلث ؛ كتاب شرح الرائية
				للشاطبي",,,Khulāṣat al-abḥāth fī sharḥ Nahj al-qirāʼāt al-thalath;Sharḥ al-Rāʼīyah lil-Shāṭibī
Kitāb Lamḥat al-mukhtaṭif fī ṣināʻat al-khaṭṭ al-ṣalif /,كتاب لمحة المختطف في صناعة الخط الصل /,Lamḥat al-mukhtaṭif fī ṣināʻat al-khaṭṭ al-ṣalif,لمحة المختطف في صناعة الخط الصلف,Lamḥat al-mukhtaṭif fī ṣināʻat al-khaṭṭ al-ṣalif
Kitāb Laqṭ al-masāyil al-fiqhīyah al-jalīlah al-mughnīyah li-man qaṣurat himmatuhu ʻan taḥṣīl kutub wāsiʻah kullīyah /,"كتاب لقط المسايل الفقهية الجليلة المغنية لمن قصرت همته عن تحصيل كتب واسعة
				كليه /",Works.,اعمال.,Works
Kitāb Lubāb al-taʼwīl fī maʻānī al-tanzīl,كتاب لباب التأويل في معاني التنزيل.,Lubāb al-taʼwīl fī maʻānī al-tanzīl.,لباب التأويل في معاني التنزيل.,Lubāb al-taʼwīl fī maʻānī al-tanzīl
Kitāb Lubb al-lubāb fī taḥrīr al-ansāb /,كتاب لب اللباب في تحرير الانساب.,Lubb al-lubāb fī taḥrīr al-ansāb,لب اللباب في تحرير الانساب,Lubb al-lubāb fī taḥrīr al-ansāb
Kitāb Lubb al-lubāb fī taḥrīr al-ansāb /,كتاب لب اللباب في تحرير الانساب /,Lubb al-lubāb fī taḥrīr al-ansāb,لب اللباب في تحرير الانساب,Lubb al-lubāb fī taḥrīr al-ansāb
Kitāb Madkhal Kūshyār wa-Risālah fī al-ḥisāb ... etc,كتاب مدخل كوشيار ورسالة في الحساب ... الخ.,,,Madkhal Kūshyār wa-Risālah fī al-ḥisāb
Kitāb majmūʻ fīhi thalāth kutub,كتاب مجموع فيه ثلاث كتب :,,,Kitāb majmūʻ fīhi thalāth kutub
Kitāb Mā lā yasaʻu al-ṭabīb jahluh /,كتاب ما لا يسع الطبيب جهله /,Mā lā yasaʻu al-ṭabīb jahluh,ما لا يسع الطبيب جهله,Mā lā yasaʻu al-ṭabīb jahluh
Kitāb Manāqib al-abrār,كتاب مناقب الابرار.,Manāqib al-abrār.,مناقب الابرار.,Manāqib al-abrār
Kitāb Manāqib al-Imām al-Shāṭibī /,كتاب مناقب الامام الشاطبي /,Manāqib al-Imām al-Shāṭibī,مناقب الامام الشاطبي,Manāqib al-Imām al-Shāṭibī
Kitāb Manāyiḥ al-alṭāf fī madāyiḥ al-ashrāf /,كتاب منايح الالطاف في مدايح الاشراف /,Manāyiḥ al-alṭāf fī madāyiḥ al-ashrāf,منايح الالطاف في مدايح الاشراف,Manāyiḥ al-alṭāf fī madāyiḥ al-ashrāf
Kitāb Manhaj al-ṣawāb fī taḥqīq al-murīd wa-al-murād,كتاب منهج الصواب في تحقيق المريد والمراد.,Manhaj al-ṣawāb fī qubḥ istiktāb ahl al-Kitāb,منهج الصواب في قبح استكتاب اهل الكتاب,Manhaj al-ṣawāb fī qubḥ istiktāb ahl al-Kitāb
Kitāb Mā rawāhu al-wāʻūn fī akhbār al-ṭāʻūn /,كتاب ما رواه الواعون في اخبار الطاعون /,Mā rawāhu al-wāʻūn fī akhbār al-ṭāʻūn,مارواه الواعون في اخبار الطاعون,Mā rawāhu al-wāʻūn fī akhbār al-ṭāʻūn
Kitāb Mashāriq al-anwār al-muḍīyah fī sharḥ al-Kawākib al-durrīyah /,كتاب مشارق الانوار المضية في شرح الكواكب الدرية /,"Mashāriq al-anwār al-muḍīyah fī sharḥ al-Kawākib
				al-durrīyah.",مشارق الانوار المضية في شرح الکواکب الدرّية.,Mashāriq al-anwār al-muḍīyah fī sharḥ al-Kawākib al-durrīyah
Kitāb Maʻāhid al-tanṣīṣ sharḥ abyāt al-Talkhīṣ /,كتاب معاهد التنصيص شرح ابيات التلخيص /,Maʻāhid al-tanṣīṣ ʻalá shawāhid al-Talkhīṣ,معاهد التنصيص على شواهد التلخيص,Maʻāhid al-tanṣīṣ ʻalá shawāhid al-Talkhīṣ
Kitāb Miftāḥ al-saʻādah / allafahu Kamāl al-Dīn ibn Āsāyish al-Shirwānī,كتاب مفتاح السعادة / الفه كمال الدين بن آسايش الشرواني.,Miftāḥ al-saʻādah,مفتاح السعادة,Miftāḥ al-saʻādah
Kitāb Mīzān al-ḥikmah,كتاب ميزان الحكمة.,Mīzān al-ḥikmah.,ميزان الحكمة.,Mīzān al-ḥikmah
Kitāb Mukhtaṣar al-Muqniʻ /,كتاب مختصر المقنع /,Mukhtaṣar al-Muqniʻ,مختصرالمقنع,Mukhtaṣar al-Muqniʻ
Kitāb Mukhtaṣar Sirāj al-tawḥīd al-bāhij al-nūn ... etc,كتاب مختصر سراج التوحيد الباهج النون ... الخ.,,,Mukhtaṣar Sirāj al-tawḥīd al-bāhij al-nūn
Kitāb Mukhtaṣar ʻulūm al-ḥadīth /,كتاب مختصر علوم الحديث /,Mukhtaṣar Kitāb ʻUlūm al-ḥadīth,مختصر کتاب علوم الحديث,Mukhtaṣar Kitāb ʻUlūm al-ḥadīth
Kitāb Mutawāsiṭ,كتاب متواسط.,Wāfiyah fī sharḥ al-Kāfiyah,وافية في شرح الکافية,Wāfiyah fī sharḥ al-Kāfiyah
Kitāb Muṭawwal,كتاب مطول.,Muṭawwal,مطول,Muṭawwal
Kitāb Muthallathāt Quṭrub lil-Imām Abū al-Qāsim Shams al-Dīn ʻAbd al-Wahhāb ibn al-Ḥasan ibn Barakāt,"كتاب مثلثات قطرب للامام ابو القاسم شمس الدين عبد الوهاب بن الحسن بن
				بركات.",Sharḥ Naẓm Muthallath Quṭrub,شرح نظم مثلث قطرب,Sharḥ Naẓm Muthallath Quṭrub
Kitāb Muthīr al-gharām ilá ziyārat al-Quds wa-al-Shām,كتاب مثير الغرام الى زيارة القدس والشام.,Muthīr al-gharām ilá ziyārat al-Quds wa-al-Shām,مثير الغرام الى زيارة القدس والشام,Muthīr al-gharām ilá ziyārat al-Quds wa-al-Shām
Kitāb Nashr al-ʻalam fī sharḥ Lāmīyat al-ʻajam /,كتاب نشر العلم في شرح لامية العجم /,Nashr al-ʻalam fī sharḥ Lāmīyat al-ʻajam,نشر العلم في شرح لامية العجم,Nashr al-ʻalam fī sharḥ Lāmīyat al-ʻajam
Kitāb Nāẓimat al-zuhr fī aʻdād āyāt al-Qurʼān al-sharīf wa-ikhtilāf ahl al-amṣār fīhā /,"كتاب ناظمة الزهر في اعداد آيات القرآن الشريف واختلاف اهل الامصار فيها
				/","Nāẓimat al-zuhr fī aʻdād āyāt al-Qurʼān al-sharīf wa-ikhtilāf ahl
				al-amṣār fīhā",ناظمة الزهرفي اعداد آيات القرآن الشريف واختلاف اهل الامصار فيها,Nāẓimat al-zuhr fī aʻdād āyāt al-Qurʼān al-sharīf wa-ikhtilāf ahl al-amṣār fīhā
Kitāb Naẓm al-durr al-manthūr fī ʻamal al-munāsakhāt bi-al-ṣaḥīḥ wa-al-kusūr /,كتاب نظم الدر المنثور في عمل المناسخات بالصحيح والكسور /,"Naẓm al-durr al-manthūr fī ʻamal al-munāsakhāt bi-al-ṣaḥīḥ
				wa-al-kusūr",نظم الدر المنثور في عمل المناسخات بالصحيح والکسور,Naẓm al-durr al-manthūr fī ʻamal al-munāsakhāt bi-al-ṣaḥīḥ wa-al-kusūr
Kitāb Nihāyat al-idrāk fī asrūr al-aflāk /,كتاب نهاية الادراك في اسرور الافلاك /,Nihāyat al-idrāk fī asrūr al-aflāk.,نهاية الادراك في اسرار الافلاك.,Nihāyat al-idrāk fī asrūr al-aflāk
Kitāb Nubdhah /,كتاب نبذة /,Dafʻ al-shakk wa-al-mayn fī taḥrīr al-fannayn.,دفع الشك والمين فى تحرير الفنين.,Dafʻ al-shakk wa-al-mayn fī taḥrīr al-fannayn
Kitāb Nūr al-ʻuyūn fī talkhīṣ siyar al-amīn al-maʼmūn /,كتاب نور العيون في تلخيص سير الامين المأمون /,Nūr al-ʻuyūn fī talkhīṣ siyar al-amīn al-maʼmūn,نور العيون في تلخيص سير الامين المأمون,Nūr al-ʻuyūn fī talkhīṣ siyar al-amīn al-maʼmūn
Kitāb Nuzhat al-qulūb fī tafsīr gharīb al-Qurʼān /,كتاب نزهة القلوب في تفسير غريب القرآن /,Nuzhat al-qulūb,نزهة القلوب,Nuzhat al-qulūb
Kitāb Nuzʹhat al-nāẓirīn fī tārīkh man waliya Miṣr min al-khulafāʼ wa-al-salāṭīn /,كتاب نزهة الناظرين في تاريخ من ولى مصر من الخلفاء والسلاطين /,"Nuzʹhat al-nāẓirīn fī tārīkh man waliya Miṣr min al-khulafāʼ
				wa-al-salāṭīn",نزهة الناظرين في تاريخ من ولى مصر من الخلفاء والسلاطين,Nuzʹhat al-nāẓirīn fī tārīkh man waliya Miṣr min al-khulafāʼ wa-al-salāṭīn
Kitāb Qalāyid al-nuḥūr min jawāhir al-buḥūr /,كتاب قلايد النحور من جواهر البحور /,Qalāyid al-nuḥūr min jawāhir al-buḥūr.,قلايد النحور من جواهر البحور.,Qalāyid al-nuḥūr min jawāhir al-buḥūr
Kitāb Radd maʻānī al-āyāt al-mutashābihāt ilá maʻānī al-āyāt al-muḥkamāt /,كتاب رد معاني الايات المتشابهات الى معاني الايات المحكمات /,"Radd maʻānī al-āyāt al-mutashābihāt ilá maʻānī al-āyāt
				al-muḥkamāt",رد معاني الآيات المتشابهات الى معاني الآيات المحکمات,Radd maʻānī al-āyāt al-mutashābihāt ilá maʻānī al-āyāt al-muḥkamāt
Kitāb Rafʻ al-khaṣāyiṣ ʻan ṭullāb qirāʼ al-khaṣāyiṣ /,كتاب رفع الخصايص عن طلاب قراء الخصايص /,Rafʻ al-khaṣāyiṣ ʻan ṭullāb al-khaṣāyiṣ,رفع الخصايص عن طلاب الخصايص,Rafʻ al-khaṣāyiṣ ʻan ṭullāb al-khaṣāyiṣ
Kitāb Rashf al-manhilayn,كتاب رشف المنهلين.,Rashf al-manhilayn,رشف المنهلين,Rashf al-manhilayn
Kitāb Rawḍ al-ādāb /,كتاب روض الاداب /,Rawḍ al-ādāb,روض الاداب,Rawḍ al-ādāb
Kitāb Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn,كتاب روض الرياحين في حكايات الصالحين ،,Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn,روض الرياحين في حكايات الصالحين,Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn
Kitāb Riyāḍ al-jannah fī āthār Ahl al-Sunnah /,كتاب رياض الجنة في آثار اهل السنة /,Riyāḍ al-jannah fī āthār Ahl al-Sunnah.,رياض الجنة في اثار اهل السنة.,Riyāḍ al-jannah fī āthār Ahl al-Sunnah
Kitāb Ṣadr al-Sharīʻah fī sharḥ al-Wiqāyah,كتاب صدر الشريعة في شرح الوقاية.,Sharḥ al-Wiqāyah,شرح الوقاية,Sharḥ al-Wiqāyah
Kitāb Sharḥ al-Ajurrūmīyah /,كتاب شرح الاجرومية /,Durrah al-Ṣabbāghīyah fī sharḥ al-Jurrūmīyah,درة الصباغية في شرح الجرومية,Durrah al-Ṣabbāghīyah fī sharḥ al-Jurrūmīyah
Kitāb Sharḥ Alfīyat Ibn Mālik /,كتاب شرح الفية ابن مالك /,Sharḥ Alfīyat Ibn Mālik.,شرح الفية بن مالك.,Sharḥ Alfīyat Ibn Mālik
Kitāb Sharḥ al-Hamzīyah /,كتاب شرح الهمزية /,Sharḥ al-Hamzīyah,شرح الهمزية,Sharḥ al-Hamzīyah
Kitāb Sharḥ al-Jāmiʻ al-ṣaghīr,كتاب شرح الجامع الصغير.,Tartīb al-Jāmiʻ al-ṣaghīr,ترتيب الجامع الصغير,Tartīb al-Jāmiʻ al-ṣaghīr
Kitāb Sharḥ al-Jāmiʻ al-ṣaghīr /,كتاب شرح الجامع الصغير /,Sharḥ al-Jāmiʻ al-ṣaghīr,شرح الجامع الصغير,Sharḥ al-Jāmiʻ al-ṣaghīr
Kitāb Sharḥ al-Muqaddimah al-Shaʻrānīyah fī ʻilm al-ʻArabīyah /,كتاب شرح المقدمة الشعرانية في علم العربية /,Sharḥ al-Muqaddimah al-Shaʻrānīyah,شرح المقدمة الشعرانية,Sharḥ al-Muqaddimah al-Shaʻrānīyah
Kitāb Sharḥ al-Shudhurī lil-muṣannif,كتاب شرح الشذري للمصنف.,Sharḥ Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab,شرح شذور الذهب في معرفة كلام العرب,Sharḥ Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab
Kitāb Sharḥ al-Wāḍiḥah fī tajwīd al-Fātiḥah /,كتاب شرح الواضحة في تجويد الفاتحة /,,,Sharḥ al-Wāḍiḥah fī tajwīd al-Fātiḥah
Kitāb Sharḥ al-ʻAqāʼid lil-Nasafī /,كتاب شرح العقائد للنسفي /,Sharḥ al-ʻAqāʼid al-Nasafīyah,شرح العقائد النسفية,Sharḥ al-ʻAqāʼid al-Nasafīyah
Kitāb Sharḥ Badīʻīyah ... etc,كتاب شرح بديعية ... الخ.,,,Sharḥ Badīʻīyah
Kitāb Sharḥ naẓm ʻAlī ibn Abī al-Rijāl ... etc,كتاب شرح نظم علي بن ابي الرجال ... الخ.,,,Sharḥ naẓm ʻAlī ibn Abī al-Rijāl
Kitāb Sharḥ ʻImād al-Riḍā bi-Ādāb al-qaḍā ... etc,كتاب شرح عماد الرضا بآدآب القضا ... الخ.,,,Sharḥ ʻImād al-Riḍā bi-Ādāb al-qaḍā
Kitāb Shudhūr al-dhahab min ḥurr al-kalām al-muntakhab /,كتاب شذور الذهب من حر الكلام المنتخب /,Shudhūr al-dhahab min ḥurr al-kalām al-muntakhab,شذور الذهب من حرالکلام المنتخب,Shudhūr al-dhahab min ḥurr al-kalām al-muntakhab
Kitāb siyar Nabī /,كتاب سير نبي /,Naẓm sīrat al-Nabī wa-sharḥuhā.,نظم سيرة النبي وشرحها.,Naẓm sīrat al-Nabī wa-sharḥuhā
Kitāb Surūr al-muhaj wa-al-albāb fī rasāyil al-aḥbāb,كتاب سرور المهج والالباب في رسايل الاحباب.,Surūr al-muhaj wa-al-albāb fī rasāʼil al-aḥbāb.,سرور المهج والالباب في رسائل الاحباب,Surūr al-muhaj wa-al-albāb fī rasāʼil al-aḥbāb
