ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 07,"",https://iiif.archivelab.org/iiif/images_CA07_15/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,"s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Other decoration, f. 1r-v: Red initials with yellow and green decoration.|Script, f. 1r-v: Caroline minuscule.|Music, f. 1r-v: Interlinear neumes.","Manuscript note: From same codex as CA 06.|Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 41-43.|f. 1r-v: Latin.|f. 1r-v: Contains John 8:46-59, i.e. the final reading for the third nocturn at matins on Passion Sunday; antiphons and hymn (Lustra sex), with neumes, for lauds.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132348.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 08,"",https://iiif.archivelab.org/iiif/images_CA08_15/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,"s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,"","",Sacramentary,"",Sacramentary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Caroline minuscule.","Manuscript note: Leaf was used in the binding of another book; three segments (approx. 70x10mm) cut out from the center of the leaf.|Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 44-46.|f. 1r-v: Holes in the parchment from its use in a binding; stitched repairs in green thread.|f. 1r-v: Latin.|f. 1r-v: Contains the three prayers for the mass of Peter and Paul (29 June) and a preface proper to the saints; beginning of the preface for the feast of Thomas apostle (21 December).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132349.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 09,"",https://iiif.archivelab.org/iiif/images_CA09_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 48-51.|f. 1r-v: Only the upper portion of the leaf survives.|f. 1r-v: Latin.|f. 1r-v: Recto: end of responsory to the 8th lesson, whole of the 9th lesson and beginning of the 10th lesson (or 9th, 10th & 11th), all with neumes, at matins for the 3rd Sunday of Lent; verso: prayer for matins, and capitula, resp. & vers. for the little hours.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132350.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 11,"",https://iiif.archivelab.org/iiif/images_CA11_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Sacramentary,"",Sacramentary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.","Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 52-56.|f. 1r-v: Repair stitched across the middle of the leaf.|f. 1r-v: Latin.|f. 1r-v: Preface for Christmas through collects for the feast of Epiphany.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132351.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 24,"",https://iiif.archivelab.org/iiif/images_CA24_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XI/XII, 1090-1110",1090^1110,11;12,http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Script, ff. 1-2v: Pregothic.|Music, ff. 1-2v: Interlinear neumes.","Manuscript note: Used in binding of another book; cut through second column of text of folio two.|Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 57-66.|ff. 1-2v: F. 2 is somewhat smaller: 330 x 197 mm.|ff. 1-2v: Latin.|ff. 1-2v: On f. 1r-v: Septuagesima Sunday, Wednesday and Friday of the week; f. 2r-v: masses for the feast of Juliana (16 Feb), the Chair of Peter (22 Feb), Mathias (24 Feb), Perpetua and Felicitas (6 Mar), Gregory pope (12 Mar), Annunciation (25 Mar).|Explicit, ff. 1-2v: Gregory pope (12 Mar), Annunciation (25 Mar).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132352.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 10,"",https://iiif.archivelab.org/iiif/images_CA10_15/manifest.json,Germany?,http://vocab.getty.edu/tgn/7000084,Germany,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Monastic life,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Script, f. 1r-v: Gothic.",f. 1r-v: Leaf is torn vertically; somewhat less than 1/2 of the leaf is missing.|f. 1r-v: Latin.,We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132353.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 36,"",https://iiif.archivelab.org/iiif/images_CA36_15/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,"s. XVI, 1500-1599",1500^1599,16,http://vocab.getty.edu/aat/300404510,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","",French,Q150,French,"","","","","","","","","","Script, f. 1r-v: Cursive.",f. 1r-v: Latin.,We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132354.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 38,"",https://iiif.archivelab.org/iiif/images_CA38_15/manifest.json,Spain,http://vocab.getty.edu/tgn/1000095,Spain,"s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,"","",Choir psalter,"",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Binding: Not bound.|Script, ff. 1-5v: Liturgical book hand.|Layout, ff. 1-5v: 15 long lines, ruled in ink, with vertical bounding lines full length. Foliated in red roman numerals in the upper right corner of the recto. Running headlines across the opening.",ff. 1-5v: Latin.,We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132355.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 39,"",https://iiif.archivelab.org/iiif/images_CA39_15/manifest.json,Spain?,http://vocab.getty.edu/tgn/1000095,Spain,"s. XVIII, 1700-1799",1700^1799,18,http://vocab.getty.edu/aat/300404512,false,"","",Choir psalter,"",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Binding: Not bound.|Script, f. 1r-v: Stencil.|Layout, f. 1r-v: 19 long lines set on pale ink ruling.","f. 1r-v: The entire text, including capital letters and punctuation, was produced by stencil.|f. 1r-v: Latin.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132356.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 40,"",https://iiif.archivelab.org/iiif/images_CA40_15/manifest.json,Spain,http://vocab.getty.edu/tgn/1000095,Spain,"s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,"","",Choir psalter,"",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Binding: Not bound.|Script, ff. 1-5v: Liturgical book hand.|Layout, ff. 1-5v: 14 long lines with text lines in red ink; the two horizontal bounding lines (with the latter functioning also as the last text line) are full across.","ff. 1-5v: Two nested bifolia and a single leaf; the bifolia are made up of singletons pasted together at the gutter.|ff. 1-5v: Latin.|ff. 1-5v: Pss. 55, 56 and 108:1-6, 23-31 (end); the break of Ps. 108:7-22 probably represents the loss of two leaves between the present ff. 4 and 5. Psalms suggest Tues. or Wedn. at matins (secular or monastic use) for Pss. 55-56; Ps. 108 is for Sat. at matins.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132357.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 41,"",https://iiif.archivelab.org/iiif/images_CA41_15/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Price in English pounds on the recto, suggesting that the leaf may have been a gift to Conception Abbey from Dr. Charles D. Humberd (1876-1966) of Bernard, Missouri (buried in West Union, Indiana).","","",Charles D. Humberd,Q116379117,human,"","","","Binding: Not bound.|Script, f. 1r-v: Liturgical book hand.|Layout, f. 1r-v: 16 long lines.","Bibliography: De Ricci, p.|f. 1r-v: Latin.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132358.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 42,"",https://iiif.archivelab.org/iiif/images_CA42_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","","Bible, N.T., John","",Bible;New Testament;Gospel of John,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Came to Conception Abbey from its motherhouse, Engelberg in Switzerland.","","",Engelberg Abbey,Q667880,organization,"","","","Script, One item, recto & verso: Gothic book hand.|Layout, One item, recto & verso: 2-column manuscript of which one column survives here.","One item, recto & verso: Latin.|One item, visible side: Contains John 19:36-38.|Incipit, One item, visible side: et permisit pilatus, venit ergo et tu//.|Explicit, One item, visible side: //ta sunt enim hec ut scriptura impleretur dicens Os non comminuetis ex eo . . .",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132359.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 43,"",https://iiif.archivelab.org/iiif/images_CA43_15/manifest.json,Netherlands,http://vocab.getty.edu/tgn/7016845,Netherlands,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Psalter,"",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Purchased ca. 2000 from a book dealer.,"","","","","","","","","Binding: Not bound.|Other decoration, f. 1r-v: 1-line gold initials on white-patterned particolored grounds.|Script, f. 1r-v: Gothic book hand.|Layout, f. 1r-v: 16 long lines ruled in ink with the four bounding lines full length.","f. 1r-v: The recto foliated ""150"" in pencil in a modern hand.|f. 1r-v: Latin.|f. 1r-v: Contains Ps. 21:21-32, which does not occur in a book of hours; thus, although the leaf has the appearance of a book of hours, it is here catalogued as a psalter (perhaps as part of a psalter-book of hours).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132360.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 37,"",https://iiif.archivelab.org/iiif/images_CA37_15/manifest.json,Germany,http://vocab.getty.edu/tgn/7000084,Germany,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","","Bible, O.T.","",Bible;Old Testament,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, One fragment, recto & verso: Gothic book hand.","One fragment, recto & verso: Latin.|One fragment, recto & verso: Recto, I Kings 3:17; verso, 1 Kings 17:5-6.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132361.xml
