subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
Brahmā (Hindu deity),a,0,,Brahma (Hindu deity),http://id.worldcat.org/fast/837545
Braj poetry,a,0,http://id.loc.gov/authorities/subjects/sh85016376,Braj poetry,http://id.worldcat.org/fast/837804
Braj poetry,a,fast,http://id.worldcat.org/fast/837804,Braj poetry,http://id.worldcat.org/fast/837804
Bread,a,fast,http://id.worldcat.org/fast/1198482,Bread,http://id.worldcat.org/fast/1198482
Bread--England--Early works to 1800,a--z--v,0,,Bread;England;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636
Bread--England--Early works to 1800.,a--z--v,0,,Bread;England;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636
Bread--France--Early works to 1800,a--z--v,0,,Bread;France;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636
Bread--France--Early works to 1800.,a--z--v,0,,Bread;France;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636
Bread.,a,fast,http://id.worldcat.org/fast/1198482,Bread,http://id.worldcat.org/fast/1198482
Brescia (Italy)--History--15th century--Economic aspects,a--x--y--x,0,,Italy--Brescia;History;Fifteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962
Brescia (Italy)--History--15th century--Economic aspects.,a--x--y--x,0,,Italy--Brescia;History;Fifteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962
Brescia (Italy)--History--16th century--Economic aspects,a--x--y--x,0,,Italy--Brescia;History;Sixteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
Brescia (Italy)--History--16th century--Economic aspects.,a--x--y--x,0,,Italy--Brescia;History;Sixteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
Brescia (Italy)--Politics and government,a--x,0,,Italy--Brescia;Politics and government,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/1919741
Brescia (Italy)--Politics and government.,a--x,0,,Italy--Brescia;Politics and government,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/1919741
Breviaries,a,fast,http://id.worldcat.org/fast/838495,Breviaries,http://id.worldcat.org/fast/838495
Breviaries--Italy--Ferrara,a--z--z,0,,Breviaries;Italy--Ferrara,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204575
Breviaries--Italy--Ferrara.,a--z--z,0,,Breviaries;Italy--Ferrara,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204575
Breviaries--Specimens,a--v,0,,Breviaries;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423861
Breviaries--Specimens.,a--v,0,,Breviaries;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423861
Breviaries--Texts,a--v,0,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705
Breviaries--Texts--Early works to 1800,a--v--v,0,,Breviaries;Texts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636
Breviaries--Texts--Early works to 1800.,a--v--v,0,,Breviaries;Texts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636
Breviaries.,a,fast,http://id.worldcat.org/fast/838495,Breviaries,http://id.worldcat.org/fast/838495
Breviary,,openn-keywords,,Breviaries,http://id.worldcat.org/fast/838495
Bridges--India--Religious aspects,a--z--x,0,,Bridges;India,http://id.worldcat.org/fast/838671;http://id.worldcat.org/fast/1210276
Bridles,a,fast,http://id.worldcat.org/fast/838967,Bridles,http://id.worldcat.org/fast/838967
Bridles--Early works to 1800,a--v,0,,Bridles;Early works,http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636
Bridles--Early works to 1800.,a--v,0,,Bridles;Early works,http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636
Bridles.,a,fast,http://id.worldcat.org/fast/838967,Bridles,http://id.worldcat.org/fast/838967
British,a,fast,http://id.worldcat.org/fast/839044,British,http://id.worldcat.org/fast/839044
British--Ireland--History--16th century,a--z--x--y,0,http://id.loc.gov/authorities/subjects/sh2009117616,British;Ireland;History;Sixteenth century,http://id.worldcat.org/fast/839044;http://id.worldcat.org/fast/1205427;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
British--Ireland--History--16th century.,a--z--x--y,0,http://id.loc.gov/authorities/subjects/sh2009117616,British;Ireland;History;Sixteenth century,http://id.worldcat.org/fast/839044;http://id.worldcat.org/fast/1205427;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
British.,a,fast,http://id.worldcat.org/fast/839044,British,http://id.worldcat.org/fast/839044
Brondolo (Italy),a,0,http://id.loc.gov/authorities/names/n86047168,Italy--Brondolo,http://id.worldcat.org/fast/1238730
Buddhas in art,a,0,,Buddhas in art,http://id.worldcat.org/fast/840027
Buddhism,a,fast,http://id.worldcat.org/fast/840028,Buddhism,http://id.worldcat.org/fast/840028
Buddhism--Bibliography--Catalogs,a--v--v,0,,Buddhism--Bibliography;Bibliography--Catalogs;Catalogs,http://id.worldcat.org/fast/840031;http://id.worldcat.org/fast/831353;http://id.worldcat.org/fast/1423692
Buddhism--Bibliography--Catalogs.,a--v--v,0,,Buddhism--Bibliography;Bibliography--Catalogs;Catalogs,http://id.worldcat.org/fast/840031;http://id.worldcat.org/fast/831353;http://id.worldcat.org/fast/1423692
Buddhism--Doctrines,a--x,0,http://id.loc.gov/authorities/subjects/sh85017463,Buddhism--Doctrines,http://id.worldcat.org/fast/840040
Buddhism--Doctrines.,a--x,0,http://id.loc.gov/authorities/subjects/sh85017463,Buddhism--Doctrines,http://id.worldcat.org/fast/840040
Buddhism--Rituals--Texts,a--x--v,0,,Buddhism--Rituals--Texts,http://id.worldcat.org/fast/840085
Buddhism--Rituals--Texts,a--x--v,0,http://id.loc.gov/authorities/subjects/sh87000711,Buddhism--Rituals--Texts,http://id.worldcat.org/fast/840085
Buddhism--Rituals--Texts,a--x--x,fast,http://id.worldcat.org/fast/840085,Buddhism--Rituals--Texts,http://id.worldcat.org/fast/840085
Buddhism--Thailand,a--z,0,http://id.loc.gov/authorities/subjects/sh2008117490,Buddhism;Thailand,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1205310
Buddhist architecture,a,fast,http://id.worldcat.org/fast/1727575,Buddhist architecture,http://id.worldcat.org/fast/1727575
Buddhist architecture,a,0,,Buddhist architecture,http://id.worldcat.org/fast/1727575
Buddhist architecture,a,0,http://id.loc.gov/authorities/subjects/sh85006708,Buddhist architecture,http://id.worldcat.org/fast/1727575
Buddhist arts,a,0,,Buddhist arts,http://id.worldcat.org/fast/1727583
Buddhist arts,a,fast,http://id.worldcat.org/fast/1727583,Buddhist arts,http://id.worldcat.org/fast/1727583
Buddhist arts,a,0,http://id.loc.gov/authorities/subjects/sh85008354,Buddhist arts,http://id.worldcat.org/fast/1727583
Buddhist goddesses,a,0,,Buddhist goddesses,http://id.worldcat.org/fast/840167
"Buddhist literature, Burmese",a,fast,http://id.worldcat.org/fast/840191,"Buddhist literature, Burmese",http://id.worldcat.org/fast/840191
"Buddhist literature, Burmese",a,0,http://id.loc.gov/authorities/subjects/sh92001876,"Buddhist literature, Burmese",http://id.worldcat.org/fast/840191
Buddhist monks,a,fast,http://id.worldcat.org/fast/840233,Buddhist monks,http://id.worldcat.org/fast/840233
Buddhist monks--Drama--Early works to 1800,a--v--x,0,,Buddhist monks;Drama;Early works,http://id.worldcat.org/fast/840233;http://id.worldcat.org/fast/1423879;http://id.worldcat.org/fast/1411636
Buddhist poetry,a,fast,http://id.worldcat.org/fast/840256,Buddhist poetry,http://id.worldcat.org/fast/840256
Buddhist poetry,a,0,http://id.loc.gov/authorities/subjects/sh85017574,Buddhist poetry,http://id.worldcat.org/fast/840256
Buddhist temples--Japan--Fujimaki-mura--Membership--History--Sources,a--z--z--x--x--v,0,,Buddhist temples--Membership;Japan--Fujimaki-mura;History;Sources,http://id.worldcat.org/fast/1727657;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900
Buddhist temples--Japan--Fujimaki-mura--Membership--History--Sources.,a--z--z--x--x--v,0,,Buddhist temples--Membership;Japan--Fujimaki-mura;History;Sources,http://id.worldcat.org/fast/1727657;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900
Building laws (Islamic law),a,fast,(OCoLC)fst01739594,Building laws (Islamic law),http://id.worldcat.org/fast/1739594
Building laws (Islamic law)--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh2006002120,Building laws (Islamic law);Early works,http://id.worldcat.org/fast/1739594;http://id.worldcat.org/fast/1411636
Building laws (Islamic law)--Early works to 1800.,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh2006002120,Building laws (Islamic law);Early works,http://id.worldcat.org/fast/1739594;http://id.worldcat.org/fast/1411636
Buildings,a,fast,http://id.worldcat.org/fast/840962,Buildings,http://id.worldcat.org/fast/840962
Buildings--Italy--Verona,a--z--z,0,,Buildings;Italy--Verona,http://id.worldcat.org/fast/840962;http://id.worldcat.org/fast/1204568
Buildings--Italy--Verona.,a--z--z,0,,Buildings;Italy--Verona,http://id.worldcat.org/fast/840962;http://id.worldcat.org/fast/1204568
Buildings.,a,fast,http://id.worldcat.org/fast/840962,Buildings,http://id.worldcat.org/fast/840962
"Bulls, Papal",a,0,http://id.loc.gov/authorities/subjects/sh85017972,"Bulls, Papal",http://id.worldcat.org/fast/841552
"Bulls, Papal",a,fast,http://id.worldcat.org/fast/841552,"Bulls, Papal",http://id.worldcat.org/fast/841552
"Bulls, Papal--Early works to 1800",a--v,0,,"Bulls, Papal;Early works",http://id.worldcat.org/fast/841552;http://id.worldcat.org/fast/1411636
"Bulls, Papal--Early works to 1800.",a--v,0,,"Bulls, Papal;Early works",http://id.worldcat.org/fast/841552;http://id.worldcat.org/fast/1411636
"Bulls, Papal--Specimens",a--v,0,,"Bulls, Papal;Specimens",http://id.worldcat.org/fast/841552;http://id.worldcat.org/fast/1423861
"Bulls, Papal--Specimens.",a--v,0,,"Bulls, Papal;Specimens",http://id.worldcat.org/fast/841552;http://id.worldcat.org/fast/1423861
"Bulls, Papal.",a,0,http://id.loc.gov/authorities/subjects/sh85017972,"Bulls, Papal",http://id.worldcat.org/fast/841552
"Bulls, Papal.",a,fast,http://id.worldcat.org/fast/841552,"Bulls, Papal",http://id.worldcat.org/fast/841552
Bulls--Religious aspects,a--x,fast,http://id.worldcat.org/fast/841544,Bulls--Religious aspects,http://id.worldcat.org/fast/841544
Bulls--Religious aspects,a--x,0,http://id.loc.gov/authorities/subjects/sh85017969,Bulls--Religious aspects,http://id.worldcat.org/fast/841544
Bulls--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019001745,Bulls--Religious aspects--Hinduism,http://id.worldcat.org/fast/2004834
Bulls--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2004834,Bulls--Religious aspects--Hinduism,http://id.worldcat.org/fast/2004834
Burgos (Spain : Province),a,0,http://id.loc.gov/authorities/names/n80001092,Spain--Burgos (Province),http://id.worldcat.org/fast/1330567
Burgundy (County)--History--14th century,a--x--y,0,,France--Burgundy (County);History;Fourteenth century,http://id.worldcat.org/fast/1223900;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420
Burgundy (County)--History--14th century.,a--x--y,0,,France--Burgundy (County);History;Fourteenth century,http://id.worldcat.org/fast/1223900;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420
"Burgundy (France)--History--House of Valois, 1363-1477",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85018078,France--Burgundy;History,http://id.worldcat.org/fast/1206081;http://id.worldcat.org/fast/958235
"Burgundy (France)--History--House of Valois, 1363-1477.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85018078,France--Burgundy;History,http://id.worldcat.org/fast/1206081;http://id.worldcat.org/fast/958235
Burma,a,fast,http://id.worldcat.org/fast/1207835,Burma,http://id.worldcat.org/fast/1207835
Bushido--Early works to 1800,a--v,0,,Bushido;Early works,http://id.worldcat.org/fast/842251;http://id.worldcat.org/fast/1411636
Bushido--Early works to 1800.,a--v,0,,Bushido;Early works,http://id.worldcat.org/fast/842251;http://id.worldcat.org/fast/1411636
Business ethics--Early works to 1800,a--v,0,,Business ethics;Early works,http://id.worldcat.org/fast/842675;http://id.worldcat.org/fast/1411636
Business ethics--Early works to 1800.,a--v,0,,Business ethics;Early works,http://id.worldcat.org/fast/842675;http://id.worldcat.org/fast/1411636
Business mathematics,a,fast,http://id.worldcat.org/fast/842780,Business mathematics,http://id.worldcat.org/fast/842780
Business mathematics--Early works to 1800,a--v,0,,Business mathematics;Early works,http://id.worldcat.org/fast/842780;http://id.worldcat.org/fast/1411636
Business mathematics--Early works to 1800.,a--v,0,,Business mathematics;Early works,http://id.worldcat.org/fast/842780;http://id.worldcat.org/fast/1411636
"Business mathematics--Handbooks, manuals, etc",a--v,0,,Business mathematics;Handbooks and manuals,http://id.worldcat.org/fast/842780;http://id.worldcat.org/fast/1423877
Business mathematics.,a,fast,http://id.worldcat.org/fast/842780,Business mathematics,http://id.worldcat.org/fast/842780
Byzantine,,openn-keywords,,Byzantine (culture and style),http://vocab.getty.edu/aat/300020669
Byzantine Empire,a,fast,http://id.worldcat.org/fast/1209292,Byzantine Empire,http://id.worldcat.org/fast/1209292
Byzantine Empire--History,a--x,0,http://id.loc.gov/authorities/subjects/sh85018483,Byzantine Empire;History,http://id.worldcat.org/fast/1209292;http://id.worldcat.org/fast/958235
Byzantine Empire--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh85018483,Byzantine Empire;History,http://id.worldcat.org/fast/1209292;http://id.worldcat.org/fast/958235
Byzantine Empire.,a,fast,http://id.worldcat.org/fast/1209292,Byzantine Empire,http://id.worldcat.org/fast/1209292
Byzantine literature,a,fast,http://id.worldcat.org/fast/843235,Byzantine literature,http://id.worldcat.org/fast/843235
Byzantine literature,a,0,http://id.loc.gov/authorities/subjects/sh85018527,Byzantine literature,http://id.worldcat.org/fast/843235
Byzantine literature.,a,fast,http://id.worldcat.org/fast/843235,Byzantine literature,http://id.worldcat.org/fast/843235
Byzantine literature.,a,0,http://id.loc.gov/authorities/subjects/sh85018527,Byzantine literature,http://id.worldcat.org/fast/843235
Bṛhaspati (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh90004339,Bṛhaspati (Hindu deity),http://id.worldcat.org/fast/843278
Bṛhaspati (Hindu deity),a,fast,http://id.worldcat.org/fast/843278,Bṛhaspati (Hindu deity),http://id.worldcat.org/fast/843278
Cabala,a,fast,http://id.worldcat.org/fast/843481,Cabala,http://id.worldcat.org/fast/843481
Cabala--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100001,Cabala;Early works,http://id.worldcat.org/fast/843481;http://id.worldcat.org/fast/1411636
Cabala--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100001,Cabala;Early works,http://id.worldcat.org/fast/843481;http://id.worldcat.org/fast/1411636
Cabala.,a,fast,http://id.worldcat.org/fast/843481,Cabala,http://id.worldcat.org/fast/843481
Caen (France),a,0,http://id.loc.gov/authorities/names/n80001213,France--Caen,http://id.worldcat.org/fast/1207313
Caen (France)--History--Economic conditions--14th century,a--x--x--y,0,,France--Caen;History;Economic conditions;Fourteenth century,http://id.worldcat.org/fast/1207313;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/933420
Caen (France)--History--Economic conditions--14th century.,a--x--x--y,0,,France--Caen;History;Economic conditions;Fourteenth century,http://id.worldcat.org/fast/1207313;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/933420
Cahors (France),a,0,http://id.loc.gov/authorities/names/n81071971,France--Cahors,http://id.worldcat.org/fast/1214020
Cairo (Egypt)--History--Early works to 1800,a--x--v,0,,Egypt--Cairo;History;Early works,http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636
Cairo (Egypt)--History--Early works to 1800.,a--x--v,0,,Egypt--Cairo;History;Early works,http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636
Calendar,a,fast,http://id.worldcat.org/fast/844160,Calendar,http://id.worldcat.org/fast/844160
Calendar--Armenia--Early works to 1800,a--z--v,0,,Calendar;Armenia;Early works,http://id.worldcat.org/fast/844160;http://id.worldcat.org/fast/1206470;http://id.worldcat.org/fast/1411636
Calendar--Armenia--Early works to 1800.,a--z--v,0,,Calendar;Armenia;Early works,http://id.worldcat.org/fast/844160;http://id.worldcat.org/fast/1206470;http://id.worldcat.org/fast/1411636
Calendar.,a,fast,http://id.worldcat.org/fast/844160,Calendar,http://id.worldcat.org/fast/844160
Calendars,a,fast,(OCoLC)fst00844227,Calendars,http://id.worldcat.org/fast/1423764
Calendars,a,fast,(OCoLC)fst00844227,Calendars,http://id.worldcat.org/fast/844227
Calendars--Early works to 1800,a--v,0,,Calendars;Early works,http://id.worldcat.org/fast/844227;http://id.worldcat.org/fast/1411636
Calendars--Early works to 1800,a--v,0,,Calendars;Early works,http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1411636
Calendars--Manuscripts--Early works to 1800,a--x--v,0,,Calendars;Manuscripts;Early works,http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636
Calendars--Manuscripts--Early works to 1800,a--x--v,0,,Calendars;Manuscripts;Early works,http://id.worldcat.org/fast/844227;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636
Calendars--Manuscripts--Early works to 1800.,a--x--v,0,,Calendars;Manuscripts;Early works,http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636
Calendars--Manuscripts--Early works to 1800.,a--x--v,0,,Calendars;Manuscripts;Early works,http://id.worldcat.org/fast/844227;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636
Caliphs,a,fast,(OCoLC)fst00844318,Caliphs,http://id.worldcat.org/fast/844318
Caliphs--Biography--Early works to 1800,a--v--v,0,,Caliphs--Biography;Biographies;Early works,http://id.worldcat.org/fast/844319;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
Caliphs--Biography--Early works to 1800.,a--v--v,0,,Caliphs--Biography;Biographies;Early works,http://id.worldcat.org/fast/844319;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
Caliphs--Early works to 1800,a--v,0,,Caliphs;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1411636
Caliphs--Early works to 1800.,a--v,0,,Caliphs;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1411636
Caliphs--Poetry--Early works to 1800,a--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85018927,Caliphs;Poetry;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1067691;http://id.worldcat.org/fast/1411636
Caliphs--Poetry--Early works to 1800,a--v--v,0,,Caliphs;Poetry;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
Caliphs--Poetry--Early works to 1800.,a--v--v,0,,Caliphs;Poetry;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
Caliphs--Poetry--Early works to 1800.,a--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85018927,Caliphs;Poetry;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1067691;http://id.worldcat.org/fast/1411636
Caliphs--Quotations--Early works to 1800,a--v--v,0,,Caliphs;Quotations;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1423792;http://id.worldcat.org/fast/1411636
Caliphs--Quotations--Early works to 1800.,a--v--v,0,,Caliphs;Quotations;Early works,http://id.worldcat.org/fast/844318;http://id.worldcat.org/fast/1423792;http://id.worldcat.org/fast/1411636
Caliphs.,a,fast,(OCoLC)fst00844318,Caliphs,http://id.worldcat.org/fast/844318
"Calligraphy, Arabic",a,fast,(OCoLC)fst00844384,"Calligraphy, Arabic",http://id.worldcat.org/fast/844384
"Calligraphy, Arabic--18th century",a--y,0,,"Calligraphy, Arabic;Eighteenth century",http://id.worldcat.org/fast/844384;http://id.worldcat.org/fast/904058
"Calligraphy, Arabic--Early works to 1800",a--v,0,,"Calligraphy, Arabic;Early works",http://id.worldcat.org/fast/844384;http://id.worldcat.org/fast/1411636
"Calligraphy, Arabic--Early works to 1800.",a--v,0,,"Calligraphy, Arabic;Early works",http://id.worldcat.org/fast/844384;http://id.worldcat.org/fast/1411636
"Calligraphy, Arabic.",a,fast,(OCoLC)fst00844384,"Calligraphy, Arabic",http://id.worldcat.org/fast/844384
"Calligraphy, Persian",a,fast,(OCoLC)fst00844444,"Calligraphy, Persian",http://id.worldcat.org/fast/844444
"Calligraphy, Persian--Early works to 1800",a--v,0,,"Calligraphy, Persian;Early works",http://id.worldcat.org/fast/844444;http://id.worldcat.org/fast/1411636
"Calligraphy, Persian--Specimens",a--v,0,,"Calligraphy, Persian;Specimens",http://id.worldcat.org/fast/844444;http://id.worldcat.org/fast/1423861
Calligraphy--Netherlands--18th century,a--z--y,0,,Calligraphy;Netherlands;Eighteenth century,http://id.worldcat.org/fast/844368;http://id.worldcat.org/fast/1204034;http://id.worldcat.org/fast/904058
Cancon (France)--Economic conditions--15th century,a--x--y,0,,Economic conditions;Fifteenth century,http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/923962
Cancon (France)--Economic conditions--15th century.,a--x--y,0,,Economic conditions;Fifteenth century,http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/923962
Cancon (France)--Social conditions--15th century,a--x--y,0,,Social conditions;Fifteenth century,http://id.worldcat.org/fast/1919811;http://id.worldcat.org/fast/923962
Cancon (France)--Social conditions--15th century.,a--x--y,0,,Social conditions;Fifteenth century,http://id.worldcat.org/fast/1919811;http://id.worldcat.org/fast/923962
Canon law,a,fast,http://id.worldcat.org/fast/845910,Canon law,http://id.worldcat.org/fast/845910
Canon law,a,0,http://id.loc.gov/authorities/subjects/sh85019646,Canon law,http://id.worldcat.org/fast/845910
Canon law--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100063,Canon law;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636
Canon law--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100063,Canon law;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636
"Canon law--Handbooks, manuals, etc.--Early works to 1800",a--v--v,0,,Canon law;Handbooks and manuals;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636
"Canon law--Handbooks, manuals, etc.--Early works to 1800.",a--v--v,0,,Canon law;Handbooks and manuals;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636
Canon law.,a,fast,http://id.worldcat.org/fast/845910,Canon law,http://id.worldcat.org/fast/845910
Canon law.,a,0,http://id.loc.gov/authorities/subjects/sh85019646,Canon law,http://id.worldcat.org/fast/845910
Canonists,a,fast,http://id.worldcat.org/fast/845942,Canonists,http://id.worldcat.org/fast/845942
Canonists--Early works to 1800,a--v,0,,Canonists;Early works,http://id.worldcat.org/fast/845942;http://id.worldcat.org/fast/1411636
Canonists--Early works to 1800.,a--v,0,,Canonists;Early works,http://id.worldcat.org/fast/845942;http://id.worldcat.org/fast/1411636
Canonists.,a,fast,http://id.worldcat.org/fast/845942,Canonists,http://id.worldcat.org/fast/845942
Canticles,a,fast,http://id.worldcat.org/fast/846126,Canticles,http://id.worldcat.org/fast/846126
Canticles,a,0,http://id.loc.gov/authorities/subjects/sh85019809,Canticles,http://id.worldcat.org/fast/846126
Canticles.,a,0,http://id.loc.gov/authorities/subjects/sh85019809,Canticles,http://id.worldcat.org/fast/846126
Canticles.,a,fast,http://id.worldcat.org/fast/846126,Canticles,http://id.worldcat.org/fast/846126
Capranica (Italy),a,0,http://id.loc.gov/authorities/names/n00005729,Italy--Capranica,http://id.worldcat.org/fast/1291418
Carbuncle--Therapy--Netherlands,a--x--z,0,,Carbuncle;Therapeutics;Netherlands,http://id.worldcat.org/fast/846959;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204034
Carbuncle--Therapy--Netherlands.,a--x--z,0,,Carbuncle;Therapeutics;Netherlands,http://id.worldcat.org/fast/846959;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204034
Cardinal virtues,a,fast,http://id.worldcat.org/fast/847092,Cardinal virtues,http://id.worldcat.org/fast/847092
Cardinal virtues--Early works to 1800,a--v,0,,Cardinal virtues;Early works,http://id.worldcat.org/fast/847092;http://id.worldcat.org/fast/1411636
Cardinal virtues--Early works to 1800.,a--v,0,,Cardinal virtues;Early works,http://id.worldcat.org/fast/847092;http://id.worldcat.org/fast/1411636
Cardinal virtues.,a,fast,http://id.worldcat.org/fast/847092,Cardinal virtues,http://id.worldcat.org/fast/847092
Cardinals--Biography--Early works to 1800,a--x--v,0,,Cardinals--Biography;Early works,http://id.worldcat.org/fast/847098;http://id.worldcat.org/fast/1411636
Cardinals--Biography--Early works to 1800.,a--x--v,0,,Cardinals--Biography;Early works,http://id.worldcat.org/fast/847098;http://id.worldcat.org/fast/1411636
Caroline minuscule,,openn-keywords,,Caroline minuscule,http://vocab.getty.edu/aat/300195207
Cartularies,a,fast,http://id.worldcat.org/fast/848097,Cartularies,http://id.worldcat.org/fast/848097
Cartularies,a,0,,Cartularies,http://id.worldcat.org/fast/848097
Cartularies--Specimens,a--v,0,,Cartularies;Specimens,http://id.worldcat.org/fast/848097;http://id.worldcat.org/fast/1423861
Cartularies--Specimens.,a--v,0,,Cartularies;Specimens,http://id.worldcat.org/fast/848097;http://id.worldcat.org/fast/1423861
Cartularies.,a,fast,http://id.worldcat.org/fast/848097,Cartularies,http://id.worldcat.org/fast/848097
Cartularies.,a,0,,Cartularies,http://id.worldcat.org/fast/848097
Case grammar,a,fast,http://id.worldcat.org/fast/848151,Case grammar,http://id.worldcat.org/fast/848151
Caserta (Italy)--History--16th century,a--x--y,0,,Italy--Caserta;History;Sixteenth century,http://id.worldcat.org/fast/1206468;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
Caserta (Italy)--History--16th century.,a--x--y,0,,Italy--Caserta;History;Sixteenth century,http://id.worldcat.org/fast/1206468;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
Caste,a,0,http://id.loc.gov/authorities/subjects/sh85020649,Caste,http://id.worldcat.org/fast/848395
Caste,a,fast,http://id.worldcat.org/fast/848395,Caste,http://id.worldcat.org/fast/848395
Caste--India,a--z,0,http://id.loc.gov/authorities/subjects/sh85020652,Caste;India,http://id.worldcat.org/fast/848395;http://id.worldcat.org/fast/1210276
Caste--India--Philosophy,a--z--x,0,,Caste;India;Philosophy,http://id.worldcat.org/fast/848395;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1060777
