ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49088,Columbia University.,MS Or 95.|on1055792432,"",,"",,1600-1672,1600^1672,17,http://vocab.getty.edu/aat/300404511,,,"","",Sharḥ Qaṭr al-nadā wa-ball al-ṣadā.,شرح قطر الندا وبل الصدا.,"","",Manuscripts.|Codices.,"",,"","Arabic language--Grammar--Early works to 1800.|Manuscripts, Arabic.",,"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360.","ابن هشام، عبد الله بن يوسف, 1309-1360.",,"","",,"","",,Arabic.,ara,"Rajbānī, Muṣṭafā ibn Salīm ibn ʻAbd al-Qādir,|Smith, David Eugene, 1860-1944,",رجباني، مصطفا بن سليم بن عبد القادر.|,,,paper ;,"Extent: 60 foliated leaves : paper ; 210 x 145 (155 x 100) mm, bound to 205 x 145 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_095-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 96.|on1055792732,"",,"",,1700-1850,1700^1850,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,Qurʼan.,"",Qurʼān selections and prayers.,"","","",Manuscripts.|Codices.|Illuminations.|Prayers.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"Laid paper, illuminations ;","Extent: 1 + 4 leaves +141 foliated leaves + 1 : Laid paper, illuminations ; 205 x 155 (150 x 110) mm, bound to 205 x 165 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_096-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 98.|on1056194707,"",,"",,1674,1674,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-rābiʻ ʻashar min al-rabʻah al-sharīfah.,الجزء الرابع عشر من الربعة الشريفة.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,Extent: 35 foliated leaves : laid paper ; 215 x 160 (155 x 95) mm. bound to 215 x 160 mm.,,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_098-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 99.|on1056626059,"",,"",,1674,1674,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-thāmin ʻashar.,الجزء الثامن عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 21 foliated leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 205 x 160 x 20 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_099-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 100.|on1056194736,"",,"",,1674-1675,1674^1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-sādis.,الجزء السادس.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,Extent: 30 foliated leaves : laid paper ; 205 x 155 (140 x 90) mm. bound to 205 x 160 x 15 mm.,,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_100-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 101.|on1056194684,"",,"",,1674-1675,1674^1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-ḥādī ʻashr.,الجزء الحادي عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 36 foliated leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 210 x 155 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_101-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 102.|on1056194753,"",,"",,1674-1675,1674^1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-thāmin ʻashar.,الجزء الثامن عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 20 foliated leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 205 x 160 x 12 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_102-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 103.|on1056194747,"",,"",,1674-1675,1674^1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-ḥādī wa-al-ʻishrūn.,الجزء الحادي والعشرون.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 30 foliated leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 205 x 160 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_103-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 104.|on1056194529,"",,"",,1674-1675,1674^1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-thānī wa-al-ʻishrūn.,الجزء الثاني والعشرون.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 42 foliated leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 210 x 160 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_104-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 105.|on1076493736,"",,"",,1674-1676,1674^1676,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-thāmin wa-al-ʻishrūn.,الجزء الثامن والعشرون.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 39 leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 205 x 160 x 18 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_105-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 106.|on1076493613,"",,"",,1750-1867,1750^1867,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,Qurʼan.,قرآن.,al-Niṣf al-thānī min juzʼ aḥad ʻashar.,النصف الثاني من جزء احد عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.|Illumination of books and manuscripts, Iranian.",,"","",,"","",,"","",,Arabic with a few statements in Persian.,ara|per,"Smith, David Eugene, 1860-1944,","",,,"non-European laid paper, illuminations ;","Extent: 12 + 1 leaves : non-European laid paper, illuminations ; 221 x 142 (175 x 95) mm, bound to 230 x 145 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_106-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 107.|on1076493706,"",,"",,1674-1675,1674^1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-awwal.,الجزء الاول.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 31 + 1 leaves : laid paper ; 205 x 150 (140 x 90) mm, bound to 205 x 160 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_107-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 108.|on1076493739,"",,"",,1674-1676,1674^1676,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-sādis ʻashar,الجزء السادس عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 38 + 1 leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 210 x 155 x 16 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_108-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 109.|on1076493878,"",,"",,1674-1676,1674^1676,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-thānī wa-al-ʻishrūn.,الجزء الثاني والعشرون.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 32 leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 215 x 160 x 16 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_109-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 110.|on1076493609,"",,"",,1674-1676,1674^1676,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-khāmis ʻashar min al-rabʻah al-sharīfah.,الجزء الخامس عشر من الربعة الشريفة.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 38 leaves : laid paper ; 205 x 150 (140 x 90) mm, bound to 210 x 160 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_110-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 111.|on1076493844,"",,"",,1650-1750,1650^1750,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,al-Juzʼ al-khāmis wa-al-ʻishrūn.,الجزء الخامس والعشرون.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 18 + 1 leaves : laid paper ; 205 x 150 (160 x 105) mm, bound to 210 x 160 x 14 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_111-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 112.|on1076493735,"",,"",,1674,1674,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-rābiʻ.,الجزء الرابع.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 30 leaves : laid paper ; 205 x 155 (140 x 90) mm, bound to 205 x 160 x 14 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_112-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 113.|on1076493906,"",,"",,1674-1676,1674^1676,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-tāsiʻ ʻashar.,الجزء التاسع عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 42 leaves : laid paper ; 205 x 150 (140 x 90) mm, bound to 206 x 150 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_113-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 114.|on1076493825,"",,"",,1674-1676,1674^1676,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-tāsiʻ.,الجزء التاسع.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 34 leaves : laid paper ; 206 x 150 (145 x 85) mm, bound to 204 x 156 x 14 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_114-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 115.|on1076493793,"",,"",,1684,1684,17,http://vocab.getty.edu/aat/300404511,,,"","",al-Muqaddimah al-Ghaznawīyah.,المقدمة الغزنوية.,"","",Manuscripts.,"",,"Abū Ḥanīfah,---767 or 768.","Islamic law--Early works to 1800.|Hanafites--Early works to 1800.|Manuscripts, Arabic.",,"Ghaznawī, Aḥmad, -1196 or 1197.",غزنوي، احمد، -1196 or 1197.,,"","",,"ʻAlī ibn al-Dhahab, Shaykh,",علي بن الذهب، شيخ.,,Arabic.,ara,"Maḥmūd ibn al-Shaykh al-Fattāḥ,|Smith, David Eugene, 1860-1944,",محمود بن الشيخ الفتاح.|,,,paper ;,"Extent: 48 leaves : paper ; 202 x 146 (155 x 106) mm, bound to 203 x 156 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_115-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 117.|on1076493942,"",,"",,1850-1899,1850^1899,19,http://vocab.getty.edu/aat/300404513,,,Dalāʼil al-khayrāt,دلائل الخيرات.,Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,دلائل الخيرات و شوارق الانوار في ذكر الصلاة على النبي المختار.,"","",Codices.|Prayers.|Manuscripts.,"",,"Muḥammad,--Prophet,---632--Devotional literature.","Manuscripts, Arabic.|Medina (Saudi Arabia)--Pictorial works.",,"Jazūlī, Muḥammad ibn Sulaymān, -1465.",جزولي، محمد بن سليمان، -1465.,,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 92 leaves : paper, illustrations ; 212 x 162 (140 x 80) mm, bound to 215 x 165 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_117-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 118.|on1076493782,"",,"",,1650-1750,1650^1750,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,al-Juzʼ al-sābiʻ wa-al-ʻishrūn.,الجزء السابع والعشرون.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 24 leaves : laid paper ; 215 x 160 (160 x 95 ) mm, bound to 215 x 160 x 12 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_118-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 120.|on1076546565,"",,"",,1500-1599,1500^1599,16,http://vocab.getty.edu/aat/300404510,,,"","",Nuskhat al-sijill alladhī wujida muʻallaqan ʻalá al-mashāhid fī ghaybat Mawlānā al-Imām al-Ḥākim ... .,نسخة السجل الذي وجد معلقاً على المشاهد في غيبة مولانا الامام الحاكم.,"","",Codices.|Declarations.|Manuscripts.,"",,"","Islam--Doctrines--Early works to 1800.|Druzes--Early works to 1800.|Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara|eng,"Smith, David Eugene, 1860-1944,","",,,"paper, illuminations ;","Extent: 122 leaves : paper, illuminations ; 205 x 150 (155 x 105) mm, bound to 205 x 150 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_120-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 122.|on1076550904,"",,"",,1725-1825,1725^1825,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,"","",Junnat al-amān al-wāqiyah wa-junnat al-īmān al-bāqiyah.,جنة الأمان الواقية وجنة الايمان الباقية.,"","",Codices.|Manuscripts.,Stamps (Provenance),,"","Shīʻah--Customs and practices.|Manuscripts, Arabic.",,"Kafʻamī, Ibrāhīm ibn ʻAlī, 1436 or 1437-1499 or 1500.",كفعمي، ابراهيم بن علي، 1436 or 1437-1499 or 1500.,,"","",,"Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,",محمد هادي بن ميرزا عرب الشيرازي.,,Arabic.,ara,"Mullā ʻAbbās Zīvarī, -1898,|Smith, David Eugene, 1860-1944,",ملا عباس زيوري، -1898.|,,,"paper, illuminations ;","Extent: 358 leaves : paper, illuminations ; 240 x 130 (165 x 70) mm bound to 240 x 135 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_122-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 123.|on1076546504,"",,"",,1750-1850,1750^1850,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,Sharḥ Nahj al-balāghah.,شرح نهج البلاغة.,Sharḥ-i Nahj al-balāghah.,شرح فارسى نهج البلاغه,"","",Manuscripts.,"",,"Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn,--969 or 970-1016.--Nahj al-balāghah.|ʻAlī ibn Abī Ṭālib,--Caliph,--approximately 600-661--Hadith.","Manuscripts, Persian.",,"Rawghanī, Muḥammad Ṣāliḥ ibn Muḥammad Bāqir, -1632 or 1633.",روغنى، محمد صالح بن محمد باقر، - -1632 or 1633.,,"","",,"","",,Persian with Arabic source-text.,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illuminations ;","Extent: 126 leaves : paper, illuminations ; 220 x 125 (165 x 75) mm, bound to 225 x 125 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_123-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 131.|on1076546594,"",,"",,1725-1825,1725^1825,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,"","",Collection of prayers.,"","","",Codices.|Prayers.|Diagrams.|Manuscripts.,"",,"","Islam--Prayers and devotions.|Mysticism--Islam.|Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic with some Ottoman Turkish.,ara|ota,"Smith, David Eugene, 1860-1944,","",,,"paper, diagrams ;","Extent: 60 leaves : paper, diagrams ; 170 x 105 (120 x 60) mm, bound to 170 x 105 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_131-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 132.|on1076546588,"",,"",,1650-1800,1650^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,,"","",Collection of prayers.,"","","",Manuscripts.,"",,"","Prayer--Islam--Early works to 1800.|Manuscripts, Arabic.|Manuscripts, Turkish.",,"","",,"","",,"","",,Arabic with 13 pages in Ottoman Turkish.,ara|ota,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 41 paginated leaves : laid paper ; 170 x 110 (120 x 60) mm, bound to 170 x 110 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_132-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 137.|on1076547046,"",,"",,1750-1799,1750^1799,18,http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,al-Juzʼ al-thāmin.,الجزء الثامن.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara|eng,"Ghalyūn, Nafīsah bint al-Ḥājj Muḥammad,|Smith, David Eugene, 1860-1944,",غليون، نفيسة بنت الحاج محمد.|,,,laid paper ;,"Extent: 28 leaves : laid paper ; 145 x 110 (95 x 65) mm, bound to 147 x 112 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_137-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 138.|on1076550944,"",,"",,1700-1799,1700^1799,18,http://vocab.getty.edu/aat/300404512,,,"","",Collection of prayers and selections from the Qurʼān.,"","","",Codices.|Prayers.|Manuscripts.,"",,"","Prayer--Islam--Early works to 1800.|Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"laid paper, illuminations ;","Extent: ii + 40 + ii leaves : laid paper, illuminations ; 150 x 105 (90 x 60) mm, bound to 150 x 105 x 10 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_138-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 140.|on1076547566,"",,"",,1750-1799,1750^1799,18,http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,al-Juzʼ al-rābiʻ ʻashar.,الجزء الرابع عشر.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,laid paper ;,"Extent: 29 leaves : laid paper ; 142 x 105 (95 x 65) mm, bound to 140 x 111 x 13 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_140-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 141.|on1076551298,"",,"",,1750-1799,1750^1799,18,http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,al-Juzʼ al-tāsiʻ.,الجزء التاسع.,"","",Codices.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Ghalyūn, Nafīsah bint al-Ḥājj Muḥammad,|Smith, David Eugene, 1860-1944,",غليون، نفيسة بنت الحاج محمد.|,,,laid paper ;,"Extent: 30 leaves : laid paper ; 145 x 105 (95 x 65) mm, bound to 145 x 110 x 18 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_141-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 146.|on1076587044,"",,"",,1818,1818,19,http://vocab.getty.edu/aat/300404513,,,"","",Tuḥfat al-mulūk.,تحفة الملوك.,"","",Manuscripts.,"",,"","Intellect--Religious aspects--Islam.|Islamic ethics.|Islamic philosophy.|Manuscripts, Persian.",,"Kashfī, Jaʻfar ibn Abī Isḥāq, -1850 or 1851.",كشفي، جعفر بن ابي اسحاق، -1850 أو 1851.,,"","",,"","",,Persian translations and commentary with Arabic source-text.,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 257 leaves : paper, illustrations ; 268 x 172 (200 x 110) mm, bound to 272 x 180 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_146-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 146a.|on1076587381,"",,"",,1725-1825,1725^1825,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,Yūsuf va Zulaykhā.,یوسف و زلیخا.,Leaf from Yūsuf va Zulaykhā,"","","",Miniatures (paintings)|Detached leaves.|Manuscripts.,"",,"","Persian poetry--747-1500.|Manuscripts, Persian.",,"Jāmī, 1414-1492.",جامى، 1414-1492.,,"","",,"","",,Persian.,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 1 leaf : paper, illustrations ; 220 x 140 (145 x 60) mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_146a-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 150.|on1076552144,"",,"",,1723,1723,18,http://vocab.getty.edu/aat/300404512,,,"","",Hādhā kitāb sih zabān.,هذا کتاب سه زبان.,"","",Codices.|Poems.|Manuscripts.,"",,"","Arabic language--Glossaries, vocabularies, etc.--Early works to 1800.|Persian language--Glossaries, vocabularies, etc.--Early works to 1800.|Turkish language--Early works to 1800.|Manuscripts, Arabic.|Manuscripts, Turkish.",,"","",,"","",,"","",,Chiefly Ottoman Turkish with Persian and Arabic vocabulary and headings in Arabic.,ota|ara|per,"Qusṭanṭīn ibn Lūdūlf,|Smith, David Eugene, 1860-1944,",قسطنطين بن لودولف.|,,,"European laid paper, illuminations ;","Extent: 58 leaves : European laid paper, illuminations ; 197 x 155 (134 x 92) mm, bound to 197 x 160 x 8 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_150-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 152a.|on1078438601,"",,"",,1700-1899,1700^1899,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,"","",Incomplete text on letter magic.,"","","",Diagrams.|Tables (documents)|Manuscripts.,"",,"","Islamic magic.|Talismans--Religious aspects--Islam.|Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 8 leaves : paper, illustrations ; 207 x 140 (170 x 106) mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_152a-marc.xml
