name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Saʻīrī, ʻUmar ibn Muḥammad, active 1495",scribe,سعيري، عمر بن محمد، active 1495،,,,,,,,human,ʻUmar ibn Muḥammad Saʻīrī,Q124130524,Q27933
"Fiqī, Muḥammad Saʻd, active 1870",scribe,فقي، محمد سعد، active 1870،,,,,,,,human,Muḥammad Saʻd Fiqī,Q124130453,Q27984
"Beijan, A., active 1921",former owner,,,,,,,,human,A. Beijan,Q124130447,Q28014
"Rifqī, Muṣṭafá, active 1809",scribe,رفقي، مصطفى، active 1809،,,,,,,,human,Muṣṭafá Rifqī,Q124130518,Q27980
"Friedman, Harry G. 1881-1965",former owner,,,,,,,,human,Harry G. Friedman,Q124130454,Q27981
"Reinhardt, Carl, 1856-1903",former owner,,,,,,,,human,Carl Reinhardt,Q109853441,Q28008
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 or 1141-1202 or 1203,,,,,,,human,Nizami Ganjavi,Q234908,Q16480
"Ibn ʻAsākir, ʻAlī ibn al-Ḥasan, 1105-1176",author,ابن عساكر، علي بن الحسن، 1105-1176,,,,,,,human,Ibn Asakir,Q565665,Q28016
"Şahidî İbrahim Dede, 1470-1550",author,شاهدي، ابرهيم دده، 1470-1550,,,,,,,human,Shahidi Ibrahim Dede,Q8084312,Q18722
"Maktabī Shīrāzī, -1510 or 1511",author,مکتبى شيرازى، -1510 يا 1511,,,,,,,human,Maktabi Shirazi,Q5911431,Q18712
"Kirmānī, Muḥammad Jaʻfar ibn Muḥammad Rafīʻ",scribe,كرماني، محمد جعفر بن محمد رفيع,,,,,,,human,Muḥammad Jaʻfar ibn Muḥammad Rafīʻ Kirmānī,Q124130487,Q27921
American Type Founders Company. Typographic Library and Museum,former owner,,,organization,Typographic Library and Museum,Q132752004,DSNAME8143,Q75923,,,,
"Qūshjī, ʻAlī ibn Muḥammad, -1474 or 1475",author,قوشجي، علي بن محمد، -1474 أو 1475,http://id.loc.gov/authorities/names/nr90029107,,,,,,human,Ali Qushji,Q423644,Q3203
"Singh, Rājah Rāī Harbans",scribe,سنکه، راجه راى هربنس,,,,,,,human,Rājah Rāī Harbans Singh,Q124130528,Q27939
"Ṭabāṭabāʼī, Muḥammad Ashraf ibn Ḥabīb Allāh, active 17th century",author,طباطبائي، محمد اشرف بن حبيب الله، active 17th century,,,,,,,human,Muḥammad Ashraf ibn Ḥabīb Allāh al-Ṭabāṭabāʼī,Q124130556,Q27966
ʻAlī ibn Ḥamzah,illuminator,علي بن حمزة,,,,,,,human,ʻAlī ibn Ḥamzah,Q124130546,Q27931
"Shukrī, ʻAlī",scribe,شكري، علي,,,,,,,human,Ali Shukri,Q1871316,Q27932
"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʻUmar, -1457",author,ابن الوردي، سراج الدين ابو حفص عمر، -1457,,,,,,,human,Sirāj al-Dīn Abū Ḥafṣ ʻUmar Ibn al-Wardī,Q116418351,Q3759
"Ṣūfī, ʻAbd al-Raḥmān ibn ʻUmar, 903-986",author,صوفي، عبد الرحمن بن عمر، 903-986,,,,,,,human,Abd al-Rahman al-Sufi,Q11075,Q27986
"Jāmī, 1414-1492",author,جامى، 1414-1492,,,,,,,human,Jami,Q312458,Q3803
"Kempner, Alan H",former owner,,,,,,,,human,Alan H. Kempner,Q96631872,Q28001
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 يا 1141-1202 يا 1203,,,,,,,human,Nizami Ganjavi,Q234908,Q16480
"Ibn Ḥijjah al-Ḥamawī, Taqī al-Dīn Abū Bakr ibn ʻAlī, -1434",author,ابن حجة الحموي، تقي الدين ابو بكر بن علي، -1434,,,,,,,human,Ibn Hijjah al-Hamawi,Q12202946,Q12337
"Birjandī, ʻAbd al-ʻAlī ibn Muḥammad ibn Ḥusayn, active 16th century",author,برجندي، عبد العلي بن محمد بن حسين، active 16th century,http://id.loc.gov/authorities/names/nr93001807,,,,,,human,ʿAbd-al-ʿAlī Ibn-Muḥammad al Birǧandī,Q114413753,Q457
Abū al-Ḥasan Dallāl,former owner,ابو الحسن دلال،,,,,,,,human,Abū al-Ḥasan Dallāl,Q124130444,Q27998
"Hilālī, Aḥmad ibn ʻAbd al-ʻAzīz, 1701-1761",author,هلالي، احمد بن عبد العزيز، 1701-1761,,,,,,,human,Aḥmad ibn ʻAbd al-ʻAzīz Hilālī,Q124130460,Q27952
"Zīrānī, Muḥammad ibn ʻUthmān, active 1881",scribe,زيراني، محمد بن عثمان، active 1881,,,,,,,human,Muḥammad ibn ʻUthmān Zīrānī,Q124130537,Q27953
"Ibn al-Sanūsī, Muḥammad ibn ʻAlī, active 1897",former owner,ابن السنوسي، محمد بن علي، active 1897,,,,,,,human,Muḥammad ibn ʻAlī ibn al-Sanūsī,Q124130469,Q27954
"Bāz̲il, Muhammad Rafīʻ ibn Muḥammad al-Mashhadī, -1712",author,باذل، محمد رفيع بن محمد المشهدى، -1712,,,,,,,human,Muhammad Rafīʻ ibn Muḥammad al-Mashhadī Bāz̲il,Q124130448,Q27994
"Parker, King Lawrence, 1929-2006",former owner,,,,,,,,human,King Lawrence Parker,Q124130512,Q27995
"Rustam Gushtāsp Ardashīr Gushtāsp, active 1726",scribe,رستم گشتاسپ اردشير گشتاسپ، active 1726,,,,,,,human,Rustam Gushtāsp Ardashīr Gushtāsp,Q124130519,Q27934
Mobed Framji Fardunji Madan,former owner,,,,,,,,human,Mobed Framji Fardunji Madan,Q124130495,Q27937
Mobed Hormazdyar Mobed Khodabaksh,former owner,,,,,,,,human,Mobed Hormazdyar Mobed Khodabaksh,Q124130496,Q27935
Sorabji Framji Madan,former owner,,,,,,,,human,Sorabji Framji Madan,Q124130529,Q27936
"Jamaspasa, Kaikhusroo",former owner,,,,,,,,human,Kaikhusroo Minocher Jamaspasa,Q113735196,Q27938
"Jurjānī, al-Ḥusayn ibn al-Ḥasan, active 1332",author,جرجاني، الحسين بن الحسن، active 1332,,,,,,,human,Al-Ḥusayn ibn al-Ḥasan Jurjānī,Q124130483,Q27950
"ʻĪsá walad Karbālāʼī Muḥammad Ḥaydar, active 1811",former owner,عيسى ولد كربالائى محمد حيدر، active 1811،,,,,,,,human,ʻĪsá walad Karbālāʼī Muḥammad Ḥaydar,Q124130549,Q27951
Herbed Darab Framroz Minocher,scribe,,,,,,,,human,Herbed Darab Framroz Minocher,Q124130459,Q27956
Dadabhoy Framji Rustamji Darabji,former owner,,,,,,,,human,Dadabhoy Framji Rustamji Darabji,Q124130449,Q27957
"Waldron, Sherwood",former owner,,,,,,,,human,Sherwood Waldron,Q124130536,Q28000
"Maḥmud Mīrzā Qājār, 1799-",author,محمود ميرزا قاجار، 1799-,,,,,,,human,Mahmud Mirza Qajar,Q5946297,Q27949
"Quṭb al-Shīrāzī, Maḥmūd ibn Masʻūd, 1236 or 1237-1310 or 1311",author,قطب الشيرازي، محمود بن مسعود، . 1236 or 1237-1310 or 1311,,,,,,,human,Qutb al-Din al-Shirazi,Q729903,Q12301
"Turner, William W. 1810-1859",former owner,,,,,,,,human,William Wadden Turner,Q6217159,Q28005
"Kashfī, Jaʻfar ibn Abī Isḥāq, -1850 or 1851",author,كشفي، جعفر بن ابي اسحاق، -1850 or 1851,,,,,,,human,Ja'far Kashfi,Q10868965,Q27911
"Nayrīzī, Aḥmad, active 1716",scribe,نيريزى، احمد، active 1716,,,,,,,human,Aḥmad Nayrīzī,Q124130509,Q27987
"Ḥusaynī, Mahdī ibn Muṣṭafá, active 1882",former owner,حسينى، مهدى بن مصطفى، active 1882،,,,,,,,human,Mahdī ibn Muṣṭafá al-Ḥusaynī,Q124130551,Q27988
"Shawqī, Ḥasan, active 1836",scribe,شوقي، حسن، active 1836،,,,,,,,human,Ḥasan Shawqī,Q124130527,Q27996
"Saffron, Morris Harold",former owner,,,,,,,,human,Morris Harold Saffron,Q120752936,Q27997
"Qāz̤ī Muḥammad Aʻlá, active 1767",author,قاضي محمد اعلى، active 1767,,,,,,,human,Qāz̤ī Muḥammad Aʻlá,Q124130515,Q27955
"ʻAlī ibn Ḥakīm Tirmiz̲ī, active 1432",scribe,على بن حکيم ترمذى، active 1432،,,,,,,,human,ʻAlī ibn Ḥakīm Tirmiz̲ī,Q124130545,Q28040
"Nafīsī, Saʻīd, 1895-1966",former owner,نفيسى، سعيد، 1895-1966،,,,,,,,human,Saeed Nafisi,Q4816509,Q28041
"ʻĀshiq, Muḥammad",scribe,عاشق، محمد،,,,,,,,human,"ʻĀshiq, Muḥammad",Q124130548,Q28035
"Muḥsin al-Sharīf al-Ḥusaynī, active 1849",scribe,محسن الشريف الحسيني، active 1849,,,,,,,human,Muḥsin al-Sharīf al-Ḥusaynī,Q124130506,Q28036
"Delacorte, George T. 1893-1991",former owner,,,,,,,,human,George T. Delacorte Jr.,Q615982,Q28002
"Ulugh Beg, 1394-1449",author,الغ بيگ، 1394-1449,,,,,,,human,Ulugh Beg,Q486088,Q28034
"Wahbī, ʻAbd Allāh",scribe,وهبي، عبد الله،,,,,,,,human,ʻAbd Allāh al-Wahbī,Q124130535,Q27983
"Muʻīn al-Dīn Yazdī, -1387",author,معين الدين يزدى، -1387,,,,,,,human,Muín-ad-Din,Q11938144,Q27989
"Maḥmūd ibn Muḥammad ibn Maḥmūd, active 1431",scribe,محمود بن محمد بن محمود، active 1431،,,,,,,,human,Maḥmūd ibn Muḥammad ibn Maḥmūd,Q124130493,Q27990
"Muḥammad Ṣadr al-Dīn, active 1810",former owner,محمد صدر الدين، active 1810،,,,,,,,human,Muḥammad Ṣadr al-Dīn,Q124130505,Q27991
"Ibn al-Ḥājib, ʻUthmān ibn ʻUmar, 1175-1249",author,ابن الحاجب، عثمان بن عمر، 1175-1249,,,,,,,human,Ibn al-Ḥājib,Q6533412,Q12364
"Hull, Helen R. 1888-1971",former owner,,,,,,,,human,Helen Rose Hull,Q23303108,Q27992
"Maḥallāwī, Muḥammad al-Miṣrī",author,محلاوي، محمد المصري,,,,,,,human,Muḥammad al-Miṣrī Maḥallāwī,Q124130492,Q27993
"Khuwārizmī, Muḥammad ibn Mūsá, active 813-846",author,خوارزمي ، محمد بن موسى,,,,,,,human,Al-Khwarizmi,Q9038,Q28061
Mirzā Abū al-Qāsim,scribe,مرزا ابو القاسم,,,,,,,human,Mirzā Abū al-Qāsim,Q124130494,Q28062
"Ghaznawī, Aḥmad, -1196 or 1197",author,غزنوي، احمد، -1196 or 1197,,,,,,,human,Aḥmad Ghaznawī,Q113857079,Q27903
"ʻAlī ibn al-Dhahab, Shaykh",scribe,علي بن الذهب، شيخ,,,,,,,human,Shaykh 'Alī ibn al-Dhahab,Q114242481,Q27904
Maḥmūd ibn al-Shaykh al-Fattāḥ,former owner,محمود بن الشيخ الفتاح,,,,,,,human,Maḥmūd ibn al-Shaykh al-Fattāḥ,Q114242523,Q27905
"Autolycus, of Pitane, approximately 360 B.C.-approximately 290 B.C.",author,"اوطولوقس, approximately 360 B.C.-approximately 290 B.C.",,human,Autolycus of Pitane,Q451390,DSNAME3109,Q27896,,,,
"Bhāskarācārya, 1114-",author,باسكراكاريا، - 1114-,,,,,,,human,Bhāskara II,Q213385,Q27895
"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,عاملي، بهاء الدين محمد بن حسين، 1547-1621,,,,,,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411,Q12408
"Jalāl al-Dīn Rūmī, Maulana, 1207-1273",author,جلال الدین رومى، مولانا، 1207-1273,,,,,,,human,Rumi,Q43347,Q27901
ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,scribe,عبد اللطیف قلندر ابن عبد الله بن خضر سبزوارى,,,,,,,human,ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,Q114242479,Q27902
"Hātif, Sayyid Aḥmad, -1783 or 1784",author,هاتف، سيد احمد، -1783 or 1784,,,,,,,human,Sayyid Aḥmad Hātif,Q124130461,Q28006
"Rawghanī, Muḥammad Ṣāliḥ ibn Muḥammad Bāqir, -1632 or 1633",author,روغنى، محمد صالح بن محمد باقر، - -1632 or 1633,,,,,,,human,Muḥammad Ṣāliḥ ibn Muḥammad Bāqir Rawghanī,Q114242506,Q27909
"Ghalyūn, Nafīsah bint al-Ḥājj Muḥammad",former owner,غليون، نفيسة بنت الحاج محمد,,,,,,,human,Nafīsah bint al-Ḥājj Muḥammad Ghalyūn,Q113857047,Q27910
"Qummī, Taqī ibn ʻAlī",former owner,قمى، تقى بن على،,,,,,,,human,Taqī ibn ʻAlī al-Qummī,Q124130513,Q27940
Ghulām Muḥyī al-Dīn walad Muḥammad Akram,scribe,غلام محيى الدين ولد محمد اكرم ،,,,,,,,human,Ghulām Muḥyī al-Dīn walad Muḥammad Akram,Q124130456,Q27941
"Theodosius, active 1st century B.C.",author,ثاوذوسيوس، active 1st century B.C.,,,,,,,human,Theodosius of Bithynia,Q1266186,Q27893
"Tustarī, Ṣūfī Kamāl, active 14th century",author,تسترى، صوفى كمال، active 14th century,,,,,,,human,Ṣūfī Kamāl Tustarī,Q124130533,Q27948
Mohammed bin Hamed bu Osman,former owner,محمد بن حامد ابو عثمان،,,,,,,,human,Mohammed bin Hamed bu Osman,Q124130498,Q27971
"Ḥarīrī, 1054-1122",author,حريري، 1054-1122,,,,,,,human,Abu al-Hariri,Q286097,Q12288
"Saʻd ibn Fransīs Bāz Abū Shākir, active 1820",scribe,سعد بن فرنسيس باز ابو شاكر، active 1820،,,,,,,,human,Saʻd ibn Fransīs Bāz Abū Shākir,Q124130522,Q28015
"Suyūṭī, 1445-1505",author in quotations or text abstracts,سيوطي، 1445-1505,http://id.loc.gov/authorities/names/n80081636,,,,,,human,Jalal al-Din al-Suyuti,Q468432,Q10868
"Ibn al-Humām, Muḥammad ibn ʻAbd al-Wāḥid, 1388-1456 or 1457",author in quotations or text abstracts,ابن الهمام، محمد بن عبد الواحد، 1388-1456 or 1457,,,,,,,human,Muḥammad ibn ʻAbd al-Wāḥid Ibn al-Humām,Q20384774,Q27962
"Juvayrī, Muḥammad, active 10th century",author,جويرى، محمد، active 10th century,,,,,,,human,Muḥammad Juvayrī,Q124130484,Q28012
"Kātib, Malik Muḥammad ibn Darvīsh Muḥammad, active 1574",scribe,كاتب، ملك محمد بن درويش محمد، active 1574,,,,,,,human,Malik Muḥammad ibn Darvīsh Muḥammad Kātib,Q124130489,Q28013
"Ibn Muḥammad Riz̤ā Muḥammad, active 1716",scribe,ابن محمد رضا محمد، active 1716,,,,,,,human,Ibn Muḥammad Riz̤ā Muḥammad,Q124130463,Q28009
"Ḥājī Muḥammad Ḥasanī, active 1658",scribe,حاجى محمد حسنى، active 1658,,,,,,,human,Ḥājī Muḥammad Ḥasanī,Q124130553,Q28010
"Tabrīzī, Ḥusayn",scribe,تبريزي، حسين،,,,,,,,human,Muḥammad Ḥusayn ibn Khalaf Tabrīzī Burhān,Q5686861,Q28011
"Ibn al-Wāsiṭī, Shihāb al-Dīn Ghāzī ibn Aḥmad, -1312",author,"‏ابن الواسطي، شهاب الدين غازي بن أحمد, -1312",,human,Shihāb al-Dīn Ghāzī ibn Aḥmad Ibn al-Wāsiṭī,Q132752865,DSNAME8144,Q75561,,,,
Ḥasan Muḥammad Efendī,former owner,حسن محمد افندي,,human,Ḥasan Muḥammad Efendī,Q132798673,DSNAME8145,Q75562,,,,
"Ptolemy, active 2nd century",author,,,,,,,,human,Ptolemy,Q34943,Q478
"Khaṭīb, Maḥmūd",scribe,خطيب، محمود,,human,Maḥmūd Khaṭīb,Q132752866,DSNAME8146,Q75563,,,,
