name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Ashkenazi, Peretz ben Yehuda Mintz",former owner,,,,,,,,human,Peretz ben Yehuda Mintz Ashkenazi,Q116250351,Q3224
"Kuzi, Yitzhak Nahum",former owner,,,,,,,,human,Yitzhak Nahum Kuzi,Q116452995,Q3223
"Morbio, Carlo",former owner,,http://id.loc.gov/authorities/names/n85175861,,,,,,human,Carlo Morbio,Q21000836,Q3817
"Di Nanni, Francesco",author,,,,,,,,human,Francesco di Domenico di Nanni,Q116172247,Q5494
"Dominici, Adam Luce",author,,,,,,,,human,Adam Luce Dominici,Q116325045,Q8205
Siena (Italy). Camera della Biccherna,author,,,,,,,,organization,Biccherna,Q2901610,Q8097
"Schindler, Sebastian, 16th century",author,,,,,,,,human,Sebastian Schindler,Q116579344,Q8426
"Regiomontanus, Joannes, 1436-1476",author,,http://id.loc.gov/authorities/names/n81002844,,,,,,human,Regiomontanus,Q76365,Q470
"Festetics von Tolna, Gabor, Graf",former owner,,,,,,,,human,Gabor Fastetics von Tolna,Q116041262,Q2852
"Ludwig, Peter, 1925-1996",former owner,,,,,,,,human,Peter Ludwig,Q73991,Q454
"Ludwig, Irene",former owner,,,,,,,,human,Irene Ludwig,Q1672539,Q455
Benediktinerstift Lambach,former owner,,http://id.loc.gov/authorities/names/n91000117,,,,,,organization,Lambach Abbey,Q315889,Q2853
J. Paul Getty Museum,former owner,,http://id.loc.gov/authorities/names/n79046211,,,,,,organization,J. Paul Getty Museum,Q731126,Q456
"Appleby, Thomas, 16th century",former owner,,,,,,,,human,Thomas Appleby,Q116235879,Q4432
"Newman, Edmund, 17th century",former owner,,,,,,,,human,Edmund Newman,Q116486792,Q4433
"Maskell, William, 1814?-1890",former owner,,,,,,,,human,William Maskell,Q18735927,Q4434
"Bartholomew, Bishop of Vicenza, approximately 1200-1270",author,,,,,,,,human,Bartholomew of Braganca,Q4865302,Q7598
Siena (Italy). Balia,author,,,,,,,,organization,Balia of Siena,Q116707517,Q8192
"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʻUmar, -1457",author,ابن الوردي، سراج الدين ابو حفص عمر، -1457,,,,,,,human,Sirāj al-Dīn Abū Ḥafṣ ʻUmar Ibn al-Wardī,Q116418351,Q3759
"Avicenna, 980-1037",author,,,,,,,,human,Avicenna,Q8011,Q2845
"Halberstam, S. J. 1832-1900",former owner,,,,,,,,human,Solomon Joachim Halberstam,Q2895410,Q3728
"Judith Montefiore College (Ramsgate, England)",former owner,,,,,,,,organization,Judith Lady Montefiore College,Q63149357,Q3730
"Nicholas, of Dinkelsbühl, approximately 1360-1433",author,,,,,,,,human,Nikolaus von Dinkelsbühl,Q95506,Q5119
"Catholic Church. Archdiocese of Mainz (Rhineland-Palatinate, Germany)",author,,,,,,,,organization,Roman Catholic Archdiocese of Mainz,Q47194649,Q7921
"Trivet, Nicholas, 1258?-1328",author,,http://id.loc.gov/authorities/names/n85238888,,,,,,human,Nicholas Trivet,Q1751724,Q7643
"Ibn al-Bahāʼ, Abu ʻAbd Allāh Muḥammad",author,ابن البهاء، ابو عبد الله محمد,,,,,,,human,Abu ʻAbd Allāh Muḥammad ibn al-Bahāʼ,Q116418950,Q3264
"Anṣārī, ʻAlī ibn ʻAbd Allāh",scribe,انصاري، علي بن عبد الله، ǂe scribe,,,,,,,human,ʻAlī ibn ʻAbdallah Anṣārī,Q116235860,Q3265
"Fayz̤ī, Abū al-Fayz̤ ibn Mubārak, 1547 or 1548-1595",former owner,فيضى، ابو الفيض بن مبارک، 1547 يا 1548-1595،,http://id.loc.gov/authorities/names/nr96002485,,,,,,human,Faizi,Q336120,Q3269
"Khān, Sharīf, 1725?-1805 or 1806",former owner,"محمد شريف خان, 1725?-1805 or 1806",,,,,,,human,Sharīf Khān,Q116446986,Q3267
"Akbar, Emperor of Hindustan, 1542-1605",former owner,,,,,,,,human,Akbar,Q8597,Q3268
"Shīrāzī, ʻInāyat Allāh",former owner,شيرازي، عاناية الله,,,,,,,human,ʻInāyat Allāh Shīrāzī,Q116619803,Q3270
"Shīrāzī, ʻAbd al-Ḥaqq",former owner,شيرازي، عبد الحق,,,,,,,human,ʻAbd al-Ḥaqq Shīrāzī,Q116192728,Q3266
"Cabanier, Dieudonné, 14th century",author,,,,,,,,human,Dieudonné Cabanier,Q116269853,Q4380
"Torquemada, Juan de, 1388-1468",author,,,,,,,,human,Juan de Torquemada,Q712941,Q7622
"Giovanni Pietro, da Cemmo, active 15th century-16th century",illuminator,,,,,,,,human,Giovanni Pietro da Cemmo,Q3107315,Q7909
"Joannes Angelus, de Crema",former owner,,,,,,,,human,Joannes Angelus de Crema,Q116418841,Q7910
"Patetta, Federico, 1867-1945",former owner,,http://id.loc.gov/authorities/names/no2009176411,,,,,,human,Federico Patetta,Q56708246,Q7911
"Francis I, King of France, 1494-1547",author,,,,,,,,human,Francis I of France,Q129857,Q4381
Catholic Church. Diocese of Arezzo (Italy),author,,,,,,,,organization,Roman Catholic Diocese of Arezzo,Q111419916,Q8234
"Ibn Abī al-Rijāl, ʻAlī, 1015 or 1016-1062 or 1063",author,,http://id.loc.gov/authorities/names/no2006074617,,,,,,human,Haly Abenragel,Q2081331,Q3765
"Rosenthal, Bernard M",former owner,,,,,,,,human,Bernard M. Rosenthal,Q94805275,Q1130
"Robert de Saint-Martin, frère, -1388",author,,,,,,,,human,Robert de Saint-Martin,Q116520465,Q7612
"Vegetius Renatus, Flavius",author,,,,,,,,human,Vegetius,Q4298,Q3747
Coptic Church,author,,http://id.loc.gov/authorities/names/n79107736,,,,,,organization,Coptic Orthodox Church,Q198998,Q4389
Venice (Italy),author,,http://id.loc.gov/authorities/names/n79018142,,,,,,organization,Venice,Q641,Q7644
Ancona (Italy). Anziani,author,,,,,,,,organization,Palazzo degli Anziani,Q3891178,Q8209
"Angelo Carletti, 1411-1495",author,,,,,,,,human,Angelo Carletti di Chivasso,Q3616927,Q8415
"Bartolomeo da San Miniato, Bartolomeo di",author,,,,,,,,human,Bartolomeo di Bartolomeo da San Miniato,Q116250707,Q7582
"Bondonus, Ludovicus",author,,,,,,,,human,Ludovicus Bondonus de Branchis,Q116269474,Q8079
"Sallust, 86 B.C.-34 B.C.",author,,,,,,,,human,Sallust,Q7170,Q3171
"Maffei, Mario, 1463-1537",former owner,,,,,,,,human,Mario Maffei,Q64761462,Q3172
"Carilli, Clemente",former owner,,,,,,,,human,Clemente Carilli,Q116270227,Q3173
"Saccardini, Giuseppe Antonio",former owner,,,,,,,,human,Giuseppe Antonio Saccardini,Q116576183,Q3174
"Krumbhaar, E. B. 1882-1966",former owner,,http://id.loc.gov/authorities/names/n83825912,,,,,,human,E.B. Krumbhaar,Q93241098,Q7614
"Ferdinand V, King of Spain, 1452-1516",author,,,,,,,,human,Ferdinand II of Aragon,Q12860,Q7042
"Gerardi, Alamanno",author,,,,,,,,human,Alamanno Gerardi,Q116328852,Q7035
"Mol, Robert de, 16th century",former owner,,,,,,,,human,Robert de Mol,Q116454897,Q7641
"Baugh, Albert C. 1891-1981",former owner,,,,,,,,human,Albert C. Baugh,Q4709851,Q4456
"Cornelius, Father, S.J.",author,,,,,,,,human,John Cornelius,Q6227148,Q7897
"Tardif, Guillaume, 1440-",author,,,,,,,,human,Guillaume Tardif,Q15966959,Q462
"Marriette, Charles, 15th century",former owner,,,,,,,,human,Charles Marriette,Q114242526,Q463
"Thomas, de Capua, Cardinal, -1243",author,,,,,,,,human,Thomas of Capua,Q2428445,Q7299
Stift Melk,former owner,,,,,,,,organization,Melk Abbey,Q660082,Q42053
Aristotle,author,,,,,,,,human,Aristotle,Q868,Q395
"Avicenna, 980-1037",author,ابن سينا، 980-1037,,,,,,,human,Avicenna,Q8011,Q2845
"Shāh ʻAlāʼī, Muṣṭafá",former owner,شاه علائى، مصطفى،,,,,,,,human,Muṣṭafá Shāh ʻAlāʼī,Q116619759,Q3220
"Qājār, Manūchihr Nukhastīn Āṣaf",former owner,قاجار، منوچهر نخستين آصف،,,,,,,,human,Manūchihr Nukhastīn Āṣaf Qājār,Q116570983,Q3219
"Faraḍī, Maḥmūd ibn Abī Bakr, 1246 or 1247-1300",author,فرضي، محمود بن ابي بكر، 1246 أو 1247-1300,,,,,,,human,Maḥmūd ibn Abī Bakr Faraḍī,Q116326528,Q3229
"Gregory XIV, Pope, 1535-1591",author,,http://id.loc.gov/authorities/names/n90000056,,,,,,human,Gregory XIV,Q171622,Q8237
"Bremlen, Gaspardus, Governor",author,,,,,,,,human,Gaspardus Bremlen,Q116269822,Q4382
"Lothian, Philip Henry Kerr, Marquis of, 1882-1940",former owner,,,,,,,,human,"Philip Kerr, 11th Marquess of Lothian",Q957575,Q7049
"Collins, Mary Schell, 1864-1948",former owner,,,,,,,,human,Mary Schell Collins,Q116272333,Q7048
Siena (Italy). Mercantia,author,,,,,,,,organization,Università de' mercanti (Siena),Q116710000,Q8094
"Qalqashandī, Ibrāhīm ibn ʻAlī, -1516 or 1517",author,قلقشندي، ابراهيم بن علي. -1516 or 1517,http://id.loc.gov/authorities/names/no2006084990,,,,,,human,Ibrāhīm ibn ʻAlī Qalqashandī,Q116570341,Q3783
"Sulzberger, Mayer, 1843-1923",former owner,,http://id.loc.gov/authorities/names/n85830512,,,,,,human,Mayer Sulzberger,Q6797076,Q3784
"Piccolomini, Antonio Maria d'Enea di Giacomo Todeschini",author,,,,,,,,human,Antonio Maria di Enea di Giacomo Todeschini Piccolomini,Q116520364,Q8231
"John XXI, Pope, -1277",author,,http://id.loc.gov/authorities/names/n86820241,,,,,,human,John XXI,Q172916,Q397
"Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137,,,,,,,human,Zayn al-Din Gorgani,Q2908840,Q389
Hagop Kevorkian Fund,former owner,,,,,,,,organization,Hagop Kevorkian Fund,Q114242603,Q390
"Rolet, Antoine",author,,,,,,,,human,Antoine Rolet,Q116573890,Q4394
"Bedford, John Plantagenet, Duke of, 1389-1435",author,,,,,,,,human,"John of Lancaster, 1st Duke of Bedford",Q348441,Q4410
Spain. Sovereign (1556-1598 : Philip II),author,,,,,,,,organization;human,Spain;Philip II of Spain,Q29;Q34417,Q392;Q17780
"Claret de La Tourrette, Jacques-Annibal, 1692-1776",former owner,,,,,,,,human,Jacques Annibal Claret de La Tourrette,Q105071302,Q4427
"Vasilevich, Dionysiĭ",former owner,,,,,,,,human,Dionysiĭ Vasilevich,Q116646846,Q4428
"Armellini Medici, Francesco de', Cardinal, 1470-1527",author,,,,,,,,human,Francesco Armellini Pantalassi de' Medici,Q2374621,Q3820
"Ernst, Archduke of Austria, 1553-1595",author,,,,,,,,human,Archduke Ernest of Austria,Q327156,Q4363
"Escobar, Andrés de, -approximately 1431",author,,,,,,,,human,Andreas de Escobar,Q2849009,Q5127
"Testa, Giovanni di Urbano Piccolomini del",author,,,,,,,,human,Giovanni di Urbano Piccolomini del Testa,Q116619969,Q8213
Gondi family,author,,,,,,,,organization,House of Gondi,Q2397552,Q8239
"Gritti, Andrea, 1455-1538",author,,,,,,,,human,Andrea Gritti,Q345506,Q5113
"Lesnick, Howard, 1931-",former owner,,,human,Howard Lesnick,Q63383511,DSNAME8529,Q76646,,,,
Catholic Church. Curia Romana,author,,,,,,,,organization,Roman Curia,Q108169,Q8098
"Peter Riga, approximately 1140-1209",author,,http://id.loc.gov/authorities/names/n87118179,,,,,,human,Petrus Riga,Q556117,Q6085
"Tolomeo, Nado de",author,,,,,,,,human,Nado de Tolomeo,Q116619991,Q8106
"Beraldus, Antonius",author,,,,,,,,human,Antonius Beraldus,Q116250797,Q4377
"Fīrūzābādī, Muḥammad ibn Yaʻqūb, 1329-1414 or 1415",author,فيروزآبادى، محمد بن يعقوب، 1329-1414 يا 1415,http://id.loc.gov/authorities/names/n83055935,,,,,,human,Firuzabadi,Q4115262,Q3185
"Shakūrī, Ibrāhīm, active 1698",former owner,شكوري، ابراهيم، active 1698،,,,,,,,human,Ibrāhīm al-Shakūrī,Q116619748,Q3188
"ʻAbd al-Raḥmān ibn al-Qurrā, active 1742",former owner,عبد الرحمن بن القرا، active 1742،,,,,,,,human,ʻAbd al-Raḥmān ibn al-Qurrā,Q116648952,Q3186
"Ṣābir, Muḥammad, active 1841",former owner,صابر، محمد، active 1841،,,,,,,,human,Muḥammad Ṣābir,Q116619897,Q3187
"Isidore, of Seville, Saint, -636",author,,http://id.loc.gov/authorities/names/n80139470,,,,,,human,Isidore of Seville,Q166876,Q428
Poblet (Monastery),former owner,,,,,,,,organization,Poblet Monastery,Q645157,Q430
"Fugger, Ulricus, 1526-1584",former owner,,,,,,,,human,Ulrich Fugger,Q3547961,Q409
"Martini, Giuseppe, 1870-1944",former owner,,http://id.loc.gov/authorities/names/nr99009017,,,,,,human,Giuseppe Martini,Q98834332,Q1497
"Pius XI, Pope, 1857-1939",former owner,,http://id.loc.gov/authorities/names/n50044410,,,,,,human,Pius XI,Q42323,Q7053
"Soranzo, Giacomo, 1686-1761",former owner,,,,,,,,human,Giacomo Soranzo,Q110215161,Q7597
"Canonici, Matteo Luigi, 1727-1805",former owner,,,,,,,,human,Matteo Luigi Canonici,Q55226394,Q890
"Munby, A. N. L. 1913-1974",former owner,,http://id.loc.gov/authorities/names/n50031793,,,,,,human,Alan Noel Latimer Munby,Q3607762,Q7934
"Ungelter, Theodoricus",scribe,,,,,,,,human,Theodoric Ungelter,Q114242493,Q396
Batide Rolande,author,,,,,,,,human,Batide Rolande,Q116250776,Q4423
Benedictines,author,,,,,,,,organization,Benedictines,Q131132,Q7331
"Piccolomini, Girolamo",author,,,,,,,,human,Girolamo Piccolomini,Q25209239,Q8099
"Salamon, Taddea",author,,,,,,,,human,Taddea Salamon,Q116576428,Q8202
Nūr al-Dīn Arslān Shah,former owner,نور الدين ارسلان شاه،,,,,,,,human,Nur al-Din Arslan Shah I,Q20101351,Q3275
"Perutii, Monterillus, 14th century",scribe,,,,,,,,human,Monterillus Perutii,Q116519832,Q7074
"Cosson, Charles Alexander, baron de",former owner,,,,,,,,human,Charles Alexander de Cosson,Q47542851,Q7075
"Cosson, Claude Augustin, baron de, 1877-",former owner,,,,,,,,human,Claude Augustin de Cosson,Q116320156,Q7076
"Foyle, William A. 1885-1963",former owner,,http://id.loc.gov/authorities/names/nr00032207,,,,,,human,William Foyle,Q8009288,Q3180
"San Giovanni e Paolo (Church : Venice, Italy)",former owner,,http://id.loc.gov/authorities/names/n85061493,,,,,,organization,Santi Giovanni e Paolo,Q155225,Q7077
"Contarini, Gasparo, 1483-1542",author,,http://id.loc.gov/authorities/names/n88095633,,,,,,human,Gasparo Contarini,Q728931,Q7914
"Heber, Richard, 1773-1833",former owner,,,,,,,,human,Richard Heber,Q4502479,Q6134
"Kloss, Georg Franz Burkhard, 1787-1854",former owner,,http://id.loc.gov/authorities/names/n93038985,,,,,,human,Georg Kloss,Q214047,Q7634
"Strong, George Templeton, 1820-1875",former owner,,http://id.loc.gov/authorities/names/n50010502,,,,,,human,George Templeton Strong,Q339946,Q7635
"Cassett, Louis N",former owner,,,,,,,,human,Louis N. Cassett,Q116269877,Q3812
"Decembrius, Umbertus",author,,,,,,,,human,Umbertus Decembrius,Q116324423,Q7630
"Flores, Pietro, Bishop",author,,,,,,,,human,Pietro Flores,Q116327081,Q8224
"Alexander, de Villa Dei",author,,,,,,,,human,Alexander of Villedieu,Q692413,Q3276
"Jones, W. 1675-1749",former owner,,,,,,,,human,William Jones,Q371877,Q3277
"Macclesfield, George Parker, Earl of, approximately 1697-1764",former owner,,,,,,,,human,"George Parker, 2nd Earl of Macclesfield",Q335725,Q3278
Spain. Sovereign (1516-1556 : Charles I),author,,,,,,,,organization;human,Spain;Charles V,Q29;Q32500,Q392;Q7656
Carretto family,author,,,,,,,,human,Del Carretto,Q587716,Q8092
"Monastero di Santo Spirito (Verona, Italy)",former owner,,,,,,,,organization,Monastero di Santo Spirito in Verona,Q116707249,Q7311
"Foscarini, Lodovico",author,,,,,,,,human,Ludovico Foscarini,Q24175173,Q4370
"Benoît, de Sainte-More, active 12th century",author,,,,,,,,human,Benoît de Sainte-Maure,Q435578,Q7933
"Olschki, Leo S. 1861-1940",former owner,,,,,,,,human,Leo Olschki,Q15051199,Q3215
"Aretino, Pietro, 1492-1556",author,,,,,,,,human,Pietro Aretino,Q296272,Q7306
Rabanus Anglicus,author,,,,,,,,human,Bartholomew Anglicus,Q809312,Q3199
"Giovanni, da Bologna, -1314",author,,,,,,,,human,Giovanni da Bologna,Q116073956,Q7907
"Oltremonti, Piccolomo",author,,,,,,,,human,Piccolomo Oltremonti,Q116486938,Q8220
"Māwardī, ʻAlī ibn Muḥammad, 974?-1058",author,ماوردي، علي بن محمد، 974؟-1058,http://id.loc.gov/authorities/names/n83162975,,,,,,human,Al-Mawardi,Q335635,Q3208
"Aga Khan, Sadruddin, Prince, 1933-2003",former owner,,,,,,,,human,Prince Sadruddin Aga Khan,Q123987,Q458
"Villabalzana, Christianus Joannes de",author,,,,,,,,human,Christianus Joannes de Villabalzana,Q116646749,Q4397
Catholic Church. Camera Apostolica,author,,http://id.loc.gov/authorities/names/n86855976,,,,,,organization,Apostolic Camera,Q620030,Q8100
Concini family,author,,,,,,,,organization,Concini family,Q116706324,Q8241
Sangalletti family,author,,,,,,,,organization,Sangalletti family,Q116709324,Q8244
"Riley, Athelstan, 1858-1945",former owner,,http://id.loc.gov/authorities/names/n88646627,,,,,,human,Athelstan Riley,Q4813344,Q5133
"Piccolomini, Jacobus",author,,,,,,,,human,Jacopo Piccolomini-Ammannati,Q1361516,Q8096
"Blondet, André",author,,,,,,,,human,André Blondel de Rocquencourt,Q2847321,Q8232
"Farnese, Ranuccio, Cardinal, 1530-1565",author,,,,,,,,human,Ranuccio Farnese,Q708666,Q4366
"Israeli, Isaac ben Joseph, active 14th century",author,,http://id.loc.gov/authorities/names/no98095964,,,,,,human,Isaac Israeli ben Joseph,Q2916353,Q3740
"Dessauer, M. 1842-1895",former owner,,,,,,,,human,Moritz Dessauer,Q904363,Q3741
Országos Rabbiképző-Intézet (Hungary),former owner,,http://id.loc.gov/authorities/names/n84235372,,,,,,organization,Budapest University of Jewish Studies,Q285382,Q3742
"Vannozzi, Bonifazio",author,,,,,,,,human,Bonifazio Vannozzi,Q116647584,Q7615
"McRoberts, David",former owner,,,,,,,,human,David McRoberts,Q95002340,Q393
Canons Regular of Urgel,author,,,,,,,,organization,Canons Regular of Urgel,Q116694928,Q7283
"Borough, John, -1386",author,,,,,,,,human,John Burgh,Q18530204,Q7874
"Roberts, Hugh, 17th century",former owner,,,,,,,,human,Hugh Roberts,Q116572519,Q7875
"Hurleston, Charles",former owner,,,,,,,,human,Charles Hurleston,Q116172294,Q7876
"Jones, Thomon Simon",former owner,,,,,,,,human,Thomon Simon Jones,Q116447015,Q7877
Teutonic Knights,author,,,,,,,,human,knight of the Teutonic Order,Q96651577,Q4430
"Mandagot, Guillaume de, -1321",author,,http://id.loc.gov/authorities/names/no2009139325,,,,,,human,Guillaume de Mandagout,Q3120387,Q4420
"Ayala, Diego de, active 1576-1578",former owner,,http://id.loc.gov/authorities/names/no2016085800,,,,,,human,Diego de Ayala,Q116250459,Q7080
"Cassuto, Alfonso, 1910-1990",former owner,,,,,,,,human,Alfonso Cassuto,Q111547141,Q7081
"Magno, Pietro, active 1572-1589",author,,,,,,,,human,Pietro Magno,Q55229164,Q7334
"Bingham, Geffrey de",author,,,,,,,,human,Geffrey de Bingham,Q116269440,Q4379
"Alderotti, Taddeo, 1223-1295",author,,,,,,,,human,Taddeo Alderotti,Q328138,Q7304
"Montalais, Mathurin de, seigneur de Chambellay",author,,,,,,,,human,Mathurin de Montalais,Q116486462,Q5137
"Sacro Bosco, Joannes de, active 1230",author,,,,,,,,human,Johannes de Sacrobosco,Q433841,Q391
"Confraternita della Santa Croce (Lucca, Italy)",author,,,,,,,,organization,Confraternita della Santa Croce in Lucca,Q116695022,Q8071
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، approximately 1216-1294,,,,,,,human,Safi al-Din al-Urmawi,Q980179,Q461
"Leutsch, Ernst von, 1808-1887",former owner,,,,,,,,human,Ernst Ludwig von Leutsch,Q74282,Q7068
Catholic Church. Diocese of Regensburg (Germany),author,,,,,,,,organization,Roman Catholic Diocese of Regensburg,Q258606,Q8410
Shimshon ben Gavriʼel,scribe,"שמשון בן גביאל, מעתיק",,,,,,,human,Shimshon ben Gavriʼel,Q116619791,Q3807
"Cohen, Abraham, 1887-1951",former owner,,,,,,,,human,Abraham Cohen,Q4668808,Q3808
"Francesco III Gonzaga, Duke of Mantua, 1540-1550",author,,,,,,,,human,"Francesco III Gonzaga, Duke of Mantua",Q715234,Q2836
"Piccolomini, Fazio de",author,,,,,,,,human,Fazio de Piccolomini,Q116520476,Q8191
"Varchi, Benedetto, 1503-1565",author,,,,,,,,human,Benedetto Varchi,Q176833,Q431
"Marchioni, Marchiono de",scribe,,,,,,,,human,Marchiono de Marchioni,Q114242524,Q432
"Feltrinelli, Giannalisa",former owner,,,,,,,,human,Giannalisa Feltrinelli,Q95750251,Q403
"Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436",author,قاضى‌ز‌اده، موسى بن محمد، -approximately 1436,http://id.loc.gov/authorities/names/nr90001949,,,,,,human,Qāḍī Zāda al-Rūmī,Q1386256,Q3209
Muḥammad ʻĀbid,scribe,محمد عابد،,,,,,,,human,Muḥammad ʻĀbid,Q116192635,Q3738
"Goussen, Andrea",author,,,,,,,,human,Andrea Goussen,Q116378030,Q4372
Siena (Italy). Consilium generale,author,,,,,,,,organization,Consiglio Generale,Q56323651,Q8109
"Ereilter, S",former owner,,,,,,,,human,S. Ereilter,Q116326394,Q2834
"Gross Sankt Martin (Church : Cologne, Germany)",former owner,,http://id.loc.gov/authorities/names/n92078014,,,,,,organization,Great St. Martin Church,Q564520,Q2835
"Rudolf II, Holy Roman Emperor, 1552-1612",author,,http://id.loc.gov/authorities/names/n81004066,,,,,,human,Emperor Rudolf II,Q150586,Q4395
Monticchiello (Italy). Podestà,author,,,,,,,,organization,Podestà of Monticchiello (Italy),Q116708144,Q8238
"William, of Pagula, approximately 1290-1332",author,,,,,,,,human,William of Pagula,Q8020898,Q7646
"Dewick, E. S. 1844-1917",former owner,,,,,,,,human,Edward Samuel Dewick,Q99292943,Q7647
"Harmsworth, R. Leicester Sir, 1870-1937",former owner,,,,,,,,human,Leicester Harmsworth,Q6519187,Q1809
"Suchier, Hermann, 1848-1914",former owner,,http://id.loc.gov/authorities/names/nr97017881,,,,,,human,Hermann Suchier,Q109415,Q5125
Piccolomini family,author,,,,,,,,organization,Piccolomini,Q611733,Q8207
"Lewis, John Frederick, 1860-1932",former owner,,,,,,,,human,John Frederick Lewis,Q78163033,Q3788
"Petroni, Simone di Nicholo",author,,,,,,,,human,Simone di Nicolo Petroni,Q116519943,Q8199
"Hayniger, Georg",author,,,,,,,,human,Georg Hayniger,Q116378361,Q3175
"Baier, Johann David",former owner,,,,,,,,human,Johann David Baier,Q55674108,Q3176
"Fraenkel, Pierre, 1923-",former owner,,,,,,,,human,Pierre Fraenkel,Q59530171,Q3177
Stiftsbibliothek Kremsmünster,former owner,,,organization,Stiftsbibliothek Kremsmünster,Q2348727,DSNAME8530,Q76700,,,,
"Jawharī, Ismāʻīl ibn Ḥammād, -1003?",author,جوهري، اسماعيل بن حماد، -1003؟,,human,Ismail ibn Hammad al-Jawhari,Q403498,DSNAME797,Q3198,,,,
"Rooryck, André",former owner,,,,,,,,human,André Rooryck,Q116573665,Q3743
"Schoenberg, Lawrence J.",former owner,,,,,,,,human,Lawrence J. Schoenberg,Q107542788,Q383
"Porphyry, approximately 234-approximately 305",author,,,,,,,,human,Porphyry,Q203445,Q3781
"Speyr Passavant, J. H. de",former owner,,,,,,,,human,Johann Heinrich von Speyr-Passavant,Q116619851,Q3782
"Mettler, Arnold",former owner,,,,,,,,human,Arnold Mettler,Q28077318,Q4386
"Ege, Otto F",former owner,,http://id.loc.gov/authorities/names/no99020371,,,,,,human,Otto Ege,Q7109575,Q808
"Ibn Faḍl Allāh al-ʻUmarī, Aḥmad ibn Yaḥyá, 1301-1349",author,ابن فضل الله العمري، احمد بن يحيى، 1301-1349,http://id.loc.gov/authorities/names/nr89013200,,,,,,human,Chihab al-Umari,Q2658869,Q3257
"Ḥamawī, Jibrāyil ibn Mikhāyil, active 1710",scribe,حموي، جبرايل بن مخايل، active 1710،,,,,,,,human,Jibrāyil ibn Mikhāyil Ḥamawī,Q116503144,Q3258
"Joanna I, Queen of Naples, -1382",author,,,,,,,,human,Joanna I of Naples,Q235381,Q8409
"Finzi, Mazliah",former owner,,,,,,,,human,Mazliah Finzi,Q116326568,Q3758
"Kāshānī, Yaḥyá ibn Aḥmad, active 14th century",author,كاشاني، يحيى بن احمد، active 14th century,http://id.loc.gov/authorities/names/n2017034608,,,,,,human,Yaḥyá ibn Aḥmad Kāshānī,Q116419307,Q2844
"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, -1013?",author,أبو القاسم خلف بن عباس الزهراوي، -1013?,,human,Abu al-Qasim al-Zahrawi,Q311495,DSNAME827,Q3228,,,,
"Archer, Michell",author,,,,,,,,human,Michell Archer,Q116236850,Q7296
"Mazzolla Vicentino, Calisto",author,,,,,,,,human,Calisto Mazzolla Vicentino,Q116453188,Q7324
"Tancredius, Ptolemaeus",author,,,,,,,,human,Ptolemaeus Tancredius,Q116619924,Q7638
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عاياض بن موسى، 1083-1149,http://id.loc.gov/authorities/names/n83017679,,,,,,human,Qadi Ayyad,Q3101035,Q3786
"Saʻūdī, Muḥammad ibn Aḥmad ibn Muḥammad",scribe,سعودي، محمد بن احمد بن محمد,,,,,,,human,Muḥammad ibn Aḥmad ibn Muḥammad Saʻūdī,Q116192855,Q3787
Dropsie College of Hebrew and Cognate Learning,former owner,,,,,,,,organization,Dropsie College for Hebrew and Cognate Learning,Q65088719,Q3785
"Martinellus, Blasius Baronius",author,,,,,,,,human,Blasius Baronius Martinellus,Q116453053,Q5132
"Theobaldus, Episcopus",author,,http://id.loc.gov/authorities/names/nr96002889,,,,,,human,Theobaldus Episcopus,Q61482423,Q7924
"Andrea, da Barberino, approximately 1370-",author,,,,,,,,human,Andrea da Barberino,Q2564714,Q7280
"Manozca, Pedro de",scribe,,,,,,,,human,Pedro de Manozca,Q116453232,Q7883
"Riva Palacio, Vicente, 1832-1896",former owner,,,,,,,,human,Vicente Riva Palacio,Q978389,Q7884
"Boethius, -524",author,,,,,,,,human,Boethius,Q102851,Q398
"Alanus, de Insulis, -1202",author,,,,,,,,human,Alain of Lille,Q4313,Q7594
Johannes de Polna,scribe,,,,,,,,human,Johannes de Polna,Q116419132,Q7595
Stift Admont,former owner,,,,,,,,organization,Admont Abbey,Q667615,Q7596
"Zuccati, Giovanni Battista",author,,,,,,,,human,Giovanni Battista Zuccato,Q23622004,Q5143
Catholic Church. Diocese of Osma-Soria. Bishop,author,,,,,,,,organization,Roman Catholic Diocese of Osma-Soria,Q873575,Q8095
"Ashburner, Walter, 1864-1936",former owner,,http://id.loc.gov/authorities/names/n84056231,,,,,,human,Walter Ashburner,Q52155775,Q7586
"Civaleri, Pietro, Conte",former owner,,,,,,,,human,Pietro Civaleri,Q116319517,Q7587
"Adam, magister, -1408",author,,,,,,,,human,Adam Magister,Q116064221,Q7654
