name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"King, William, 1650-1729",former owner,,,,,,,,human,William King,Q3568762,Q16624
"Manilius, Marcus",author,,,,,,,,human,Marcus Manilius,Q352684,Q16625
"Agli, Pellegrino, 1440-1468?",scribe,,,human,Pellegrino Agli,Q109875978,DSNAME2325,Q16626,,,,
"Grimani, Domenico, 1460-1523",former owner,,,,,,,,human,Domenico Grimani,Q582339,Q16627
"Grimani, Marino, approximately 1488-1546",former owner,,,,,,,,human,Marino Grimani,Q1898567,Q16628
"Pithou, Pierre, 1539-1596",former owner,,,,,,,,human,Pierre Pithou,Q2093849,Q16629
"Berry, Marie-Caroline de Bourbon-Sicile, duchesse de, 1798-1870",former owner,,,,,,,,human,"Marie-Caroline of Bourbon-Two Sicilies, Duchess of Berry",Q234931,Q16630
"Silva, Ercole, 1756-1840",former owner,,,,,,,,human,Ercole Silva,Q3731214,Q16631
"Peurbach, Georg von, 1423-1461",author,,,,,,,,human,Georg von Peuerbach,Q84289,Q16632
"Halliwell-Phillipps, J. O. 1820-1889",former owner,,,,,,,,human,James Halliwell-Phillipps,Q321691,Q842
"Libri, Guillaume, 1803-1869",former owner,,http://id.loc.gov/authorities/names/n91076026,,,,,,human,Guglielmo Libri Carucci dalla Sommaja,Q1251586,Q382
"Boncompagni, Baldassarre, 1821-1894",former owner,,http://id.loc.gov/authorities/names/n84804080,,,,,,human,Baldassarre Boncompagni,Q680832,Q3772
"Deighton, Bell, and Co",former owner,,,,,,,,organization,"Deighton, Bell, & Company",Q117019928,Q16633
Wheldon & Wesley,former owner,,,,,,,,organization,Wheldon & Wesley,Q123285067,Q16634
"Salloch, William",former owner,,,,,,,,human,William Salloch,Q72938313,Q41019
"Cuthbert, John M",former owner,,,,,,,,human,John M Cuthbert,Q123274743,Q16636
"Tomlinson, Robert",former owner,,,,,,,,,,,
"De Geveldale, Richard, fl. 1295",author,,,,,,,,human,Richard de Geveldale,Q123274750,Q16637
"Qazwīnī, Zakarīyā ibn Muḥammad, approximately 1203-1283",author,,,,,,,,human,Zakariya al-Qazwini,Q144639,Q16639
"Wallace, Walter Thomas",former owner,,,,,,,,human,Walter Thomas Wallace,Q116784946,Q1818
"Techener, Léon, 1832-1888",former owner,,,,,,,,human,Léon Techener,Q94111073,Q16640
"Labitte, Alphonse, 1853-",former owner,,,,,,,,human,Alphonse Labitte,Q114242418,Q6065
"Griscom, Clement Acton, 1841-1912",former owner,,,,,,,,human,Clement Griscom,Q5131327,Q16641
"Lefrancq, Adolphe, 1871-1951",former owner,,,,,,,,human,Adolphe Lefrancq,Q94841605,Q16642
"Campigny, Charles-Benoit de, 1569-1634",former owner,,,,,,,,human,Charles-Benoit de Campigny,Q123274736,Q16643
"Campigny, Adam de, 1569-1634",former owner,,,,,,,,human,Adam de Campigny,Q123274735,Q16644
"Lenormand du Coudray, Charles, 1712-1789",former owner,,,,,,,,human,Charles Lenormand du Coudray,Q123274784,Q16645
"Bland, Loftus Henry, 1805-1872",former owner,,,,,,,,human,Loftus Bland,Q26296383,Q16646
"Couvent Notre-Dame-des Célestines (Ambert, France)",former owner,,,,,,,,organization,"Notre-Dame monastery (Ambert, France)",Q123284071,Q16647
"Barbaro, Francesco, 1390-1454",author,,,,,,,,human,Francesco Barbaro,Q712032,Q16515
"Koch, Ant",former owner,,,,,,,,human,Joseph Anton Koch,Q263569,Q16648
Antiquarian Books of Boston,former owner,,,,,,,,organization,Antiquarian Books of Boston,Q123285050,Q16649
"Suter, Jacob",former owner,,,,,,,,human,Jacob Suter,Q35238392,Q16650
"Benedict, Saint, Abbot of Monte Cassino",author,,,,,,,,human,Benedict of Nursia,Q44265,Q6067
"Suchier, Hermann, 1848-1914",former owner,,http://id.loc.gov/authorities/names/nr97017881,,,,,,human,Hermann Suchier,Q109415,Q5125
Strozzi family,former owner,,,,,,,,organization,House of Strozzi,Q1151399,Q16651
"Loredo y Trelles, Emilio",former owner,,,,,,,,human,Emilio Loredo y Trelles,Q123274785,Q16652
"Guilelmus Peraldus, approximately 1190-1271",author,,,,,,,,human,William Perault,Q8016774,Q5152
"Parker, Theodore, 1810-1860",former owner,,,,,,,,human,Theodore Parker,Q709002,Q16653
"Reed, Byron, 1829-1891",former owner,,,,,,,,human,Byron Reed,Q5004456,Q16654
Biblioteca trivulziana,former owner,,,,,,,,organization,Biblioteca Trivulziana,Q974532,Q16655
Omaha Public Library,former owner,,,,,,,,organization,Omaha Public Library,Q69482856,Q16656
"Cohen, Herman, 1905-1997",former owner,,,,,,,,human,Herman Cohen,Q123274741,Q16657
Chiswick Book Shop,former owner,,,,,,,,organization,Chiswick Book Shop,Q123285053,Q16658
"Hofer, Philip, 1898-1984",former owner,,,,,,,,human,Philip Hofer,Q19754076,Q16659
Terence,author,,,,,,,,human,Terence,Q172048,Q1944
"Dominican Painter, active 13th century",illuminator,,,,,,,,human,"Dominican Painter, active 13th century",Q123274754,Q16660
"Gruel, Léon, 1841-1923",former owner,,,,,,,,human,Léon Gruel,Q18115138,Q16661
"Gruel, Paul, 1864-1954",former owner,,,,,,,,human,Paul Gruel,Q123274772,Q16662
"Thomas, Alan G",former owner,,,,,,,,human,Alan G. Thomas,Q4706665,Q1649
"Ede, Charles",former owner,,,,,,,,human,Charles Ede,Q5077226,Q16663
"Stilwell, Brian Douglas",former owner,,,,,,,,human,Brian Douglas Stilwell,Q123274816,Q16664
"Scholz, Wolfgang G., 1927-2015",former owner,,,,,,,,human,Wolfgang G. Scholz,Q123274811,Q16665
"William H. Allen, Bookseller",former owner,,,,,,,,organization,W. H. Allen & Co.,Q28803186,Q16666
"Pauli, N., active 1411",former owner,,,,,,,,human,N. Pauli,Q123274805,Q16667
"Marcela, Gabriela, active 15th century",former owner,,,,,,,,human,Marcela Gabriela,Q123274789,Q16668
"Bochini, Alvise, active 17th century",former owner,,,,,,,,human,Alvise Bochini,Q123274728,Q16669
"Andrea S., active 17th century",former owner,,,,,,,,human,Andrea S.,Q123274724,Q16670
Pseudo-Cicero,author,,,,,,,,human,Pseudo-Cicero,Q67405713,Q854
"Saibanti, Giovanni",former owner,,,,,,,,human,Giovanni Saibanti,Q123274810,Q16671
"Celotti, Luigi, approximately 1768-approximately 1846",former owner,,,,,,,,human,Luigi Celotti,Q113774991,Q1636
"Priestley, Richard, active 1808-1834",former owner,,,,,,,,human,Richard Priestley,Q123274808,Q16672
"Burn, Jacob Henry, -1869",former owner,,,,,,,,human,Jacob Henry Burn,Q64759510,Q16673
Libreria la Bibliofila (Firm : Milan),former owner,,,,,,,,organization,Libreria la Bibliofila,Q123285058,Q16674
Sokol Books Ltd,former owner,,,,,,,,organization,Sokol Books Ltd.,Q120869289,Q16675
"Bembo, Pietro, 1470-1547",author,,,,,,,,human,Pietro Bembo,Q334188,Q16676
"Perlano, Guglielmo, active 16th century","author of introduction, etc",,,,,,,,human,Guglielmo Perlano,Q123274806,Q16677
"Zuccaro, Nello, active 20th century",former owner,,,,,,,,human,"Zuccaro, Nello, active 20th century",Q123274825,Q16678
"Govi, Fabrizio",former owner,,,,,,,,human,Fabrizio Govi,Q123274769,Q16679
"Gilhofer & Ranschburg (Lucerne, Switzerland)",former owner,,,,,,,,organization,"Gilhofer & Ranschburg. Lucerne, Suisse",Q60403581,Q16680
"Cosmico, Niccolò Lelio, 1420-1500",author,,,,,,,,human,Niccolò Lelio Cosmico,Q18945680,Q16681
"Girolamo, da la Motta, active 16th century",scribe,,,,,,,,human,Girolamo da la Motta,Q123274766,Q16682
"De Marco, Giovanni, active 20th century",former owner,,,,,,,,human,Giovanni de Marco,Q123274751,Q16683
"Bartolomeus, de Zachariis",scribe,,,,,,,,human,Bartolomeus de Zachariis,Q123274727,Q16684
Tommaso de Bianchis,scribe,,,,,,,,human,Tommaso de Bianchis,Q123274819,Q16685
"Sidrac, active 13th century",author,,,,,,,,human,Sidrac,Q116619826,Q7922
"Aldridge, George, active 17th century",former owner,,,,,,,,human,George Aldridge,Q123274722,Q16686
"Sommerville, Maxwell, 1829-1904",former owner,,,,,,,,human,Maxwell Sommerville,Q56007512,Q16687
Huskan-ordi (Monastery : Muradiye : Turkey),former owner,,,,,,,,organization,"Huskan-ordi (Monastery in Muradiye, Turkey)",Q123285054,Q16688
"Sabatier, Paul, 1858-1928",former owner,,,,,,,,human,Paul Sabatier,Q885424,Q16689
"Jacopone, da Todi, 1230-1306",author,,,,,,,,human,Jacopone da Todi,Q317267,Q16690
John R. Anderson & Co,former owner,,,,,,,,organization,John R. Anderson & Co,Q123285056,Q16691
Chartreuse de Valenciennes,former owner,,,,,,,,organization,Notre-Dame de Macourt monastery,Q78728910,Q16692
"Gibbs, Henry Hucks, 1819-1907",former owner,,,,,,,,human,"Hucks Gibbs, 1st Baron Aldenham",Q5928148,Q16693
E.P. Goldschmidt & Co,former owner,,,,,,,,organization,E.P. Goldschmidt & Co.,Q120442745,Q16694
"Gilhofer & Ranschburg (Vienna, Austria)",former owner,,,,,,,,organization,"Gilhofer & Ranschburg. Lucerne, Suisse",Q60403581,Q16680
Stift Admont. Bibliothek,former owner,,,,,,,,organization,Admont Abbey Library,Q304668,Q16695
"De Fontenay, Marguerite",former owner,,,,,,,,human,Marguerite de Fontenay,Q123274747,Q16696
"De Vollant, Francois",former owner,,,,,,,,human,Francois de Vollant,Q123274752,Q16697
Monsieur de Bel Air,former owner,,,,,,,,human,Monsieur de Bel Air,Q123274802,Q16698
"Carman, Jeanne Françoise Maclovie de",former owner,,,,,,,,human,Jeanne Françoise Maclovie de Carman,Q123274737,Q16699
"Placide de Ferron, Marie Ange-Toussaint",former owner,,,,,,,,human,Marie Ange-Toussaint Placide de Ferron,Q123274807,Q16700
Québriac family,former owner,,,,,,,,organization,Québriac family,Q123285063,Q16701
Master of 1411,illuminator,,,,,,,,human,Master of 1411,Q123274792,Q16702
"Trau, Franz, 1842-1905",former owner,,,,,,,,human,Franz Trau,Q98834877,Q16703
"Goldschmidt, Victor, 1853-1933",former owner,,,,,,,,human,Victor Mordechai Goldschmidt,Q214566,Q16704
"Meyer, Jean de, -1869",former owner,,,,,,,,human,Jean de Meyer,Q123274798,Q16705
"Andrews, William Loring, 1837-1920",former owner,,,,,,,,human,William Loring Andrews,Q56000453,Q16706
"Bishop, Cortlandt F. 1870-1935",former owner,,http://id.loc.gov/authorities/names/n85239145,,,,,,human,Cortlandt F. Bishop,Q5173352,Q1631
"Whitney, Joseph",former owner,,,,,,,,human,Joseph Whitney,Q123274822,Q16707
J. M. C. Armbruster (Firm),former owner,,,,,,,,organization,J. M. C. Armbruster (Firm),Q123285055,Q16708
"Hofstede, Petrus, 1716-1803",former owner,,,,,,,,human,Petrus Hofstede,Q1877878,Q16709
"Bullrich, Eduardo J",former owner,,,,,,,,human,Eduardo Juan Bullrich,Q120648316,Q16710
Augustinerkloster Ramsau,former owner,,,,,,,,organization,Ramsau Monastery,Q1321580,Q16711
"Espejo, Lope de, active 15th century",author,,,,,,,,human,Lope de Espejo,Q123274757,Q16712
A. Rosenthal Ltd,former owner,,,,,,,,organization,A. Rosenthal Ltd.,Q120869211,Q16500
"Alisa of Bastogne, active 15th century",author,,,,,,,,,,,
"Hugh, of Balma, active 13th century",author,,,,,,,,human,Hugh of Balma,Q15090859,Q6094
"Segre Amar, Sion, 1910-",former owner,,,,,,,,human,Sion Segre Amar,Q17364129,Q3163
"Foret, Michel, active 14th century",author,,,,,,,,human,Michel Foret,Q2741931,Q16713
"Talemache, Hugh, active 13th century",author,,,,,,,,human,Hugh Talemache,Q123274818,Q16714
"Walter R. Benjamin Autographs, Inc",former owner,,,,,,,,organization,Walter Romeyn Benjamin,Q94538169,Q16715
Catholic Church. Pope (1471-1484 : Sixtus IV),author,,,,,,,,organization;human,Catholic Church;Sixtus IV,Q9592;Q163514,Q425;Q16716
"Schøyen, Martin",former owner,,,,,,,,human,Martin Schøyen,Q6776549,Q16717
"Bernard Quaritch, Ltd",former owner,,,,,,,,organization,Bernard Quaritch Ltd,Q65034936,Q892
"Ricciardo, di Nanni, active 1430-1480",illuminator,,,,,,,,human,Ser Ricciardo di Nanni,Q18508646,Q16718
Master of the Ottoboni Livy,scribe,,,,,,,,human,Master of the Ottoboni Livy,Q123274795,Q16719
"Ascherson, C. S. 1877-1945",former owner,,,,,,,,human,Charles Stephen Ascherson,Q51376234,Q3815
"Magne, Lucien, 1849-1916",former owner,,,,,,,,human,Lucien Magne,Q1873405,Q16720
Certosa di Ferrara,former owner,,,,,,,,organization,"San Cristoforo alla Certosa (Church : Ferrara, Italy)",Q24231939,Q16721
"Parroco di Taviano, Luigi Bruno, active 20th century",former owner,,,,,,,,,,,
"Libri, Edoardo, active 20th century",former owner,,,,,,,,,,,
"Saluti, Tomasso, active 20th century",former owner,,,,,,,,,,,
That Guy with the Books,former owner,,,organization,That Guy with the Books,Q133849928,DSNAME8623,Q76764,,,,
"De Lazara, Nicoló",author,,,,,,,,,,,
"Cheney, C. R. 1906-1987",former owner,,,human,Christopher Cheney,Q18592972,DSNAME8582,Q76693,,,,
"Clough, Cecil H",former owner,,,human,Cecil H. Clough,Q87069468,DSNAME8583,Q76694,,,,
"Hyde, John Kenneth",former owner,,,human,Kenneth Hyde,Q26838544,DSNAME8584,Q76695,,,,
"Medin, Antonio, conte, 1857-1930",former owner,,,human,Antonio Medin,Q59527703,DSNAME8585,Q76696,,,,
Stephen Butler Rare Books & Manuscripts,former owner,,,,,,,,,,,
"Zanichelli, Mauro",former owner,,,,,,,,,,,
Pettini Libraria di Antonio Pettini,former owner,,,,,,,,,,,
Alberto Govi (Firm),former owner,,,organization,Alberto Govi,Q120869213,DSNAME8586,Q76706,,,,
"Boehlen, Ernst",former owner,,,human,Ernst Boehlen,Q133839476,DSNAME8587,Q76697,,,,
"Florio, Daniele, 1710-1789",former owner,,,human,Daniele Florio,Q55227681,DSNAME8588,Q76698,,,,
"Florio, Francesco",former owner,,,human,Francesco Florio,Q41528964,DSNAME8645,Q76761,,,,
"Tessier, Andrea, active 1858",former owner,,,human,Andrea Tessier,Q23011967,DSNAME8589,Q76699,,,,
Breslauer und Meyer,former owner,,,organization,Breslauer and Meyer,Q133849866,DSNAME8622,Q76763,,,,
"Hawkins, Rush C. 1831-1920",former owner,,,human,Rush Hawkins,Q7380701,DSNAME2910,Q20226,,,,
"White, William Augustus, 1843-1927",former owner,,,,,,,,human,William Augustus White,Q94643285,Q41852
"Zucchi, Antonio, active 19th century",former owner,,,,,,,,,,,
Francis Edwards (Firm),former owner,,,,,,,,organization,"Francis Edwards, Ltd.",Q120869246,Q68664
"Middle Hill Rare Books & Manuscripts AB (Stockholm, Sweden)",former owner,,,,,,,,,,,
