ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Halliwell Phillips MS 04,"",,"England, Warwickshire",http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008178,England;Warwickshire,"s. XV(ex), 1485-1499|s. XV(ex), 1485-1499",1485^1499|1485^1499,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,,"","",Document|Document,"","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 217 x 339 mm. Extent: 1 leaf; 197 x 358 mm.,"Indentures; both leaves with parchment strips and wax seals.|Left edge tattered affecting ll. 6-13. ""Data apud parua Wolford vicesimo Die juesis [?] Januarij Anno Regni Regis Henrici Septimi post conquestum Anglie duodecimo.""|Copy of text on separate indenture.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131128.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 021,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Daniel Sarracenus,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 424 x 271 mm.,Extracted from bound volume.|Written by another scribe but signed by Daniel Sarracenus.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131129.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 031,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document|Document|Document,"","",,,,"",,,"","","","","","","","","","","","",Antoninus de Noventa,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 1015 x 291 mm.,Extracted from bound volume.|Two pieces of parchment pasted together. Contains 3 docs. relating to same transaction.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131130.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 040,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Johannes Baptista Filius,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 618 x 284 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131131.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 041,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 445 x 266 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131132.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 042,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 680 x 353 mm.,Extracted from bound volume; damage affecting text.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131133.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 043,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 256 x 194 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131134.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 045,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 592 x 206 mm.,"Worm-eaten right edge, affecting text.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131135.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 048,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 551 x 124 mm.,"Right edge tatterd, affecting ll. 1, 9-10.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131136.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 049,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Joannes de Caudalonga,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 428 x 248 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131137.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 051,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Joannes de Caudalonga,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 494 x 200 mm.,"Right edge worm-eaten, affecting text.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131138.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 089,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Zenonus de Tergulina,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 591 x 221 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131139.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 098,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Johannes Antonius filus Francisci de Mirano,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 459 x 189 mm.,Extracted from bound volume; faint ink.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131140.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 121,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(in), 1400-1415",1400^1415,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Jacobus filius condam Adriani de Abbacia policini,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 688 x 386 mm.,"Badly wormed, affecting text.|Month and day missing due to physical loss.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131141.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 123,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(1/4), 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Antonius filius quondam Bonauenture de Castrobaldo,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 423 x 140 mm.,Extracted from bound volume; wormed.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131142.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 125,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 654 x 279 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131143.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 126,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Antonius Gambaro filius quondam ser Jacobi de Venetia,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 402 x 223 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131144.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 127,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 436 x 261 mm.,Extracted from bound volume; badly torn and faded.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131145.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 128,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Petrus Paulus filius quondam Cardini de Spinellis,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 371 x 154 mm.,"Extracted from bound volume; stiching.|Dennis wrongly calls this text a ""settlement for property damage.""","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131146.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 129,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 563 x 163 mm.,Extracted from bound volume.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131147.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 163,"",,"Italy, Veneto ?",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(1/4), 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document|Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 545 x 154 mm.,"With notarial attestations to accuracy of documents copied.|1st document on leaf, Dated 1425, January 22.|2d document on leaf, dated 1425, July 17.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131148.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 164,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","",Rolandus de Asillo filius ser Odarici,"","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 568 x 237 mm.,Faded.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131149.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 166,"",,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 280 x 142 mm.,Extracted from bound volume.|Document clearly dated 1425; Dennis apparently assumes the calculus florentinus with the year beginning March 25.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131150.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 167,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(in), 1400-1415",1400^1415,15,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf; 694 x 274 mm.,"","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131151.xml
,,,digital-scriptorium,Q5021042,State of California,"",CSL v091 B29,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(2), 1450-1499|s. XV, 1400-1499",1450^1499|1400^1499,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,,"","",Rhetorica ad Herennium|Summa de casibus conscientiae,"","",,,,"",,,Pseudo Cicero|Bartholomaeus de S. Concordio (Bartholomaeus Pisanus),"","",Q67405713|,human|,Pseudo-Cicero|,|,"","","","","",|,"","","","","",Latin,Q397,Latin,"In an envelope with the manuscript, the remains of the bookplate of George John Warren Vernon (1803-1866), fifth Baron Veron; CSL accession number 22953.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. i-iv (front and back flyleaves); 216 x 142 mm. Extent: ff. 1r-191v; 216 x 142 mm.,"Continuous sequence of text from book 4 if read in the following order: f. iii r-v, ff. i r-ii v, f. iv r-v.|The date on the last leaf, 1338, is that of the composition of the text, not of this copy.|On f. 191v, column b, the resume' known as the Breviarum decretorumoften attributed to Johannes de Deo (see, for example, Jordan and Wool, Inventory of Western Manuscripts in the Biblioteca Ambrosianaregarding A 147 sup).","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_9_00130836.xml
,,,digital-scriptorium,Q5021042,State of California,"",CSL v096 C3631,"",,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Rome","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Philip Jacob Grangier (1785); CSL assession number 18294.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-85v; 170 x 120 mm.,Grangier bookplate inside front cover; donation note of Antonio Faurio (?) inside back cover.|Contains the Hours of the Virgin and the Penitential Psalms.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_9_00130837.xml
,,,digital-scriptorium,Q1093910,City College of New York,"",MS 1,"",,Germany,http://vocab.getty.edu/tgn/7000084,Germany,"s. XV(2), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Entered the library between 1877 and 1900 as suggested by the hyphenated form of the city name in the library stamp on f. 1 as ""The College of the City of New-York.""","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-329v; 146 x 109 mm.,"Early foliation that goes as high as f. 360 has been followed in this description, although possibly as many as 30 leaves have been cut away, to judge from skipped numbers in said foliation and occasional stubs.|Latin.|Possibly intended for use in a Franciscan house, given the emphasis on Franciscan saints in the litany; now lacking the calendar at the beginning, the very end of the sanctorale and all of the common of saints.","Sydney Van Nort researched and was thus able to limit the possible entry dates for this manuscript into CCNY's library. Without her work on this manuscript, this entry would not have been possible.",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/cuny/mets/ds_50_5_00132492.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 01,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XIII(2/4), 1225-1250",1225^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible,"","",,,,"",,,"","","","","","",Mathurin atelier,"","","","","","","","","","","",Latin,Q397,Latin,"Obtained before December 1881 by Hamilton Cole (Grolier member, 1884-89) ; his sale (New York, 7 April 1890 n. 31, pl.), bought by Edward Bement (Grolier member, 1884-1931) who bequeathed it to the Grolier Club in 1932.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-303v; ff. 1-351v; 132 x 85 mm.,"Latin.|In the usual order for thirteenth century French bibles, and with the usual texts (but adding the prayer of Solomon to the end of Ecclesiasticus, and the Nicene Creed to the end of the Psalms). The expected set of 64 prologues is expanded to 68.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132460.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 02,"",,Germany,http://vocab.getty.edu/tgn/7000084,Germany,"s. XIII, 1200-1299|s. XV, 1400-1499",1200^1299|1400^1499,13|15,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404465,false,,"","",Missal|Missal,"","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,Printed book given in 1840 to St. Peter's in Erfurt; George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-2; 290 x 200 mm. Extent: ff. 3-4; 290 x 200 mm.,"This manuscript no longer held by The Grolier Club.|Front pastedown in S. Gregorius Magnus, Moralia in Job (Cologne: C. Winters, n.d); Hain n. 7927.|Latin.|Back pastedown in S. Gregorius Magnus, Moralia in Job (Cologne: C. Winters, n.d); Hain n. 7927.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132461.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 03,"",,England,http://vocab.getty.edu/tgn/7002445,England,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Breviary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Belonged ca. 1870 to John Milne Buckie.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-461v; 110 x 70 mm.,Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132462.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 04,"",,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Herschel V. Jones collection, Minneapolis; his sale (New York, 23 January 1923, n. 124) to J. F. Drake; bequeathed to the Grolier Club by Beverly Chew.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-187v; 100 x 70 mm.,Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132463.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 05,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Antiphonal,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift to the Grolier Club by Miss Ellen King.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-139v; 610 x 440 mm.,This manuscript no longer held by The Grolier Club.|Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132464.xml
