ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre_as_recorded_lcgft,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 15,"",,France,"","s. XIII(1), 1200-1250",1200^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","","Liber gestorum barlaam et Josaphat|Incipit liber gestorum Barlaam & Iosaphat servorum dei, editus greco sermone a iohanne damasceno|Table of Contents","","",,,,,,,"",,"","",,"","",,"","",,"","","Franciscan convent of Arras (founded in 1223), with their contemporary inscription on fol. 60v (partly trimmed), ""liber iste fratrum minorum Attrebatensis. qui furatus fuerit non absolvatur nisi eis restituat ablatum"" and, late thirteenth century,""hic est liber fratrom minorum Attrebati""; signature on fols. 1r and 58v, ""De monchaulx"", early sixteenth century (perhaps related to Gilles Moncheaulx, who signed Arras, Bibliothèque municipale, ms 728, in 1565); bound in Ghent by François Duquesne (1830-1902); given to the Lilly Library by Mrs. Thelma Sansberry, 1984.","",,"",parchment,Extent: ff. 1-60; f. 59 and 60 originally blank; 235 x 164 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153493.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts C: 1,"",,England,"","s. XIII(med), 1240-1260",1240^1260,13,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, N.T.","","",,,,,,,"",,"","",,"","",,"","",,"","",Bought in 1909 by C. L. Ricketts from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.,"",,"",parchment,Extent: One leaf; 183 x 130 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153494.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 189,"",,"Germany, Rhineland","","s. XIII(2/4), 1225-1250",1225^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","",Table of Contents|Vitae sanctorum|Incipit vita beati Materni Coloniensis Archiepiscopi|Saints Lives,"","",,,,,,,"",,"","",,"","",,"","",,"","","Bought by C. L. Ricketts from Tregaskis, 1923, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One cutting; 381 x 147 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153495.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 12,"",,Italy,"","s. XII(3/4), 1150-1175",1150^1175,12,http://vocab.getty.edu/aat/300404504,false,,"","",Bible,"","",,,,,,,"",,"","",,"","",,"","",,"","","V. M. Voynich (1865-1930), Polish revolutionary and bookseller, who gave it to C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff.1-500v; 225 x 154 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153496.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts III: 53,"",,England,"","s. XIII(med), 1240-1260",1240^1260,13,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, N.T., Numbers|Bible, N.T., Ezekiel|Bible, N.T., Luke|Bible, N.T., Acts|Bible, N.T., Revelations","","",,,,,,,"",,"","",,"","",,"","",,"","",Bought in 1909 by C. L. Ricketts from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.,"",,"",parchment,Extent: 3 bifolia; 183 x c. 130 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153497.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts III: 25,"",,England,"","s. XIII(med), 1240-1260",1240^1260,13,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, N.T., Timothy","","",,,,,,,"",,"","",,"","",,"","",,"","",Bought in 1909 by C. L. Ricketts from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.,"",,"",parchment,Extent: One leaf; 183 x c. 130 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153498.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 215,"",,France,"","s. XIII(4/4), 1275-1299",1275^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",de memoria et reminiscentia|de somno et vigilia|Explicit liber de memoria & reminiscentia. Incipit liber de sompno & vigilia,"","",,,,,,,"",,"","",,"","",,"","",,"","","Given to C. L. Ricketts in 1913 by Dr. B. L. Riese, of Chicago; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One leaf; 302 x 185 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153499.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ege 15,"",,France,"","s. XIII(ex), 1285-1299",1285^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Missal,"","",,,,,,,"",,"","",,"","",,"","",,"","","From a manuscript bequeathed to Beauvais Cathedral by Robert de Hangest (d. 1356); the cathedral library was dispersed at the French Revolution; a group of its best manuscripts re-appeared in the sale of the architect Gay, Lyons, October 1833; Henri-Auguste Brölemann (1775-1869), of Lyons, and by descent to his grandson Arthur Brölemann (1826-1904) and his great-granddaughter Madame Etienne Mallet; her sale, Sotheby’s, 5 May 1926, lot 161, to Permain; Otto F. Ege (1888-1951), who cut it up.","",,"",parchment,Extent: One leaf; 288 x 199 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153500.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 79,"",,"Belgium, Hainault","","s. XIII(4/4), 1275-1299",1275^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Antiphonal,"","",,,,,,,"",,"","",,"","",,"","",,"","","From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500, and pagination in arabic numerals during the revision under Angéline de Lossy, abbess 1755-96; sold with the Beaupré manuscripts in 1797; John Ruskin (1819-1900), who owned six volumes from two sets of choirbooks from Beaupré and removed the present leaves himself; probably Laurence Hilliard (d. 1887, aged 32), Ruskin’s secretary, who was given many manuscript specimens by Ruskin; sale by his heirs, Sotheby’s, 28 April 1913, part of lot 508; C. L. Ricketts, bought from Tregaskis, 1922; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff.1- 7; 428 x 313 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153501.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 86,"",,Italy,"","s. XIII(ex), 1285-1299",1285^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","","Antiphonary, Dominican use","","",,,,,,,"",,"","",,"","",,"","",,"","","Perhaps from the Dominican church of San Jacopo di Ripoli, Florence; Cortlandt Field Bishop (1870-1935); his sale, New York, Anderson, 12 April 1915, lot 293; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff.1r-.220v; 559 x 397 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153502.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 47,"",,Flanders,"","s. XIV(in), 1300-1315",1300^1315,14,http://vocab.getty.edu/aat/300404506,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,"","","Part of Sotheby’s, 2 December 2003, lot 12; bought by the Lilly Library in 2007 from Phillip J. Pirages, cat. 54, no. 9","",,"",parchment,Extent: One leaf; 120 x 84 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153503.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 8,"",,"Italy, Umbria","","s. XIV(in), 1300-1315",1300^1315,14,http://vocab.getty.edu/aat/300404506,false,,"","",Bible,"","",,,,,,,"",,"","",,"","",,"","",,"","","The name ""Arrivabene"" scribbled several times on fol. 100r in a hand of c. 1500, perhaps Giovanni Pietro Arrivabene (1439-1504), humanist and bibliophile, bishop of Urbino, or a member of his family; perhaps from the Benedictine island monastery of San Giorgio Maggiore, in the Venetian Lagoon; the abate Luigi Celotti (c. 1768-c. 1846), of Venice; Celotti sale, Sotheby’s, 14 March 1825, lot 51; shelved as' VI. H.e.6', Prince Augustus Frederick, duke of Sussex (1773-1843), with his bookplate; his sale, Evans, 31 July 1844, lot 109; probably Edward Stanley (1799-1869), fourteenth earl of Derby, Prime Minister, with the Derby bookplate, and by descent to the eighteenth earl (1918-1994); his sale, Christie’s, 23 March 1954, lot 32; George A. Poole, bought from Lathrop Harper, cat. 2 (1956), no. 7, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: ff. 1- 646; 345 x 235 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153504.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 46,"",,Italy,"","s. XIII/XIV, 1290-1310|s. XVI, 1500-1599",1290^1310|1500^1599,13;14|16,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506|http://vocab.getty.edu/aat/300404510,false,,"","",Lectura super Codicem|Law Codex,"","",,,,,,,"",,"","",,|,"",,|,"",,"","","Part of the archive of Raffaello de’ Medici (1543-1628), of Florence; sale at Reiss & Sohn, Königstein, 21 October 2003, lot 647; bought by the Lilly Library from Quaritch, February 2004.","",,"",paper,Extent: Flyleaves; 330 x 226 mm. Extent: ff. 1-150; 330 x 226 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153505.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 206,"",,France,"","s. XIV(in), 1300-1315",1300^1315,14,http://vocab.getty.edu/aat/300404506,false,,"","",Apparatus in quinque libros Decretalium|Glossed Canon Law,"","",,,,,,,"",,"","",,"","",,"","",,"","","C. L. Ricketts, bought from Maggs, 1930 (according to a pencil note; de Ricci says 1932); acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One leaf; 408 x 269 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153506.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 47,"",,England,"","s. XIV(1/4), 1307-1325",1307^1325,14,http://vocab.getty.edu/aat/300404506,false,,"","","Breviary, Psalter","","",,,,,,,"",,"","",,"","",,"","",,"","","Benedictine abbey of Saint Peter, Chertsey, Surrey; C. L. Ricketts, who bought 27 leaves from Leighton, Catalogue of Manuscripts, 1912, no. 49 (now Ricketts MS 47) and 6 further leaves from Tregaskis (now Ricketts MS 23); acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff. 1-27; 197 x 125 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153507.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 23,"",,England,"","s. XIV(in), 1307-1315",1307^1315,14,http://vocab.getty.edu/aat/300404506,false,,"","","Breviary, Psalter","","",,,,,,,"",,"","",,"","",,"","",,"","","Benedictine abbey of Saint Peter, Chertsey, Surrey; C. L. Ricketts, who bought 27 leaves from Leighton, Catalogue of Manuscripts, 1912, no. 49 (now Ricketts MS 47) and 6 further leaves from Tregaskis (now Ricketts MS23); acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff. 1-6; 197 x 125 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153508.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts K: 8,"",,"Italy, Tuscany","","s. XIV(1), 1300-1350",1300^1350,14,http://vocab.getty.edu/aat/300404506,false,,"","","","","",,,,,,,"",,"","",,"","",,"","",,"","",Old number ‘849’ on verso; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,"",,"",parchment,Extent: One cutting; 133 x 117 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153509.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 19,"",,"Low Countries, Lorraine","","s. XIV(1/4), 1300-1325",1300^1325,14,http://vocab.getty.edu/aat/300404506,false,,"","","","","",,,,,,,"",,"","",,"","",,"","",,"","","Bought by C. L. Ricketts from James Rimell, London bookseller, c. 1909; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One leaf; 293 x 203 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153510.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Gottfried Mss.,"",,"England, East Anglia","","s. XIV(2/4), 1325-1350",1325^1350,14,http://vocab.getty.edu/aat/300404506,false,,"","",Hours of the Virgin|Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,"","","Offered for sale by Alan G. Thomas, London bookseller, in May 1970; given to the Lilly Library in 2006 by Rudolf and Marion Gottfried.","",,"",parchment,Extent: One leaf; 166 x 107 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153511.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 16,"",,"?|Germany, Thuringia","","s. XIII/XIV, 1290-1310|s. XIV(2/4), 1325-1350",1290^1310|1325^1350,13;14|14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506|http://vocab.getty.edu/aat/300404506,false,,"","",De intellectu|Breviary|Missale estivalis quem comparavit Johannes laicus de rastorf quondam mrg’ coq’ne felicis memorie qui obit in vigilia s. margarethe ac cuius anniversarium datur dominis xxx solidi annuatim ad caritatem.|Summer Missale,"","",,,,,,,"",,"","",,|,"",,|,"",,"","","Benedictine monastery of Saint Peter in Erfurt (known as Petersburg), reputedly founded by King Dagobert in the seventh century, and suppressed in 1803, with their ownership inscription on fol. 1r, liber s. petri in erphordand other localised inscriptions; no. 34 in the monastery’s library catalogue of 1783, Anonymi: Missale pergameno inscriptum 1321(Theele 1920, p. 60; the inscription of 1321 is on fol. 2r); Dr Leander van Ess (1772-1847), of Darmstadt, his no. 36 (label on spine); Sir Thomas Phillipps (1792-1872), bought with the van Ess library in 1824, his MS 421; bought in 1955 by George A. Poole from Messrs. W. H. Robinson, who had acquired the residue of the Phillipps library in 1945-46; acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: Pastedowns; ? x ? mm. Extent: ff. 1-287; 320 x 205 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153512.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 48,"",,"Germany, Bavaria or west Austria?","","s. XIV(2/4), 1325-1350",1325^1350,14,http://vocab.getty.edu/aat/300404506,false,,"","",Väterbuch|Lives of the fathers,"","",,,,,,,"",,"","",,"","",,"","",,"","","Hugo, Graf von Walderdorff (1823-1918), who bought it from an antiquarian bookseller in Regensburg before 1874, his Fragm. germ. 1. 2o; by descent to Sotheby’s, 4 December 2007, lot 2, bought by the Lilly Library.","",,"",parchment,Extent: One bifolium; 359 x 242 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153513.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 15,"",,"England, East Anglia","","s. XIV(med), 1340-1360",1340^1360,14,http://vocab.getty.edu/aat/300404506,false,,"","",Bohun Bible|Bible,"","",,,,,,,"",,"","",,"","",,"","",,"","","Perhaps the Carmelite convent in Chester; Richard Legh, of East Hall, High Legh, Cheshire, 1613; Richard Maria Domville (c. 1600-1667) who gave it in 1665 to Sir Peter Leycester (1614-1678), of Nether Tabley, Cheshire, and it apparently remained at Nether Tabley probably until the 1920s; broken up by Myers, bookseller of New Bond Street, London; leaves bought in 1930 by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,"Extent: 11 leaves, non-consecutive; 449 x 310 mm.","",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153514.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 24,"",,France,"","s. XIII(med), 1240-1260|s. XIV(3/4), 1350-1375",1240^1260|1350^1375,13|14,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404506,false,,"","",Psalter|Rhyming verse|Psalter of the Virgin|Psalter of the Virgin|Psalter of the Virgin,"","",,,,,,,"",,"","",,|,"",,|,"",,"","","The Dominican convent of Poissy, on the Seine, near Paris, probably there by c. 1360 and certainly at Poissy by the late fifteenth century; Tregaskis cat. 466 (June 1900), no. 489, cat. 472 (September 1900), no. 601, and cat. 479 (December 1900), no. 623; William Harris Arnold (1854-1924), with his bookplate; his sale, Anderson, New York, 10 November 1924, lot 601; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff 1-152; 108 x 79 mm. Extent: ff. 153-201; 108 x 79 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153515.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts K: 4,"",,Italy,"","s. XIV(3/4), 1350-1375",1350^1375,14,http://vocab.getty.edu/aat/300404506,false,,"","",Gradual,"","",,,,,,,"",,"","",,"","",,"","",,"","","Count Grigori Stroganoff (1829-1910, died in Rome), with his stamp on verso; doubtless from his sale, Jandolo and Travazzi, Rome, 18-24 April 1910; C. L. Ricketts, bought in 1911 from C. E. Rappaport, Rome; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One cutting; 178 x 123 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153516.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 63,"",,Italy,"","s. XIV(4/4), 1375-1399|s. XIV(3/4), 1350-1375",1375^1399|1350^1375,14|14,http://vocab.getty.edu/aat/300404506|http://vocab.getty.edu/aat/300404506,false,,"","",Missal,"","",,,,,,,"",,"","",,|,"",,|,"",,"","","William Bragge (1823-1884); his sale, Sotheby’s, 7 June 1876, lot 237, to Quaritch (his cat. 31, June 1876, no. 87); John Ruskin (1819-1900), inscribed by him to Lawrence Hilliard, Brantwood, 25 January 1881; William K. Bixby (1857-1931); his sale, Anderson, New York, 29 March 1916, lot 743, to Gabriel Wells; bought by C. L. Ricketts in 1924 from the estate of the bookseller George D. Smith (d. 1920), and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff. 1-281; 190 x 131 mm. Extent: ff. 266-281; 190 x 131 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153517.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 65,"",,France,"","s. XIV(ex), 1385-1399",1385^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Pontifical and Missal,"","",,,,,,,"",,"","",,"","",,"","",,"","","Étienne de Loypeau, bishop of Luçon 1388-1407; Louis d’Harcourt, patriarch of Jerusalem and bishop of Bayeux 1460-79, who on 12 April 1474 gave it to the cathedral of Bayeux; recorded in the inventory of the cathedral treasury in 1476, ""Premièrement, ung excellent missel, portant tout l’office pontifical . . . (Delisle 1887, p. 434); leaves (including those here) were lost by at least 1887; these leaves bought by C. L. Ricketts in Paris from Lemallier, 1907, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: leaves a-d; 350 x 257 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153518.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts L: 3,"",,"Italy, Lombardy","",1395?,"",,,false,,"","",Gradual,"","",,,,,,,"",,"","",,"","",,"","",,"","","Probably from the cathedral of Lodi, about 20 miles south-east of Milan, Lombardy (see below); C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One leaf; 553 x 393 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153519.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 26,"",,England,"",c.1400,"",,,false,,"","",Psalter,"","",,,,,,,"",,"","",,"","",,"","",,"","","C. L. Ricketts, bought from Sotheran’s, London, in 1912; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff.119; 227 x 153 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153520.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 9,"",,Italy,"",c. 1400,"",,,false,,"","",Breviary,"","",,,,,,,"",,"","",,"","",,"","",,"","","George A. Poole, bought from H. P. Kraus, cat. 75 (1955), no. 19, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: ff. 378; 347 x 255 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153521.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 97,"",,Prague,"","s. XV(in), 1400-1415",1400^1415,15,http://vocab.getty.edu/aat/300404465,false,,"","","","","",,,,,,,"",,"","",,"","",,"","",,"","","According to a sixteenth-century Latin poem formerly pasted inside the manuscript’s upper cover, the volume was transferred in 1504 from the Benedictine abbey of St. Peter in Salzburg, to the Cistercian abbey of Raitenhaslach, Bavaria (founded 1143, suppressed in 1803); the Benedictine abbey of Seitenstetten, Lower Austria (founded 1112, still functioning); sold by the monks in about 1926, probably to Jacques Rosenthal of Munich, and taken apart, the leaves with miniatures being dispersed by Maggs; this leaf, Maggs cat. 512 (1928), no. 291; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One leaf; 567 x 400 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153522.xml
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 118,"",,France,"","s. XV(1/4), 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,"","","Anne Holte (1733-1799), wife of Sir Charles Holte (1721-1782), with her signature on the flyleaf; armorial bookplate with the arms of her daughter Mary Elizabeth (1757-1819) impaling those of Mary’s husband, Abraham Bracebridge (c. 1747-1832), of Atherstone Hall, Warwickshire; note by their son, Charles Holte Bracebridge (1799-1872), formerly enclosed, ""This Missal dated 1640 has been preserved in my family up to this time"", Atherstone, 20 May 1871 (mistaking a number ‘1640’ on the front pastedown for a date); Leighton, cat. II, 3 (May 1921), no. 1726; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff.138; 205 x 154 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/indiana/mets/ds_50_40_00153523.xml
