subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Bosses,,ds-subject,,bosses (components),http://vocab.getty.edu/aat/300047259,Q76577
Botanical illustrations,,ds-subject,,Botanical illustration,http://id.worldcat.org/fast/836840,Q76566
Botanists--Correspondence,a--v,0,,Botanists;Correspondence,http://id.worldcat.org/fast/836862;http://id.worldcat.org/fast/2003288,Q67155;Q5829
Botany,a,fast,http://id.worldcat.org/fast/836869,Botany,http://id.worldcat.org/fast/836869,Q264
"Botany, Medical",a,fast,http://id.worldcat.org/fast/836961,"Botany, Medical",http://id.worldcat.org/fast/836961,Q167
"Botany, Medical.",a,fast,http://id.worldcat.org/fast/836961,"Botany, Medical",http://id.worldcat.org/fast/836961,Q167
"Botany, Medical--Early works to 1800",a--v,0,http://id.loc.gov/authorities/subjects/sh2007102110,"Botany, Medical;Early works",http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/1411636,Q167;Q300
"Botany, Medical--Early works to 1800.",a--v,0,http://id.loc.gov/authorities/subjects/sh2007102110,"Botany, Medical;Early works",http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/1411636,Q167;Q300
"Botany, Medical--History--16th century--Sources",a--x--y--v,0,,"Botany, Medical;History;Sixteenth century;Sources",http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q167;Q6879;Q335;Q2769
Botany.,a,fast,http://id.worldcat.org/fast/836869,Botany,http://id.worldcat.org/fast/836869,Q264
Botany--History--16th century--Sources,a--x--y--v,0,,Botany;History;Sixteenth century;Sources,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q264;Q6879;Q335;Q2769
Botany--History--Islamic empire--13th century--Sources,a--x--z--y--v,0,,Botany;History;Islamic Empire;Thirteenth century;Sources,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q264;Q6879;Q11211;Q245;Q2769
Botany--History--Islamic Empire--13th century--Sources,a--x--z--y--v,0,,Botany;History;Islamic Empire;Thirteenth century;Sources,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q264;Q6879;Q11211;Q245;Q2769
Botany--History--Islamic Empire--Sources,a--x--z--v,0,,Botany;History;Islamic Empire;Sources,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1423900,Q264;Q6879;Q11211;Q2769
Botany--Pictorial works--Early works to 1800,a--v--v,0,,Botany;Pictorial works;Early works,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636,Q264;Q240;Q300
Botany--Pictorial works--Early works to 1800.,a--v--v,0,,Botany;Pictorial works;Early works,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636,Q264;Q240;Q300
Botany--Pictorial works--Specimens,a--v--v,0,,Botany;Pictorial works;Specimens,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q264;Q240;Q239
Botany--Pre-Linnean works,a--v,0,http://id.loc.gov/authorities/subjects/sh85015997,Botany,http://id.worldcat.org/fast/836869,Q264
Botany--Pre-Linnean works.,a--v,0,http://id.loc.gov/authorities/subjects/sh85015997,Botany,http://id.worldcat.org/fast/836869,Q264
Botany--Pre-Linnean works--Early works to 1800,a--v--v,0,,Botany;Early works,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1411636,Q264;Q300
Bouddhisme--Livres sacrés,a--v,6,,Buddhism;Sacred books,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1423905,Q26853;Q11188
Bouddhisme--Thaïlande--Ouvrages avant 1800,a--z--v,6,,Buddhism;Thailand;Early works,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1205310;http://id.worldcat.org/fast/1411636,Q26853;Q26903;Q300
"Bourbons, 1589-1789",a,fast,,1589-1789,http://id.worldcat.org/fast/1355633,Q7768
Bourgogne (France)--Histoire--1363-1477 (Maison de Valois)--Ouvrages avant 1800,a--x--y--v,6,,France--Burgundy;History;Early works,http://id.worldcat.org/fast/1206081;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q7665;Q6879;Q300
Bourgogne (France)--Histoire--1363-1477 (Maison de Valois)--Sources,a--x--y--v,6,,France--Burgundy;History;Sources,http://id.worldcat.org/fast/1206081;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q7665;Q6879;Q2769
"Bow and arrow--Japan--To 1868--Handbooks, manuals, etc",a--z--y--v,0,,Bow and arrow;Japan;Handbooks and manuals,http://id.worldcat.org/fast/837183;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423877,Q68083;Q12622;Q212
Brabant (Belgium)--15th century,a--y,0,,Belgium--Brabant;Fifteenth century,http://id.worldcat.org/fast/1211441;http://id.worldcat.org/fast/923962,Q38827;Q154
Brahmā (Hindu deity),a,0,,Brahma (Hindu deity),http://id.worldcat.org/fast/837545,Q26761
Brahman,a,fast,http://id.worldcat.org/fast/837522,Brahman,http://id.worldcat.org/fast/837522,Q26899
Brahman,a,0,http://id.loc.gov/authorities/subjects/sh85016299,Brahman,http://id.worldcat.org/fast/837522,Q26899
Brahman,a,0,,Brahman,http://id.worldcat.org/fast/837522,Q26899
Brahman--Early works to 1800,a--v,0,,Brahman;Early works,http://id.worldcat.org/fast/837522;http://id.worldcat.org/fast/1411636,Q26899;Q300
Brahmans,a,fast,http://id.worldcat.org/fast/837534,Brahmans,http://id.worldcat.org/fast/837534,Q27310
Brahmans,a,0,http://id.loc.gov/authorities/subjects/sh85016305,Brahmans,http://id.worldcat.org/fast/837534,Q27310
Braj poetry,a,0,http://id.loc.gov/authorities/subjects/sh85016376,Braj poetry,http://id.worldcat.org/fast/837804,Q27431
Braj poetry,a,fast,http://id.worldcat.org/fast/837804,Braj poetry,http://id.worldcat.org/fast/837804,Q27431
Brazil,a,fast,,Brazil,http://id.worldcat.org/fast/1206830,Q48351
Brazil--History--1763-1822,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85016558,Brazil;History,http://id.worldcat.org/fast/1206830;http://id.worldcat.org/fast/958235,Q48351;Q6879
Bread,a,fast,http://id.worldcat.org/fast/1198482,Bread,http://id.worldcat.org/fast/1198482,Q147
Bread.,a,fast,http://id.worldcat.org/fast/1198482,Bread,http://id.worldcat.org/fast/1198482,Q147
Bread--Early works to 1800,a--v,0,,Bread;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1411636,Q147;Q300
Bread--England--Early works to 1800,a--z--v,0,,Bread;England;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,Q147;Q320;Q300
Bread--England--Early works to 1800.,a--z--v,0,,Bread;England;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,Q147;Q320;Q300
Bread--France--Early works to 1800,a--z--v,0,,Bread;France;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q147;Q152;Q300
Bread--France--Early works to 1800.,a--z--v,0,,Bread;France;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q147;Q152;Q300
Bread--Religious aspects,a--x,fast,http://id.worldcat.org/fast/838203,Bread--Religious aspects,http://id.worldcat.org/fast/838203,Q76356
Bread--Religious aspects--Jewish law,a--x--x,0,,Bread--Religious aspects;Jewish law,http://id.worldcat.org/fast/838203;http://id.worldcat.org/fast/982801,Q76356;Q3624
Breastfeeding (Islamic law),a,fast,(OCoLC)fst01748762,Breastfeeding (Islamic law),http://id.worldcat.org/fast/1748762,Q48781
Breastfeeding (Islamic law)--Early works to 1800,a--v,0,,Breastfeeding (Islamic law);Early works,http://id.worldcat.org/fast/1748762;http://id.worldcat.org/fast/1411636,Q48781;Q300
Breastfeeding--Religious aspects--Islam,a--x--x,fast,,Breastfeeding--Religious aspects--Islam,http://id.worldcat.org/fast/2004821,Q12559
Breastfeeding--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,Breastfeeding--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/2004821;http://id.worldcat.org/fast/1411636,Q12559;Q300
Breisig (Germany)--History--Sources,a--x--x,,,Germany--Bad Breisig;History;Sources,http://id.worldcat.org/fast/1228316;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q55335;Q6879;Q2769
Brescia (Italy)--History--15th century--Economic aspects,a--x--y--x,0,,Italy--Brescia;History;Fifteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q2782;Q6879;Q154
Brescia (Italy)--History--15th century--Economic aspects.,a--x--y--x,0,,Italy--Brescia;History;Fifteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q2782;Q6879;Q154
Brescia (Italy)--History--16th century--Economic aspects,a--x--y--x,0,,Italy--Brescia;History;Sixteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q2782;Q6879;Q335
Brescia (Italy)--History--16th century--Economic aspects.,a--x--y--x,0,,Italy--Brescia;History;Sixteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q2782;Q6879;Q335
Brescia (Italy)--Politics and government,a--x,0,,Italy--Brescia;Politics and government,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/1919741,Q2782;Q2818
Brescia (Italy)--Politics and government.,a--x,0,,Italy--Brescia;Politics and government,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/1919741,Q2782;Q2818
Brésil--Histoire--1763-1822,a--x--y,6,,Brazil;History,http://id.worldcat.org/fast/1206830;http://id.worldcat.org/fast/958235,Q48351;Q6879
Bréviaires--Textes,a--v,6,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066
Breviaries,,ds-subject,,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviaries,a,0,,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviaries,a,fast,(OCoLC)fst00838495,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviaries,a,fast,,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviaries,a,fast,http://id.worldcat.org/fast/838495,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviaries.,a,fast,http://id.worldcat.org/fast/838495,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviaries--Early works to 1800,,ds-subject,,Breviaries;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1411636,Q3593;Q300
Breviaries--Early works to 1800,a--v,0,,Breviaries;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1411636,Q3593;Q300
Breviaries--Italy--15th century--Specimens,a--z--y--v,0,,Breviaries;Italy;Fifteenth century;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423861,Q3593;Q249;Q154;Q239
Breviaries--Italy--Early works to 1800,a--z--v,0,,Breviaries;Italy;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q3593;Q249;Q300
Breviaries--Italy--Ferrara,a--z--z,0,,Breviaries;Italy--Ferrara,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204575,Q3593;Q7179
Breviaries--Italy--Ferrara.,a--z--z,0,,Breviaries;Italy--Ferrara,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204575,Q3593;Q7179
Breviaries--Italy--Manuscripts--Early works to 1800,a--z--v--v,0,,Breviaries;Italy;Manuscripts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q3593;Q249;Q331;Q300
Breviaries--Italy--Specimens,a--z--v,0,,Breviaries;Italy;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1423861,Q3593;Q249;Q239
Breviaries--Spain--Manuscripts--Early works to 1800,a--z--v--v,0,,Breviaries;Spain;Manuscripts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q3593;Q343;Q331;Q300
Breviaries--Specimens,a--v,0,,Breviaries;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423861,Q3593;Q239
Breviaries--Specimens.,a--v,0,,Breviaries;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423861,Q3593;Q239
Breviaries--Texts,a--v,0,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066
Breviaries--Texts,a--x,0,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066
Breviaries--Texts--Early works to 1800,a--x--v,0,,Breviaries;Texts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q3593;Q3066;Q300
Breviaries--Texts--Early works to 1800,a--v--v,0,,Breviaries;Texts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q3593;Q3066;Q300
Breviaries--Texts--Early works to 1800.,a--v--v,0,,Breviaries;Texts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q3593;Q3066;Q300
Breviary,,openn-keywords,,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviary,,openn-subjects,,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Breviary (Benedictine) -- Texts,,ds-subject,,Breviary (Benedictine : Catholic Church);Texts,http://id.worldcat.org/fast/1374315;http://id.worldcat.org/fast/1423705,Q76544;Q3066
Breviary (Catholic Church),,ds-subject,,Breviary (Catholic Church),http://id.worldcat.org/fast/1357439,Q7404
Breviary--Texts.,,ds-subject,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066
Bṛhaspati (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh90004339,Bṛhaspati (Hindu deity),http://id.worldcat.org/fast/843278,Q27421
Bṛhaspati (Hindu deity),a,fast,http://id.worldcat.org/fast/843278,Bṛhaspati (Hindu deity),http://id.worldcat.org/fast/843278,Q27421
Bridges--India--Religious aspects,a--z--x,0,,Bridges;India,http://id.worldcat.org/fast/838671;http://id.worldcat.org/fast/1210276,Q27107;Q26595
Bridles,a,fast,http://id.worldcat.org/fast/838967,Bridles,http://id.worldcat.org/fast/838967,Q194
Bridles.,a,fast,http://id.worldcat.org/fast/838967,Bridles,http://id.worldcat.org/fast/838967,Q194
Bridles--Early works to 1800,a--v,0,,Bridles;Early works,http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636,Q194;Q300
Bridles--Early works to 1800.,a--v,0,,Bridles;Early works,http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636,Q194;Q300
British,a,fast,http://id.worldcat.org/fast/839044,British,http://id.worldcat.org/fast/839044,Q4295
British.,a,fast,http://id.worldcat.org/fast/839044,British,http://id.worldcat.org/fast/839044,Q4295
British colonies,a,fast,,British colonies,http://id.worldcat.org/fast/1910374,Q48361
British--Ireland--History--16th century,a--z--x--y,0,http://id.loc.gov/authorities/subjects/sh2009117616,British;Ireland;History;Sixteenth century,http://id.worldcat.org/fast/839044;http://id.worldcat.org/fast/1205427;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q4295;Q4302;Q6879;Q335
British--Ireland--History--16th century.,a--z--x--y,0,http://id.loc.gov/authorities/subjects/sh2009117616,British;Ireland;History;Sixteenth century,http://id.worldcat.org/fast/839044;http://id.worldcat.org/fast/1205427;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q4295;Q4302;Q6879;Q335
British Isles--Maps--Early works to 1800,a--v--v,0,,Europe--British Isles;Maps;Early works,http://id.worldcat.org/fast/1244830;http://id.worldcat.org/fast/1423704;http://id.worldcat.org/fast/1411636,Q38828;Q12688;Q300
Brno (Czech Republic)--Social life and customs--15th century,a--x--y,0,,Czech Republic--Brno;Manners and customs;Fifteenth century,http://id.worldcat.org/fast/1204954;http://id.worldcat.org/fast/1007815;http://id.worldcat.org/fast/923962,Q67073;Q4951;Q154
Brondolo (Italy),a,0,http://id.loc.gov/authorities/names/n86047168,Italy--Brondolo,http://id.worldcat.org/fast/1238730,Q8318
"Brooklyn (New York, N.Y.)--19th century--Directories",a--y--v,0,,New York (State)--New York--Brooklyn;Nineteenth century;Directories,http://id.worldcat.org/fast/1312516;http://id.worldcat.org/fast/1037841;http://id.worldcat.org/fast/1423796,Q75172;Q3538;Q16315
Brutus the Trojan (Legendary character)--Early works to 1800,a--v,0,,"Brutus, the Trojan (Legendary character);Early works",http://id.worldcat.org/fast/839895;http://id.worldcat.org/fast/1411636,Q38616;Q300
Buddha (The concept),a,0,http://id.loc.gov/authorities/subjects/sh85017451,Buddha (The concept),http://id.worldcat.org/fast/840022,Q68034
Buddha (The concept),a,fast,http://id.worldcat.org/fast/fst00840022,Buddha (The concept),http://id.worldcat.org/fast/840022,Q68034
Buddha (The concept),a,0,,Buddha (The concept),http://id.worldcat.org/fast/840022,Q68034
Buddhas in art,a,fast,http://id.worldcat.org/fast/840027,Buddhas in art,http://id.worldcat.org/fast/840027,Q26866
Buddhas in art,a,0,,Buddhas in art,http://id.worldcat.org/fast/840027,Q26866
Buddhism,a,0,,Buddhism,http://id.worldcat.org/fast/840028,Q26853
Buddhism,a,fast,(OCoLC)fst00840028,Buddhism,http://id.worldcat.org/fast/840028,Q26853
Buddhism,a,fast,,Buddhism,http://id.worldcat.org/fast/840028,Q26853
Buddhism,a,fast,http://id.worldcat.org/fast/840028,Buddhism,http://id.worldcat.org/fast/840028,Q26853
Buddhism--Bibliography--Catalogs,a--v--v,0,,Buddhism;Bibliographies;Catalogs,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1919895;http://id.worldcat.org/fast/1423692,Q26853;Q11383;Q12586
Buddhism--Bibliography--Catalogs.,a--v--v,0,,Buddhism;Bibliographies;Catalogs,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1919895;http://id.worldcat.org/fast/1423692,Q26853;Q11383;Q12586
Buddhism--Burma--Sacred books--Pali,a--z--x--x,0,,Buddhism--Sacred books;Burma;Pali language,http://id.worldcat.org/fast/840087;http://id.worldcat.org/fast/1207835;http://id.worldcat.org/fast/1051644,Q48959;Q26915;Q27401
Buddhism -- Doctrines,,ds-subject,,Buddhism--Doctrines,http://id.worldcat.org/fast/840040,Q12672
Buddhism--Doctrines,a--x,0,http://id.loc.gov/authorities/subjects/sh85017463,Buddhism--Doctrines,http://id.worldcat.org/fast/840040,Q12672
Buddhism--Doctrines.,a--x,0,http://id.loc.gov/authorities/subjects/sh85017463,Buddhism--Doctrines,http://id.worldcat.org/fast/840040,Q12672
Buddhism--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2009117688,Buddhism;Early works,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1411636,Q26853;Q300
Buddhism--Japan--Early works to 1800,a--z--v,0,,Buddhism;Japan;Early works,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1411636,Q26853;Q12622;Q300
Buddhism--Manuscripts,a--x,0,,Buddhism--Manuscripts,http://id.worldcat.org/fast/840056,Q68040
Buddhism -- Rituals,,ds-subject,,Buddhism--Rituals,http://id.worldcat.org/fast/840083,Q48972
Buddhism--Rituals--Texts,a--x--v,0,,Buddhism--Rituals;Texts,http://id.worldcat.org/fast/840083;http://id.worldcat.org/fast/1423705,Q48972;Q3066
Buddhism--Rituals--Texts,a--x--v,0,http://id.loc.gov/authorities/subjects/sh87000711,Buddhism--Rituals;Texts,http://id.worldcat.org/fast/840083;http://id.worldcat.org/fast/1423705,Q48972;Q3066
Buddhism--Rituals--Texts,a--x--x,fast,http://id.worldcat.org/fast/840085,Buddhism--Rituals--Texts,http://id.worldcat.org/fast/840085,Q27011
Buddhism--Sacred books,a--v,0,http://id.loc.gov/authorities/subjects/sh85017486,Buddhism;Sacred books,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1423905,Q26853;Q11188
Buddhism--Sacred books,a--v,0,,Buddhism;Sacred books,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1423905,Q26853;Q11188
Buddhism--Sri Lanka,a--z,0,http://id.loc.gov/authorities/subjects/sh85017504,Buddhism;Sri Lanka,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1208730,Q26853;Q27425
Buddhism--Sri Lanka--History--Sources,a--z--x--v,0,,Buddhism;Sri Lanka;History;Sources,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1208730;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q26853;Q27425;Q6879;Q2769
Buddhism--Sri Lanka--History--Sources,a--z--x--x,0,,Buddhism;Sri Lanka;History;Sources,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1208730;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q26853;Q27425;Q6879;Q2769
Buddhism -- Study and teaching -- Manuscripts,,ds-subject,,Buddhism--Study and teaching;Manuscripts,http://id.worldcat.org/fast/840099;http://id.worldcat.org/fast/1008230,Q76538;Q38609
Buddhism -- Teachings,,ds-subject,,Buddhism;Teachings,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1355128,Q26853;Q27078
Buddhism--Thailand,a--z,0,http://id.loc.gov/authorities/subjects/sh2008117490,Buddhism;Thailand,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1205310,Q26853;Q26903
Buddhism--Thailand--Early works to 1800,a--z--v,0,,Buddhism;Thailand;Early works,http://id.worldcat.org/fast/840028;http://id.worldcat.org/fast/1205310;http://id.worldcat.org/fast/1411636,Q26853;Q26903;Q300
Buddhist architecture,a,fast,http://id.worldcat.org/fast/1727575,Buddhist architecture,http://id.worldcat.org/fast/1727575,Q27348
Buddhist architecture,a,0,,Buddhist architecture,http://id.worldcat.org/fast/1727575,Q27348
Buddhist architecture,a,0,http://id.loc.gov/authorities/subjects/sh85006708,Buddhist architecture,http://id.worldcat.org/fast/1727575,Q27348
Buddhist arts,a,0,,Buddhist arts,http://id.worldcat.org/fast/1727583,Q27034
Buddhist arts,a,fast,http://id.worldcat.org/fast/1727583,Buddhist arts,http://id.worldcat.org/fast/1727583,Q27034
Buddhist arts,a,0,http://id.loc.gov/authorities/subjects/sh85008354,Buddhist arts,http://id.worldcat.org/fast/1727583,Q27034
Buddhist goddesses,a,0,,Buddhist goddesses,http://id.worldcat.org/fast/840167,Q27403
"Buddhist literature, Burmese",a,fast,http://id.worldcat.org/fast/840191,"Buddhist literature, Burmese",http://id.worldcat.org/fast/840191,Q26983
"Buddhist literature, Burmese",a,0,http://id.loc.gov/authorities/subjects/sh92001876,"Buddhist literature, Burmese",http://id.worldcat.org/fast/840191,Q26983
"Buddhist literature, Japanese",a,0,,"Buddhist literature, Japanese",http://id.worldcat.org/fast/840196,Q38829
"Buddhist literature, Pali",a,0,http://id.loc.gov/authorities/subjects/sh96002654,"Buddhist literature, Pali",http://id.worldcat.org/fast/840207,Q38830
"Buddhist literature, Pali",a,fast,http://id.worldcat.org/fast/fst00840207,"Buddhist literature, Pali",http://id.worldcat.org/fast/840207,Q38830
"Buddhist literature, Pali--Early works to 1800",a--v,0,,"Buddhist literature, Pali;Early works",http://id.worldcat.org/fast/840207;http://id.worldcat.org/fast/1411636,Q38830;Q300
"Buddhist literature, Sinhalese",a,0,http://id.loc.gov/authorities/subjects/sh2012002542,"Buddhist literature, Sinhalese",http://id.worldcat.org/fast/1896347,Q68094
"Buddhist literature, Thai",,ds-subject,,"Buddhist literature, Thai",http://id.worldcat.org/fast/1744841,Q16283
"Buddhist literature, Tibetan",a,0,http://id.loc.gov/authorities/subjects/sh85017560,"Buddhist literature, Tibetan",http://id.worldcat.org/fast/840217,Q68082
"Buddhist literature, Tibetan",a,fast,http://id.worldcat.org/fast/fst00840217,"Buddhist literature, Tibetan",http://id.worldcat.org/fast/840217,Q68082
Buddhist literature -- Specimens,,ds-subject,,Buddhist literature;Specimens,http://id.worldcat.org/fast/840184;http://id.worldcat.org/fast/1423861,Q76549;Q239
Buddhist monks,a,fast,http://id.worldcat.org/fast/840233,Buddhist monks,http://id.worldcat.org/fast/840233,Q26953
Buddhist monks--Drama--Early works to 1800,a--v--x,0,,Buddhist monks;Drama;Early works,http://id.worldcat.org/fast/840233;http://id.worldcat.org/fast/1423879;http://id.worldcat.org/fast/1411636,Q26953;Q3010;Q300
Buddhist poetry,a,fast,http://id.worldcat.org/fast/840256,Buddhist poetry,http://id.worldcat.org/fast/840256,Q26603
Buddhist poetry,a,0,http://id.loc.gov/authorities/subjects/sh85017574,Buddhist poetry,http://id.worldcat.org/fast/840256,Q26603
Buddhist temples--Japan--Fujimaki-mura--Membership--History--Sources,a--z--z--x--x--v,0,,Buddhist temples--Membership;Japan--Fujimaki-mura;History;Sources,http://id.worldcat.org/fast/1727657;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q12517;Q12655;Q6879;Q2769
Buddhist temples--Japan--Fujimaki-mura--Membership--History--Sources.,a--z--z--x--x--v,0,,Buddhist temples--Membership;Japan--Fujimaki-mura;History;Sources,http://id.worldcat.org/fast/1727657;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q12517;Q12655;Q6879;Q2769
Budgets familiaux--Ouvrages avant 1800,a--v,6,,Home economics--Accounting;Early works,http://id.worldcat.org/fast/959175;http://id.worldcat.org/fast/1411636,Q6898;Q300
Building laws (Islamic law),a,fast,(OCoLC)fst01739594,Building laws (Islamic law),http://id.worldcat.org/fast/1739594,Q11180
Building laws (Islamic law)--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh2006002120,Building laws (Islamic law);Early works,http://id.worldcat.org/fast/1739594;http://id.worldcat.org/fast/1411636,Q11180;Q300
Building laws (Islamic law)--Early works to 1800.,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh2006002120,Building laws (Islamic law);Early works,http://id.worldcat.org/fast/1739594;http://id.worldcat.org/fast/1411636,Q11180;Q300
Buildings,a,fast,http://id.worldcat.org/fast/840962,Buildings,http://id.worldcat.org/fast/840962,Q3564
Buildings.,a,fast,http://id.worldcat.org/fast/840962,Buildings,http://id.worldcat.org/fast/840962,Q3564
Buildings--Italy--Verona,a--z--z,0,,Buildings;Italy--Verona,http://id.worldcat.org/fast/840962;http://id.worldcat.org/fast/1204568,Q3564;Q3599
Buildings--Italy--Verona.,a--z--z,0,,Buildings;Italy--Verona,http://id.worldcat.org/fast/840962;http://id.worldcat.org/fast/1204568,Q3564;Q3599
