title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,standard_title
Leaf from a pre-15th century manuscript used as binding waste,,,,,
Leaf possibly from Saint Albertus Magnus's Speculum astronomiae,,,,,
Lease of San Miniato land,,,,,
Leaves from a manuscript compilation of works of Thomas More,,,,,
Lectiones eximi philosophi Marciantonii Genuae super libros physicorum Aristotelis,,,,,
Lectura super capitali Firmiter credimus,,,,,
Ledger fragment,,,,,
Ledger of accounts,,,,,
Ledger of Amadori accounts,,,,,
Ledger of Amadori accounts and memoranda,,,,,
Ledger of Amadori debtors and creditors,,,,,
Ledger of Amadori memoranda,,,,,
Ledger of Arrigucci debtors and creditors and memoranda,,,,,
Ledger of Concini debtors and creditors,,,,,
Ledger of Concini debtors and creditors and miscellaneous accounts,,,,,
Ledger of Concini receipts,,,,,
Ledger of Davanzati (?) accounts,,,,,
Ledger of Davanzati accounts,,,,,
Ledger of debtors and creditors,,,,,
Ledger of debtors and creditors and memoranda,,,,,
Ledger of Detti accounts,,,,,
Ledger of Detti accounts and memoranda,,,,,
Ledger of Detti debtors and creditors,,,,,
Ledger of Gerardi accounts,,,,,
Ledger of Gondi accounts,,,,,
Ledger of Gondi accounts and debtors and creditors,,,,,
Ledger of Gondi accounts and memoranda,,,,,
Ledger of Gondi household expenses,,,,,
Ledger of Guasconi debtors and creditors and memoranda,,,,,
Ledger of Medici accounts,,,,,
Ledger of Medici accounts and debtors and creditors,,,,,
Ledger of Medici accounts and memoranda,,,,,
Ledger of Medici debtors and creditors,,,,,
Ledger of Medici debtors and creditors and accounts,,,,,
Ledger of Medici debtors and creditors and memoranda,,,,,
"Ledger of Medici debtors and creditors, accounts and memoranda",,,,,
"Ledger of Medici debtors and creditors, memoranda and other records",,,,,
Ledger of Medici receipts,,,,,
Ledger of Pesciori debtors and creditors,,,,,
Ledger of Risaliti accounts,,,,,
Ledger of Risaliti debtors and creditors,,,,,
Ledger of Risaliti debtors and creditors and accounts,,,,,
Ledger of the hospital of San Bartolomeo accounts,,,,,
"Legal document, 1698 March 29, Connecticut between James Harris and Richard Steer concerning the sale of interest in a horse; witnessed 1698 September 5, New London by Governor Fitz-John Winthrop",,,,,
Legenda S. Martini episcopi Et S. Bricii Turonensii Episcopi,,,,,
Leggendario delle Sante Virgini,,,,,
Leonardi Aretini ad Nicolaum suum,,,,,
Letra missa per Dominicum Caberico? per quendam nuncium ...,,,,,
Letter,,,,,
Letter from Hippocrates to Caesar,,,,,
Letter of appeal,,,,,
Letter to all Christians on the mystery of the incarnation,,,,,
Letter to Don Juan Ponce de Leon,,,,,
"Letter to Francesco Maria Sforza, Duke of Milan",,,,,
Letter to Rodolfo Pio da Carpi,,,,,
Letter to the count of Palamos,,,,,
Letter to the Duke of Arcos,,,,,
Lettere amorose e capitoli,,,,,
Lettere di diversi principi et huomini illustri in varii negotii spettanti al secolo 1500,,,,,
Lettere e scritture passate nel concilio di Trento,,,,,
Lettere havute da Monsignor Zuccati,,,,,
Lettere scritte a Pier Francesco Portinari della republica fiorentina quando era suo ambasciatore a Siena l'anno 1529,,,,,
Letters addressed to Pietro Vettori,,,,,
Letters of introduction,,,,,
L'evangile de l'enfance ...etc,,,,,
Liber de homine,,,,,
Liber extra,,,,,
Liber florum,,,,,
Liber mirabilium,,,,,
Liber privilegiorum septem comunium montanearum Agri Vicentini,,,,,
Liber Rabani Anglici Horroscopo intitulatus translatus de Hebraico in Latinum a Dandalo Ylardensi ad instantiam abbatis P. de Visula ... etc,,,,,
Liber sive quaternus reformationum communitatis et hominum terrae Montis Rubiani,,,,,
Liber tastharium domini Batide Rolandi et Polafoli,,,,,
"Libro del signor capitano di Fivizzano nel quale sono registrate ricevute, suppliche e lettere di diversi anni",,,,,
Libro della divina potentia,,,,,
Libro di crediti,,,,,
Libro di ricordanze,,,,,
Lidamarte de Armenia,,,,,
Life and Miracles of St. Simeon of Padolirone,,,,,
Life of Cardinal Capranici,,,,,
Linea de los Reyes de Aragon /,,,,,
L'introduttione di Pietro Magno nell' antica republica Romana,,,,,
List of Holy Roman Emperors,,,,,
List of noble families of Rome,,,,,
List of prisoners in battle and notes,,,,,
List of Roman Emperors,,,,,
List of Sienese government officials,,,,,
Lists of names,,,,,
Livre des cens et rentes,,,,,
Loan payment receipt,,,,,
Lodovico Bandinelli dowry receipt,,,,,
"Los dos tratados del Papa, i de la Misa",,,,,
Louis XII debt commitment letter,,,,,
Ludovici Heliani Vercellensis Christianissimi Francorum regis senatoris ac oratioris de bello suscipiendo adversus Venetianos et Turcas gratio Maximiliano Augusto in conventu presulum electorum et civitatum Romani Imperii dicta in Augusta Vindelica quarta Idus Aprilis anno a partu virginis millesimoquingentesimodecimo,,,,,
Lumen confessorum,,,,,
Majmūʻah,مجموعه.,,,,
Malefitzsachen veindlicher Bekhanntnusser ingefangen den 30 Maii anno 1572 ... etc,,,,,
Manhaj al-ʻilm wa-al-bayān wa-nuzhat al-samʻ wa-al-aʻyān,منهج العلم والبيان ونزهة السمع والعيان.,,,,
"Manual of a Venetian consigliere, written for Giovanni Francesco Basadonna",,,,,
Manuale Bernardi Canal notarii de Rippis,,,,,
Manuscript bifolia from Liber aggregatus in medicinis simplicibus,,,,,
Manuscript binding waste,,,,,
Manuscript leaf,,,,,
Manuscript leaf from a collection of papal decretals,,,,,
Manuscript leaf from a prose version of the Tristan legend,,,,,
Manuscript leaf from an account of the Jewish Wars,,,,,
Manuscript leaf from expense records,,,,,
Manuscript leaves from legal text,,,,,
Manuscript list of manuscript and printed books,,,,,
Map of district in Tarn-et-Garonne,,,,,
Maqālah fī al-ʻamal bi-al-yad,مقالة في العمل باليد.,,,,
Maqālah fī khalq al-insān,مقالة في خلق الانسان.,,,,
Maria de Bonzi record of house sale,,,,,
Marriage document,,,,,
Materials relating to Cesena,,,,,
Matteo di Santi record of house sale,,,,,
Matteo Piccolomini land contract,,,,,
Medici contracts,,,,,
Medici inventories for the L'Agliata estate,,,,,
Meditationes /,,,,,
Meditationes in duodecim primos psalmos Davidis prophetae in honorem 12 apostolorum,,,,,
Medititations sainctes and Meditationes chretiennes de I. C.,,,,,
Mémoires d'estat,,,,,
Meḳitse nirdamim,,,,,
Memoriale ad passagium mortis tute faciendum /,,,,,
Memorie manuscritte relative alla famiglia de Medici et all'istoria fiorentina,,,,,
Miʻrājīyah,معراجيه.,,,,
Miftāḥ al-Falāḥ,مفتاح الفلاح.,,,,
"Miniature leaf, possibly from a psalter",,,,,
Miniature-size manuscript leaf,,,,,
Monastic life,,,,,
Monastic ritual and Passion sequence,,,,,
Monocordium,,,,,
Moralia sunt figuris utriusque testamenti ... etc,,,,,
Morte dell'illustrissimo sig. Troilo Savello decapitato in Roma nel Castello Sant' Angelo alli 18 d'aprile 1592 /,,,,,
Mulakhkhaṣ fī al-hayʼah,ملخص في الهيئه.,,,,
Munshaʼāt-i Ḥaz̤rat-i Nābī Afandī,منشئات حضرت نابى افندى.,,,,
Muntahá al-irādāt fī jamʻ al-Muqniʻ maʻa al-Tanqīḥ wa-ziyādāt,منتهى الارادات في جمع المقنع مع التنقيح وزيادات.,,,,
Murshid al-mutaʼahhil,,,,,
Music Manuscript,,,,,
Nado de Tolomeo assumption of guardianship,,,,,
Natāj al-fikr fī kashf asrār al-Mukhtaṣar,نتاج الفكر في كشف اسرار المختصر.,,,,
Neoplatonic and neopythagorean translations,,,,,
Niccolò di Giovanni Machiavelli receipt,,,,,
Nonus Almansoris cum annotationibus Doctoris S?,,,,,
Notarial document,,,,,
Notarized account of Jacopo de Piccolomini agreement,,,,,
Notated office book,,,,,
Note on land transaction,,,,,
Notebook of Amadori memoranda,,,,,
Notebook of Giomi debtors and creditors,,,,,
Notebook of Medici (?) accounts,,,,,
Notebook of Medici accounts,,,,,
Notebook of Medici(?) accounts and memoranda,,,,,
Notebook of memoranda,,,,,
Notebook of Ridolfi accounts,,,,,
Notebook of Seccrani debtors and creditors,,,,,
"Notebook of texts concerning armaments and ballistics, their production and construction, with plans of fortifications and several charts and diagrams of trajectories",,,,,
Notes of fines,,,,,
Notes on Aristotle's Ethics and Metaphysics,,,,,
Novellae,,,,,
Nuskhat al-sijill alladhī wujida muʻallaqan ʻalá al-mashāhid fī ghaybat Mawlānā al-Imām al-Ḥākim ...,نسخة السجل الذي وجد معلقاً على المشاهد في غيبة مولانا الامام الحاكم.,,,,
Nuzʹhat al-mutaʼammil wa-murshid al-mutaʼahhil,,,,,
Office of Saint Emmeram,,,,,
Officii et magistrati,,,,,
On charms and talismans,,,,,
Opera varia,,,,,
Opuscula,,,,,
Opuscula varia,,,,,
Oraisons et confessions extraicts de plusieurs livres bien devotes,,,,,
"Orationes legatorum Caroli VIII, regis Francorum ... etc",,,,,
Orationi...sopra le discordie civile di Siena /,,,,,
Ordo judicarius,,,,,
Organon,,,,,
Origine de Treviso,,,,,
Orvieto border arbitration,,,,,
Ox payment decision,,,,,
Painted manuscript leaves,,,,,
Paludi Pontine,,,,,
Panjāh bāb-i sulṭānī bi-ʻilm-i usṭurlāb,پنجاه باب سلطانى بعلم اسطرلاب.,,,,
Pantheon,,,,,
Partnership agreement,,,,,
Passion play,,,,,
Passione del nostro signore cio e del venerdi sancto,,,,,
Payment receipt,,,,,
Payment request,,,,,
Permission to Pedro de Anaya to erect a house,,,,,
Persian Calligraphy in Cloudbands,,,,,
Persii opera,,,,,
Petition for guardianship,,,,,
Petrus Gravina Tristano Caracciolo. S. D.,,,,,
Philosophical material,,,,,
Philosophical material (?),,,,,
Plays (two),,,,,
Podestà of Fucecchio order,,,,,
Poem,,,,,
Poem addressed to Jerome,,,,,
Poem on Naples,,,,,
Poems,,,,,
Poems and epigrams,,,,,
Pope Leo X brief,,,,,
Pope Pius III agreement,,,,,
Pope Pius III judgment,,,,,
Pope Pius III judgment review,,,,,
Pope Pius IV brief,,,,,
Pope Sixtus V brief,,,,,
Pope Sixtus V indulgence,,,,,
Practicks of the law of Scotland,,,,,
Pratica deli devoti,,,,,
Privilege of citizenship,,,,,
Privileges for the Eremite Friars of St. Augustine,,,,,
Privilegia et libertates,,,,,
Proceedings of the inquisition under the podestà of Perugia and the administration of Alessandro Zeno,,,,,
Procès criminel contre Girard Didelot blasphémateur (1569) (Dossier original),,,,,
Processi contra il vescovo di Valva del 1500 ... etc,,,,,
Processi per la signora Francesca di Vincenzo de' Medici... etc,,,,,
"Processo contra Ysabel Rodriguez, natural dela Salceda en Portugal, muger de Manuel Diaz, mercader de Mexico ... etc",,,,,
Processus? honorabilis procuratoris fiscalis heretice et apostatice pravitatis Archiepiscopatus civitatis Ceserauguste contra Johannem de Gurrea Pelliparinum habitatorem ville Exee militum super causa fidei,,,,,
Prolegomena in Aristotelem,,,,,
Prooemialis epistula summo pontifici destinata super legenda Sancte Clare Virginis,,,,,
Property inventory of Bivigliano de' Medici,,,,,
Property survey,,,,,
"Prothocolus abreuiatura, copies of notarial instruments documenting purchases, sales, debts, and last wills and testaments, etc",,,,,
Provinciale secundum provincias,,,,,
Puccino Ferri deed,,,,,
Quaternus protocollorum,,,,,
Questions and answers on Shiʻī religious philosophy and practice,,,,,
Quod visa impiorum pena non minuiit beatorum gloriam.,,,,,
Quotations,,,,,
Racccolti del entrata delle gabelle delle bestie di Firenze,,,,,
Raccolta di celebri arcani chimici da diversi famosi filosofi dati in luce et esperimentati,,,,,
Ratiffication pour noble Gaolon Garnier dit de la Galliniere,,,,,
Ratification,,,,,
Rawḍat al-ʻulamāʼ wa-nuzʹhat al-fuḍalāʼ,,,,,
Readings on Statutes,,,,,
"Receipt for 180 livres, 1664 August 11, France",,,,,
"Receipts, 1600 April? 13, Episcopal palace, Paris, for la somme de 39 escus",,,,,
Rechnung vom Schiffmeister Ampt,,,,,
Reconoychenssas de Salelas e de Lemosis,,,,,
Record of the heresy trial of Johann von Wesel,,,,,
Records of lawsuit,,,,,
"Records of the Priorista of the city of Florence, 1282-1509",,,,,
Regensburg indulgence,,,,,
Register of accounts,,,,,
"Register of families serving as members of the Nuremberg Council (eighty-five), other office-holding families (twenty-three), and other influential families (twenty-eight), with descriptions of their coats of arms and other information culled from annals, church memorials, and other archival records from the 12th-17th centuries",,,,,
Registre des marches passes pour la reconstruction et les restaurations du chateau de Cancon,,,,,
Registro del peage d'Arle,,,,,
"Registro di lettere di monsignore archivescovo di Rossana che fu poi Papa Urbano Settimo della sua nunciatura di Spagna sotto Pio Quarto, Pio Quinto, e Gregorio Decimoterzo",,,,,
Registrum ordinis Cysterciensis,,,,,
Regolatori delle entrate e delle uscite order,,,,,
Regulae artificialis memoriae,,,,,
Regulae de longis et brevibus syllabis,,,,,
Regulations for mills and bakeries,,,,,
Regule parvorum,,,,,
Relacion de la manera et forma que tienen en España en su justicia civil y criminal,,,,,
"Relatione di Messer Vincenzo Fidele ritornato ambasciatore per la serenissima signoria di Venetia dal Signor Duca di Fiorenza, del Conte Filippo Maria Anguissola",,,,,
Relatione di Savoia del Clarissimo Gio. Cornero al tempo del Duca Emanuel Filiberto,,,,,
Rental agreement for property in Bonana,,,,,
Repartimientto de las tierras de Écija quando segano delos moros,,,,,
"Reports, letters, discourses and treaties",,,,,
Risālah bar usṭurlāb,رساله بر اسطرلاب.,,,,
Risālah fī al-dukhān,,,,,
Risālah fī al-khiḍāb,,,,,
Risālah fī al-qahwah,,,,,
Risālah fī al-siwāk,,,,,
Risālah fī bayān ḥadd al-khamr,,,,,
Risālah fī bayān ḥurmat al-khamr,,,,,
Risālah fī faḍīlat al-ʻimāmah,,,,,
Risālah fī ḥukm libs al-aḥmar,,,,,
Risālah fī shurb al-dukhān,,,,,
Risālat al-hawātif,,,,,
Roger Bigod deed,,,,,
Royal Writ,,,,,
Rule,,,,,
Rule of the Heilig-Geist-Spital in Eichstätt,,,,,
"Rule, statutes, and customs of the Teutonic Order",,,,,
Rumori di Napoli in tempo del governo del vicere Don Pietro di Toledo,,,,,
Sabʻ samawāt li-sirr samāʼī,سبع سموات لسر سمائي.,,,,
Sacramental handbook,,,,,
Sacramentale,,,,,
Sale records,,,,,
Sancti Anselmi oratio,,,,,
Sancti Augustini opera quaedam,,,,,
Scartafaccio di Bartolomeo Corsini di fiera di Piacenza,,,,,
Schedule of tariffs on goods entering the city of Siena,,,,,
Scholia ex Georgicorum P. Vergilii carminibus undique excerpta,,,,,
Schwebell zuem Pulffer unnd Feuuerwercken zue Beraitten,,,,,
Seals of the planets,,,,,
"Seneca, epistola cviiii",,,,,
"Seneca, epistola cxv",,,,,
Sentencia contra el Almine,,,,,
Sentenzia arbitraria ... por los conzejos de Quintana? y Valdenozeda y Lapuente,,,,,
"Sentenzia arbitraria ... sobre el monte de Axzaedo, y otras cosas ano 1459 ante Juan Alfonso de Bene",,,,,
Sermo in traditione simboli,,,,,
"Sermo sancti bernardi de perversitate quorundam religiosorum, Lege feliciter",,,,,
Shaqāʼiq al-utrunj fī raqāʼiq al-ghunj,,,,,
Sharḥ al-muqaddimah al-Qurṭubīyah... etc,شرح المقدمة القرطبية... إلخ.,,,,
Sharḥ ashkāl al-taʼsīs,شرح أشكال التأسيس.,,,,
Sharḥ Ayyuhā al-walad,,,,,
Sharḥ Mukhtaṣar ʻalá Alfīyat Ibn Mālik,شرح مختصر على ألفية ابن مالك.,,,,
Sharḥ Qaṭr al-nadā wa-ball al-ṣadā,شرح قطر الندا وبل الصدا.,,,,
Sharḥ-i ʻaṣā-yi mukhtariʻ-i humāyūn pādshāh. Ganj-i nahān khānah-i ḥayy-i qadīm,شرح عصاى مخترع هماىون پادشاه. گنج نهان خانه حي قدىم.,,,,
Sharḥ-i ṣad kalimah-i Baṭlamiyūs,شرح صد کلمه بطلمىوس,,,,
Sharḥ-i Zīj Gūrgānī,شرح زیج گورگانی.,,,,
Śārīrakamīmāṃsābhāṣya,"शारीरकमीमांसाभाष्य,",,,,
Śārīrakamīmāṃsābhāṣya,शारीरकमीमांसाभाष्य.,,,,
Sidonius Apollinaris to Agricola,,,,,
Signoria order,,,,,
Simone di Nicholo Petroni petition,,,,,
Single leaf with illustration,,,,,
Sirr al-asrār fī ʻilm al-āthār ; Shamsīyah fī al-kashf ʻan mā awdaʻ fī al-Jadāwil al-zahrīyah,سر الاسرار في علم الاثار ؛ شمسية في الكشف عن ما أودع في الجداول الزهرية.,,,,
"Societas Sanctae Annae per Poloniam, Lithuaniam, Russiam, et alias sancti? regis Poloniae ditiones instituta",,,,,
Sommaria relatione et breve avviso della gran corte di Roma solo per istruttione di nuovo cardinale,,,,,
Statements from the Council of Basel,,,,,
Statutes of a confraternity,,,,,
Statutum habelle communum et terrarum Barge,,,,,
Stefano d'Andrea appointment,,,,,
"Storia d'Ungheria, dalle origini al 1539",,,,,
Suma de las relaciones de Logroño a cerca de las brujas,,,,,
Summa,,,,,
"Summa delas coronicas de Vizcaya y algunos otros linajes de aquel señorio, la qual yo Castilla Rey de armas del susodicho Emperador y Rey nostro señor halle escritas en un quaderno, escrito ano M.cccc.iiii (corrected in later hand to fortè anno MCCCCC.IIII)",,,,,
Summula de casibus,,,,,
Survey of property in Tarn,,,,,
Tabula aurea,,,,,
Tabula Ethicorum Aristotelis,,,,,
Tabula Moderna,,,,,
Tadhkirat al-mudhakkirīn wa-tafkirat al-mufakkirīn,,,,,
Tafsīr al-Taḥrīr,تفسير التحرير.,,,,
Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah,تحرير القواعد المنطقية في شرح الرسالة الشمسية.,,,,
Taḥrīr Uṣūl al-handasah wa-al-ḥisāb,تحرير اصول الهندسة والحساب.,,,,
Taḥṣīl al-munā fī sharḥ Talkhīṣ Ibn al-Bannāʼ,تحصيل المنا في شرح تلخيص ابن البناء.,,,,
Tailles de Blois,,,,,
Talbīs Iblīs,,,,,
Tarjumah-ʼi khuṭab-i arbaʻīn,ترجمۀ خطب اربعین.,,,,
Tattvadīpaṇa,"तत्त्वदीपण,",,,,
Tax payment receipt,,,,,
Tax table,,,,,
Taxe cancellarie apostolice,,,,,
Terms of payment,,,,,
Text,,,,,
text 1,,,,,
Text for monastic liturgical use (proto-breviary),,,,,
Texts on Italian history,,,,,
The names and armes of all the nobilitie who were in England at the tyme of King William the Conqueror,,,,,
Three itineraries,,,,,
Ṭarīq al-hijratayn wa-bāb al-saʻādatayn,,,,,
Titus Flavius et alii opera tragica manuscripta,,,,,
Tonary fragment,,,,,
Tractato breve della via della salute ... etc,,,,,
"Transaction dated July 4, 1447, relating to the disagreement between the clergy of the cathedral church of Arles and the vicar Dr. Jean Albalet",,,,,
Transfer of goods,,,,,
Travelog,,,,,
Treatise of forest law,,,,,
Treatise on practical mathematical calculation,,,,,
Treatise on the seven deadly sins,,,,,
Treatises on astronomical instruments,,,,,
Tribunal arbitration,,,,,
Tribunal nomination of guardian,,,,,
Tsurat ha-arets ... etc,,,,,
Tuffāḥ al-arwāḥ wa-miftāḥ al-arbāḥ,,,,,
Tuḥfat al-mulūk,تحفة الملوك.,,,,
Tuḥfat al-ruʼasāʼ fī baʻḍ mā warada fī al-nisāʼ,,,,,
Tuḥfat al-sullāk fī faḍl al-siwāk,,,,,
Two letters concerning the territories of the late Amaury de Sevrac,,,,,
Ulfat al-anām bi-al-amn wa-al-āmān,,,,,
Università de' mercanti minutes,,,,,
Ut autem non sillogizetur.,,,,,
Verse chronicle of Metz,,,,,
Versus reperti Hierosolimae in capella sepulchri domini nostri Jesu Christi,,,,,
Virtutes Johannis,,,,,
"Vita del Re Alfonso d'Aragona, Re di Napoli",,,,,
Vita di Bartolommeo di Meo di Taldo di Valore Rustichelli... /,,,,,
Vita Malchi monachi captivi,,,,,
"Vita, morte e miracoli di Bartolomeo Garosi detto Brandano e volgarmente detto il Pazzo di Gesù Christo ... etc",,,,,
Vittoria Piccolomini dowry arrangement,,,,,
Vivaraṇatattvadīpaṇa,विवरणतत्त्वदीपण.,,,,
Von den Tugenden ... etc,,,,,
Wedding poem,,,,,
Wedding regulations,,,,,
Welscher Krieg etwas zamengeclaupter Neuzeytt ... etc,,,,,
Will of Johanna Girard,,,,,
Works,,,,,
Works on civil law,,,,,
Writ to require security,,,,,
Wycliffite material (?),,,,,
Ymbenttario delos bienes de Don Diego de Anaya,,,,,
Ystoria gestorum Alexandri pueri magni,,,,,
