title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
"Discrittione delle cose di Cipro, con le ragioni in favore, ò contra diverse openioni , et delle provisioni, che erano necessarie per quel Regno",,,,"Discrittione delle cose di Cipro, con le ragioni in favore, o contra diverse openioni, et delle provisioni, che erano necessarie per quel Regno"
Distinctiones alphabeticae,,,,Distinctiones
Dits moraux des philosophes,,Dicta philosophorum.,,Dicta philosophorum
Diurnal,,,,Diurnal
Divina Commedia,,,,Divine Comedy
Divinae institutiones,,,,Divinae institutiones
"Dogale issued by Doge Alvise Mocenigo to Girolamo Pruli, podestà of Brescia",,,,Dogale
"Dogale issued by Doge Leonardo Loredan to Paolo Nani, podestà and capitaneus of Treviso",,,,Dogale
Domenico di Bardo power of attorney,,,,Power of attorney
Domenico Duti power of attorney,,,,Power of attorney
Domenico Ruffaldi and Jacopo de Buralis power of attorney,,,,Power of attorney
Domenico Taparelli testament,,,,Will
Dominican prayer book,,,,Prayerbook
Don Matteo Zati deed of gift,,,,Deed
Drawing of Two Men with Fragments of Quran Leaf Pasted On,,,,Qurʼan
Duo libri contemplationis ... etc,,Scale of perfection,,Scale of perfection
Eis ta Harmonika Ptolemaiou hypomnēma,,,,Commentarius in Claudii Ptolemaei Harmonica
Eiusdem de humana miseria incipit,,,,De Miseria Condicionis Humane
Elementa mathematica in libros XV,,,,Elementa mathematica
Elementarium doctrinae rudimentum,,,,Elementarium doctrinae rudimentum
Enarrationes in psalmos (Expositions on the psalms); Initials (ABC); Prayer,,,,Expositions on the psalms;Prayer
Encheridyon Laurenti pysani presbiteri,,,,Enchiridion
Enchyridion,,,,Enchiridion
Enchyridion syxti pictagorici,,,,Enchiridion
English religious poems,,,,Poetry
Epigrammata,,,,Epigrammata
Epistle,,,,Epistles
Epistles,,,,Epistles
"Epistles of St. Paul, with commentary",,Bible.,,Epistles of St. Paul
Epistola ad Nepotianum,,,,Epistola ad Nepotianum;Epistles
Epistola Mahomethi Turchiae Graeciaeque Imperatoris ad Ferdinandum Regem Siciliae de expugnatione Negropontis. Responsio dicti Ferdinandi Regis Siciliae de eadem re,,,,Epistles
Epistola pertinenti ad la perfectione de la vita contemplationeand other writings.,,,,Epistles
Epistola Sancti Augustini,,,,Epistles of St. Augustine
Epistolae,,,,Epistles
Epistolae ad Brutum,,,,Ad Brutum
"Epistolae de morte, de magnificentiis, et de miraculis S. Hieronymi",,,,Epistles
Epistolae in the Italian translation of Bartolomeo Fontio of Florence (1445-1513),,,,Epistles
Epistolae latinae,,,,Epistles
Epistolae morales ad Lucilium,,,,Epistulae morales ad Lucilium
Epistolae S. Pauli et Senecae,,,,Epistles of St. Paul;Epistles of Seneca
Epistoli Senece ad beatum Paulum apostolum et eius ad Senecam,,,,Epistolae Senecae ad Paulum et Pauli
Epistula ad Raymundum,,,,Epistula ad Raymundum
Epistulae morales ad Lucilium,,,,Epistulae morales ad Lucilium
Epitaph,,,,Epitaph
Epitome historiarum Trogi Pompeii,,,,Epitome historiarum Trogi Pompeii
Epitome Rerum Romanorum: Libri IV,,,,Epitome Rerum Romanorum
Epodon,,,,Epodon
Erbario,,,,Herbarium
Erotopaignion /,,,,Erotopaegnion
Ethica Nicomachea,,Nicomachean ethics.,,Nicomachean Ethics
Ethica secondo la dottrina d'Aristotile,,,,Nicomachean Ethics
Ex Johanne andree super hieronymiano ubi de cupiditate prelatorum edificandi tractat,,,,De conscientia aedificandi
Explanatio librorum physicorum,,,,Commentary on Aristotle's Physics
Explicit liber de memoria & reminiscentia. Incipit liber de sompno & vigilia,,,,De memoria et reminiscentia;De Somno et vigilia
Expositio in Job,,,,Commentary on Job
Expositio in libros Posteriorum Aristotelis,,,,Commentary on the Posterior Analytics
"Expositio super ""Beati immaculati""",,,,Commentary on the Psalms
Expositio super epistolam Pauli ad Romanos,,Commentary on the Epistle to the Romans,,Commentary on the Epistle to the Romans;Epistles
Expositio super regulam beati Augustini episcopi,,,,Expositio in regulam beati Augustini
Exposition of 2 Kings 17:15-16,,,,Commentary on Kings
Exposito Libri Numerorum,,,,Commentary on Numbers
Extract from Secretum secretorum,,Secretum secretorum.,,Secretum secretorum
Extracts from the Glossa Ordinaria,,,,Glossa Ordinaria
Fabrizio Celleri will,,,,Will
Facta et dicta memorabilia,,,,Factorum et dictorum memorabilium libri IX
Factorum et dictorum memorabilium libri IX ...et al,,,,Factorum et dictorum memorabilium libri IX
Fasciculus temporum,,,,Fasciculus temporum
Ferial psalter,,,,Psalter
Ferial Psalter and Hymnal,,,,Psalter;Hymnal
Ferial psalter bifolium,,Bible.,,Psalter
Feuerwerkbuch,,,,Feuerwerkbuch
Fifteenth-century miscellany,,,,Miscellany
Filippo della Casa power of attorney,,,,Power of attorney
Filofistea /,,,,Filofistea
Fiorecti del libro de Sancto Francesco ... etc,,Fioretti di San Francesco.,,Fioretti di San Francesco
Flores; religious miscellany,,,,Flores;miscellany
Florigelium,,,,Florilegium
Florilegium,,,,Florilegium
"Florilegium, here ""Superbia""",,,,Florilegium
Forme romane curie super beneficiis et questionibus... etc,,,,Forme Romane curie super beneficiis et questionibus
Formulae spiritalis,,,,Formulae Spiritalis Intellegentiae
Fragment from De mysteriis,,De mysteriis.,,De mysteriis
Fragment of a choral antiphonary ?,,Antiphonary,,Antiphonary
Fragment of Canon medicinae,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
"Fragment of Joshua, chapters IV, 18-VIII, 6",,Bible.,,Bible
Fragment of manuscript bifolium from the Liber ad Almansorem,,Kitāb al-Manṣūrī.,,Kitāb al-Manṣūrī
Fragments from a Gradual,,,,Gradual
Fragments from Books III-V of Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
"Fragments of the Digests of Justinian, Book 37, Titles 7-9",,Corpus juris civilis.,,Corpus juris civilis
Francesca Massi power of attorney,,,,Power of attorney
Francesco Armaiolo power of attorney,,,,Power of attorney
Francesco Bertini deed,,,,Deed
Francesco di Sigismondo will,,,,Will
Francesco Fazio will,,,,Will
Franciscan miscellany,,,,Miscellany
Garin le Loherain,,,,Garin le Loherain
Gathering from glossed Second Corinthians,,Bible.,,Bible
Gathering from Ikhtiṣār lil-maqālāt min kitāb Uqlīdis,,Elements.,,Elements
Geometria,,,,Geometria
Geometria /,,,,Geometria
Georgica,,,,Georgics
Georgics,,,,Georgics
Geste de Monglane,,Geste de Garin de Monglane.,,Geste de Garin de Monglane
Ghilo di Francesco legal decision,,,,Legal documents
Ghita Gabrielli power of attorney,,,,Power of attorney
Giannino Minuzio deed of sale,,,,Deed
"Giant Bible, Atlantic Bible",,,,Bible
Giovanni Battista di Lorenzo power of attorney,,,,Power of attorney
Giovanni de' Medici power of attorney,,,,Power of attorney
Giovanni de' Rossi power of attorney,,,,Power of attorney
Giovanni di Bernardo deed,,,,Deed
Giovanni di Fatio Piccolomini deed,,,,Deed
Giovanni Stafileo legal decision,,,,Legal documents
Girbert de Mez,,,,Girbert de Metz
Girolamo and Pandolfo Corbinelli power of attorney,,,,Power of attorney
Girolamo de Piglis deed,,,,Deed
Girolamo Piccolomini notarial document,,,,Notarial documents
Gli amori di Tibullo e Glicera,,,,Gli amori di Tibullo e Glicera
Glossa Ordinaria (Incunable leaf),,,,Glossa Ordinaria
Glossa ordinaria fragments,,Glossa ordinaria.,,Glossa ordinaria
Glossary,,,,Glossary
Glossed Canon Law,,,,Canon law
Glossed psalter,,,,Psalter
Glossed psalter leaf,,Bible.,,Psalter
Gospel lectionary,,,,Lectionary
Gospel lessons for the Office of the Dead,,Book of hours.,,Book of hours
Gradual,,,,Gradual
Gradual and Antiphonary,,,,Gradual;Antiphonary
"Gradual, Sanctoral Cycle",,,,Gradual
Graduale /,,Gradual (Diocese of Bressanone),,Gradual
Graecismus,,,,Graecismus
Gregorialis,,,,Gregorialis
Gregorio di San Miniato deed,,,,Deed
Guglielmo Maro power of attorney,,,,Power of attorney
Guida di Stefano power of attorney,,,,Power of attorney
Guido di Biagio di Carlo Piccolomini will,,,,Will
Hādhā Kitāb Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn,هذا كتاب حصن الحصين من كلام سيد المرسلين.,Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn,,Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn
Hebrew Bible,,Bible.,,Bible
Hecyra,,,,Hecyra
Here begynneth matins of oure ladi,,,,Book of hours
Hexameron,,,,Hexameron
Hieron sive Opusculum de tyrannide,,,,De tyrannide
Historia destructionis Troiae,,,,Historia destructionis Troiae
Historia ecclesiastica,,,,Historia ecclesiastica
Historia Ecclesiastica Gentis Anglorum,,,,Historia ecclesiastica
Historia Francorum extract:Life of Saint Brictius of Tours,,,,Historia Francorum
Historia Francorum extracts,,,,Historia Francorum
Historia Romana,,Breviarium historiae Romanae,,Breviarium historiae Romanae
Historia Scholastica,,,,Historia Scholastica
Historia scholastica,,,,Historia Scholastica
Historia Troiana,,Historia destructionis Troiae,,Historia destructionis Troiae
Historical miscellany,,,,Historical miscellany
Historical miscellany concerning Poland,,,,Historical miscellany
Histories,,,,History
History,,,,History
"History of France and England during the reigns of Henry IV, Henry V, Henry VI",,,,History of France;History of England
Homeliae de tempore,,,,Homeliae de tempore
Homeliae in Evangelia,,,,Homilies on the Gospels
Homeliarum in Ezechielem,,,,Homilies on Ezekiel
Homilarium,,,,Homiliary
Homiliae in Evangelia,,,,Homilies on the Gospels
Homiliary,,,,Homiliary
Homilies on Ezechiel,,,,Homilies on Ezekiel
Homilies on the Gospels,,,,Homilies on the Gospels
Homily,,,,Homilies
Horae Beatae Virginis Mariae,,Book of hours.,,Book of hours
Horae Beatae Virginis Mariae cum Calendario (Book of Hours with Calendar),,Book of hours,,Book of hours
Horae de Sancta Katherina,,,,Book of hours
Horalogium sapientiae,,Horologium sapientiae,,Horologium sapientiae
Horologium Sapientiae,,,,Horologium Sapientiae
"Horti regii Parisiensis Plantarum Catalogus Secundum seriem ordinatam and Arbores Horti Regii, copied by Francisco de Solleysel Equite D. du Clapier, who signs himself as Auditore studiosissimo ipsius Domini Fagon",,,,Catalogus Plantarum Horti regii parisiensis
Hours of the Virgin,,,,Book of hours
hugonis canonici sancti victoris parisiensis de archa noe pro archa sapientiae cum archa ecclesiae de arch matris gratiae liber primus incipit,,,,De arca Noe
Hybrid book of hours,,,,Book of hours
Hymnal,,,,Hymnary
Hymnary,,,,Hymnary
Hymni cum glossis,,,,Hymns
Hymns and prayers,,,,Hymns
Ibn Malak ʻalá al-Manār fī uṣūl al-fiqh,ابن ملك على المنار في اصول الفقه.,Sharḥ Manār al-anwār fī uṣūl al-fiqh,شرح منار الانوار في اصول الفقه,Sharḥ Manār al-anwār fī uṣūl al-fiqh
Īn kitāb dar ṭibb,اين کتاب در طب.,Nūr al-fuʼād,نور الفؤاد,Nūr al-fuʼād
Ikhtiṣār lil-maqālāt min kitāb Uqlīdis,اختصار للمقالات من كتاب اقليدس.,Elements.,,Elements
Il Filostrato,,,,Filostrato
Il Genesi,,,,Genesis;Bible
Ildibrandinus legal document,,,,Legal documents
Illuminated leaf from a printed book of hours,,Penitential Psalms.,,Penitential Psalms
Illuminated Missal,,,,Missal
Illuminated missal,,,,Missal
In Aristotelis libros de generatione et corruptione ... etc,,,,Commentary on Aristotle's De generatione et corruptione
In Iohannis Evangelium tractatus CXXIV,,,,In Iohannis Evangelium tractatus
In Joannis Evangelium Tractatus,,,,In Iohannis Evangelium tractatus
In metaphysica Aristotelis,,,,Commentary on Aristotle's Metaphysics
In physicam seu philosophiam naturalem commentarius una cum quaestionibus,,,,Commentary on Aristotle's Physics
In universam Aristotelis physicam,,,,Commentary on Aristotle's Physics
Incipit epistola Petri Damiani de die iudicii,,,,De die iudicii
Incipit epistola secundi Johannis prima ad parthos,,,,Epistles of John
"Incipit liber gestorum Barlaam & Iosaphat servorum dei, editus greco sermone a iohanne damasceno",,,,Barlaam et Josaphat
Incipit liber magistri hugonis de operibus trium dierum,,,,De tribus diebus
Incipit liber nonus firmiani lactantii de opificio dei sive de hominis formatione,,,,De opificio Dei
Incipit officium beate Marie Virginis secundum cursum roman ...,,Office of the Blessed Virgin Mary,,Office of the Blessed Virgin Mary
Incipit prefatio magistri hugonis in libro de rota vere religionis,,,,De rota verae et falsae religionis
"Incipit Registrum super Tractactum de tribus orbis partibus, ac variis naturis hominum: portentorum, Transformatorum, Necnon de diversis fluminibus aquarum, Insularum et montium,",,,,Tractatus de tribus orbis partibus
Incipit summa magistri petri manducatoris super literam in lucam,,,,Commentary on Luke
Incipit tractatus Ricardi Heremite de Ampoll de amore dei contra amatores mundi,,,,De amore Dei contra amatores mundi
Incipit vita beati Materni Coloniensis Archiepiscopi,,,,Life of the Maternus of Cologne
Incipiunt ethimologie et concordantie conclusionum per reverendissimum dominum magistrum petrum de pergamo,,,,"Etymologiae, seu Concordantiae conclusionum Thomae Aquinatis"
Ineriecto dolentis,,,,Interiectio dolentis
Inni della Beata Vergine Maria,,,,Hymns
Inshā-yi Mādhava Rāma. Inshā-yi Dilkushā,انشاى مادهو‌ رام. انشاى دلکشا.,Inshā-yi Mādhava Rāma.,,Inshā-yi Mādhava Rāma;Inshā-yi Dilkushā
Institutiones grammaticae,,,,Institutiones grammaticae
Institutiones juris civilis,,,,Institutiones juris civilis
"Institutions, or Advice to his Grandson, in Three Parts",,,,"Institutions, or Advice to his Grandson"
Interpretationes nominum hebraicorum,,,,Interpretationes Hebraicorum nominum
Invectiva ad indivum et detractorem,,,,Invectiva ad invidum et detractorem
Islaendernes lovbog,,Jónsbók.,,Jónsbók
Italian alchemical miscellany,,,,Alchemical miscellany
Italian historical miscellany,,,,Historical miscellany
Italian religious miscellany,,,,Religious miscellany
Itinerario del regno di Portogallo,,,,Itinerario del regno di Portogallo
Itinerarium,,,,Itinerarium
"Iuramentum capitulare, advocatorum per offitia rivoalti",,,,Advocati Rivoalti
Jesuit miscellany,,,,Religious miscellany
Joannes Thomas Beltamino will,,,,Will
Joannis Passeratii Coniecturarum et opinionum liber,,,,Coniecturarum liber
Jónsbók,,Jónsbók.,,Jónsbók
Kıya-yı Hazret-i Yûsuf Zulaykhâ,كيايۀ حضرت يوسف زليخا.,Yūsuf va Zulaykhā.,ىوسف و زلىخا.,Yūsuf va Zulaykhā
Kalendar from Book of Hours,,,,Calendar;Book of hours
Kalendis Ianuarii luna prout quota erit require literam,,,,Calendar
Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī,كلمات عربية على ترتيب حروف التهجي.,Akhtarī kabīr.,,Akhtarī kabīr
Khamsah,خمسه.,Khamsah.,خمسه.,Khamsah
Kitāb al-Adwār fī al-mūsīqá,كتاب الادوار في الموسيقى.,Adwār,ادوار,Adwār
Kitāb al-kurah al-mutaḥarrikah /,كتاب الكرة المتحركة /,De sphaera quae movetur.,,De sphaera quae movetur
Kitāb al-Majisṭī,كتاب المجسطي.,Almagest.,,Almagest
Kitāb al-Miṣbāḥ wa-nuzʹhat al-arwāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-falsafīyah wa al-natījah al-ʻalīyah,كتاب المصباح ونزهة الارواح في علم المفتاح في الحكمة الالاهية والصناعة الفلسفية و النتيجة العلية.,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah,مصباح في علم المفتاح في الحكمة الالاهية والصناعة الحكمية,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah
Kitāb al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá,كتاب الشفا بتعريف حقوق المصطفى.,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá,شفا بتعريف حقوق المصطفى,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá
Kitāb al-Siyāsah al-sharʻīyah al-musammá tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,كتاب السياسة الشرعية المسمى تسهيل النظر وتعجيل الظفر.,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,تسهيل النظر وتعجيل الظفر,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar
Kitāb al-Siyāsah fī tadbīr al-riyāsah,كتاب السياسة في تدبير الرياسة.,Secretum secretorum.,,Secretum secretorum
Kitāb al-ukar,كتاب الاكر.,De sphaericis.,,De sphaericis
Kitāb Mīzān al-ḥikmah,كتاب ميزان الحكمة.,Mīzān al-ḥikmah.,ميزان الحكمة.,Mīzān al-ḥikmah
Kitāb Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn,كتاب روض الرياحين في حكايات الصالحين ،,Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn,روض الرياحين في حكايات الصالحين,Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn
Kitāb Uṣūl al-handasah wa-al-ḥisāb,كتاب اصول الهندسة والحساب \,Elements.,,Elements
Kitāb-i Advār,کتاب ادوار.,Adwār.,ادوار.,Adwār
Kitāb-i Gulistān,کتاب گلستان.,Gulistān,گلستان,Gulistān
Kitāb-i Ḥashāyish,کتاب حشايش.,De materia medica.,,De materia medica
Kitāb-i Tīmūrnāmah,کتاب تىمورنامه.,Tīmūrnāmah,تىمورنامه,Tīmūrnāmah
Koran,,,,Qurʼan
Koran,,Qurʼan.,قرآن.,Qurʼan
L. Coelii firmani Lactancii divinarum institutionum adversus gentiles libri feliciter incipiunt. Et primo incipit liber primus de falsa religione ad Constantinum Imperatorem,,,,Divinae institutiones
La destruction de Troye ... etc,,Istoire de la destruction de Troye la grant,,Historia destructionis Troiae
La fontaine de toute science,,Livre de Sydrac,,Book of Sydrac
La generacion de Adam,,,,La generacion de Adam
La legenda di sanctissimi Thebey soto Dioclitiano & Maximiano imperatori,,,,Legend of the Theban legion
"Laberinto de fortuna, o las trescientas",,,,Laberinto de fortuna
Laelius de Amicitia,,,,Laelius de amicitia
Laelius sive de amicitia,,,,Laelius de amicitia
Lamentatio yeremiae prophetae,,,,Lamentatio Jeremiae
Lamentations,,,,Lamentations
Lapa Torti power of attorney,,,,Power of attorney
Lapo di Michele and Bartolomeo Fiori power of attorney,,,,Power of attorney
Lapo di Niccolò power of attorney,,,,Power of attorney
L'arbre des batailles,,Arbre des batailles,,Arbre des batailles
Large leaf from a breviary containing musical notation,,,,Breviary
L'arte de la medicina de le bestie,,Mulomedicina,,Mulomedicina
L'arte del navegare,,,,L'arte del navegare
"Latin Bible, with prologues attributed to St. Jerome and the interpretation of Hebrew names",,,,Bible;Prologues;Interpretation of Hebrew names
Latin miscellany,,,,Miscellany
Le epistole,,Epistolae.,,Epistolae
Le livre des Eneydes,,Aeneis.,,Aeneid
"Leaf from a bible, including a portion of Genesis",,,,Bible
Leaf from a book of hours,,,,Book of hours
Leaf from a book of hours or breviary,,,,Book of hours;Breviary
Leaf from a Book of Hours showing nativity scene,,Book of hours.,,Book of hours
Leaf from a Breviary,,,,Breviary
Leaf from a French Book of hours,,Book of hours.,,Book of hours
Leaf from a manuscript breviary,,,,Breviary
Leaf from a medieval book of sermons,,,,Sermons
Leaf from a psalter,,,,Psalter
Leaf from a vernacular book of hours,,,,Book of hours
Leaf from the Qasidat al-Burda,,,,Qasidat al-Burda
Leaf from Yūsuf va Zulaykhā,,Yūsuf va Zulaykhā.,یوسف و زلیخا.,Yūsuf va Zulaykhā
Leaf of De fide Sanctae Trinitatis shaped into envelope,,,,De fide Sanctae Trinitatis
Lease,,,,Lease
Lectio prima,,,,Lectio prima
Lectionary,,,,Lectionary
Lectionary of Epistle and Gospel readings,,,,Lectionary
Lectionary of the gospels,,,,Lectionary
Lectura super Codicem,,,,Lectura super Codicem
Legal decision,,,,Legal documents
Legal document,,,,Legal documents
Legal documents,,,,Legal documents
Legal proceedings,,,,Legal documents
Legal records,,,,Legal documents
Legend of St. Blasius,,,,Legend of St. Blasius
Legenda aurea,,,,Legenda Aurea
Lena Risaliti power of attorney,,,,Power of attorney
Leticha /,,,,Nicomachean Ethics
Letter to Aurelius,,,,Letter to Aurelius
Letter to Bassula,,,,Letter to Bassula
Letter to Eusebius,,,,Letter to Eusebius
"Letter to Hugh of St. Victor, refuting Arnulph",,,,Letter to Hugh of St. Victor
Letter to Master William the monk on baptism,,,,Letter to Master William
Letters from the Archbishop of Toledo to Emperor Charles V of Spain,,,,Letters to Emperor Charles V of Spain
Libellus de speculativa mistice theologie /,,,,De mystica theologia
Libellus super electionibus faciendis et earum ordinandis,,,,Libellus super electionibus faciendis et earum ordinandis
Libellus super electionibus faciendis et earum processibus ordinandis,,,,Libellus super electionibus faciendis et earum ordinandis
Liber antiquitatum biblicarum,,,,Liber antiquitatum biblicarum
Liber canonis,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
Liber de amore et dilectione dei ... etc,,,,De amore et dilectione dei
Liber de astronomia,,,,De astronomia
Liber de vinis,,,,De vinis
Liber epistularum Senecae ad Lucillium,,,,Epistulae ad Lucilium
Liber ethicorum Aristotelis,,,,Nicomachean Ethics
Liber ethimologiarum,,Etymologiae,,Etymologiae
Liber ettichorum Aristottelis in vulgari,,,,Nicomachean Ethics
Liber gestorum barlaam et Josaphat,,,,Barlaam et Josaphat
Liber II Meteorum,,,,Meteorologica
Liber lapidum,,,,Liber lapidum
Liber mayor Prisciani de ordinatione partium orationis,,Institutio de arte grammaticae,,Institutio de arte grammaticae
Liber metaphisice ; Liber ethicorum,,Metaphysics,,Metaphysics;Nicomachean Ethics
Liber phisicorum sive auditus phisici,,Physica,,Physics
Liber primus distinctionum super decretales,,,,Liber primus distinctionum super Decretales
Liber rethoricorum /,,Rhetorica ad Herennium.,,Rhetorica ad Herennium
Liber ruralium commodorum,,Ruralia commoda,,Ruralia commoda
Liber sententiarum,,,,Liber sententiarum
"Liber Sextus Decretalium, commentary on",,,,Commentary on Liber Sextus Decretalium
Libri animalium notata supra librum animalium Aristotelis,,,,De animalibus
Libro di Santo Justo Paladino,,,,Cantare di Giusto Paladino
Libro fortune,,Liber fortunae.,,Liber fortunae
Life of Moses the Ethiopian,,,,Life of Moses the Abyssinian
Life of Saint Martin,,,,Life of St. Martin
Life of St. Leucius,,,,Life of St. Leucius
"Life of the Virgin Mary, together with two poems on the Passion and Resurrection of Christ",,,,Life of the Virgin Mary
Līlāvatī,لیلاوتى.,Līlāvatī.,,Līlāvatī
L'image del monde ... etc,,Image du monde.,,Image du monde
Litany,,,,Litany
Literary miscellany,,,,Literary miscellany
Litterarum simulationis liber,,,,Litterarum simulationis liber
Liturgical miscellany,,,,Liturgical miscellany
Liturgical Office,,,,Liturgy
Liturgy,,,,Liturgy
Lives of the Caesars,,,,Lives of the Caesars
Lives of the fathers,,,,Lives of the fathers
Lives of the Saints,,,,Lives of the Saints
Logbok islendinga,,Jónsbók.,,Jónsbók
Logica parva,,,,Logica parva
Lorenzo di Antonio power of attorney,,,,Power of attorney
Lorenzo di Pierfrancesco de' Medici power of attorney,,,,Power of attorney
Los Benavides,,,,Los Benavides
Loyca parva ... etc,,Logica parva,,Logica parva
Luigi de Covoni power of attorney,,,,Power of attorney
Luigi di Giovanni power of attorney,,,,Power of attorney
Luigi Gaddi power of attorney,,,,Power of attorney
M ccc lxxxxii. Qui chomincia la fisicha del maestro Aldobrandino da Siena il quale chonpuose in linghua franciescha della santa del chorpo del uomo e di ciaschuno nenbro per se traslatata in volghare per ser Zucchero Bencivenni notaio fiorentino . . .,,,,De regimine sanitatis
M. V. M. Epigramaton liber primus,,,,Epigrammaton
Mémoires sur les choses qui se sont pass?es en France,,,,Mémoires sur les choses qui se sont passées en France
Magna Glossatura in Epistolas Pauli,,,,Magna glossatura
Magna Glossatura in Psalmost,,,,Magna glossatura
Maḥazor minhag Ashkenaz le-Yamim ha-noraʼim ule-Sukot,מחזור מנהג אשכנז לימים הנוראים ולסוכות.,Maḥzor.,מחזור.,Maḥzor
Malavolti family records of guardianship,,,,Family documents
Manevi şerhi,معنوى شرحى,Şerh-i maʻnevi-i şerif,شرح معنوى شريف,Şerh-i maʻnevi-i şerif
Manipulus florum,,,,Manipulus florum
Manresa legal documents,,,,Legal documents
"Manuale in investionibus, professionibus, et iubileis monialium necessarium, ad usum prioris monasterii Rubee vallis",,Manual,,Manual
Manuscript Bible leaf,,,,Bible
Manuscript fragment of the Seven Sleepers of Ephesus,,Seven sleepers of Ephesus.,,Seven sleepers of Ephesus
Manuscript leaf from a book of hours,,Book of hours.,,Book of hours
Manuscript leaf from an Ashkenazic maḥzor for Pesaḥ,,,,Maḥzor
Manuscript leaf from Aurora,,,,Aurora
Manuscript leaf from De casibus virorum illustrium,,De casibus virorum illustrium.,,De casibus virorum illustrium
Manuscript leaf from Diaeta salutis,,Diaeta salutis,,Diaeta salutis
Manuscript leaf from In libros De caelo et mundo Aristotelis,,In libros De caelo et mundo Aristotelis,,In libros De caelo et mundo Aristotelis
Manuscript leaf from Interpretationes Hebraicorum nominum,,Interpretationes Hebraicorum nominum.,,Interpretationes Hebraicorum nominum
Manuscript leaf from Physics,,Physics.,,Physics
Manuscript leaf from Régime du corps,,Régime du corps,,Régime du corps
"Manuscript leaf from Speculum historiale, Book 29",,Speculum historiale.,,Speculum historiale
Manuscript leaf from Summa de poenitentia et matrimonio,,Summa de poenitentia et matrimonio.,,Summa de poenitentia et matrimonio
Manuscript leaf from the Book of Numbers,,Bible.,,Bible
Manuscript leaf from Vulgate Deuteronomy,,Bible.,,Bible
Manuscript leaf of glossed Gospel of John,,Bible.,,Bible
"Manuscript leaf of most of Deuteronomy XV, 6-XVI, 10, with Masorah",קטע דברים.,Bible.,,Bible
Manuscript leaves from a breviary,,Breviary.,,Breviary
Manuscript leaves from a canon law text,,Decretales Gregorii IX.,,Decretales Gregorii IX
Manuscript leaves from an Ashkenazic Maḥzor for the High Holidays,,Maḥzor.,מחזור.,Maḥzor
Manuscript leaves from Defecerunt scrutantes scrutinio,,Defecerunt scrutantes scrutinio.,,Defecerunt scrutantes scrutinio
Manuscript pastedowns from De proprietatibus rerum,,De proprietatibus rerum.,,De proprietatibus rerum
Marci Valerii Marcialis Epigramaton Liber Primus Incipit,,,,Epigrammaton
Marʼeh ha-ofanim ... etc,,Sphaera mundi.,,Sphaera mundi
Maria Riccomanni copies of legal proceedings,,,,Legal documents
Mariotto Cresci power of attorney,,,,Power of attorney
Martini family deed of gift and power of attorney,,,,Power of attorney;Deed
Martini family power of attorney,,,,Power of attorney
Martyrology,,,,Martyrologies
Masālik al-abṣār fī mamālik al-amṣār,مسالك الابصار في ممالك الامصار.,Masālik al-abṣār fī mamālik al-amṣār.,مسالك الابصار في ممالك الامصار.,Masālik al-abṣār fī mamālik al-amṣār
Massbook,,,,Massbook
Matines des trespassez. Au lundi [verso],,,,Matins
Mattea Petrini power of attorney,,,,Power of attorney
Matteo d'Alessandro d'Andrea Todeschini Piccolomini legal brief,,,,Legal documents
Mea Lupi power of attorney,,,,Power of attorney
Media Glossatura in Epistolas Pauli,,,,Media Glossatura in Epistolas Pauli
Medical and astrological miscellany,,,,Medical miscellany;Astrological miscellany
Medical and astronomical miscellany,,,,Medical miscellany;Astronomical miscellany
Medical and magical compendium,,,,Medical miscellany;magical miscellany
Medical manual and prescriptions ... etc,,,,Medical miscellany
Medical miscellany,,,,Medical miscellany
Medical recipes,,,,Medical miscellany
Medicina cordis,,,,Medicina cordis
Medulla Grammatice,,,,Medulla Grammaticae
Megilat Ester ... etc,,Bible.,,Bible
Memoranda and account book,,,,Account book
Mercantia notarial document,,,,Notarial documents
Metaphysics,,Metaphysics.,,Metaphysics
