signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link,dsItemID
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 28",manuscript containing Chew psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1475,1499,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Bâtarde,Q397,Chew psalter,Psalter|Chew Psalter,https://catalog.digital-scriptorium.org/entity/Q660|https://catalog.digital-scriptorium.org/entity/Q68751,,Q105355879|Q131863650|Q131863651,Q995265,DS16530,MS 28,MS 28,https://iiif.archive.org/iiif/3/BMC_MS28/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69283,https://openn.library.upenn.edu/Data/0003/html/BMC_MS28.html,https://catalog.digital-scriptorium.org/entity/Q69282
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 29","manuscript containing Chew Breviary, Use of Poitiers",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,,,,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic--textualis quadrata,Q397,"Chew Breviary, Use of Poitiers",Breviary|Chew Breviary,https://catalog.digital-scriptorium.org/entity/Q657|https://catalog.digital-scriptorium.org/entity/Q68752,,Q105355879|Q131863651,Q995265,DS16531,MS 29,MS 29,https://iiif.archive.org/iiif/3/BMC_MS29/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69286,https://openn.library.upenn.edu/Data/0003/html/BMC_MS29.html,https://catalog.digital-scriptorium.org/entity/Q69285
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 30","manuscript containing Havens hours, use uncertain",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,,,,https://catalog.digital-scriptorium.org/entity/Q1114,,,Script: Gothic--textualis semi-quadrata,Q397,"Havens hours, use uncertain",Book of hours|Havens Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68753,,Q131863653|Q15995588|Q131863652,Q995265,DS16532,MS 30,MS 30,https://iiif.archive.org/iiif/3/BMC_MS30/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69289,https://openn.library.upenn.edu/Data/0003/html/BMC_MS30.html,https://catalog.digital-scriptorium.org/entity/Q69288
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 31","manuscript containing Havens Breviary, Franciscan Use",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98|https://catalog.digital-scriptorium.org/entity/Q97,1496,1599,https://catalog.digital-scriptorium.org/entity/Q38266,,,Script: Single-compartment a|Script: Gothic--textualis,Q397,"Havens Breviary, Franciscan Use",Breviary|Havens Breviary,https://catalog.digital-scriptorium.org/entity/Q657|https://catalog.digital-scriptorium.org/entity/Q68754,,Q131863653|Q15995588|Q131863652,Q995265,DS16533,MS 31,MS 31,https://iiif.archive.org/iiif/3/BMC_MS31/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69292,https://openn.library.upenn.edu/Data/0003/html/BMC_MS31.html,https://catalog.digital-scriptorium.org/entity/Q69291
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 37",manuscript containing Castle Liturgical Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1585,1599,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Written by multiple scribes|Script: Gothic -- textualis,Q397,Castle Liturgical Psalter,Psalter|Castle Psalter,https://catalog.digital-scriptorium.org/entity/Q660|https://catalog.digital-scriptorium.org/entity/Q68757,,Q131863645,Q995265,DS16538,MS 37,MS 37,https://iiif.archive.org/iiif/3/BMC_MS37/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69307,https://openn.library.upenn.edu/Data/0003/html/BMC_MS37.html,https://catalog.digital-scriptorium.org/entity/Q69306
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 2",manuscript containing De regimine principum,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1340,1360,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic--textualis,Q397,De regimine principum,De regimine principum,https://catalog.digital-scriptorium.org/entity/Q39992,Q380647,,Q995265,DS16505,MS 2,MS 2,https://iiif.archive.org/iiif/3/BMC_MS2/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69208,https://openn.library.upenn.edu/Data/0003/html/BMC_MS02.html,https://catalog.digital-scriptorium.org/entity/Q69207
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 3",manuscript containing Mariale; De laudibus beatae mariae virginis,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1400,1438,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Secretary|Script: Gothic--cursiva,Q397,Mariale; De laudibus beatae mariae virginis,Mariale|De laudibus beatae Mariae Virginis,https://catalog.digital-scriptorium.org/entity/Q39600|https://catalog.digital-scriptorium.org/entity/Q44086,Q313460|Q60059,,Q995265,DS16506,MS 3,MS 3,https://iiif.archive.org/iiif/3/BMC_MS3/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69211,https://openn.library.upenn.edu/Data/0003/html/BMC_MS03.html,https://catalog.digital-scriptorium.org/entity/Q69210
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 4","manuscript containing Canon medicinae, liber V",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Gothic cursive,Q397,"Canon medicinae, liber V",Canon of Medicine,https://catalog.digital-scriptorium.org/entity/Q2826,Q8011,,Q995265,DS16507,MS 4,MS 4,https://iiif.archive.org/iiif/3/BMC_MS4/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69214,https://openn.library.upenn.edu/Data/0003/html/BMC_MS04.html,https://catalog.digital-scriptorium.org/entity/Q69213
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 5",manuscript containing Commentarius in librum II sententiarum petri lombardi,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q131|https://catalog.digital-scriptorium.org/entity/Q19890,,,Script: Gothic--cursiva,Q397,Commentarius in librum II sententiarum petri lombardi,Commentary on Sentences,https://catalog.digital-scriptorium.org/entity/Q7516,Q43746,,Q995265,DS16508,MS 5,MS 5,https://iiif.archive.org/iiif/3/BMC_MS5/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69217,https://openn.library.upenn.edu/Data/0003/html/BMC_MS05.html,https://catalog.digital-scriptorium.org/entity/Q69216
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 6","manuscript containing Epistolae ad familiares; Rime, Trionfi, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1432,1456,https://catalog.digital-scriptorium.org/entity/Q134|https://catalog.digital-scriptorium.org/entity/Q1299|https://catalog.digital-scriptorium.org/entity/Q2823,,,Script: Scribe: Petrus de Carbonibus|Script: Scribe: Leonardus de Carbonibus|Script: Fere-humanistic script,Q397|Q652|Q35497,"Epistolae ad familiares; Rime, Trionfi, etc.",Rime|Epistolae ad familiares|Triumphs,https://catalog.digital-scriptorium.org/entity/Q6037|https://catalog.digital-scriptorium.org/entity/Q19958|https://catalog.digital-scriptorium.org/entity/Q19996,Q67406296|Q1401|Q1541|Q67405713,,Q995265,DS16509,MS 6,MS 6,https://iiif.archive.org/iiif/3/BMC_MS6/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69220,https://openn.library.upenn.edu/Data/0003/html/BMC_MS06.html,https://catalog.digital-scriptorium.org/entity/Q69219
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 7",manuscript containing Constitutiones clementinae,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1340,1360,https://catalog.digital-scriptorium.org/entity/Q4328|https://catalog.digital-scriptorium.org/entity/Q19904,,,Script: Gothic--rotunda,Q397,Constitutiones clementinae,Clementine Constitutions,https://catalog.digital-scriptorium.org/entity/Q20002,Q131463|Q920858,,Q995265,DS16510,MS 7,MS 7,https://iiif.archive.org/iiif/3/BMC_MS7/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69223,https://openn.library.upenn.edu/Data/0003/html/BMC_MS07.html,https://catalog.digital-scriptorium.org/entity/Q69222
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 9",manuscript containing De evangelica praeparatione,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic,Q397,De evangelica praeparatione,Praeparatio evangelica,https://catalog.digital-scriptorium.org/entity/Q12782,Q142999,,Q995265,DS16512,MS 9,MS 9,https://iiif.archive.org/iiif/3/BMC_MS9/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69229,https://openn.library.upenn.edu/Data/0003/html/BMC_MS09.html,https://catalog.digital-scriptorium.org/entity/Q69228
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 10","manuscript containing Epistolae; Vita s. martini, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q124|https://catalog.digital-scriptorium.org/entity/Q7507,,,Script: Written in a neat free-humanistic script by several scribes,Q397,"Epistolae; Vita s. martini, etc.",Life of Saint Martin|Epistolae,https://catalog.digital-scriptorium.org/entity/Q1443|https://catalog.digital-scriptorium.org/entity/Q7234,Q105570740|Q24013788|Q1241114|Q67841|Q336704,,Q995265,DS16513,MS 10,MS 10,https://iiif.archive.org/iiif/3/BMC_MS10/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69232,https://openn.library.upenn.edu/Data/0003/html/BMC_MS10.html,https://catalog.digital-scriptorium.org/entity/Q69231
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 11",manuscript containing Homeliae decem super extremam partem ezechielis,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1000,1050,https://catalog.digital-scriptorium.org/entity/Q1243|https://catalog.digital-scriptorium.org/entity/Q16426,,,Script: Caroline Minuscule|Script: Gothic--cursiva,Q397,Homeliae decem super extremam partem ezechielis,Homilies on Ezekiel,https://catalog.digital-scriptorium.org/entity/Q1351,Q130604639|Q42827,,Q995265,DS16514,MS 11,MS 11,https://iiif.archive.org/iiif/3/BMC_MS11/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69235,https://openn.library.upenn.edu/Data/0003/html/BMC_MS11.html,https://catalog.digital-scriptorium.org/entity/Q69234
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 12",manuscript containing Homeliae in johannis evangelium,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q123|https://catalog.digital-scriptorium.org/entity/Q134,,,"Script: Scribe: Lambert Leynen (colophon, fol. 260r)|Script: Humanistic",Q397,Homeliae in johannis evangelium,Homeliae in johannis evangelium,https://catalog.digital-scriptorium.org/entity/Q68741,Q43706,,Q995265,DS16515,MS 12,MS 12,https://iiif.archive.org/iiif/3/BMC_MS12/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69238,https://openn.library.upenn.edu/Data/0003/html/BMC_MS12.html,https://catalog.digital-scriptorium.org/entity/Q69237
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 13",manuscript containing Journal de sainct voyage pour visiter le sainct sepulcre,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1507,1525,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q1244,,,Script: Gothic--textualis semi-quadrata,Q1473289|Q397,Journal de sainct voyage pour visiter le sainct sepulcre,Journal de sainct voyage pour visiter le sainct sepulcre,https://catalog.digital-scriptorium.org/entity/Q68742,Q131863643,,Q995265,DS16516,MS 13,MS 13,https://iiif.archive.org/iiif/3/BMC_MS13/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69241,https://openn.library.upenn.edu/Data/0003/html/BMC_MS13.html,https://catalog.digital-scriptorium.org/entity/Q69240
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 14",manuscript containing Antidotarium,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1375,1399,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Gothic--textualis quadrata,Q397,Antidotarium,Antidotarium,https://catalog.digital-scriptorium.org/entity/Q68743,Q16611687,,Q995265,DS16517,MS 14,MS 14,https://iiif.archive.org/iiif/3/BMC_MS14/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69244,https://openn.library.upenn.edu/Data/0003/html/BMC_MS14.html,https://catalog.digital-scriptorium.org/entity/Q69243
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 15",manuscript containing Historiae adversus paganos,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1450,1474,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic,Q397,Historiae adversus paganos,Histories Against the Pagans,https://catalog.digital-scriptorium.org/entity/Q68744,Q311456,,Q995265,DS16518,MS 15,MS 15,https://iiif.archive.org/iiif/3/BMC_MS15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69247,https://openn.library.upenn.edu/Data/0003/html/BMC_MS15.html,https://catalog.digital-scriptorium.org/entity/Q69246
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 16","manuscript containing Treatise on the gods, commentary on Virgil's Aeneid",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1500,1515,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic cursive,Q397,"Treatise on the gods, commentary on Virgil's Aeneid",Commentary on Virgil,https://catalog.digital-scriptorium.org/entity/Q68745,Q16550450,,Q995265,DS16519,MS 16,MS 16,https://iiif.archive.org/iiif/3/BMC_MS16/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69250,https://openn.library.upenn.edu/Data/0003/html/BMC_MS16.html,https://catalog.digital-scriptorium.org/entity/Q69249
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 17","manuscript containing Vita s. martini, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q124|https://catalog.digital-scriptorium.org/entity/Q7507,,,Script: Multiple scribes|Script: Humanistic bookhand,Q397,"Vita s. martini, etc.",Life of Saint Martin,https://catalog.digital-scriptorium.org/entity/Q1443,Q67841|Q336704,,Q995265,DS16520,MS 17,MS 17,https://iiif.archive.org/iiif/3/BMC_MS17/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69253,https://openn.library.upenn.edu/Data/0003/html/BMC_MS17.html,https://catalog.digital-scriptorium.org/entity/Q69252
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 18","manuscript containing Canticum canticorum, with glossa ordinaria",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94,1100,1299,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Secretary|Script: Protogothic|Script: Gothic--cursiva,Q397,"Canticum canticorum, with glossa ordinaria",Song of Solomon,https://catalog.digital-scriptorium.org/entity/Q38389,Q363375|Q23619774|Q67406296|Q3881214|Q44258|Q2054|Q43706|Q317554|Q114242512,,Q995265,DS16521,MS 18,MS 18,https://iiif.archive.org/iiif/3/BMC_MS18/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69256,https://openn.library.upenn.edu/Data/0003/html/BMC_MS18.html,https://catalog.digital-scriptorium.org/entity/Q69255
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 32","manuscript containing Radnor Hours, Use of Rome",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1460,https://catalog.digital-scriptorium.org/entity/Q16418,,,Script: Gothic--textualis,Q397,"Radnor Hours, Use of Rome",Book of hours|Radnor Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68740,,,Q995265,DS16534,MS 32,MS 32,https://iiif.archive.org/iiif/3/BMC_MS32/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69295,https://openn.library.upenn.edu/Data/0003/html/BMC_MS32.html,https://catalog.digital-scriptorium.org/entity/Q69294
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 33","manuscript containing Radnor hours #2, use uncertain",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,,,,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic--textualis semi-quadrata,Q397,"Radnor hours #2, use uncertain",Book of hours|Radnor Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68740,,,Q995265,DS16535,MS 33,MS 33,https://iiif.archive.org/iiif/3/BMC_MS33/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69298,https://openn.library.upenn.edu/Data/0003/html/BMC_MS33.html,https://catalog.digital-scriptorium.org/entity/Q69297
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 40","manuscript containing Oratio in laudem rei publicae venetorum; Vita caroli magni, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q7507,,,"Script: Scribe: Giovanni di Ubaldino deli Stagnesi (Matthew Tischler, Einharts ""Vita Karoli,"" vol. 2, 1484–1496)|Script: Humanistic",Q397,"Oratio in laudem rei publicae venetorum; Vita caroli magni, etc.",Life of Charlemagne|Oratio in laudem rei publicae venetorum,https://catalog.digital-scriptorium.org/entity/Q39868|https://catalog.digital-scriptorium.org/entity/Q68759,Q154526|Q318254|Q154332,,Q995265,DS16540,MS 40,MS 40,https://iiif.archive.org/iiif/3/BMC_MS40/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69313,https://openn.library.upenn.edu/Data/0003/html/BMC_MS40.html,https://catalog.digital-scriptorium.org/entity/Q69312
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 41","manuscript containing Orationes ad nicolaum V, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1450,1460,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic,Q397,"Orationes ad nicolaum V, etc.",Orations,https://catalog.digital-scriptorium.org/entity/Q38343,Q1234681|Q318254|Q314488,,Q995265,DS16541,MS 41,MS 41,https://iiif.archive.org/iiif/3/BMC_MS41/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69316,https://openn.library.upenn.edu/Data/0003/html/BMC_MS41.html,https://catalog.digital-scriptorium.org/entity/Q69315
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 42","manuscript containing Commentarius rerum suo tempore gestarum, oratio heliogabali ad meretrices",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1485,1499,https://catalog.digital-scriptorium.org/entity/Q7507,,,Script: Humanistic,Q397,"Commentarius rerum suo tempore gestarum, oratio heliogabali ad meretrices",Rerum suo tempore gestarum commentarius,https://catalog.digital-scriptorium.org/entity/Q68760,Q314488,,Q995265,DS16542,MS 42,MS 42,https://iiif.archive.org/iiif/3/BMC_MS42/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69319,https://openn.library.upenn.edu/Data/0003/html/BMC_MS42.html,https://catalog.digital-scriptorium.org/entity/Q69318
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 34",manuscript containing Radnor Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,https://catalog.digital-scriptorium.org/entity/Q4333,,,,Q397,Radnor Missal,Missal|Radnor Missal,https://catalog.digital-scriptorium.org/entity/Q662|https://catalog.digital-scriptorium.org/entity/Q68756,,,Q995265,DS16536,MS 34,MS 34,https://iiif.archive.org/iiif/3/BMC_MS34/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69301,https://openn.library.upenn.edu/Data/0003/html/BMC_MS34.html,https://catalog.digital-scriptorium.org/entity/Q69300
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 35",manuscript containing De miseria conditionis humanae,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1450,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Gothic--cursiva,Q397,De miseria conditionis humanae,De miseria condicionis humane,https://catalog.digital-scriptorium.org/entity/Q1451,Q128076,,Q995265,DS16537,MS 35,MS 35,https://iiif.archive.org/iiif/3/BMC_MS35/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69304,https://openn.library.upenn.edu/Data/0003/html/BMC_MS35.html,https://catalog.digital-scriptorium.org/entity/Q69303
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 39",manuscript containing De fide ad gratianum augustum libri quinque,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic cursive,Q397|Q35497,De fide ad gratianum augustum libri quinque,De fide ad gratianum augustum libri quinque,https://catalog.digital-scriptorium.org/entity/Q68758,Q43689,,Q995265,DS16539,MS 39,MS 39,https://iiif.archive.org/iiif/3/BMC_MS39/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69310,https://openn.library.upenn.edu/Data/0003/html/BMC_MS39.html,https://catalog.digital-scriptorium.org/entity/Q69309
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 43","manuscript containing De bello italico adversus gothos, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1485,1499,https://catalog.digital-scriptorium.org/entity/Q7507,,,Script: Humanistic,Q397,"De bello italico adversus gothos, etc.",De bello italico adversus Gothos,https://catalog.digital-scriptorium.org/entity/Q39539,Q314488,,Q995265,DS16543,MS 43,MS 43,https://iiif.archive.org/iiif/3/BMC_MS43/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69322,https://openn.library.upenn.edu/Data/0003/html/BMC_MS43.html,https://catalog.digital-scriptorium.org/entity/Q69321
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 44",manuscript containing Epistolae familiares,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic bookhand|Script: Florentine scribe Giovanni di Piero da Stia (c. 1406-1474),Q397,Epistolae familiares,Epistolae familiares,https://catalog.digital-scriptorium.org/entity/Q20458,Q314488,,Q995265,DS16544,MS 44,MS 44,https://iiif.archive.org/iiif/3/BMC_MS44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69325,https://openn.library.upenn.edu/Data/0003/html/BMC_MS44.html,https://catalog.digital-scriptorium.org/entity/Q69324
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 45",manuscript containing Epistolae familiares,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1426,1450,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic,Q397,Epistolae familiares,Epistolae familiares,https://catalog.digital-scriptorium.org/entity/Q20458,Q314488,,Q995265,DS16545,MS 45,MS 45,https://iiif.archive.org/iiif/3/BMC_MS45/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69328,https://openn.library.upenn.edu/Data/0003/html/BMC_MS45.html,https://catalog.digital-scriptorium.org/entity/Q69327
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 46","manuscript containing De temporibus pauli II, liber V",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1426,1450,https://catalog.digital-scriptorium.org/entity/Q7507,,,Script: Humanistic,Q397,"De temporibus pauli II, liber V",,,Q19515261,,Q995265,DS16546,MS 46,MS 46,https://iiif.archive.org/iiif/3/BMC_MS46/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69331,https://openn.library.upenn.edu/Data/0003/html/BMC_MS46.html,https://catalog.digital-scriptorium.org/entity/Q69330
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 47",manuscript containing De miseria conditionis humanae,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1455,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic,Q397,De miseria conditionis humanae,De miseria condicionis humane,https://catalog.digital-scriptorium.org/entity/Q1451,Q318254,,Q995265,DS16547,MS 47,MS 47,https://iiif.archive.org/iiif/3/BMC_MS47/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69334,https://openn.library.upenn.edu/Data/0003/html/BMC_MS47.html,https://catalog.digital-scriptorium.org/entity/Q69333
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 48","manuscript containing De nobilitate, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written by multiple hands|Script: Humanistic,Q397,"De nobilitate, etc.",,,Q1042297|Q318254|Q1401,,Q995265,DS16548,MS 48,MS 48,https://iiif.archive.org/iiif/3/BMC_MS48/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69337,https://openn.library.upenn.edu/Data/0003/html/BMC_MS48.html,https://catalog.digital-scriptorium.org/entity/Q69336
