title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Bet Elohim,,,,Bet elohim
Betrothal and Marriage Ritual (perhaps from a Missal),,,,Betrothal and marriage ritual
Betta Giubbettari power of attorney,,,,Power of attorney
Bhagavadgītā,भगवद्गीता,Bhagavadgītā,भगवद्गीता,Bhagavadgītā
Bhagavadgītā,भगवद्गीता,Bhagavadgītā,,Bhagavadgītā
Bhagavadgītā,بهگوت-گىتا,Bhagavadgītā,,Bhagavadgītā
Bhagavadgītāmāhātmya,भगवद्गीतामाहात्म्य,Puranas,,Puranas
Bhagavadgītāsaṭīkā,भगवद्गीतासटीका,Bhagavadgītā,भगवद्गीता,Bhagavadgītā
Bhāgavatamahāpurāṇa,भागवतमहापुराण,Puranas,,Puranas
"Bhāgavatamahāpurāṇa, dvitīyaskaṃdha","भागवतमहापुराण, द्वितीयस्कंध",Puranas,,Puranas
Bhāgavatamahāpurāṇa saptamaskandha,भागवतमहापुराण सप्तमस्कन्ध,Puranas,,Puranas
Bhāgavatāntargatapārijātādhyāya,भागवतान्तर्गतपारिजाताध्याय,Puranas,,Puranas
Bhāgavatapurāṇa,بهگوت پوران.,Puranas.,,Puranas
Bhāgavatapurāṇa,بهگوت پوران.,Puranas.,,Puranas
Bhāgavate prathamaskandha,भागवते प्रथमस्कन्ध,Puranas,पुराण,Puranas
Bhairavapraśna,,Praśnabhairava,,Praśnabhairava
Bhairavasahasranāmastotra,,Tantras,,Tantras
Bhaktāmaraprabhava,भक्तामरप्रभव,Bhaktāmarastotra,,Bhaktāmarastotra
Bhālacandrapūjā,भालचन्द्रपूजा,Puranas,,Puranas
Bhaumastotra,भौमस्तोत्र,Puranas,,Puranas
Bhāva,भाव,Jātakālaṅkāra,,Jātakālaṅkāra
Bhavānīsahasranāmastotra,भवानीसहस्रनामकथन,Tantras,,Tantras
Bhāvārthadīpikāyāṃ ṣaṣṭhe skandha,भावार्थदीपिकायां षष्टे स्कन्ध,Puranas,पुराण,Puranas
Bhaviṣyottarapurāṇa,,Puranas,,Puranas
Bhīṣmastavarāja,भीष्मस्तवराज,Mahābhārata,महाभारत,Mahābhārata
Bhīṣmoktastavarāja,भीष्मोक्तस्तवराज,Mahābhārata,महाभारत,Mahābhārata
Bhṛguvallī,भृगुवल्ली,Upanishads,,Upanishads
Bhṛguvalyupaniṣad,भृगुवल्ल्युपनिषद्,Upanishads,,Upanishads
Bhūśuddhi,,Bhūtaśuddhiprāṇapratiṣṭhā,,Bhūtaśuddhiprāṇapratiṣṭhā
Bhūśuddhibhutaśuddhi,,Bhūśuddhibhūtaśuddhi,,Bhūśuddhibhūtaśuddhi
Bhuśuddhibhūtaśuddhiprāṇapratiṣṭhā Antaramātṛkābahimātṛkā,,Bhūtaśuddhiprāṇapratiṣṭhā,,Bhūtaśuddhiprāṇapratiṣṭhā
Bhūtaśuddhi,,Bhūtaśuddhiprāṇapratiṣṭhā,,Bhūtaśuddhiprāṇapratiṣṭhā
Bhūtaśuddhiprāṇapratiṣṭhā Antaramātṛkābahirmātṛkāḥ,,Bhūtaśuddhiprāṇapratiṣṭhā,,Bhūtaśuddhiprāṇapratiṣṭhā
Bhūtaśuddhyādi,,Bhūtaśuddhiprāṇapratiṣṭhā,,Bhūtaśuddhiprāṇapratiṣṭhā
Bhūtaviveka,भूतविवेक,Pañcadaśī,,Pañcadaśī
Bible,,Bible.,,Bible
Bible,,,,Bible
"Bible, Atlantic Bible",,,,Bible
"Bible, Epistles",,,,Bible;Epistles
"Bible, glossed Epistles of Paul",,,,Bible;Epistles
"Bible, glossed Mark",,,,Bible;Gospel of Mark
"Bible, glossed minor prophets; Missal",,,,Bible;Minor prophets;Missal
"Bible, Gospel of John",,,,Bible;Gospel of John
"Bible, Gospels",,,,Bible;Gospels
"Bible, II Kings 13:5 - II Kings 15:10",,,,Bible;Kings
"Bible, Latin (Daniel fragment)",,Bible.,,"Bible, Daniel"
"Bible, Matthew",,,,Bible;Gospel of Matthew
"Bible, Middle English",,Bible.,,Bible
"Bible, N.T",,,,Bible;New Testament
"Bible, N.T.",,,,Bible;New Testament
"Bible, N.T., Acts",,,,Bible;New Testament;Acts
"Bible, N. T., Acts of the Apostles",,,,Bible;New Testament;Acts of the Apostles
"Bible, N.T., Apocrypha",,,,Bible;New Testament;Apocrypha
"Bible, N.T., Epistles of James, Peter, and the First Epistle of John",,,,Bible;New Testament;Epistles
"Bible, N.T., Ezekiel",,,,Bible;New Testament;Ezekiel
"Bible, N. T. , glossed",,,,Bible;New Testament
"Bible, N.T., Gospel of John",,,,Bible;New Testament;Gospel of John
"Bible, N.T., Gospel of Matthew, glossed",,,,Bible;New Testament;Gospel of Matthew
"Bible, N.T., Gospels",,,,Bible;Gospels
"Bible, N.T., John",,,,Bible;New Testament;Gospel of John
"Bible, N.T., Luke",,,,Bible;New Testament;Gospel of Luke
"Bible, N. T., Mark",,,,Bible;New Testament;Gospel of Mark
"Bible, N.T., Numbers",,,,Bible;New Testament;Numbers
"Bible, N.T., Revelations",,,,Bible;New Testament;Revelations
"Bible, N.T., Timothy",,,,Bible;New Testament;Timothy
"Bible, N.T. Gospels",,,,Bible;Gospels
"Bible, New Testament, Middle English",,Bible.,,"Bible, New Testament"
"Bible, O.T",,,,Bible;Old Testament
"Bible, O. T",,,,Bible;Old Testament
"Bible, O.T.",,,,Bible;Old Testament
"Bible, O. T.",,,,Bible;Old Testament
"Bible, O. T., Ecclesiasticus",,,,Bible;Old Testament;Ecclesiasticus
"Bible, O.T., Genesis, glossed",,,,Bible;Old Testament;Genesis
"Bible, O.T., Psalter",,,,Bible;Old Testament;Psalter
"Bible, Tours",,,,Bible
"Bible, with glossa ordinaria",,,,Bible;Glossa ordinaria
Bible; Notes on a church synod,,,,Bible;Notes on a church synod
Bible: Book of Tobit,,,,Bible;Tobit
Bible: Colossians 4 - Thessalonians 1,,,,Bible;Epistles
Bible: Ecclesiastes,,,,Bible;Ecclesiastes
Bible: Ecclesiastes 16:18 - 25:2,,,,Bible;Ecclesiastes
Bible: Esther 16:10 - end; Jerome's Prologue to Esdra; excerpts from I Esdra and II Esdra,,,,Bible
"Bible: Exodus 22:28 - 23:3,11-15",,,,Bible;Exodus
"Bible: Ezra, Chapter 6",,,,Bible;Ezra
"Bible: Ezra 2() - 6:4; Tobias, Prologue 1:1-4, 23",,,,Bible
Bible: Hebrews 1:1-9,,,,Bible;Hebrews;Epistles
Bible: Jeremiah 5:27 - 6:27,,,,Bible;Jeremiah
Bible: Job 35:10-37:21,,,,Bible;Job
Bible: Judith 5:2 - 8:1; Job 1:15 - 6:29,,,,Bible;Judith;Job
Bible: Judith 8:1 - 11:10,,,,Bible;Judith
Bible: Kings III 22:54 - Kings IV 1:3,,,,Bible;Kings
Bible: Luke 15:15-27; 16:19 - 17:2,,,,Bible;Gospel of Luke
Bible: Mark and Prologue to Luke,,,,Bible;Gospel of Mark
Bible: Numbers,,,,Bible;Numbers
Bible: Romans,,,,Bible;Romans;Epistles
Bible. Latin. Vulgate. 12--,,,,Bible
"Bible. New Testament. Gospels, ends imperfectly at John 21:28",,,,Bible;New Testament;Gospels
Bible and Missal,,Bible,,Bible;Missal
Bible Commentary,,,,Bible commentary
Bible Commentary: Rabanus Maurus on Deuteronomy,,,,Bible commentary
"Bible Commentary on the Book of Job, Chapter 10",,,,Bible commentary
"Bible Concordance, Conrad of Halberstadt's",,,,Bible commentary
Bible Concordance: Luc - Lus,,,,Biblical concordance
"Bible cutting, Matthew",,Bible,,Bible
Bible du XIIIe siècle,,,,Bible
Bible historiale,,,,Bible
Bible in mnemonic form,,,,Bible
Bible leaf,,Bible.,,Bible
"Bible leaf, Daniel",,Bible,,Bible
"Bible leaf, Deuteronomy",,Bible,,Bible
"Bible leaf, Ezekiel",,Bible,,Bible
"Bible leaf, Genesis",,Bible,,Bible
"Bible leaf, Tobit",,Bible,,Bible
Bible leaf on uterine vellum,,,,Bible
Bible leaf with historiated initial,,,,Bible
Bible leaf with historiated initial],,,,Bible
Bible pledged at Oxford,,,,Bible
Bible study guide,,,,Bible
Biblia,,Bible.,,Bible
Biblia pauperum,,,,Bible
Biblia pequeña,,,,Bible
Biblia sacra,,,,Bible
Biblia sacra,,Bible.,,Bible
Biblia Sacra Latina,,Bible.,,Bible
"Biblia sacra Latina, liber Prophetarium",,Bible.,,Bible;Prophets
Biblia sacra manuscripta,,Bible.,,Bible
Biblia Veteris et Novi Testamenti,,,,Bible;Old Testament;New Testament
Biblical Commentary,,,,Bible commentary
Biblical commentary,,,,Bible commentary
Biblical commentary on the Old Testament--I Kings - Esther,,,,Bible commentary
"Biblical commentary on the Pentateuch (Exodus, Leviticus, Numbers)",,,,Bible commentary
Biblical genealogies,,,,Bible genealogies
Biblical History,,,,Bible history
Bifolium fragment from a choirbook,,,,Choirbook
Bifolium fragment from Vulgate Bible,,Bible,,Bible
Bifolium from a 15th-century breviary,,,,Breviary
Bifolium from a 15th-century gradual,,,,Gradual
Bifolium from a book of hours,,,,Book of hours
Bifolium from a ca. 15th-century gradual,,,,Gradual
"Bifolium from a copy of the Leggenda di Lazzarro, Marta, e Maddalena",,,,"Leggenda di Lazzarro, Marta, e Maddalena"
Bifolium from a late 15th-century book of hours,,,,Book of hours
Bifolium from Liber completus in iudiciis stellarum,,Bāriʻ fī aḥkām al-nujūm.,,Bāriʻ fī aḥkām al-nujūm
"Bill, 1678, Scotland? for cloth goods supplied by the mercer to William Watts between 6 March 1674 and 26 June 1676; the first payment by bond about 1676 October 10 and the remainder paid by Watts' executors 1678 February 14",,,,Bill
Bill of exchange dispute,,,,Bill of exchange
Bill of sale of land,,,,Bill of sale
Bill of sale of vineyard land,,,,Bill of sale
Bilvaṣoḍaśakastotra,बिल्वषोडशकस्तोत्र,Puranas,,Puranas
Binding fragment,,,,Binding fragment
Binding fragment],,,,Binding fragment
Binding fragment from Glossa ordinaria,,,,Glossa ordinaria;Bible
Binding fragment from Justinian's Corpus Iuris Civilis,,Corpus juris civilis,,Corpus juris civilis
Binding fragment from the Bible of Stephen Harding,,,,Bible;binding fragment
Binding fragment from the Bible of Stephen Harding],,,,Bible;binding fragment
Biography of Petrarch,,,,Biography of Petrarch
Biography of Petrarch; Glosse de libris meteororum (Gloss on the Book of Meteors); Glosse de libris meteororum IV (Gloss on the Book of Meteors IV),,,,Miscellany
Bishop,,,,Illuminated initial
Bishop kneeling in prayer,,,,Miniature
Bishop of Osma legal instrument,,,,Legal documents
Bishop Pietro Flores document,,,,Ecclesiastical document
Bisnu Purān,بسن پران.,Puranas.,,Puranas
Bisnu Purān,بسن پران.,Puranas.,,Puranas
Bīst bāb dar ʻilm-i usṭurlāb,بىست باب در علم اسطرلاب.,,,Treatise on astrolabes
Blancandin et l'Orgueilleuse d'Amour,,Blancandin.,,Blancandin
Blickling Homilies,,,,Blickling Homilies
Bo'an xian sheng wen ji,泊菴先生文集 :,,,Bo'an xian sheng wen ji
Bodhāyanayājamānyaprayoga,बोधायनयाजमान्यप्रयोग,Vedas,,Vedas
Bohun Bible,,,,Bible
"Bond, 1542 June 20, entered into by Edward Shelley of Worminghurst, Sussex, and Thomas Shelley, son of Sir William Shelley",,,,Bond
Bonum universale de apibus,,,,Bonum universale de apibus
Booke of good condicions,,Livre de bonnes moeurs,,Livre de bonnes moeurs
"Book in Arabic on calendars, planets and astrology",,,,"Book on calendars, planets and astrology"
"Book in Arabic on calendars, planets and astrology.",,,,"Book on calendars, planets and astrology"
Book mark,,,,Book mark
Book of deeds to various territorial acquisitions,,,,Deed
"Book of heraldry including the history and pedigree of the Tichborne family and several others, compiled in 1623 by John Philpot (circa 1589-1645), Rouge Dragon Pursuivant, continued by Henry St. George, Clarenceux King of Arms to 1686, and by Ralph Bigland, Somerset Herald to 1759",,,,Heraldry
Book of Hours,,,,Book of hours
Book of hours,,Book of hours (Manuscript Kenneth Spencer Research Library. MS A16),,Book of hours
Book of hours,,,,Book of hours
Book of hours,,Book of hours (Manuscript Kenneth Spencer Research Library. MS 9/1:A15),,Book of hours
Book of hours,,Book of hours (Manuscript Kenneth Spencer Research Library. MS A6),,Book of hours
Book of hours,,Book of hours (Manuscript. Kenneth Spencer Research Library. MS 18E:1),,Book of hours
Book of hours,,Book of hours (Manuscript Kenneth Spencer Research Library. MS A10),,Book of hours
"Book of Hours, excerpt Hours of the Cross",,,,Book of hours
"Book of Hours, fragment",,,,Book of hours
"Book of Hours, in Dutch",,,,Book of hours
"Book of Hours, in Dutch",,Book of hours,,Book of hours
"Book of Hours, in Latin and French (printed)",,,,Book of hours
"Book of Hours, Psalms from Hours of the Virgin",,,,Book of hours;Psalter
"Book of Hours, Sarum and Utrecht uses, adapted for York use",,,,Book of hours
"Book of Hours, Sarum use",,"Book of hours (Diocese of Salisbury, England)",,Book of hours
"Book of Hours, undetermined use",,,,Book of hours
"Book of Hours, use of Amiens",,,,Book of hours
"Book of Hours, Use of Besançon",,,,Book of hours
"Book of Hours, Use of Besançon?",,,,Book of hours
"Book of Hours, use of Besançon[?",,,,Book of hours
"Book of Hours, use of Bescançon",,,,Book of hours
"Book of Hours, Use of Bourges",,,,Book of hours
"Book of Hours, use of Bourges",,,,Book of hours
"Book of Hours, Use of Châlons",,,,Book of hours
"Book of Hours, use of Châlons-sur-Marne",,,,Book of hours
"Book of Hours, use of Chartres",,,,Book of hours
"Book of Hours, Use of Coutances",,,,Book of hours
"Book of Hours, use of Dol",,,,Book of hours
"Book of Hours, use of Evreux",,,,Book of hours
"Book of Hours, use of Langres",,,,Book of hours
"Book of Hours, use of Paris",,,,Book of hours
"Book of hours, use of Paris, in French",,,,Book of hours
"Book of hours, use of Paris; known as the Belleville hours",,,,Book of hours
"Book of Hours, use of Paris[?",,,,Book of hours
"Book of hours, use of Paris[?",,,,Book of hours
"Book of Hours, use of Poitiers",,,,Book of hours
"Book of Hours, use of Rennes",,,,Book of hours
"Book of Hours, use of Rome",,,,Book of hours
"Book of Hours, use of Rome, and a Prayerbook",,Book of hours (Usus Romanus),,Book of hours
"Book of Hours, Use of Rome, Heures Mixtes",,,,Book of hours
"Book of Hours, use of Rome; Litany and Prayers",,,,Book of hours;Litany;Prayers
"Book of hours, use of Rouen",,,,Book of hours
"Book of hours, use of Sarum",,,,Book of hours
"Book of Hours, use of Sarum, in Latin, English, and Czech (the ""Felbrigg Hours"")",,Book of hours,,Book of hours
"Book of Hours, use of Sarum, in Latin with English additions",,,,Book of hours
"Book of Hours, Use of Sarum (""The John Browne Hours"")",,,,Book of hours;John Brown Hours
"Book of Hours, use of Sens[?",,,,Book of hours
"Book of Hours, Use of Soissons",,,,Book of hours
"Book of Hours, Use of Soissons?",,,,Book of hours
"Book of Hours, use of St. Quentin",,,,Book of hours
"Book of Hours, use of the congregation of Windesheim",,,,Book of hours
"Book of Hours, use of Tours",,,,Book of hours
"Book of Hours, Use of Troyes",,,,Book of hours
"Book of Hours, Use of Utrecht",,,,Book of hours
"Book of Hours, Use of Utrecht; Scenes from the Life of Christ",,,,Book of hours;Scenes from the life of Christ
Book of Hours; Miniature,,,,Book of hours
Book of Hours; Use of Rome,,,,Book of hours
Book of Hours; Use of Rouen,,,,Book of hours
"Book of Hours: Penitential Psalms 31, 50",,,,Book of hours
Book of Hours: selected leaves,,,,Book of hours
Book of Hours (Bifolium),,,,Book of hours
Book of Hours (in French),,,,Book of hours
Book of hours (Manuscript Kenneth Spencer Research Library. MS 9/1:C4),,,,Book of hours
Book of hours (Smith College Ms. 254),,,,Book of hours
Book of hours (Smith College Ms. 255),,,,Book of hours
Book of hours (Smith College Ms. 274),,,,Book of hours
Book of hours (Smith College Ms. 288 ),,,,Book of hours
Book of hours (Smith College Ms.  288 ),,,,Book of hours
Book of Hours (Use of Dol.),,,,Book of hours
Book of hours (Use of Paris),,,,Book of hours
Book of hours (Use of Rouen),,,,Book of hours
Book of Hours and Psalter,,,,Book of hours;Psalter
Book of hours bifolium,,,,Book of hours
Book of Hours by the Master of the Dark Eyes,,,,Book of hours
Book of hours calendar leaf,,,,Book of hours
Book of Hours for Sarum Use,,,,Book of hours
Book of hours fragment,,,,Book of hours
Book of hours leaf,,,,Book of hours
Book of Hours or Psalter,,,,Book of hours;Psalter
Book of John Mandeville,,Itinerarium,,Itinerarium
Book of privileges of Columbus,,,,Book of privileges
Book of the Dead,,,,Book of the Dead
"Book of the Gospels, incomplete",,Bible.,,Bible;Gospels
Book of vices and virtues,,Somme le Roi,,Somme le Roi
Book on the configuration of the orb,,,,Book on the configuration of the orb
Books III-V of al-Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Books III-V of al-Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Books II-V of al-Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Books II-V of al-Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Border detail fragment,,,,Illuminated initial
Border Fragment,,,,Border fragment
Boundary dispute,,,,Dispute
Bracton's De legibus et consuetudinibus Angliae and several leaves of Statutes,,De legibus et consuetudinibus Angliae,,De legibus et consuetudinibus Angliae
Brahmagītā,ब्रह्मगीता,Puranas,,Puranas
Brāhmaṇa,ब्राह्मण,Brahmanas,,Brahmanas
Brahmānanda,ब्रह्मानन्द,Pañcadaśī,,Pañcadaśī
Brahmānandayogānanda,ब्रह्मानन्दयोगानन्द,Pañcadaśī,,Pañcadaśī
Brahmayāmale ahībalacakra,ब्रह्मयामले अहीबलचक्र,Tantras,,Tantras
Brancacci family documents,,,,Family documents
Breve dell'Arte degli Albergatori in Siena,,,,Breve dell'Arte degli Albergatori
Breviary,,,,Breviary
"Breviary, 17th Sunday after Pentecost and the following four days",,,,Breviary
"Breviary, 1st-2nd Sunday of Advent",,,,Breviary
"Breviary, 3rd Sunday of November and 20th day after Pentecost",,,,Breviary
"Breviary, after the 1st Sunday in Lent and Ember Saturday, with neumes",,,,Breviary
"Breviary, Aug. 6-7",,,,Breviary
"Breviary, Cistercian use",,,,Breviary
"Breviary, Feast of Saint Lawrence, Aug. 10",,,,Breviary
"Breviary, for Dominican use",,,,Breviary
"Breviary, for Dominican use",,Breviary (Dominican),,Breviary
"Breviary, noted",,,,Breviary
"Breviary, Octave of the Epiphany (Jan. 13), with commemoration of Saints Remigius and Hilary",,,,Breviary
"Breviary, Psalter",,,,Breviary;Psalter
"Breviary, Saint Michael the Archangel, Sept. 29",,,,Breviary
"Breviary, Susanna, Aug. 11",,,,Breviary
"Breviary, temporale, without calendar",,,,Breviary
"Breviary, use of Autun",,,,Breviary
"Breviary, Use of Ghent",,,,Breviary
"Breviary, use of Sarum",,,,Breviary
"Breviary, Visitation, July 2nd",,,,Breviary
"Breviary, with neumes",,,,Breviary
Breviary (April-November),,,,Breviary
"Breviary (non-Roman), Saints Firminus, Cyprian and Justina, Cosmas and Damian, Sept. 26-27",,,,Breviary
"Breviary (not Roman), Saints Cornelius and Cyprian, Saint Ursula and Companions, Sept. 16 and Oct. 21",,,,Breviary
Breviary (or Psalter),,,,Breviary;Psalter
Breviary collages,,,,Breviary
Breviary for Augustinian use,,,,Breviary
Breviary for Day Offices,,Breviary (Dominican),,Breviary
Breviary fragment,,Breviary,,Breviary
Breviary fragments,,,,Breviary
Breviary fragments,,Breviary (Salisbury),,Breviary
Breviary leaf,,,,Breviary
Breviary leaves,,Breviary,,Breviary
Breviary of Elisabeth von Walmden,,,,Breviary
Breviary or Sequentiary,,,,Breviary;Sequentiary
Bṛhadāraṇyakopaniṣad,बृहदारण्यकोपनिषद्,Upanishads,,Upanishads
Br̥hadāraṇyakopaniṣad,बृहदारण्यकोपनिषद्,Upanishads,,Upanishads
Bṛhannāradīyapurāṇa,बृहन्नारदीयपुराण,Puranas,,Puranas
Brief chronicle of French rulers and other works,,,,Chronicle
British dyer's account book,,,,Account book
Britton,,,,Britton
Bruno Burelli power of attorney,,,,Power of attorney
Brut Chronicle,,,,Chronicle
"Brut Chronicle, in English",,Chronicles of England,,Brut Chronicle
"Brut chronicle, in English",,Chronicles of England,,Brut Chronicle
Buch von den probierten Künsten,,,,Buch von den probierten Künsten
Buch von den probierten Künsten,,,,Buch von den probierten Künsten
Buch von den probierten Kü̈̈nsten,,,,Buch von den probierten Künsten
Buch von den probierten Kü̈̈nsten,,,,Buch von den probierten Künsten
Bucolica,,Works.,,Bucolics
Bucolica,,,,Bucolics
Bucolics,,,,Bucolics
Budhāṣṭamīvrata,बुधाष्टमीव्रत,Puranas,,Puranas
Budhāṣṭamīvratapūjākathā,बुधाष्टमीव्रतपूजाकथा,Puranas,,Puranas
Bughyat al-ṭullāb fī sharḥ Munyat al-ḥussāb,بغية الطلاب في شرح منية الحساب.,Bughyat al-ṭullāb ʻalá Munyat al-ḥussāb,بغية الطلاب على منية الحساب,Bughyat al-ṭullāb ʻalá Munyat al-ḥussāb
Bullae Sanctorum Pontificum,,,,Bull
Bulla Leonis X cum insertis Eugenii in Concilio Florentino,,,,Bull
Bullarium Augustinianum,,,,Bull
"Bull of Innocent VIII, 1405",,,,Bull
Bull of Pope Martin V,,,,Papal bull
Bull of Pope Sixtus IV,,Literae de gratia (6 Aug. 1484),,Papal bull
Buonanno de' Malecarni power of attorney,,,,Power of attorney
Būstān,[بوستان],,,Būstān
Būstān.,[بوستان],,,Būstān
Būstān. Pandnāmah,بوستان. )ندنامه.,,,Būstān
Būstān. Pandnāmah],بوستان. )ندنامه.,,,Būstān
Cacciacomes family conditions for peace,,,,Conditions for peace
Caius Plinius secundus de Morte Valerii M,,,,De morte Valerii Martialis
Caius Plinius secundus de Morte Valerii M.,,,,De morte Valerii Martialis
Calendar,,,,Calendar
"Calendar, July-October",,,,Calendar
Calendar for year 1064 AH,,,,Calendar
Calendar from a book of hours,,Book of hours,,Calendar;Book of hours
Calendarium and ephemerides,,,,Calendarium;Ephemerides
Calendar leaf from a book of hours or breviary,,,,Calendar
Calendar table,,,,Calendar
Calligraphic manual,,,,Calligraphy
Calligraphy samples in Persian,,,,Calligraphy samples in Persian
Calligraphy samples in Persian],,,,Calligraphy samples in Persian
Camera Apostolica document,,,,Ecclesiastical document
Camera della Biccherna legal document,,,,Legal documents
Camera della Biccherna license,,,,License
Campubhārata,चम्पुभारत,Bhāratacampū,,Bhāratacampū
Cāṇakyarājanīti,चाणक्यराजनीति,Cāṇakyanīti,,Cāṇakyanīti
Cāṇakyarājanītiśāstra,चाणक्यराजनीतिशास्त्र,Cāṇakyanīti,,Cāṇakyanīti
Caṇḍipāṭhakrama,,Tantras,,Tantras
Caṇḍīpāṭhakrama,,Tantras,,Tantras
Canones vel operationes in operando quadrante,,,,Canones vel operationes in operando quadrante
Canonical Epistles,,,,Epistles
Canon law,,,,Canon law
Canon Law: 'De Iure Iurando' and Concerning Emperor Henry by a Pope,,,,De lure lurando;Concerning emperor Henry by a pope
Canon Law: De Religiosis,,,,De religiosis
Canon Law: Excerpts from the Decretals,,,,Decretals
Canon Law: Treatise on Matrimony,,,,Canon law;Treatise on marriage
Canon law (?),,,,Canon law
Canon law collection,,,,Canon law
Canon Law Commentary,,,,Commentary on canon law
"Canon Law Commentary, Chapters 7-8 (examination of candidates for ordination)",,,,Commentary on canon law
Canon law miscellany,,,,Canon law
Canon law summa,,,,Canon law
Canon law text,,,,Canon law
Canon Law Treatise,,,,Treatise on canon law
Canon super almanach; De 12 signis et eorum naturis in generali,,,,Canon super almanach;De 12 signis et eorum naturis in generali
Canonziere,,,,Canzoniere
"Canterbury Tales, two fragments (Manly and Rickert Ph1)",,,,Canterbury Tales
Canterbury tales; manuscript,,,,Canterbury Tales
Canzoniere,,,,Canzoniere
Capitolario de le parte et ordeni del officio di magistri signori tre savii areveder le raxon dela Illustrissima Signoria per conto del cancello de le 30 e 40 per cento,,,,Capitolario de le parte et ordeni del officio di magistri signori
"Capitoli, esentioni, et privilegii delli huomini et commune di Montedoglio ... dalli gran duchi di Toscana confirmati",,,,"Capitoli, esentioni, et privilegii"
"Capitoli della Compagnia della gloriosa Vergine Maria, et di Santo Egidio advocati et protectori delli huominj del Castello di Romena, nuovamente fatti et ordinati per gli prudenti huomini, cioè Francesco di San Giovanni, priore di dicta Compagnia, Bidoro d'Antonio, Camarlingo in essa ... etc. /",,,,Capitoli della compagnia della gloriosa vergine maria
"Capitoli della Compagnia della gloriosa Vergine Maria, et di Santo Egidio advocati et protectori delli huominj del Castello di Romena, nuovamente fatti et ordinati per gli prudenti huomini, cioè Francesco di San Giovanni, priore di dicta Compagnia, Bidoro d'Antonio, Camarlingo in essa ... etc. /",,,,Capitoli della compagnia della gloriosa vergine maria
Capitoli della Scuola di Purificatone della Vergine e di Sancto Zenobiot,,,,Capitoli della Scuola di Purificazione della Vergine e di Santo Zenobio
Capitoli e ordinamenti 1354,,,,Statutes
Capitoli e ordinamenti 1422,,,,Statutes
Capitula Mirabelle,,,,Capitula mirabelle
Cardigan Chaucer manuscript (Manly and Rickert Cn),,,,Chaucer
Cardinal Philippus record of sale,,,,Record of sale
Cardinal Pietro Lodovico Borgia license,,,,License
Carlo de Piccolomini land petitions,,,,Petition
Carmen in honorem Beatae Mariae Virginis,,,,Carmen in honorem beatae mariae virginis
Carmen paschale,,Paschale carmen,,Paschale carmen
Carmen saeculare,,,,Carmen saeculare
"Carmina, De Arte Poetica, Epodon, Epistolae, Sermones, with gloss of Pseudo-Acron and Vita Horatii",,,,Miscellany
Carmine alla Beata Vergine Maria,,,,Carmine alla Beata Vergine Maria
Carolingian liturgical manuscript fragment,,,,Liturgical fragment
Carolingian liturgical manuscript fragment],,,,Liturgical fragment
Carretto family papers,,,,Family documents
"Carta ejecutoria, 1534 August 13, Valladolid or Medina del Campo? settling a dispute between the villa de Hojacastro =Ojacastro? and the villa de Redizilla =Redicilla? by confirming the rights of passage and pasturage of livestock",,,,Charter
"Carta ejecutoria, Sancho de Almazán and Juan de la Cámara vs. the Town Council of Arenas",,,,Carta ejecutoria
"Carta ejecutoria, Sancho de Almazán and Juan de la Cámara vs. the Town Council of Arenas",,,,Carta ejecutoria
Carta ejecutoria concerning land in the Villa de Montanches,,,,Charter
"Carta ejecutoria de hidalguia, 1517 July 20, in favor of Rodrigo de Oviedo",,,,Carta ejecutoria
"Carta ejecutoria de Hidalguia granted in favor of Diego de Alarcón Quintana de la Villa de la Torre and his sons, unnamed",,,,Carta executoria de hidalguia
Carta executoria,,,,Carta executoria
"Carta executoria, in favor of Juan de Londono",,,,Carta executoria
"Carta executoria, in favor of Luís and Andrés Ordóñez",,,,Carta executoria
Carta executoria a pedimiento de Alonso Mendez de Parada,,,,Carta executoria
Carta executoria de hidalguia a pedimiento,,,,Carta executoria de hidalguia
"Carta executoria de hidalguia a pedimiento de Rrodrigo Calera, vezino de Villarrobledo",,,,Carta executoria de hidalguia
Carta pisana; Sententiae (Sentences),,,,Carta pisana;Sententiae
Cartas nupciales,,,,Letters
Cartolarii /,,,,Cartulary
Cartulary,,,,Cartulary
Cartulary of Battle Abbey,,,,Cartulary
Cartulary of the office of sacristan of Battle Abbey,,,,Cartulary
Catalonian legal document,,,,Legal document
Catalonian legal document. sale of land,,,,Legal document
Caterina Buonaventura power of attorney,,,,Power of attorney
Catholicon,,,,Catholicon
Catholicon of Johannes Balbus,,,,Catholicon
"Cato, Distichs, in English",,Catonis disticha,,Catonis disticha
Cato maior vel de senectute,,,,Cato maior
Cato maior vel de senectute Paradoxa,,,,Cato maior;Paradoxa
Cāturmāsyamāhātmya,चातुर्मास्यमाहात्म्य,Puranas,,Puranas
