genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Excerpts,lcgft,,,,,Excerpts,http://id.worldcat.org/fast/1692837,Q3547
pen and ink drawings,aat,http://vocab.getty.edu/aat/300404676,pen and ink drawings,http://vocab.getty.edu/aat/300404676,Q110656,,,
tuǧras,aat,http://vocab.getty.edu/aat/300310091,,,,tuǧras,http://vocab.getty.edu/aat/300310091,Q11262
Hymns,lcgft,,,,,Hymns,http://id.worldcat.org/fast/1423701,Q6878
"Manuscripts, German--16th century",,,,,,"Manuscripts, German;Sixteenth century",http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/1119851,Q142;Q335
"Manuscripts, Japanese--18th century",local,,"Manuscripts, Japanese;Eighteenth century",http://id.worldcat.org/fast/1008381;http://id.worldcat.org/fast/904058,Q38991;Q3024,,,
"Manuscripts, Digital",local,,,,,,,
herbals (reference sources),aat,http://vocab.getty.edu/aat/300185352,,,,herbals (reference sources),http://vocab.getty.edu/aat/300185352,Q226
folded books,aat,http://vocab.getty.edu/aat/300200572,folded books,http://vocab.getty.edu/aat/300200572,Q76587,,,
"Manuscripts, Thai",lcsh,,,,,"Manuscripts, Thai",http://id.worldcat.org/fast/1008516,Q27118
"Manuscripts, Pali",lcsh,,,,,"Manuscripts, Pali",http://id.worldcat.org/fast/1008460,Q27278
"Manuscripts, Burmese",lcsh,,"Manuscripts, Burmese",http://id.worldcat.org/fast/1008305,Q76559,,,
Manuscripts,lcsh,,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
Statutes and codes,lcgft,,,,,Statutes and codes,http://id.worldcat.org/fast/1774314,Q66720
genealogies (histories),aat,http://vocab.getty.edu/aat/300027015,,,,genealogies (histories),http://vocab.getty.edu/aat/300027015,Q141
"Manuscripts, Urdu",lcsh,,,,,"Manuscripts, Urdu",http://id.worldcat.org/fast/1008525,Q48717
reading lists,aat,http://vocab.getty.edu/aat/300027166,,,,reading lists,http://vocab.getty.edu/aat/300027166,Q4325
"Manuscripts, Sanskrit--20th century",local,,"Manuscripts, Sanskrit;Twentieth century",http://id.worldcat.org/fast/1008482;http://id.worldcat.org/fast/1159810,Q26663;Q5942,,,
Manuscripts--India--20th century,local,,Manuscripts;India;Twentieth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1159810,Q331;Q26595;Q5942,,,
