subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
Fever--Treatment--Early works to 1800.,0,a--x--v,,Fever--Treatment;Early works,http://id.worldcat.org/fast/923533;http://id.worldcat.org/fast/1411636,Q11491;Q300
Ficus religiosa--Religious aspects--Hinduism,fast,a--x--x,http://id.worldcat.org/fast/2005536,Ficus religiosa--Religious aspects--Hinduism,http://id.worldcat.org/fast/2005536,Q26597
Ficus religiosa--Religious aspects--Hinduism,0,a--x--x,http://id.loc.gov/authorities/subjects/sh2019003342,Ficus religiosa--Religious aspects--Hinduism,http://id.worldcat.org/fast/2005536,Q26597
Ficus religiosa--Religious aspects--Hinduism--Early works to 1800,0,a--x--x--v,,Ficus religiosa--Religious aspects--Hinduism;Early works,http://id.worldcat.org/fast/2005536;http://id.worldcat.org/fast/1411636,Q26597;Q300
Fiefs,fast,a,http://id.worldcat.org/fast/923815,Fiefs,http://id.worldcat.org/fast/923815,Q4964
Fiefs.,fast,a,http://id.worldcat.org/fast/923815,Fiefs,http://id.worldcat.org/fast/923815,Q4964
Fiefs--France,0,a--z,,Fiefs;France,http://id.worldcat.org/fast/923815;http://id.worldcat.org/fast/1204289,Q4964;Q152
Fiefs--France.,0,a--z,,Fiefs;France,http://id.worldcat.org/fast/923815;http://id.worldcat.org/fast/1204289,Q4964;Q152
Fiefs--France--Taillepied--Early works to 1800,0,a--z--z--v,,Fiefs;France;Early works,http://id.worldcat.org/fast/923815;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q4964;Q152;Q300
Fiefs--Italy,0,a--z,,Fiefs;Italy,http://id.worldcat.org/fast/923815;http://id.worldcat.org/fast/1204565,Q4964;Q249
Fiefs--Italy.,0,a--z,,Fiefs;Italy,http://id.worldcat.org/fast/923815;http://id.worldcat.org/fast/1204565,Q4964;Q249
Fiesole (Italy)--History,0,a--x,,Italy--Fiesole;History,http://id.worldcat.org/fast/1207345;http://id.worldcat.org/fast/958235,Q8115;Q6879
Fiesole (Italy)--History.,0,a--x,,Italy--Fiesole;History,http://id.worldcat.org/fast/1207345;http://id.worldcat.org/fast/958235,Q8115;Q6879
Fièvre typhoïde--Traitement--Sri Lanka--Ouvrages avant 1800,6,a--x--z--v,,Typhoid fever--Treatment;Sri Lanka;Early works,http://id.worldcat.org/fast/1160048;http://id.worldcat.org/fast/1208730;http://id.worldcat.org/fast/1411636,Q48331;Q27425;Q300
Fifteenth century,ds-subject,,,Fifteenth century,http://id.worldcat.org/fast/923962,Q154
Fig--Religious aspects--Hinduism,fast,a--x--x,http://id.worldcat.org/fast/2005537,Fig--Religious aspects--Hinduism,http://id.worldcat.org/fast/2005537,Q26645
Fig--Religious aspects--Hinduism,0,a--x--x,http://id.loc.gov/authorities/subjects/sh2019003343,Fig--Religious aspects--Hinduism,http://id.worldcat.org/fast/2005537,Q26645
Files (Records),fast,a,http://id.worldcat.org/fast/fst00924153,Files (Records),http://id.worldcat.org/fast/924153,Q68058
Files (Records)--Netherlands--Middelburg,0,a--z--z,,Files (Records);Netherlands--Middelburg,http://id.worldcat.org/fast/924153;http://id.worldcat.org/fast/1212656,Q68058;Q68057
Filipinos--History--16th century--Sources,0,a--x--y--v,,Filipinos;History;Sixteenth century;Sources,http://id.worldcat.org/fast/924213;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q66946;Q6879;Q335;Q2769
Filles--Japon--Morale pratique--1600-1868 (Époque d'Edo),6,a--z--x--y,,Girls--Conduct of life;Japan;1600-1868,http://id.worldcat.org/fast/942873;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1355642,Q68066;Q12622;Q12634
Finale Ligure (Italy)--History,0,a--x,,Italy--Finale Ligure;History,http://id.worldcat.org/fast/1218149;http://id.worldcat.org/fast/958235,Q7977;Q6879
Finale Ligure (Italy)--History.,0,a--x,,Italy--Finale Ligure;History,http://id.worldcat.org/fast/1218149;http://id.worldcat.org/fast/958235,Q7977;Q6879
Finance,fast,a,http://id.worldcat.org/fast/924349,Finance,http://id.worldcat.org/fast/924349,Q5469
"Finance, Public (Islamic law)--Early works to 1800",0,a--v,,"Finance, Public (Islamic law);Early works",http://id.worldcat.org/fast/924604;http://id.worldcat.org/fast/1411636,Q63794;Q300
"Finance, Public--France--Normandy--Early works to 1800",0,a--z--z--v,,"Finance, Public;France--Normandy;Early works",http://id.worldcat.org/fast/924477;http://id.worldcat.org/fast/1210709;http://id.worldcat.org/fast/1411636,Q38908;Q4153;Q300
"Finance, Public--Law and legislation--Turkey--Early works to 1800",0,a--x--z--v,,"Finance, Public--Law and legislation;Turkey;Early works",http://id.worldcat.org/fast/924552;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q27117;Q4294;Q300
"Finance, Public--Peru--History--16th century--Sources",0,a--z--x--y--v,,"Finance, Public;Peru;History;Sixteenth century;Sources",http://id.worldcat.org/fast/924477;http://id.worldcat.org/fast/1205190;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q38908;Q39038;Q6879;Q335;Q2769
"Finance, Public--Turkey--Early works to 1800",0,a--z--v,,"Finance, Public;Turkey;Early works",http://id.worldcat.org/fast/924477;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q38908;Q4294;Q300
Finance.,fast,a,http://id.worldcat.org/fast/924349,Finance,http://id.worldcat.org/fast/924349,Q5469
Finance (Islamic law)--Early works to 1800,0,a--v,,Finance (Islamic law);Early works,http://id.worldcat.org/fast/924432;http://id.worldcat.org/fast/1411636,Q11174;Q300
Finance (Islamic law)--Early works to 1800.,0,a--v,,Finance (Islamic law);Early works,http://id.worldcat.org/fast/924432;http://id.worldcat.org/fast/1411636,Q11174;Q300
Finance--Italy--Early works to 1800,0,a--z--v,,Finance;Italy;Early works,http://id.worldcat.org/fast/924349;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q5469;Q249;Q300
Finance--Italy--Early works to 1800.,0,a--z--v,,Finance;Italy;Early works,http://id.worldcat.org/fast/924349;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q5469;Q249;Q300
Finance--Spain--Early works to 1800,0,a--z--v,,Finance;Spain;Early works,http://id.worldcat.org/fast/924349;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q5469;Q343;Q300
Finance--Spain--Early works to 1800.,0,a--z--v,,Finance;Spain;Early works,http://id.worldcat.org/fast/924349;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q5469;Q343;Q300
Financial records,openn-keywords,,,financial records,http://vocab.getty.edu/aat/300027473,Q4167
Financial records,openn-subjects,,,financial records,http://vocab.getty.edu/aat/300027473,Q4167
Fingernails--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,Fingernails;Islam;Early works,http://id.worldcat.org/fast/924855;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q64201;Q3549;Q300
Fire--Religious aspects--Hinduism,0,a--x--x,http://id.loc.gov/authorities/subjects/sh85048454,Fire--Religious aspects--Hinduism,http://id.worldcat.org/fast/925190,Q27047
Fire--Religious aspects--Hinduism,fast,a--x--x,http://id.worldcat.org/fast/925190,Fire--Religious aspects--Hinduism,http://id.worldcat.org/fast/925190,Q27047
Fireworks,fast,a,http://id.worldcat.org/fast/1198494,Fireworks,http://id.worldcat.org/fast/1198494,Q4982
Fireworks.,fast,a,http://id.worldcat.org/fast/1198494,Fireworks,http://id.worldcat.org/fast/1198494,Q4982
Fireworks--Early works to 1800,0,a--v,,Fireworks;Early works,http://id.worldcat.org/fast/1198494;http://id.worldcat.org/fast/1411636,Q4982;Q300
Fireworks--Early works to 1800.,0,a--v,,Fireworks;Early works,http://id.worldcat.org/fast/1198494;http://id.worldcat.org/fast/1411636,Q4982;Q300
Fireworks--Manuscripts,0,a--v,,Fireworks;Manuscripts,http://id.worldcat.org/fast/1198494;http://id.worldcat.org/fast/1424060,Q4982;Q331
Firmans,0,a,(uri) http://id.loc.gov/authorities/subjects/sh2005006135,Firmans,http://id.worldcat.org/fast/1739246,Q8127
Firmans,fast,a,(OCoLC)fst01739246--(uri) http://id.loc.gov/authorities/subjects/sh2005006135,Firmans,http://id.worldcat.org/fast/1739246,Q8127
Fishes,fast,a,http://id.worldcat.org/fast/926361,Fishes,http://id.worldcat.org/fast/926361,Q76453
Fishes--Purchasing,fast,a--x,http://id.worldcat.org/fast/926586,Fishes--Purchasing,http://id.worldcat.org/fast/926586,Q76439
Fishes--Purchasing--Early works to 1800,0,a--x--v,,Fishes--Purchasing;Early works,http://id.worldcat.org/fast/926586;http://id.worldcat.org/fast/1411636,Q76439;Q300
Fishing--Early works to 1800,0,a--v,,Fishing;Early works,http://id.worldcat.org/fast/926650;http://id.worldcat.org/fast/1411636,Q38909;Q300
Fish ponds--Early works to 1800,0,a--v,,Fish ponds;Early works,http://id.worldcat.org/fast/925925;http://id.worldcat.org/fast/1411636,Q38910;Q300
Flags,fast,a,http://id.worldcat.org/fast/926942,Flags,http://id.worldcat.org/fast/926942,Q27153
Flags--Religious aspects--Hinduism,0,a--x--x,,Flags;Hinduism,http://id.worldcat.org/fast/926942;http://id.worldcat.org/fast/957121,Q27153;Q27213
Flanders,openn-keywords,,,Europe--Flanders,http://id.worldcat.org/fast/1245991,Q4193
Flanders,0,a,http://id.loc.gov/authorities/subjects/sh85048993,Europe--Flanders,http://id.worldcat.org/fast/1245991,Q4193
Flanders.,0,a,http://id.loc.gov/authorities/subjects/sh85048993,Europe--Flanders,http://id.worldcat.org/fast/1245991,Q4193
Flanders (Belgium),0,a,,Belgium--Flanders,http://id.worldcat.org/fast/1228041,Q26763
Flanders--History,0,a--x,,Europe--Flanders;History,http://id.worldcat.org/fast/1245991;http://id.worldcat.org/fast/958235,Q4193;Q6879
"Flanders--History, Naval--16th century",0,a--x--y,,Europe--Flanders;Naval history;Sixteenth century,http://id.worldcat.org/fast/1245991;http://id.worldcat.org/fast/1035004;http://id.worldcat.org/fast/1119851,Q4193;Q38911;Q335
Flap bindings,ds-subject,,,Flap bindings,http://id.loc.gov/vocabulary/rbmscv/cv00468,Q5826
Flax industry,fast,a,http://id.worldcat.org/fast/927137,Flax industry,http://id.worldcat.org/fast/927137,Q76474
Flax industry--Egypt--History--To 1500,0,a--z--x--y,,Flax industry;Egypt;History,http://id.worldcat.org/fast/927137;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235,Q76474;Q11259;Q6879
Flemish,openn-keywords,,,Flemish (culture or style),http://vocab.getty.edu/aat/300111184,Q19846
Flemish,openn-subjects,,,Flemish (culture or style),http://vocab.getty.edu/aat/300111184,Q19846
Florence (Italie)--Administration--1421-1737,6,a--x--y,,Italy--Florence;Administration,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1351613,Q3604;Q6907
Florence (Italie)--Histoire--Jusqu'à 1421--Ouvrages avant 1800,6,a--x--y--v,,Italy--Florence;History;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q3604;Q6879;Q300
Florence (Italy),0,a,http://id.loc.gov/authorities/names/n79027120,Italy--Florence,http://id.worldcat.org/fast/1204699,Q3604
Florence (Italy)--Church history,0,a--x,http://id.loc.gov/authorities/subjects/sh2008115036,Italy--Florence;Church history,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/860740,Q3604;Q38895
Florence (Italy)--Church history.,0,a--x,http://id.loc.gov/authorities/subjects/sh2008115036,Italy--Florence;Church history,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/860740,Q3604;Q38895
Florence (Italy)--Church history--15th century--Sources,0,a--x--y--v,,Italy--Florence;Church history;Fifteenth century;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/860740;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q3604;Q38895;Q154;Q2769
Florence (Italy)--Church history--16th century--Sources,0,a--x--y--v,,Italy--Florence;Church history;Sixteenth century;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/860740;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q3604;Q38895;Q335;Q2769
Florence (Italy)--Church history--Sources,0,a--x--v,,Italy--Florence;Church history;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/860740;http://id.worldcat.org/fast/1423900,Q3604;Q38895;Q2769
Florence (Italy)--Commerce,0,a--x,,Italy--Florence;Commerce,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/869279,Q3604;Q146
Florence (Italy)--Commerce.,0,a--x,,Italy--Florence;Commerce,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/869279,Q3604;Q146
Florence (Italy)--Economic conditions,0,a--x,,Italy--Florence;Economic conditions,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919582,Q3604;Q3514
Florence (Italy)--Foreign relations--Italy--Papal States,0,a--x--z--z,,Italy--Florence;International relations;Europe--Papal States,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1205528,Q3604;Q3603;Q3525
Florence (Italy)--Foreign relations--Italy--Papal States.,0,a--x--z--z,,Italy--Florence;International relations;Europe--Papal States,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1205528,Q3604;Q3603;Q3525
Florence (Italy)--Foreign relations--Italy--Siena,0,a--x--z--z,,Italy--Florence;International relations;Italy--Siena,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204409,Q3604;Q3603;Q4200
Florence (Italy)--Foreign relations--Italy--Siena.,0,a--x--z--z,,Italy--Florence;International relations;Italy--Siena,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204409,Q3604;Q3603;Q4200
Florence (Italy)--Foreign relations--Italy--Venice,0,a--x--z--z,,Italy--Florence;International relations;Italy--Venice,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204473,Q3604;Q3603;Q2814
Florence (Italy)--Foreign relations--Italy--Venice.,0,a--x--z--z,,Italy--Florence;International relations;Italy--Venice,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204473,Q3604;Q3603;Q2814
Florence (Italy)--Genealogy,0,a--x,,Italy--Florence;Genealogy,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/939652,Q3604;Q38912
Florence (Italy)--Genealogy.,0,a--x,,Italy--Florence;Genealogy,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/939652,Q3604;Q38912
Florence (Italy)--History,0,a--x,http://id.loc.gov/authorities/subjects/sh85049194,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History,0,a--x,,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History.,0,a--x,http://id.loc.gov/authorities/subjects/sh85049194,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History--1421-1737,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85049196,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History--1421-1737.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85049196,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History--14th century,0,a--x--y,,Italy--Florence;History;Fourteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,Q3604;Q6879;Q295
Florence (Italy)--History--14th century.,0,a--x--y,,Italy--Florence;History;Fourteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,Q3604;Q6879;Q295
Florence (Italy)--History--14th century--Sources,0,a--x--y--v,,Italy--Florence;History;Fourteenth century;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420;http://id.worldcat.org/fast/1423900,Q3604;Q6879;Q295;Q2769
Florence (Italy)--History--15th century,0,a--x--y,,Italy--Florence;History;Fifteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q3604;Q6879;Q154
Florence (Italy)--History--15th century.,0,a--x--y,,Italy--Florence;History;Fifteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q3604;Q6879;Q154
Florence (Italy)--History--16th century,0,a--x--y,,Italy--Florence;History;Sixteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q3604;Q6879;Q335
Florence (Italy)--History--16th century.,0,a--x--y,,Italy--Florence;History;Sixteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q3604;Q6879;Q335
Florence (Italy)--History--16th century--Economic aspects,0,a--x--y--x,,Italy--Florence;History;Sixteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q3604;Q6879;Q335
Florence (Italy)--History--16th century--Economic aspects.,0,a--x--y--x,,Italy--Florence;History;Sixteenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q3604;Q6879;Q335
Florence (Italy)--History--16th century--Sources,0,a--x--y--x,,Italy--Florence;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q3604;Q6879;Q335;Q2769
Florence (Italy)--History--16th century--Sources.,0,a--x--y--x,,Italy--Florence;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q3604;Q6879;Q335;Q2769
Florence (Italy)--History--17th century--Economic aspects,0,a--x--y--x,,Italy--Florence;History;Seventeenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,Q3604;Q6879;Q2771
Florence (Italy)--History--17th century--Economic aspects.,0,a--x--y--x,,Italy--Florence;History;Seventeenth century,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,Q3604;Q6879;Q2771
Florence (Italy)--History--Early works to 1800,0,a--x--v,,Italy--Florence;History;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q3604;Q6879;Q300
Florence (Italy)--History--Early works to 1800.,0,a--x--v,,Italy--Florence;History;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q3604;Q6879;Q300
Florence (Italy)--History--Economic aspects,0,a--x--x,,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History--Economic aspects.,0,a--x--x,,Italy--Florence;History,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q3604;Q6879
Florence (Italy)--History--Religious aspects,0,a--x--x,,Italy--Florence;History--Religious aspects,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958270,Q3604;Q4276
Florence (Italy)--History--Religious aspects.,0,a--x--x,,Italy--Florence;History--Religious aspects,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958270,Q3604;Q4276
Florence (Italy)--History--Religious aspects--Early works to 1800,0,a--x--x--v,,Italy--Florence;History--Religious aspects;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958270;http://id.worldcat.org/fast/1411636,Q3604;Q4276;Q300
Florence (Italy)--History--Religious aspects--Early works to 1800.,0,a--x--x--v,,Italy--Florence;History--Religious aspects;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958270;http://id.worldcat.org/fast/1411636,Q3604;Q4276;Q300
Florence (Italy)--History--Sources,0,a--x--v,,Italy--Florence;History;Sources,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q3604;Q6879;Q2769
Florence (Italy)--History--To 1421--Early works to 1800,0,a--x--y--v,,Italy--Florence;History;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q3604;Q6879;Q300
Florence (Italy)--Officials and employees,0,a--x,,Italy--Florence;Local officials and employees,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1001438,Q3604;Q8164
Florence (Italy)--Politics and government,0,a--x,,Italy--Florence;Politics and government,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741,Q3604;Q2818
Florence (Italy)--Politics and government--1421-1737,0,a--x--y,,Italy--Florence;Politics and government,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741,Q3604;Q2818
Florence (Italy)--Politics and government--1421-1737,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85049203,Italy--Florence;Politics and government,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741,Q3604;Q2818
Florence (Italy)--Politics and government--1421-1737.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85049203,Italy--Florence;Politics and government,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741,Q3604;Q2818
Florence (Italy)--Politics and Government--Early works to 1800,0,a--x--v,,Italy--Florence;Politics and government;Early works,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741;http://id.worldcat.org/fast/1411636,Q3604;Q2818;Q300
Florence (Italy)--Politics and government--To 1421,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85049202,Italy--Florence;Politics and government,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741,Q3604;Q2818
Florence (Italy)--Politics and government--To 1421.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85049202,Italy--Florence;Politics and government,http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1919741,Q3604;Q2818
Flour industry--Taxation--France--Alençon--Early works to 1800,0,a--x--z--z--v,,Flour industry;Taxation;France--Alençon;Early works,http://id.worldcat.org/fast/927741;http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1222121;http://id.worldcat.org/fast/1411636,Q67029;Q248;Q67027;Q300
Flour mills,fast,a,http://id.worldcat.org/fast/927744,Flour mills,http://id.worldcat.org/fast/927744,Q6935
Flour mills.,fast,a,http://id.worldcat.org/fast/927744,Flour mills,http://id.worldcat.org/fast/927744,Q6935
Flour mills--Italy,0,a--z,,Flour mills;Italy,http://id.worldcat.org/fast/927744;http://id.worldcat.org/fast/1204565,Q6935;Q249
Flour mills--Italy.,0,a--z,,Flour mills;Italy,http://id.worldcat.org/fast/927744;http://id.worldcat.org/fast/1204565,Q6935;Q249
Flowers,fast,a,http://id.worldcat.org/fast/927866,Flowers,http://id.worldcat.org/fast/927866,Q27320
Flowers--India,0,a--z,,Flowers;India,http://id.worldcat.org/fast/927866;http://id.worldcat.org/fast/1210276,Q27320;Q26595
Flute--Religious aspects--Hinduism,fast,a--x--x,http://id.worldcat.org/fast/2005600,Flute--Religious aspects--Hinduism,http://id.worldcat.org/fast/2005600,Q27363
Flute--Religious aspects--Hinduism,0,a--x--x,http://id.loc.gov/authorities/subjects/sh2019003412,Flute--Religious aspects--Hinduism,http://id.worldcat.org/fast/2005600,Q27363
Folded books,ds-subject,,,folded books,http://vocab.getty.edu/aat/300200572,Q76587
Folk literature,0,a,http://id.loc.gov/authorities/subjects/sh85049705,Folk literature,http://id.worldcat.org/fast/928888,Q48852
"Folk literature, Arabic",fast,a,(OCoLC)fst00928918,"Folk literature, Arabic",http://id.worldcat.org/fast/928918,Q11603
"Folk literature, Arabic.",fast,a,(OCoLC)fst00928918,"Folk literature, Arabic",http://id.worldcat.org/fast/928918,Q11603
"Folk literature, Arabic--Early works to 1800",0,a--v,,"Folk literature, Arabic;Early works",http://id.worldcat.org/fast/928918;http://id.worldcat.org/fast/1411636,Q11603;Q300
"Folk literature, Arabic--Early works to 1800.",0,a--v,,"Folk literature, Arabic;Early works",http://id.worldcat.org/fast/928918;http://id.worldcat.org/fast/1411636,Q11603;Q300
"Folk literature, Burmese",ds-subject,,,"Folk literature, Burmese",http://id.worldcat.org/fast/928974,Q76573
"Folk literature, Hebrew--Early works to 1800",0,a--v,,"Folk literature, Hebrew;Early works",http://id.worldcat.org/fast/929066;http://id.worldcat.org/fast/1411636,Q75082;Q300
"Folk literature, Ladino--Early works to 1800",0,a--v,,"Folk literature, Ladino;Early works",http://id.worldcat.org/fast/929139;http://id.worldcat.org/fast/1411636,Q75081;Q300
"Folk literature, Persian",0,a,http://id.loc.gov/authorities/subjects/sh85049794,"Folk literature, Persian",http://id.worldcat.org/fast/929239,Q48890
"Folk literature, Persian--Early works to 1800",0,a--v,,"Folk literature, Persian;Early works",http://id.worldcat.org/fast/929239;http://id.worldcat.org/fast/1411636,Q48890;Q300
"Folk literature, Turkish--Early works to 1800",0,a--v,,"Folk literature, Turkish;Early works",http://id.worldcat.org/fast/929347;http://id.worldcat.org/fast/1411636,Q11437;Q300
Folklore,ds-subject,,,Folklore,http://id.worldcat.org/fast/930306,Q26672
Folklore,fast,a,http://id.worldcat.org/fast/930306,Folklore,http://id.worldcat.org/fast/930306,Q26672
Folklore--India,0,a--z,http://id.loc.gov/authorities/subjects/sh85050122,Folklore;India,http://id.worldcat.org/fast/930306;http://id.worldcat.org/fast/1210276,Q26672;Q26595
"Folk poetry, Galician",0,a,http://id.loc.gov/authorities/subjects/sh93006674,"Folk poetry, Galician",http://id.worldcat.org/fast/929505,Q48493
"Folk poetry, Galician",fast,a,,"Folk poetry, Galician",http://id.worldcat.org/fast/929505,Q48493
"Folk poetry, Judeo-Arabic--Early works to 1800",0,a--v,,"Folk poetry, Judeo-Arabic;Early works",http://id.worldcat.org/fast/929539;http://id.worldcat.org/fast/1411636,Q75038;Q300
"Folk poetry, Portuguese",0,a,http://id.loc.gov/authorities/subjects/sh86003919,"Folk poetry, Portuguese",http://id.worldcat.org/fast/929619,Q48492
"Folk poetry, Portuguese",fast,a,,"Folk poetry, Portuguese",http://id.worldcat.org/fast/929619,Q48492
"Folk songs, Arabic",fast,a,(OCoLC)fst00929749,"Folk songs, Arabic",http://id.worldcat.org/fast/929749,Q11251
"Folk songs, Arabic.",fast,a,(OCoLC)fst00929749,"Folk songs, Arabic",http://id.worldcat.org/fast/929749,Q11251
"Folk songs, Arabic--Egypt--19th century",0,a--z--y,,"Folk songs, Arabic;Egypt;Nineteenth century",http://id.worldcat.org/fast/929749;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1037841,Q11251;Q11259;Q3538
"Folk songs, Arabic--Egypt--19th century.",0,a--z--y,,"Folk songs, Arabic;Egypt;Nineteenth century",http://id.worldcat.org/fast/929749;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1037841,Q11251;Q11259;Q3538
"Folk songs, German",0,a,,"Folk songs, German",http://id.worldcat.org/fast/929914,Q67064
