subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Manuscripts, Persian--New Jersey--Princeton",a--z--z,0,,,,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
Mughal Empire--Kings and rulers--Biography,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2008115921,India--Mughal Empire;Kings and rulers;Biographies,http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1919896,Q48762;Q305;Q3051,,,
Mughal Empire--History,a--x,0,http://id.loc.gov/authorities/subjects/sh2008115920,India--Mughal Empire;History,http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/958235,Q48762;Q6879,,,
Mysore (India)--History--Sources,a--x--v,0,,India--Mysore;History;Sources,http://id.worldcat.org/fast/1209339;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q48763;Q6879;Q2769,,,
Arabic poetry--Early works to 1800,a--v,0,,,,,Arabic poetry;Early works,http://id.worldcat.org/fast/812533;http://id.worldcat.org/fast/1411636,Q2960;Q300
Islam--Prayers and devotions--Early works to 1800,a--v--v,0,,,,,Islam--Prayers and devotions;Prayers and devotions;Early works,http://id.worldcat.org/fast/979821;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q3036;Q3052;Q300
Persian poetry--Early works to 1800,a--v,0,,,,,Persian poetry;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411636,Q3582;Q300
Sufism--Doctrines--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2010115027,,,,Sufism--Doctrines;Early works,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q11235;Q300
"Manuscripts, Arabic--New Jersey--Princeton",a--z--z,0,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Urdu language--Grammar,a--x,0,http://id.loc.gov/authorities/subjects/sh2008113145--(uri) http://id.loc.gov/authorities/subjects/sh2008113145,Urdu language--Grammar,http://id.worldcat.org/fast/1162779,Q48764,,,
"Manuscripts, Persian--New Jersey--Princeton",a--z--z,0,(uri) http://id.loc.gov/authorities/subjects/sh85080754,,,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
"Manuscripts, Urdu--New Jersey--Princeton",a--z--z,0,(uri) http://id.loc.gov/authorities/subjects/sh85080778,"Manuscripts, Urdu;New Jersey--Princeton",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/1204939,Q48717;Q11460,,,
"Calendar, Iranian--Tables",a--v,0,,"Calendar, Iranian;Tables",http://id.worldcat.org/fast/844198;http://id.worldcat.org/fast/1423914,Q48765;Q18329,,,
Mysticism--Islam--Early works to 1800,a--x--v,0,,Mysticism--Islam;Early works,http://id.worldcat.org/fast/1031643;http://id.worldcat.org/fast/1411636,Q27457;Q300,,,
Islam--Doctrines,a--x,0,http://id.loc.gov/authorities/subjects/sh85068396,,,,Islam--Doctrines,http://id.worldcat.org/fast/979787,Q11301
Islamic law,a,0,http://id.loc.gov/authorities/subjects/sh85068454,,,,Islamic law,http://id.worldcat.org/fast/979949,Q3605
Sufism--Doctrines--Early works to 1800,a--x--v,0,,,,,Sufism--Doctrines;Early works,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q11235;Q300
Chishtīyah--Early works to 1800,a--v,0,,Chishtīyah;Early works,http://id.worldcat.org/fast/857976;http://id.worldcat.org/fast/1411636,Q48766;Q300,,,
Chishtīyah--Customs and practices--Early works to 1800,a--x--v,0,,Chishtīyah;Sufism--Customs and practices;Early works,http://id.worldcat.org/fast/857976;http://id.worldcat.org/fast/1137259;http://id.worldcat.org/fast/1411636,Q48766;Q48767;Q300,,,
Sufism--Customs and practices--Early works to 1800,a--x--v,0,,Sufism--Customs and practices;Early works,http://id.worldcat.org/fast/1137259;http://id.worldcat.org/fast/1411636,Q48767;Q300,,,
Muslim scholars--Certification--Early works to 1800,a--x--v,0,,Muslim scholars;Early works,http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/1411636,Q11224;Q300,,,
"Manuscripts, Arabic",a,fast,(OCoLC)fst01008278,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
"Manuscripts, Persian",a,fast,(OCoLC)fst01008462,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
New Jersey--Princeton,a--z,fast,(OCoLC)fst01204939,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
God (Islam)--Early works to 1800,a--v,0,,,,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,Q11509;Q300
Vedanta--Early works to 1800,a--v,0,,,,,Vedanta;Early works,http://id.worldcat.org/fast/1164683;http://id.worldcat.org/fast/1411636,Q27086;Q300
Soul--Islam--Early works to 1800,a--x--v,0,,,,,Soul--Islam;Islam;Early works,http://id.worldcat.org/fast/1126918;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11550;Q3549;Q300
Poverty--Early works to 1800,a--v,0,,Poverty;Early works,http://id.worldcat.org/fast/1074093;http://id.worldcat.org/fast/1411636,Q48768;Q300,,,
Sufism--Early works to 1800,a--v,0,,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
Sufism,a,fast,(OCoLC)fst01137257,,,,Sufism,http://id.worldcat.org/fast/1137257,Q11239
Sufis--Early works to 1800,a--v,0,,,,,Sufis;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/1411636,Q11475;Q300
Sufism--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008112367,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
Islam--Customs and practices,a--x,0,http://id.loc.gov/authorities/subjects/sh87005732,Islam--Customs and practices,http://id.worldcat.org/fast/979785,Q11380,,,
Islamic ethics--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008104964,,,,Islamic ethics;Early works,http://id.worldcat.org/fast/979936;http://id.worldcat.org/fast/1411636,Q11320;Q300
Muslims--Conduct of life--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2010102967,,,,Muslims--Conduct of life;Conduct of life;Early works,http://id.worldcat.org/fast/1031037;http://id.worldcat.org/fast/874563;http://id.worldcat.org/fast/1411636,Q11347;Q4792;Q300
Religious life--Islam--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh86008165,,,,Religious life--Islam;Islam;Early works,http://id.worldcat.org/fast/1094119;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q3634;Q3549;Q300
Education of princes--Early works to 1800,a--v,0,,,,,Education of princes;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1411636,Q3071;Q300
Political ethics--Early works to 1800,a--v,0,,,,,Political ethics;Early works,http://id.worldcat.org/fast/1069286;http://id.worldcat.org/fast/1411636,Q3019;Q300
Medicine--India,a--z,0,,,,,Medicine;India,http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1210276,Q234;Q26595
Persian poetry,a,0,,,,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
Urdu poetry,a,0,,Urdu poetry,http://id.worldcat.org/fast/1162838,Q48769,,,
"Manuscripts, Urdu--New Jersey--Princeton",a--z--z,0,,"Manuscripts, Urdu;New Jersey--Princeton",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/1204939,Q48717;Q11460,,,
Médecine--Inde,a--z,6,,Medicine;India,http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1210276,Q234;Q26595,,,
Poésie persane,a,6,,,,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
Poésie ourdoue,a,6,,Urdu poetry,http://id.worldcat.org/fast/1162838,Q48769,,,
Manuscrits persans--New Jersey--Princeton,a--z--z,6,,,,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
"Manuscripts, Persian",a,fast,,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
"Manuscripts, Urdu",a,fast,,"Manuscripts, Urdu",http://id.worldcat.org/fast/1008525,Q48717,,,
Medicine,a,fast,,,,,Medicine,http://id.worldcat.org/fast/1014893,Q234
Persian poetry,a,fast,,,,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
Urdu poetry,a,fast,,Urdu poetry,http://id.worldcat.org/fast/1162838,Q48769,,,
India,a,fast,,,,,India,http://id.worldcat.org/fast/1210276,Q26595
New Jersey--Princeton,a--z,fast,,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
Abbasids--Early works to 1800,a--v,0,,Abbasids;Early works,http://id.worldcat.org/fast/794211;http://id.worldcat.org/fast/1411636,Q11371;Q300,,,
Chishtīyah members--India--Biography--Early works to 1800,a--z--v--v,0,,Chishtīyah members;India;Biographies;Early works,http://id.worldcat.org/fast/857978;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q48770;Q26595;Q3051;Q300,,,
Islam--Early works to 1800,a--v,0,,,,,Islam;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q3549;Q300
Persian letters--Early works to 1800,a--v,0,,Persian letters;Early works,http://id.worldcat.org/fast/1058523;http://id.worldcat.org/fast/1411636,Q48771;Q300,,,
God (Islam)--Name--Early works to 1800,a--x--v,0,,God (Islam)--Name;Early works,http://id.worldcat.org/fast/944149;http://id.worldcat.org/fast/1411636,Q11248;Q300,,,
Islamic etiquette--Early works to 1800,a--v,0,,,,,Islamic etiquette;Early works,http://id.worldcat.org/fast/979940;http://id.worldcat.org/fast/1411636,Q11344;Q300
Shat̤t̤ārīyah--Early works to 1800,a--v,0,,Shat̤t̤ārīyah;Early works,http://id.worldcat.org/fast/1115412;http://id.worldcat.org/fast/1411636,Q48772;Q300,,,
Islam--Prières et dévotions--Ouvrages avant 1800,a--v--v,6,,Islam--Prayers and devotions;Early works,http://id.worldcat.org/fast/979821;http://id.worldcat.org/fast/1411636,Q3036;Q300,,,
Poésie persane--Ouvrages avant 1800,a--v,6,,Persian poetry;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411636,Q3582;Q300,,,
Soufisme--Ouvrages avant 1800,a--v,6,,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
Islam,a,fast,(OCoLC)fst00979776,,,,Islam,http://id.worldcat.org/fast/979776,Q3549
Persian poetry,a,fast,(OCoLC)fst01058542,,,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
Shat̤t̤ārīyah,a,fast,(OCoLC)fst01115412,Shat̤t̤ārīyah,http://id.worldcat.org/fast/1115412,Q48772,,,
Mysticism--Islam--Early works to 1800,a--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85089345,Mysticism--Islam;Early works,http://id.worldcat.org/fast/1031643;http://id.worldcat.org/fast/1411636,Q27457;Q300,,,
Prayer--Islam--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2010108002--(uri) http://id.loc.gov/authorities/subjects/sh2010108002,,,,Prayer--Islam;Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11135;Q3549;Q300
Salat--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh00008529,,,,Salat;Early works,http://id.worldcat.org/fast/1103765;http://id.worldcat.org/fast/1411636,Q39075;Q300
Sufis--Biography--Early works to 1800,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2010115021--(uri) http://id.loc.gov/authorities/subjects/sh2010115021,,,,Sufis--Biography;Biographies;Early works,http://id.worldcat.org/fast/1426722;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11201;Q3051;Q300
Sufism--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008112367--(uri) http://id.loc.gov/authorities/subjects/sh2008112367,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
"Manuscripts, Urdu",a,fast,(OCoLC)fst01008525,"Manuscripts, Urdu",http://id.worldcat.org/fast/1008525,Q48717,,,
Mysticism--Islam,a--x,fast,(OCoLC)fst01031643,,,,Mysticism--Islam,http://id.worldcat.org/fast/1031643,Q27457
Prayer--Islam,a--x,fast,(OCoLC)fst01074698,,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,Q11135
Salat,a,fast,(OCoLC)fst01103765,Salat,http://id.worldcat.org/fast/1103765,Q39075,,,
Sufis,a,fast,(OCoLC)fst01137253,,,,Sufis,http://id.worldcat.org/fast/1137253,Q11475
Muslim saints--Biography--Early works to 1800,a--v--v,0,,,,,Muslim saints;Biography;Early works,http://id.worldcat.org/fast/1030977;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411636,Q11264;Q27365;Q300
Sufis--Biography--Early works to 1800,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2010115021,,,,Sufis--Biography;Biographies;Early works,http://id.worldcat.org/fast/1426722;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11201;Q3051;Q300
"Riddles, Persian--Early works to 1800",a--v,0,,"Riddles, Persian;Early works",http://id.worldcat.org/fast/1097696;http://id.worldcat.org/fast/1411636,Q48773;Q300,,,
Sufism--Prayers and devotions--Early works to 1800,a--v--v,0,,,,,Sufism--Prayers and devotions;Prayers and devotions;Early works,http://id.worldcat.org/fast/2041298;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q26884;Q3052;Q300
Islamic magic--Early works to 1800,a--v,0,,,,,Islamic magic;Early works,http://id.worldcat.org/fast/1730344;http://id.worldcat.org/fast/1411636,Q2807;Q300
Persian poetry,a,0,http://id.loc.gov/authorities/subjects/sh85100084,,,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
Kurds--Early works to 1800,a--v,0,,Kurds;Early works,http://id.worldcat.org/fast/989403;http://id.worldcat.org/fast/1411636,Q48774;Q300,,,
"Medicine, Arab",a,0,http://id.loc.gov/authorities/subjects/sh85083116,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
"Medicine, Persian--Early works to 1800",a--v,0,,,,,"Medicine, Persian;Early works",http://id.worldcat.org/fast/1015308;http://id.worldcat.org/fast/1411636,Q186;Q300
"Medicine, Persian",a,0,http://id.loc.gov/authorities/subjects/sh85083158,,,,"Medicine, Persian",http://id.worldcat.org/fast/1015308,Q186
Physiognomy--Islamic countries,a--z,0,,Physiognomy;Islamic countries,http://id.worldcat.org/fast/1063156;http://id.worldcat.org/fast/1244130,Q11602;Q2810,,,
Sexual intercourse--Early works to 1800,a--v,0,,Sexual intercourse;Early works,http://id.worldcat.org/fast/1114897;http://id.worldcat.org/fast/1411636,Q48775;Q300,,,
"Astronomy, Arab",a,0,http://id.loc.gov/authorities/subjects/sh85009014,,,,"Astronomy, Arab",http://id.worldcat.org/fast/819764,Q3035
"Astrology, Arab",a,0,http://id.loc.gov/authorities/subjects/sh85008896,"Astrology, Arab",http://id.worldcat.org/fast/819451,Q3616,,,
Anecdotes--Islamic countries--Early works to 1800,a--z--v,0,,Anecdotes;Islamic countries;Early works,http://id.worldcat.org/fast/808608;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636,Q27035;Q2810;Q300,,,
"Mathematics, Arab--Early works to 1800",a--v,0,http://id.loc.gov/authorities/subjects/sh2010100523,,,,"Mathematics, Arab;Early works",http://id.worldcat.org/fast/1012356;http://id.worldcat.org/fast/1411636,Q2780;Q300
Islam--Doctrines--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh87000152,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11301;Q300
Logic--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107110,,,,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,Q308;Q300
Arabic language--Inflection--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2009115217,,,,Arabic language--Inflection;Early works,http://id.worldcat.org/fast/812360;http://id.worldcat.org/fast/1411636,Q11359;Q300
Persian language--Versification--Early works to 1800,a--x--v,0,,Persian language--Versification;Early works,http://id.worldcat.org/fast/1058519;http://id.worldcat.org/fast/1411636,Q48776;Q300,,,
Arabic language--Dictionaries--Persian--Early works to 1800,a--v--x--v,0,,,,,Arabic language;Dictionaries;Persian language;Early works,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q2953;Q3041;Q11515;Q300
Persian language--Pronunciation,a--x,0,,Persian language--Pronunciation,http://id.worldcat.org/fast/1058497,Q48777,,,
Persian language--Rhetoric,a--x,0,http://id.loc.gov/authorities/subjects/sh2010105558,Persian language--Rhetoric,http://id.worldcat.org/fast/1058499,Q48778,,,
Persian language--Versification,a--x,0,http://id.loc.gov/authorities/subjects/sh2008109073,Persian language--Versification,http://id.worldcat.org/fast/1058519,Q48776,,,
Arabic poetry,a,0,http://id.loc.gov/authorities/subjects/sh85006333,Arabic poetry,http://id.worldcat.org/fast/812533,Q2960,,,
"Manuscripts, Chagatai--New Jersey--Princeton",a--z--z,0,,"Manuscripts, Chagatai;New Jersey--Princeton",http://id.worldcat.org/fast/1894474;http://id.worldcat.org/fast/1204939,Q48257;Q11460,,,
Turkish poetry,a,0,http://id.loc.gov/authorities/subjects/sh85138898,Turkish poetry,http://id.worldcat.org/fast/1159504,Q18296,,,
"Manuscripts, Turkish--New Jersey--Princeton",a--z--z,0,,,,,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460
Islam--Rituals,a--x,0,http://id.loc.gov/authorities/subjects/sh90001655,,,,Islam--Rituals,http://id.worldcat.org/fast/979845,Q11593
Islamic ethics,a,0,http://id.loc.gov/authorities/subjects/sh85068451,,,,Islamic ethics,http://id.worldcat.org/fast/979936,Q11320
Muslim martyrs--Biography--Early works to 1800,a--x--v,0,,Muslim martyrs;Biography;Early works,http://id.worldcat.org/fast/1030962;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411636,Q48779;Q27365;Q300,,,
Muslim martyrs--Biography--Early works to 1800,a--v--v,0,,Muslim martyrs;Biographies;Early works,http://id.worldcat.org/fast/1030962;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q48779;Q3051;Q300,,,
Shiites--Biography--Early works to 1800,a--v--v,0,,Shiites;Biographies;Early works,http://id.worldcat.org/fast/1115976;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q39087;Q3051;Q300,,,
Imams (Shiites)--Biography--Early works to 1800,a--v--v,0,,Imams (Shiites);Biographies;Early works,http://id.worldcat.org/fast/967650;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q48780;Q3051;Q300,,,
Naqshabandīyah--Biography--Early works to 1800,a--v--v,0,,Naqshabandīyah;Biographies;Early works,http://id.worldcat.org/fast/1032725;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q48270;Q3051;Q300,,,
Mongols--Iran,a--z,0,,Mongols;Iran,http://id.worldcat.org/fast/1025421;http://id.worldcat.org/fast/1204889,Q12554;Q16384,,,
Iran--History--640-1500,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85067897,Iran;History,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235,Q16384;Q6879,,,
"Prophets, Pre-Islamic--Early works to 1800",a--v,0,http://id.loc.gov/authorities/subjects/sh2010108653,,,,"Prophets, Pre-Islamic;Early works",http://id.worldcat.org/fast/1079226;http://id.worldcat.org/fast/1411636,Q11519;Q300
Iran--History--To 640--Early works to 1800,a--x--y--v,0,,Iran;History;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q16384;Q6879;Q300,,,
Islamic Empire--History--Early works to 1800,a--x--v,0,,,,,Islamic Empire;History;Early works,http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11211;Q6879;Q300
India--History--1526-1765--Early works to 1800,a--x--y--v,0,,India;History;Early works,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q26595;Q6879;Q300,,,
Arabic language--Grammar,a--x,0,http://id.loc.gov/authorities/subjects/sh86000279,,,,Arabic language--Grammar,http://id.worldcat.org/fast/812341,Q3523
Divorce (Islamic law),a,0,http://id.loc.gov/authorities/subjects/sh85038630,Divorce (Islamic law),http://id.worldcat.org/fast/895870,Q11393,,,
"Astronomy, Arab--Early works to 1800",a--v,0,http://id.loc.gov/authorities/subjects/sh2009116093,,,,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636,Q3035;Q300
Astrolabes--Islamic countries--Early works to 1800,a--z--v,0,,Astrolabes;Islamic countries;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636,Q314;Q2810;Q300,,,
Islamic philosophy--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008109242,,,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300
Shīʻah--Customs and practices,a--x,0,http://id.loc.gov/authorities/subjects/sh85121428,,,,Shīʻah--Customs and practices;Manners and customs,http://id.worldcat.org/fast/1117947;http://id.worldcat.org/fast/1007815,Q26931;Q4951
"Persian language--Glossaries, vocabularies, etc",a--v,0,http://id.loc.gov/authorities/subjects/sh2010105554,,,,"Persian language;Glossaries, vocabularies, etc.",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786,Q11515;Q3028
Persian letters,a,0,http://id.loc.gov/authorities/subjects/sh85100074,Persian letters,http://id.worldcat.org/fast/1058523,Q48771,,,
"Astronomy, Arab--History--15th century--Sources",a--x--y--v,0,,"Astronomy, Arab;History;Fifteenth century;Sources",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q3035;Q6879;Q154;Q2769,,,
Arabic language--Dictionaries--Persian,a--v--x,0,,Arabic language;Dictionaries;Persian language,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1058466,Q2953;Q3041;Q11515,,,
Breastfeeding (Islamic law)--Early works to 1800,a--v,0,,Breastfeeding (Islamic law);Early works,http://id.worldcat.org/fast/1748762;http://id.worldcat.org/fast/1411636,Q48781;Q300,,,
Kinship (Islamic law)--Early works to 1800,a--v,0,,Kinship (Islamic law);Early works,http://id.worldcat.org/fast/987786;http://id.worldcat.org/fast/1411636,Q48782;Q300,,,
Marriage (Islamic law)--Early works to 1800,a--v,0,,,,,Marriage (Islamic law);Early works,http://id.worldcat.org/fast/1010549;http://id.worldcat.org/fast/1411636,Q11379;Q300
Shīʻah--Early works to 1800,a--v,0,,,,,Shīʻah;Early works,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1411636,Q11431;Q300
Shīʻah--Customs and practices--Early works to 1800,a--x--v,0,,Shīʻah--Customs and practices;Early works,http://id.worldcat.org/fast/1117947;http://id.worldcat.org/fast/1411636,Q26931;Q300,,,
"Manuscripts, Arabic--New Jersey--Princeton",a--z--z,0,(uri) http://id.loc.gov/authorities/subjects/sh85080687,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Islam--Miscellanea,a--v,0,http://id.loc.gov/authorities/subjects/sh2008104945,Islam;Trivia and miscellanea,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1921748,Q3549;Q26886,,,
Islam--Prayers and devotions,a--v,0,http://id.loc.gov/authorities/subjects/sh85068403,,,,Islam--Prayers and devotions,http://id.worldcat.org/fast/979821,Q3036
Persian language--Grammar--Early works to 1800,a--x--v,0,,,,,Persian language--Grammar;Early works,http://id.worldcat.org/fast/1058478;http://id.worldcat.org/fast/1411636,Q11545;Q300
"Persian language--Glossaries, vocabularies, etc.--Early works to 1800",a--v--v,0,,,,,"Persian language;Glossaries, vocabularies, etc.;Early works",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1411636,Q11515;Q3028;Q300
Arabic alphabet,a,0,,Arabic alphabet,http://id.worldcat.org/fast/812259,Q11300,,,
Islam--Prayers and devotions,a--v,0,,,,,Islam--Prayers and devotions,http://id.worldcat.org/fast/979821,Q3036
Islam--Miscellanea,a--v,0,,Islam;Trivia and miscellanea,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1921748,Q3549;Q26886,,,
Months--Religious aspects--Islam,a--x--x,0,,Months;Islam,http://id.worldcat.org/fast/1025853;http://id.worldcat.org/fast/979776,Q48783;Q3549,,,
Persian language,a,0,,Persian language,http://id.worldcat.org/fast/1058466,Q11515,,,
Timurids--Early works to 1800,a--v,0,,Timurids;Early works,http://id.worldcat.org/fast/1151270;http://id.worldcat.org/fast/1411636,Q48784;Q300,,,
Iran--History--640-1500--Early works to 1800,a--x--y--v,0,,Iran;History;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q16384;Q6879;Q300,,,
Divination--Islamic countries--Early works to 1800,a--z--v,0,,,,,Divination;Islamic countries;Early works,http://id.worldcat.org/fast/895747;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636,Q26839;Q2810;Q300
Astrology--17th century--Early works to 1800,a--y--v,0,,Astrology;Seventeenth century;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1411636,Q258;Q2771;Q300,,,
Naqshabandīyah--Early works to 1800,a--v,0,,,,,Naqshabandīyah;Early works,http://id.worldcat.org/fast/1032725;http://id.worldcat.org/fast/1411636,Q48270;Q300
"Geography, Medieval--Early works to 1800",a--v,0,,,,,"Geography, Medieval;Early works",http://id.worldcat.org/fast/940573;http://id.worldcat.org/fast/1411636,Q214;Q300
Islamic cosmology--Early works to 1800,a--v,0,,,,,Islamic cosmology;Early works,http://id.worldcat.org/fast/979918;http://id.worldcat.org/fast/1411636,Q3055;Q300
Iran--Geography--Early works to 1800,a--x--v,0,,Iran;Geography;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636,Q16384;Q191;Q300,,,
Shīʻah--Doctrines--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2008111616,,,,Shīʻah--Doctrines;Early works,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/1411636,Q39091;Q300
Islamic law--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008104963,,,,Islamic law;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636,Q3605;Q300
