name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī, approximately 1116-1201",author,,http://id.loc.gov/authorities/names/n84008731,human,Abu'l-Faraj ibn al-Jawzi,Q731866
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,ابن الجزري، محمد بن محمد، 1350-1429,,human,Ibn al-Jazari,Q4120093
"Ibn al-Sarrāj al-Qurashī, Muḥammad ibn ʻAlī, d. 1346 or 7",author,,,human,Muḥammad ibn ʻAlī ibn al-Sarrāj,Q114242443
"Ibn al-ʻArabī, 1165-1240",author,,http://id.loc.gov/authorities/names/n50082069,human,Ibn Arabi,Q46420
Ibrāhīm ibn Qāsim ibn ʻAlī ibn Yūsuf,scribe,ابراهيم بن قاسم بن علي بن يوسف,,human,Ibrāhīm ibn Qāsim ibn ʻAlī ibn Yūsuf,Q114242444
Iceland,author,,,organization,Iceland,Q189
Innocent IV,author,,,human,Innocent IV,Q160609
Innocent VIII,author,,,human,Innocent VIII,Q161351
Isidore (Isidorus Hispalensis),author,,,human,Isidore of Seville,Q166876
"Isidore, of Seville, Saint, d. 636",author,,,human,Isidore of Seville,Q166876
"Israeli, Isaac, approximately 832-approximately 932",author,,,human,Isaac Israeli ben Solomon,Q536837
"Iṣfahānī, Muḥammad",scribe,اصفهاني، محمد,,human,Muḥammad Iṣfahānī,Q114242513
"Iṣfahānī, Ṣ̣adr al-Dīn Muḥammad ibn Kamāl al-Dīn",scribe,اصفهاني، صدر الدين محمد بن كمال الدين,,human,Ṣ̣adr al-Dīn Muḥammad ibn Kamāl al-Dīn Iṣfahānī,Q114242445
"Ives, John",former owner,,,human,John Ives,Q6240923
"Īrawānī, Qāsim",former owner,ايرواني، قاسم,,human,Qāsim al-Īrawānī,Q114242446
"İbrahim Efendi, 1589-1654",author,ابراهيم افندى، 1589-1654,,human,Ibrahim Efendi,Q6073533
J. Palmer,former owner,,,human,J. Palmer,Q114242514
J. Paul Getty Museum,former owner,,,organization,J. Paul Getty Museum,Q731126
"Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774",author,,http://id.loc.gov/authorities/names/nr94039118,human,Hassan al-Jabarti,Q5679896
Jacobus Beneventanus?,author,,,human,Iacopo da Benevento,Q3791438
Jacopo Sanguinacci,author,,,human,Jacopo Sanguinacci,Q41618032
"Jahānʹābādī, ʻAbd al-Rashīd",former owner,جهان‌آبادى، عبد الرشيد،,,human,ʻAbd al-Rashīd Jahānʹābādī,Q114242447
"Jalāl al-Dīn Rūmī, Maulana, 1207-1273",author,جلال الدین رومى، مولانا، 1207-1273,,human,Rumi,Q43347
James Tregaskis (Firm),former owner,,,organization,James Tregaskis (Firm),Q114242604
"James, of Viterbo, Archbishop of Naples, approximately 1255-1307 or 1308",author,,,human,James of Viterbo,Q352625
"Jarsey, John",former owner,,,human,John Jarsey,Q114242448
"Jastrow, Marcus, 1829-1903",former owner,,,human,Marcus Jastrow,Q556073
"Jastrow, Morris, Jr., 1861-1921",former owner,,,human,"Morris Jastrow, Jr.",Q635773
"Jazūlī, Muḥammad ibn Sulaymān, -1465",author,جزولي، محمد بن سليمان، -1465,,human,Muhammad al-Jazuli,Q1775944
"Jazūlī, Muḥammad ibn Sulaymān, 1404-1465",author,جزولي، محمد بن سليمان، -1465,,human,Muhammad al-Jazuli,Q1775944
"Jāmī, 1414-1492",author,جامى، 1414-1492,,human,Jami,Q312458
"Jāmī, 1414-1492",author,,,human,Jami,Q312458
Jean de Lignières,author,,http://viaf.org/viaf/275520118,human,Jean de Lignières,Q108732963
Jerome,author,,,human,Jerome,Q44248
Jerome (Sophronius Eusebius Hieronymus),author,,,human,Jerome,Q44248
"Jerome, Saint, d. 419 or 420",author,,http://viaf.org/viaf/95147024,human,Jerome,Q44248
Jerónimo Román (Hieronymo Roman),author,,,human,Jerónimo Román de la Higuera,Q328849
"Jighmīnī, Maḥmūd ibn Muḥammad, -1221",author,"جغميني، محمود بن محمد, -1221",,human,Jaghmini,Q4060361
Joannes Andreae,author,,,human,Giovanni d'Andrea,Q920858
Joannes Oecolampadius,author,,,human,Johannes Oecolampadius,Q123450
Johann Meyer,author,,,human,Johann Meyer,Q114242449
Johann Reger,author,,,human,Johann Reger,Q18223621
Johannes Cassianus,author,,,human,John Cassian,Q313795
Johannes Halgrinus de Abbatisvilla,author,,,human,John Halgren of Abbeville,Q3129519
John Felton,author,,,human,John Felton,Q114242450
"John Henry Nash. Previous call numbers MAR 12, 2MS BV247 K8.",former owner,,,human,John Henry Nash,Q47458947
John Peacock,former owner,,,human,John Peacock,Q114242451
John Shirley,author,,,human,John Shirley,Q20926347
John Willis,former owner,,,human,John Willis,Q114242453
"John XXI, Pope, -1277",author,,,human,John XXI,Q172916
John of Damascus,author,,,human,John of Damascus,Q51884
John of Garland,author,,,human,John of Garland,Q1229700
Josephus,author,,,human,Josephus,Q134461
"Josephus, Flavius",author,,,human,Josephus,Q134461
Juan de Mena,author,,,human,Juan de Mena,Q388140
Julian Pomerius,author,,,human,Julianus Pomerius,Q3189618
Julianus Pomerius,author,,,human,Julianus Pomerius,Q3189618
"Junk, Wilhelm, 1866-1942",former owner,,,human,Wilhelm Junk,Q215149
"Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137,,human,Zayn al-Din Gorgani,Q2908840
Justinian,author,,,human,Justinian I,Q41866
Justinus,author,,,human,Justin,Q25420924
"Kafʻamī, Ibrāhīm ibn ʻAlī, 1436 or 1437-1499 or 1500",author,كفعمي، ابراهيم بن علي، 1436 or 1437-1499 or 1500,,human,Ibrāhīm ibn ʻAlī Kafʻamī,Q12181714
"Kartause Sankt Barbara (Cologne, Allemagne)",former owner,,,organization,Cologne Charterhouse,Q291014
"Kashfī, Jaʻfar ibn Abī Isḥāq, -1850 or 1851",author,كشفي، جعفر بن ابي اسحاق، -1850 أو 1851,,human,Ja'far Kashfi,Q10868965
Kauśikarāma,author,,,human,Kauśikarāma,Q114242460
"Kelker, Rudolph F. (Rudolph Frederick), 1820-1906",former owner,,,human,Rudolph Frederick Kelker,Q114242424
"Kelker, Rudolph Frederick",former owner,,,human,Rudolph Frederick Kelker,Q114242424
"Kemalpaşazade, 1468 or 1469-1534",author,,http://id.loc.gov/authorities/names/n85370452,human,Ibn Kemal,Q449254
"Khamsī, Muḥammad ibn ʻAbd Allāh",scribe,خمسي، محمد بن عبد الله,,human,Muḥammad ibn ʻAbd Allāh Khamsī,Q114242461
"Khayālī, Aḥmad ibn Mūsá, -1457",author,خيالي، احمد بن موسى، -1457؟,,human,Aḥmad ibn Mūsá Khayālī,Q114242425
"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763",author,,http://id.loc.gov/authorities/names/nr91027348,human,Muḥammad ibn Muṣṭafá Khādimī,Q12178022
"Khākiyānī, Darvīsh Aḥmad, active 1801",former owner,خاكيانى، درويش احمد، active 1801,,human,Darvīsh Aḥmad Khākiyānī,Q114242465
"Kilālī, Zubayr ibn Marḍ",scribe,كلالي، زبير بن مرض,,human,Zubayr ibn Marḍ Kilālī,Q114242466
"Kuppferberg, Johannes de",scribe,,,human,Johannes de Kuppferberg,Q114242462
"L., K",former owner,,,organization,K-L,Q5492826
"Labitte, Alphonse, 1853-",former owner,,,human,Alphonse Labitte,Q114242418
Lactantius,author,,,human,Lactantius,Q209102
"Lafferde, Henricus",former owner,,,human,Henricus Lafferde,Q114242463
"Lake, Carlton",former owner,,,human,Carlton Lake,Q19277169
"Langton, Stephen, -1228",author,,http://id.loc.gov/authorities/names/n81007918.html,human,Stephen Langton,Q465329
"Lansburgh, Mark",former owner,,,human,Mark Lansburgh,Q114242464
"Lanthony Priory (Gloucestershire, England)",former owner,,,organization,Llanthony Priory,Q3397679
Laurentius Pisanus,author,,,human,Laurentius Veronensis,Q41616668
"Lārndawī, ʻAbd Allāh al-Ḥusnī ibn al-Ḥājj ʻAbdī",scribe,لارندوي، عبد الله الحسني بن الحاج عبدي,,human,ʻAbd Allāh al-Ḥusnī ibn al-Ḥājj ʻAbdī Lārndawī,Q114242467
LeMare,former owner,,,human,LeMare,Q114242468
"Leeche, John, 14th century",former owner,,,human,John Leeche,Q114242515
Lehn of Denmark,former owner,,,human,Lehn of Denmark,Q114242516
Leo I,author,,,human,Leo I,Q43954
"Leo, Archipresbyter, active 10th century",author,,http://id.loc.gov/authorities/names/n50080602.html,human,Leo Archpriest,Q1818805
Leonardo Bruni,author,,,human,Leonardo Bruni,Q314488
"Leonardus, Frater, Abbot of the Holy Order of Mount Olivet",former owner,,,human,Frater Leonardus,Q114242517
Lepelletier de Rosanbo,former owner,,,organization,Lepeletier de Rosanbo,Q114413768
"Lethe, Johannes",former owner,,,human,Johannes Lethe,Q114242518
"Levinson, Harry A.",former owner,,,human,Harry Levinson,Q5670578
"Lewis, Anne Baker",former owner,,,human,Anne Baker Lewis,Q114242421
"Lewis, John Frederick",former owner,,,human,John Frederick Lewis,Q78163033
"Lewis, John Frederick, 1860-1932",former owner,,,human,John Frederick Lewis,Q78163033
Librairie Tross,former owner,,,organization,Librairie Tross,Q114242602
"Libri, Guillaume, 1803-1869",former owner,,,human,Guglielmo Libri Carucci dalla Sommaja,Q1251586
"Livermore, George, 1809-1865",former owner,,,human,George Livermore,Q16065893
Livy,author,,,human,Titus Livius,Q2039
Livy (Titus Livius),author,,,human,Titus Livius,Q2039
"Lloyd-Mostyn, Llewellyn Neville Vaughan",former owner,,,human,"Llewelyn Lloyd-Mostyn, 3rd Baron Mostyn of Mostyn",Q75271125
"Lomer, Petrus",scribe,,,human,Petrus Lomer,Q114242519
Lorenzo Guglielmo Traversagni,author,,,human,Lorenzo Traversagni,Q18674108
Lotario de' Conti di Segni (Pope Innocent III),author,,,human,Innocent III,Q128076
"Lucas, Perceval",former owner,,,human,Perceval Lucas,Q18910734
"Ludwig, Irene",former owner,,,human,Irene Ludwig,Q1672539
"Ludwig, Peter, 1925-1996",former owner,,,human,Peter Ludwig,Q73991
Lundell Library,former owner,,,organization,Lundell Library,Q114413773
"Lundell, C.L",former owner,,,human,Cyrus Longworth Lundell,Q3009490
"Lundell, C.L., Mrs",former owner,,,human,Amelia Anderson Lundell,Q108661682
"Lymington, Viscount",former owner,,,human,"John Wallop, Viscount Lymington",Q6262841
"Macclesfield, George Parker, Earl of, approximately 1697-1764",former owner,,,human,"George Parker, 2nd Earl of Macclesfield",Q335725
"Macer, Floridus",author,,,human,Odo of Meung,Q41617302
"Machiavelli, Niccolò di Giovanni",author,,,human,Niccolò di Giovanni Machiavelli,Q114242520
Madhubhaṭṭa Cātudhāra,scribe,,,human,Madhubhaṭṭa Cātudhāra,Q114242522
Maggs Bros.,former owner,,,organization,Maggs Bros Ltd,Q15067374
Maḥmūd ibn al-Shaykh al-Fattāḥ,former owner,محمود بن الشيخ الفتاح,,human,Maḥmūd ibn al-Shaykh al-Fattāḥ,Q114242523
"Makiya, Mohamed",former owner,,,human,Mohamed. Makiya,Q1942781
"Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405",author,مكودي، عبد الرحمن بن علي، -1404 أو 1405,,human,ʿAbd-ar-Raḥmān Ibn-ʿAlī al- Makkūdī,Q60827863
"Manlove, Timothy, -1699",former owner,,,human,Timothy Manlove,Q7807385
Mannheimer Hofbibliothek,former owner,,,organization,Mannheimer Hofbibliothek,Q48757260
Marbod,author,,,human,Marbodius of Rennes,Q654307
"Marchioni, Marchiono de",scribe,,,human,Marchiono de Marchioni,Q114242524
Marco Polo,author,,,human,Marco Polo,Q6101
Marcus Ulpius Julianus,author,,,human,Ulpius Julianus,Q96362628
"Mariano, del Buono di Jacopo, 1433-1504",artist,,,human,Mariano del Buono,Q16138117
Marie-François Duchesne de Beaumanoir,former owner,,,human,Marie-François Duchesne de Beaumanoir,Q114242525
"Mariensüss, Bartholomäus, -1504",author,,,human,Bartholomäus Mariensüss,Q114242413
"Marriette, Charles, 15th cent",former owner,,,human,Charles Marriette,Q114242526
Martial,author,,,human,Martial,Q2098
Martin of Tours,author,,,human,Martin of Tours,Q133704
Martinus Silicaeus Joannes Blasius,author,,,human,Juan Martínez Silíceo,Q1369930
"Marx, Hermann",former owner,,,human,Hermann Marx,Q114242527
"Masson, Irvine, 1887-1962",former owner,,,human,Irvine Masson,Q15441871
"Master B. F., active 1486-1545",artist,,,human,Master B. F.,Q114242528
Master of the Burgundian Prelates,illuminator,,,human,Meister der burgundischen Prälaten,Q1918472
Mathurin atelier,artist,,,organization,Mathurin atelier,Q114242551
"Maximus, bp. of Turin",author,,,human,Maximus of Turin,Q1230495
Mādhava Rāma,author,مادهو رام,,human,Mādhava Rāma,Q114242521
"McClenahan, Jean P., 1908-1994",former owner,,,human,Jean P. McClenahan,Q114242529
"McRoberts, David",former owner,,,human,David McRoberts,Q95002340
"Mewe, Henricus",former owner,,,human,Henricus Mewe,Q114242530
"Michelmore, G.",former owner,,,human,G. Michelmore,Q114242531
"Migieu, Anthelme-Michel-Laurent de, marquis de Savigny, 1723-1788",former owner,,,human,"Anthelme-Michel-Laurent de Migieu, marquis de Savigny",Q114242532
"Millini, Pietro",former owner,,,human,Pietro Millini,Q114242487
"Molac, Sébastien de Rosmadec, marquis de, d. 1693",former owner,,,human,"Sébastien de Rosmadec, marquis de Molac",Q114242533
"Monastero di S. Ambrogio (Milan, Italy)",former owner,,,organization,Basilica of Sant'Ambrogio,Q1071570
Monastery Holy Trinity-Champmol,former owner,,,organization,Champmol,Q922303
"Monson, Frederick John Monson, Baron, 1809-1841",former owner,,,human,"Frederick John Monson, 5th Baron Monson",Q28792850
Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,scribe,محمد هادي بن ميرزا عرب الشيرازي,,human,Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,Q114242536
"Muḥammad al-Amīn, active 1785",scribe,محمد الامين، active 1785،,,human,Muḥammad al-Amīn,Q114242534
Muḥammad al-Raʼīs,former owner,محمد الرأيس،,,human,Muḥammad al-Raʼīs,Q114242535
Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī,former owner,محمد عبد الحي بن عبد الكبير الكناني الحسني،,,human,Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī,Q114242537
"Mullā ʻAbbās Zīvarī, -1898",former owner,ملا عباس زيوري، -1898,,human,Mullā ʻAbbās Zīvarī,Q114242539
"Muscarello, Pietro Paolo",author,,,human,Pietro Paolo Muscarello,Q114242415
"Muʻāfá ibn Ismāʻīl, 1156 or 1157-1232 or 1233",author,,http://id.loc.gov/authorities/names/no2007040478,human,Muʻāfá ibn Ismāʻīl,Q114242407
"Nabi, 1641 or 1642-1712",author,نابی، 1641 ياخود 1642-1712,,human,Yusuf Nabi,Q2351863
"Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,نسفي، عبد الله بن احمد، -1310,,human,ʿAbdallāh Ibn-Aḥmad Nasafī,Q12223449
"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,,http://id.loc.gov/authorities/names/n83198301,human,Abd al-Ghani al-Nabulsi,Q4164547
Nene,author,,,organization,Nenê de Vila Matilde,Q10287372
Nicholas of Gorran,author,,,human,Nicholas of Gorran,Q3340931
Nicholas of Lyra,author,,,human,Nicholas of Lyra,Q1969164
"Nicholas, of Lyra, approximately 1270-1349",author,,http://id.loc.gov/authorities/names/n81077197.html,human,Nicholas of Lyra,Q1969164
Nicolaus Peranzonus (Niccolò Peranzone),author,,,human,Nicolò Peranzone,Q61481203
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 یا 1141-1202 یا 1203,,human,Nezami Ganjavi,Q234908
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 یا 1141-1202 یا 1203,,human,Nezami Ganjavi,Q234908
"North, Frederick, Earl of Guilford, 1766-1827",former owner,,,human,Frederick North,Q333623
Nr̥siṃhāśrama,author,,,human,Nr̥siṃhāśrama,Q114242422
Nūr al-Dīn Darvīsh,former owner,نور الدين درويش،,,human,Nūr al-Dīn Darvīsh,Q114242540
Oderic Vitalis?,author,,,human,Orderic Vitalis,Q356298
"Oppenheim, Robert",former owner,,,human,Robert Oppenheim,Q114242541
Origen,author,,,human,Origen,Q170472
"Page-Turner, Gregory Osborne, Sir, 1785-1843",former owner,,,human,"Sir Gregory Osborne Page-Turner, 4th Bt.",Q75874518
"Paolo, Veneto, approximately 1370-1428",author,,,human,Paul of Venice,Q2064265
Papias,author,,,human,Papias,Q3894841
"Parsons, Edward Alexander, 1878-1962",former owner,,,human,Edward Alexander Parsons,Q59631299
Pascasius Radbertus,author,,,human,Paschasius Radbertus,Q654858
Paul the Deacon,author,,,human,Paul the Deacon,Q160424
Pedro Pascual,author,,,human,Peter Pascual,Q744531
Pedro de Valencia,author,,,human,Pedro de Valencia,Q3374154
"Pennypacker, Samuel W. (Samuel Whitaker), 1843-1916",former owner,,,human,Samuel W. Pennypacker,Q540418
Perfecto Corazini,author,,,human,Perfecto Corazini,Q114242542
"Perkins, Oliver Henry, -1912",former owner,,,human,Oliver Henry Perkins,Q114242410
"Perry, Preston A.",former owner,,,human,Preston A. Perry,Q114242543
Peter Comestor,author,,,human,Petrus Comestor,Q785250
Peter Damian,author,,,human,Peter Damian,Q258369
Peter Lombard,author,,,human,Peter Lombard,Q315347
Peter Riga (Petrus Riga),author,,,human,Petrus Riga,Q556117
Peter of Bergamo,author,,,human,Peter of Bergamo,Q7177913
Peter of Poitiers,author,,,human,Peter of Poitiers,Q3387668
Petrus Placentinus,author,,,human,Placentinus,Q974126
"Phillipps, Thomas, Sir, 1792-1872",former owner,,,human,Thomas Phillipps,Q2147709
"Phillips, Thomas, Sir, 1792-1872",former owner,,,human,Thomas Phillipps,Q2147709
Piero del Paradiso,author,,,human,Piero del Paradiso,Q114242544
Pierre Mathieu,author,,,human,Pierre Mathieu,Q114242545
Pietro Gravina,author,,,human,Pietro Gravina,Q1080488
"Pistrucci, Benedetto, 1783-1855",former owner,,,human,Benedetto Pistrucci,Q327504
"Pithou, P.",former owner,,,human,Pierre Pithou,Q2093849
Pius II,author,,,human,Pius II,Q101437
"Pius VI, Pope, 1717-1799",former owner,,,human,Pius VI,Q128019
Plato,author,,,human,Plato,Q859
Pliny the Younger,author,,,human,Pliny the Younger,Q168707
"Pliny, the Elder",author,,,human,Pliny the Elder,Q82778
Poblet (Monastery),former owner,,,organization,Poblet Monastery,Q645157
Priscian,author,,,human,Priscian,Q356433
Pseudo Abdias,author,,,human,Pseudo-Abdias,Q7254393
Pseudo Aristotle,author,,,human,Pseudo-Aristotle,Q1783131
Pseudo Augustine of Hippo,author,,,human,Pseudo-Augustine,Q1241114
Pseudo Aurelius Victor,author,,,human,Pseudo-Aurelius Victor,Q98588079
Pseudo Bernard of Clairvaux,author,,,human,Pseudo Bernard of Clairvaux,Q114242512
Pseudo Bonaventura,author,,,human,Pseudo-Bonaventure,Q642704
Pseudo Cicero,author,,,human,Pseudo-Cicero,Q67405713
Pseudo Phalaris,author,,,human,Pseudo-Phalaris,Q101173400
Pseudo-Cicero,author,,,human,Pseudo-Cicero,Q67405713
Pseudo-Cyprian,author,,,human,Pseudo-Cyprian,Q66134384
Pseudo-Prosper,author,,,human,Pseudo-Prosper,Q114242511
"Ptolemy, active 2nd century",author,بطليموس، active 2nd century,,human,Ptolemy,Q34943
Purchased from Bernard M. Rosenthal in 1975,former owner,,,human,Bernard M. Rosenthal,Q94805275
"Qarabāghī, Muḥammad ibn ʻAlī, -1535 or 1536",author,,http://id.loc.gov/authorities/names/no2006104905,human,Muḥammad ibn ʻAlī Qarabāghī,Q114242406
"Qasṭallānī, Aḥmad ibn Muḥammad, 1447 or 1448-1517 or 1518",author,قسطلاني، احمد بن محمد، 1447 أو 1448-1517 أو 1518,,human,Al-Qastallani,Q2829271
"Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436",author,"قاضي‌زاده، موسى بن محمد, -approximately 1436",,human,Qāḍī Zāda al-Rūmī,Q1386256
"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606",author,,http://id.loc.gov/authorities/names/n82091823,human,Ali al-Qari,Q2836379
"Quaritch, Bernard",former owner,,,human,Bernard Quaritch,Q119818
"Quodvultdeus, Bishop of Carthage, -454?",author,,https://viaf.org/viaf/250796368,human,Quodvultdeus,Q608506
Qusṭanṭīn ibn Lūdūlf,former owner,قسطنطين بن لودولف,,human,Qusṭanṭīn ibn Lūdūlf,Q114242510
"Quṭb al-Dīn al-Iznīqī, Muḥammad ibn Muḥammad, d. 1418",author,,,human,Muḥammad ibn Muḥammad Quṭb al-Dīn al-Iznīqī,Q114242509
"Quṭb al-Shīrāzī, Maḥmūd ibn Masʻūd, 1236 or 1237-1310 or 1311",author,قطب الشيرازي، محمود بن مسعود، 1236 أو 1237-1310 أو 1311,,human,Qutb al-Din al-Shirazi,Q729903
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365",author,قطب التحتاني، محمد بن محمد، 1294 أو 1295-1364 أو 1365,,human,Muḥammad ibn Muḥammad Quṭb al-Taḥtānī,Q12233267
"Qūnawī, ʻAlī",author,,,human,"Qūnawī, ʻAlī",Q114407047
Rabanus Maurus,author,,,human,Rabanus Maurus,Q160441
"Rabanus Maurus, Archbishop of Mainz, 784?-856",author,,,human,Rabanus Maurus,Q160441
Rajab ʻAlī Beg,author,رجب علی بیگ,,human,Rajab ʻAlī Beg Surūr,Q7512157
"Rajbānī, Muṣṭafā ibn Salīm ibn ʻAbd al-Qādir",former owner,رجباني، مصطفا بن سليم بن عبد القادر,,human,Muṣṭafā ibn Salīm ibn ʻAbd al-Qādir Rajbānī,Q114242507
"Raphael de Mediolano, Frater",former owner,,,human,Raphael de Mediolano,Q114242548
"Raqqī, Ibrāhīm ibn Aḥmad, 1249 or 1250-1303 or 1304",author,,http://id.loc.gov/authorities/names/nr93038801,human,Ibrāhīm Ibn-Aḥmad ar- Raqqī,Q60844447
"Rawghanī, Muḥammad Ṣāliḥ ibn Muḥammad Bāqir, -1632 or 1633",author,روغنى، محمد صالح بن محمد باقر، - -1632 or 1633,,human,Muḥammad Ṣāliḥ ibn Muḥammad Bāqir Rawghanī,Q114242506
Raymond of Pennafort,author,,,human,Raymond of Penyafort,Q318980
"Raymond, of Peñafort, Saint, 1175?-1275",author,,,human,Raymond of Penyafort,Q318980
Rājārāmabhaṭṭa,former owner,,,human,Rājārāmabhaṭṭa,Q114242508
Rāmānandasarasvatī,author,,,human,Rāmānandasarasvatī,Q94635099
"Rāzī, Muḥammad ibn Abī Bakr, active 1261",author,,http://id.loc.gov/authorities/names/n82240060,human,Muḥammad Ibn-Abī-Bakr ar- Rāzī,Q113784591
"Regiomontanus, Joannes, 1436-1476",author,,,human,Regiomontanus,Q76365
Rev. J. C. Jackson,former owner,,,human,Jeremy C. Jackson,Q114242417
Richard Rolle,author,,,human,Richard Rolle,Q2345308
"Richard, of St. Victor, -1173",author,,http://id.loc.gov/authorities/names/n79076053.html,human,Richard of Saint Victor,Q1344799
"Richard, of St. Victor, -1173",author,,,human,Richard of Saint Victor,Q1344799
"Richardson, Thomas F.",former owner,,,human,Thomas F. Richardson,Q114242409
Roberto Caraccioli,author,,,human,Roberto Caracciolo,Q15430545
"Robinson, Philip",former owner,,,human,Philip Robinson,Q114242505
Roffredus Beneventanus,author,,,human,Roffredo Epifanio,Q3940064
"Rosenbach, A. S. W. (Abraham Simon Wolf), 1876-1952",former owner,,,human,A. S. W. Rosenbach,Q3663160
"Rudradeva, 18th cent",author,,,human,Rudradeva,Q113814683
"Sacro Bosco, Joannes de, active 1230",author,,,human,Johannes de Sacrobosco,Q433841
"Saffārīnī, Muḥammad ibn Aḥmad, 1702 or 1703-1774",author,,http://id.loc.gov/authorities/names/n85212066,human,Muḥammad ibn Aḥmad al-Saffārīnī,Q12240064
Saint-Benoît-sur-Loire (Abbey),former owner,,,organization,Fleury Abbey,Q956741
Saint-Bénigne of Dijon,former owner,,,human,Benignus of Dijon,Q652797
Santa María de Benevívere (Monastery : Spain),former owner,,,organization,Monastery of Benevívere,Q6898311
Sarvajñātman,author,,,human,Sarvajñātman,Q113400090
"Sassoon, David Solomon, 1880-1942",former owner,,,human,David Solomon Sassoon,Q31762617
"Sayyid Muṣṭafá, active 1849",scribe,سيد مصطفى، active 1849،,,human,Sayyid Muṣṭafá,Q114242502
"Scarella, Stefano",former owner,,,human,Stefano Scarella,Q64752134
"Schoenberg, Lawrence J",former owner,,,human,Lawrence J. Schoenberg,Q107542788
"Schöner, Johann, 1477-1547",author,,,human,Johannes Schöner,Q62770
Sedulius (Caelius Sedulius),author,,,human,Coelius Sedulius,Q538564
Seneca,author,,,human,Seneca,Q2054
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,human,Seneca,Q2054
"Sessler, Charles",former owner,,,human,Charles Sessler,Q99399771
Sextus Pythagoricus,author,,,human,Sextus Empiricus,Q236594
"Shāfiʻī, Shams al-Dīn",author,شافعي، شمس الدين,,human,Shams al-Dīn Shāfiʻī,Q114242501
"Shirwānī, Muḥammad al-Amīn ibn Ṣadr al-Dīn, -1626 or 1627",author,شرواني، محمد الامين بن صدر الدين، -1626 أو 1627,,human,Muḥammad al-Amīn ibn Ṣadr al-Dīn Shirwānī,Q114242426
"Shore, Offley Bohun Stovin Fairless, 1863-1922",former owner,,,human,Offley Bohun Stovin Fairless Shore,Q114242408
Sidonius Appolinaris,author,,,human,Sidonius Apollinaris,Q302936
Simone Serdini,author,,,human,Simone Serdini,Q27681105
Sir Richard Sakevylle,former owner,,,human,Richard Sackville,Q6087831
"Sir Thomas Phillipps (1792-1872), his n. 5861",former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillipps (1792-1872), his n. 9677",former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillipps, his MS 9391.",former owner,,,human,Thomas Phillipps,Q2147709
Sir Thomas Smith,author,,,human,Thomas Smith,Q3525572
"Smith, David Eugene, 1860-1944",former owner,,,human,David Eugene Smith,Q1174369
"Smith, Edgar F. 1854-1928",former owner,,,human,Edgar Fahs Smith,Q3047451
"Sneyd, Walter, 1809-1888",former owner,,,human,Walter Sneyd,Q62619661
"Sohoni, Pushkar",former owner,,,human,Pushkar Sohoni,Q42666530
"Sowerbutts, Richard",scribe,,,human,Richard Sowerbutts,Q114242499
Spain. Sovereign (1516-1556 : Charles I),author,,,organization,Spain,Q29
Spain. Sovereign (1556-1598 : Philip II),author,,,organization,Spain,Q29
"St. Audries, Alexander Fuller-Acland-Hood, Baron, 1853-1917",former owner,,,human,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",Q4718909
"St. George, Henry, 1581-1644",former owner,,,human,Henry St George,Q5728579
"Stanitz, John D",former owner,,,human,John D. Stanitz,Q114242546
"Stuart, William, 1798-1874",former owner,,,human,William Stuart,Q8018938
Suetonius,author,,,human,Suetonius,Q10133
Suetonius (Gaius Suetonius Tranquillus),author,,,human,Suetonius,Q10133
Sulaymān ibn Yūsuf ibn Sulaymān,scribe,سليمان بن يوسف بن سليمان,,human,Sulaymān ibn Yūsuf ibn Sulaymān,Q114242547
Sulpicius Severus,author,,,human,Sulpicius Severus,Q336704
