ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49117,University of Pennsylvania,9949237593503681,Oversize LJS 19,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949237593503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3n633/manifest,"","","",1553,1553,16,http://vocab.getty.edu/aat/300404510,,"","",Carta executoria de hidalguia a pedimiento,"","","Illuminations|Codices|Specimens|Letters patent|Manuscripts, Spanish|Art|Art|Manuscripts, Renaissance",aat|aat|fast|aat|lcsh|fast|lcgft|lcsh,http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1423861|http://vocab.getty.edu/aat/300027820|http://id.worldcat.org/fast/1008500|http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/1008472,"illuminations (paintings)|codices (bound manuscripts)|Specimens|letters patent|Manuscripts, Spanish|Art|Art|Manuscripts, Renaissance","Garcia y la Puente, Johan|Mary,--Blessed Virgin, Saint|James,--the Greater, Saint--Art|James,--the Greater, Saint|Mary,--Blessed Virgin, Saint--Annunciation--Art|Illumination of books and manuscripts--Specimens|Nobility--Spain--Early works to 1800|Nobility|Illumination of books and manuscripts|History|Spain--History--Charles I, 1516-1556|Spain",||http://id.worldcat.org/fast/48588;http://id.worldcat.org/fast/815177||http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1351679;http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/967235;http://id.worldcat.org/fast/1423861|http://id.worldcat.org/fast/1038255;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1038255|http://id.worldcat.org/fast/967235|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355580|http://id.worldcat.org/fast/1204303,"||James, the Greater, Saint;Art||Mary, Blessed Virgin, Saint;Annunciation to the Blessed Virgin Mary;Art|Illumination of books and manuscripts;Specimens|Nobility;Spain;Early works|Nobility|Illumination of books and manuscripts|History|Spain;History;1516-1556|Spain",Spain. Sovereign (1516-1556 : Charles I),"","",Q29,organization,Spain,"","","","","","","","","","","","",Spanish,Q1321,Spanish,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 38 leaves : parchment ; 334 x 216 (220 x 135) mm bound to 334 x 230 mm.,Ms. codex.|Title supplied by cataloger.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949237593503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9959419423503681,Oversize LJS 234,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959419423503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3p843w7r/manifest,"","","",1349,1349,14,http://vocab.getty.edu/aat/300404506,,Physica,"",Liber phisicorum sive auditus phisici,"",Physica,"Codices (bound manuscripts)|Commentaries|Illuminations (painting)|Manuscripts, Latin--14th century|Manuscripts, Medieval",aat|aat|aat|local|local,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300264522|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/933420|http://id.worldcat.org/fast/1008422,"codices (bound manuscripts)|commentaries|illuminations (paintings)|Manuscripts, Latin;Fourteenth century|Manuscripts, Medieval",Aristotle--Criticism and interpretation--Early works to 1800|Aristotle.--Physics--Early works to 1800|Aristotle|Physics--Early works to 1800|Physics|Physical sciences--Early works to 1800|Criticism and interpretation|Physical sciences,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1356964;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/29885|http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1063025|http://id.worldcat.org/fast/1062723;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1198648|http://id.worldcat.org/fast/1062723,Aristotle;Criticism and interpretation;Early works|Aristotle;Physics (Aristotle);Early works|Aristotle|Physics;Early works|Physics|Physical sciences;Early works|Criticism and interpretation|Physical sciences,"Albertus, Magnus, Saint, 1193?-1280","","",Q60059,human,Albertus Magnus,"","","","","","","","","","","","",Latin,Q397,Latin,"Vollbehr, Otto H. F. 1869-1946|Honeyman, Robert B|Bergendal Collection",||,"",Otto Vollbehr|Robert Brodhead Honeyman|Bergendal Collection,Q23906104|Q113864827|Q114236214,human|human|organization,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 94 leaves : parchment ; 320 x 225 (242 x 170) mm bound to 325 x 235 mm.,Title from opening rubric (f. 1r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9959419423503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9952666523503681,Oversize LJS 24,https://franklin.library.upenn.edu/catalog/FRANKLIN_9952666523503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p37w6764x/manifest,"[Paris],",http://vocab.getty.edu/tgn/7008038,Paris,[between 1225 and 1275],1225^1275,13,http://vocab.getty.edu/aat/300404505,,"","",Medical miscellany,"","","Codices|Illuminations|Treatises|Art|Manuscripts, Medieval|Art|Manuscripts, Latin",aat|aat|aat|fast|lcsh|lcgft|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/1008395,"codices (bound manuscripts)|illuminations (paintings)|treatises|Art|Manuscripts, Medieval|Art|Manuscripts, Latin","Dominicans--In art|Dominicans|Medicine|Medicine--Early works to 1800|Medicine, Medieval|Medicine, Medieval|Fever|Fever--Early works to 1800",http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/815177||http://id.worldcat.org/fast/1014893|http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1015277|http://id.worldcat.org/fast/1015277|http://id.worldcat.org/fast/923528|http://id.worldcat.org/fast/923528;http://id.worldcat.org/fast/1411636,"Dominicans;Art||Medicine|Medicine;Early works|Medicine, Medieval|Medicine, Medieval|Fever|Fever;Early works","Israeli, Isaac, approximately 832-approximately 932","","",Q536837,human,Isaac Israeli ben Solomon,"","","","","","","","","","","","",Latin,Q397,Latin,"Robinson, Philip|Dysart, Lionel Tollemache, Earl of, 1708-1770|Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955",||,"","Philip Robinson|Lionel Tollemache, 4th Earl of Dysart|Bentley Lyonel John Tollemache, 3rd Baron Tollemache",Q114242505|Q6555815|Q18109261,human|human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 149 leaves : parchment ; 278 x 196 (188 x 125-127) mm bound to 293 x 211 mm.,Ms. codex.|Title supplied by cataloger.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9952666523503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947594443503681,Oversize LJS 252,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947594443503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30d1h/manifest,"","","",circa 1300.,1300,14,http://vocab.getty.edu/aat/300404506,,Physics.,"",Manuscript leaf from Physics,"",Physics,"Fragments (object portions)|Manuscripts, Latin|Manuscripts, Latin|Manuscripts, Medieval",aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300117130|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008422,"fragments (object portions)|Manuscripts, Latin|Manuscripts, Latin|Manuscripts, Medieval",Physics--Early works to 1800|Physics|Physical sciences--Early works to 1800|Physical sciences,http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1063025|http://id.worldcat.org/fast/1062723;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1062723,Physics;Early works|Physics|Physical sciences;Early works|Physical sciences,Aristotle,"","",Q868,human,Aristotle,"","","","","","","","","","","","",In Latin,Q397,Latin,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment ; 316 x 162 (233 x 133) mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9947594443503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9957604903503681,Oversize LJS 212,https://franklin.library.upenn.edu/catalog/FRANKLIN_9957604903503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rk8q/manifest,"","","",1380.,1380,14,http://vocab.getty.edu/aat/300404506,,"","",Manuscript leaf from expense records,"","","Fragments (object portions)|Accounts|Manuscripts, French|Manuscripts, Medieval",aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300117130|http://vocab.getty.edu/aat/300145802|http://id.worldcat.org/fast/1008338|http://id.worldcat.org/fast/1008422,"fragments (object portions)|accounts|Manuscripts, French|Manuscripts, Medieval",Accounting--France--14th century|Mills and mill-work--Early works to 1800|Textile industry--France--Early works to 1800|Textile industry|Mills and mill-work|Accounting|Poligny (France)|France,http://id.worldcat.org/fast/795379;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/933420|http://id.worldcat.org/fast/1021870;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1148828;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1148828|http://id.worldcat.org/fast/1021870|http://id.worldcat.org/fast/795379|http://id.worldcat.org/fast/1258788|http://id.worldcat.org/fast/1204289,Accounting;France;Fourteenth century|Mills and mill-work;Early works|Textile industry;France;Early works|Textile industry|Mills and mill-work|Accounting|France--Poligny|France,"","","","","","","","","","","","","","","","","","",Middle French,Q1473289,Middle French,"Stanitz, John D","","",John D. Stanitz,Q114242546,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment ; 430 x 298 mm.,Title supplied by cataloger.|Ms. leaf.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9957604903503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9959171953503681,Oversize LJS 255,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959171953503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p31p4q/manifest,"","","",1425-1475,1425^1475,15,http://vocab.getty.edu/aat/300404465,,De casibus virorum illustrium.,"",Manuscript leaf from De casibus virorum illustrium,"",De casibus virorum illustrium,"Fragments (object portions)|Illuminations|Translations (documents)|Manuscripts, French|Manuscripts, Medieval|Manuscripts, Renaissance",aat|aat|aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300117130|http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300027389|http://id.worldcat.org/fast/1008338|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008472,"fragments (object portions)|illuminations (paintings)|translations (documents)|Manuscripts, French|Manuscripts, Medieval|Manuscripts, Renaissance","Phaedra--(Greek mythological character)--In literature|Theseus,--King of Athens--In literature",|,|,"Boccaccio, Giovanni, 1313-1375","","",Q1402,human,Giovanni Boccaccio,"","","","","","","","","","","","",In Middle French,Q1473289,Middle French,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf : parchment ; 330 x 296 mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9959171953503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9953161123503681,LJS 204,https://franklin.library.upenn.edu/catalog/FRANKLIN_9953161123503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3gp4r/manifest,"","","",1509,1509,16,http://vocab.getty.edu/aat/300404510,,"","",Shesh kenafayim,"",Shesh kenafayim,"Codices|Manuscripts, Renaissance|Manuscripts, Hebrew|Tables (documents)",aat|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008360|http://vocab.getty.edu/aat/300027364,"codices (bound manuscripts)|Manuscripts, Renaissance|Manuscripts, Hebrew|tables (documents)","Astronomy--Early works to 1800|Astronomy|Astronomy, Medieval|Astronomy, Medieval|Jewish astronomy|Jewish astronomy--Early works to 1800",http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/982662|http://id.worldcat.org/fast/982662;http://id.worldcat.org/fast/1411636,"Astronomy;Early works|Astronomy|Astronomy, Medieval|Astronomy, Medieval|Jewish astronomy|Jewish astronomy;Early works","Bonfils, Immanuel ben Jacob, active 14th century","","",Q354517,human,Immanuel Bonfils,"","","","","","","Gallico, Joseph ben Isaac, 16th century","","",Joseph ben Isaac Gallico,Q113857019,human,Hebrew,Q9288,Hebrew,"Sassoon, David Solomon, 1880-1942|Stanitz, John D",|,"",David Solomon Sassoon|John D. Stanitz,Q31762617|Q114242546,human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 27 leaves : parchment ; 164 x 116 (111 x 81) mm bound to 172 x 127 mm.,Title supplied by cataloger; English translation is Six wings; also known as Kanfe nesharim (Wings of eagles).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9953161123503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9957602663503681,LJS 108,https://franklin.library.upenn.edu/catalog/FRANKLIN_9957602663503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3gw56/manifest,"","","",ca. 1220.,1220,13,http://vocab.getty.edu/aat/300404505,,Interpretationes Hebraicorum nominum.,"",Manuscript leaf from Interpretationes Hebraicorum nominum,"",Interpretationes Hebraicorum nominum,"Excerpts|Fragments (object portions)|Etymological dictionaries|Manuscripts, Medieval|Manuscripts, Latin|Glossaries",aat|aat|aat|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300026939|http://vocab.getty.edu/aat/300117130|http://vocab.getty.edu/aat/300026200|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395|http://vocab.getty.edu/aat/300026189,"excerpts|fragments (object portions)|etymological dictionaries|Manuscripts, Medieval|Manuscripts, Latin|glossaries",Hebrew language--Etymology--Early works to 1800|Hebrew language--Etymology,http://id.worldcat.org/fast/954220;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/954220,Hebrew language--Etymology;Early works|Hebrew language--Etymology,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Leeche, John, 14th century|Barker-Benfield, B. C|Lanthony Priory (Gloucestershire, England)",||,"",John Leeche|B.C. Barker-Benfield|Llanthony Priory,Q114242515|Q113817294|Q3397679,human|human|organization,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 item (1 leaf) : parchment ; 206 x 150 (145 x 115) mm.,Title supplied by cataloger.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9957602663503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9949967773503681,LJS 119,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949967773503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3zw5j/manifest,"","","",1300s.,1300^1399,14,http://vocab.getty.edu/aat/300404506,,"","",Manuscript leaf from a collection of papal decretals,"","","Commentaries|Fragments (object portions)|Decretals|Manuscripts, Medieval|Manuscripts, Latin",aat|aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300117130|http://vocab.getty.edu/aat/300026927|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395,"commentaries|fragments (object portions)|decretals|Manuscripts, Medieval|Manuscripts, Latin",Canon law|Canon law--Early works to 1800,http://id.worldcat.org/fast/845910|http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636,Canon law|Canon law;Early works,Catholic Church,"","",Q9592,organization,Catholic Church,"","","","","","","","","","","","",In Latin,Q397,Latin,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment ; 210 x 116 mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949967773503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9915803973503681,Ms. Codex 88,https://franklin.library.upenn.edu/catalog/FRANKLIN_9915803973503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nk3676d/manifest,"[Šibenik, Croatia],",http://vocab.getty.edu/tgn/7015447;http://vocab.getty.edu/tgn/7006663,Šibenik;Croatia,1449-1453.,1449^1453,15,http://vocab.getty.edu/aat/300404465,,Diaeta salutis,"","Via salutis, del dieta","",Diaeta salutis,"Annals and chronicles|Annals and chronicles|Codices (bound manuscripts)|Poetry|Poetry|Prayers|Prayers|Manuscripts, Renaissance|Recipes|Manuscripts, Latin--15th century|Manuscripts, Italian--15th century|Recipes",fast|lcgft|aat|lcgft|fast|lcgft|fast|lcsh|fast|local|local|lcgft,http://id.worldcat.org/fast/1919892|http://id.worldcat.org/fast/1919892|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1423828|http://id.worldcat.org/fast/1423828|http://id.worldcat.org/fast/1074737|http://id.worldcat.org/fast/1074737|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1424190|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1424190,"Annals and chronicles|Annals and chronicles|codices (bound manuscripts)|Poetry|Poetry|Prayers|Prayers|Manuscripts, Renaissance|Recipes|Manuscripts, Latin;Fifteenth century|Manuscripts, Italian;Fifteenth century|Recipes","Sveti Nikola (Abbey : Šibenik, Croatia)|Christian life|Christian life--Early works to 1800|Spiritual life--Catholic Church|Spiritual life--Catholic Church--Early works to 1800|Šibenik (Croatia)",|http://id.worldcat.org/fast/859185|http://id.worldcat.org/fast/859185;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1130109|http://id.worldcat.org/fast/1130109;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1224473,|Christian life|Christian life;Early works|Spiritual life--Catholic Church|Spiritual life--Catholic Church;Early works|Croatia--Šibenik,"Guillaume, de Lanicia, -after 1310","","",Q64032846,human,Guillaume de Lanicia,"","","","","","","Bilicich, Stephanus","","",Stephanus Bilicich,Q113817442,human,"Latin, with several items in Italian",Q397;Q652,Latin;Italian,"Libri, Guillaume, 1803-1869|Phillipps, Thomas, Sir, 1792-1872",|,"",Guglielmo Libri Carucci dalla Sommaja|Thomas Phillipps,Q1251586|Q2147709,human|human,"paper, color illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 93 leaves : paper, color illustrations ; 215 x 148 (138 x 85) mm bound to 221 x 144 mm.","Incipit of Italian poem (f. 88r): Ara la arena, chi per comune pena [this is repeated as an explicit].|Title from heading (f. 1r).|First work, incipit and explicit: (f. 1r) Hec est via ambulate in ea ... (f. 73r) orationes pro dampnatis deus non exaudit.|Colophon (f. 73r): Iste liber est mei fratris Strephani Bilicich, abbatis monasterii sancti Nicolai portus sibenicensis, quem scripsi manu propria. [It is then dated 1449.].|Second work, incipit and explicit: (f. 73r) 1421. Consecrata fuit ecclesia in vodice ... (f. 75r) Dominus Michael dux[?] Seubenico obiit nescio quando.|Ms. codex.",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9915803973503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9958452103503681,Oversize LJS 184,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958452103503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3sn01497/manifest,"[Catalonia],",http://vocab.getty.edu/tgn/7030216,Catalonia,[between 1265 and 1299],1265^1299,13,http://vocab.getty.edu/aat/300404505,,Etymologiae,"",Liber ethimologiarum,"",Etymologies,"Codices|Encyclopedias|Manuscripts, Medieval|Manuscripts, Latin|Illuminations",aat|aat|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300129439|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395|http://vocab.getty.edu/aat/300264522,"codices (bound manuscripts)|encyclopedias|Manuscripts, Medieval|Manuscripts, Latin|illuminations (paintings)",Encyclopedias and dictionaries|Encyclopedias and dictionaries--Early works to 1600,http://id.worldcat.org/fast/909533|http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1411636,Encyclopedias and dictionaries|Encyclopedias and dictionaries;Early works,"Isidore, of Seville, Saint, -636","","",Q166876,human,Isidore of Seville,"","","","","","","","","","","","",Latin,Q397,Latin,"Horblit, Harrison D|Stanitz, John D|Schoenberg, Lawrence J|Poblet (Monastery)",|||,"",Harrison Horblit|John D. Stanitz|Lawrence J. Schoenberg|Poblet Monastery,Q18206500|Q114242546|Q107542788|Q645157,human|human|human|organization,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 184 leaves : parchment ; 356 x 242 (234 x 160) mm bound to 357 x 246 mm.,Title from opening rubric (f. 1r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9958452103503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948181893503681,LJS 232,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948181893503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3c95d/manifest,"","","",1539,1539,16,http://vocab.getty.edu/aat/300404510,,"","",Trattato delle proportioni et proportionalità,"","","Codices|Diagrams|Dialogues|Treatises|Manuscripts, Italian|Manuscripts, Latin|Manuscripts, Renaissance",aat|aat|aat|aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300026185|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008378|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"codices (bound manuscripts)|diagrams|dialogues|treatises|Manuscripts, Italian|Manuscripts, Latin|Manuscripts, Renaissance","Martini, Luca,--1980-|Rucellai, Cosimo,--1495-1519|Vettori, Jacopo|Rithmomachia (Game)|Rithmomachia (Game)|Mathematical recreations--Early works to 1800|Mathematical recreations",|||http://id.worldcat.org/fast/1741843|http://id.worldcat.org/fast/1741843|http://id.worldcat.org/fast/1012120;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1012120,|||Rithmomachia (Game)|Rithmomachia (Game)|Mathematical recreations;Early works|Mathematical recreations,"Varchi, Benedetto, 1503-1565","","",Q176833,human,Benedetto Varchi,"","","","","","","Marchioni, Marchiono de","","",Marchiono de Marchioni,Q114242524,human,Italian with a short section in Latin (f. 49r-49v),Q652;Q397,Italian;Latin,"Feltrinelli, Giannalisa","","",Giannalisa Feltrinelli,Q95750251,human,"paper, illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 60 leaves : paper, illustrations ; 220 x 166 (168 x 126) mm bound to 236 x 172 mm.","Ms. codex.|Title from caption titles (f. 3r, 26v).",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948181893503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9950003033503681,LJS 271,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950003033503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3q93r/manifest,"","","",1531.,1531,16,http://vocab.getty.edu/aat/300404510,,"","",Niccolò di Giovanni Machiavelli receipt,"","","Manuscripts, Renaissance|Manuscripts, Italian|Receipts (financial records)",lcsh|lcsh|aat,http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008378|http://vocab.getty.edu/aat/300027573,"Manuscripts, Renaissance|Manuscripts, Italian|receipts (financial records)","Soderini, Giovanni di Luigi|Textile industry--Italy--Early works to 1800|Textile industry|Italy",|http://id.worldcat.org/fast/1148828;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1148828|http://id.worldcat.org/fast/1204565,|Textile industry;Italy;Early works|Textile industry|Italy,"Machiavelli, Niccolò di Giovanni","","",Q114242520,human,Niccolò di Giovanni Machiavelli,"","","","","","","","","","","","",In Italian,Q652,Italian,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 1 paper ; 330 x 228 mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950003033503681_marc.xml
