name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Baylūnī, Muḥammad Fatḥ Allāh ibn Maḥmūd, 1569 or 1570-1632 or 1633",author,بيلوني، محمد فتح الله بن محمود، 1569 or 1570-1632 or 1633,,human,Muḥammad ibn Fatḥ Allāh Baylūnī,Q131748503,DSNAME7693,Q68303,,,,
"Ibn al-Naḥḥās, Fatḥ Allāh ibn ʻAbd Allāh, -1642 or 1643",author,ابن النحاس، فتح الله بن عبد الله، -1642 or 1643,,,,,,,human,Ibn an-Nahhas al-Halabi,Q86204655,Q12340
"Karīmī, Muḥammad ibn Yūsuf, 1599 or 1600-1657 or 1658",author,كريمي، محمد بن يوسف، 1599 or 1600-1657 or 1658,,human,Muḥammad ibn Yūsuf Karīmī,Q131748446,DSNAME7621,Q68231,,,,
"Ibn Maʻtūq, Shihāb al-Dīn, 1616 or 1617-1676 or 1677",author,ابن معتوق، شهاب الدين، 1616 or 1617-1676 or 1677,,,,,,,human,Abu Maʻtuq al-Musawi,Q6537777,Q12341
"Binhādī, Ḥ̣asan ibn Sulaymān",scribe,بنهادي، حسن بن سليمان,,,,,,,,,,
"ʻArawdak, Abū Bakr ibn Fityān, -1273",author,عرودك، ابو بكر بن فتيان، 1273-,,human,Abū Bakr ibn Fityān ʻArawdak,Q131748447,DSNAME7622,Q68232,,,,
"ʻUryānī, ʻUthmān ibn ʻAbd Allāh, -1753 or 1754",author,عرياني، عثمان بن عبد الله، -1753 or 1754,,human,ʻUthmān ibn ʻAbd Allāh ʻUryānī,Q131398874,DSNAME7623,Q68233,,,,
"Shabrāwī, ʻAbd Allāh ibn Muḥammad, 1680 or 1681-1757 or 1758",author,شبراوي، عبد الله بن محمد، 1680 or 1681-1757 or 1758,,human,ʻAbd Allāh ibn Muḥammad Shabrāwī,Q131398875,DSNAME7624,Q68234,,,,
"Fattānī, Badr al-Dīn ibn ʻUmar Khūj, active 18th century",author,فتاني، بدر الدين بن عمر خوج، active 18th century,,human,Badr al-Dīn ibn ʻUmar Khūj Fattānī,Q131748448,DSNAME7625,Q68235,,,,
"Samrajī, Muḥammad Khalīl, active 18th century",author,سمرجي، محمد خليل، active 18th century,,human,Muḥammad Khalīl Samrajī,Q131748449,DSNAME7626,Q68236,,,,
"Udkāwī, ʻAbd Allāh ibn ʻAbd Allāh, 1692 or 1693-1770 or 1771",author,ادكاوي، عبد الله بن عبد الله، 1692 or 1693-1770 or 1771,,,,,,,human,ʻAbd Allāh ibn ʻAbd Allāh Udkāwī,Q122947968,Q12339
"Bahnasī, Faḍl Allāh ibn Aḥmad, active 18th century",author,بهنسي، فضل الله بن احمد، active 18th century,,human,Faḍl Allāh ibn Aḥmad Bahnasī,Q131748450,DSNAME7627,Q68237,,,,
"Ṭālibī, Saʻd ibn Rajab ʻAntar, active 18th century",scribe,طالي، سعد بن رجب عنتر، active 18th century,,human,Saʻd ibn Rajab ʻAntar Ṭālibī,Q131748451,DSNAME7628,Q68238,,,,
"Āzād Bilgrāmī, Ghulām ʻAlī ibn Nūḥ, 1704-1786",author,آزاد بلگرامي، غلام علي بن نوح، 1704-1786,,,,,,,human,Azad Bilgrami,Q4115269,Q12342
"Abū al-Najā, Muḥammad Mujāhid, active 19th century",author,ابو النجا، محمد مجاهد، active 19th century,,human,Muḥammad Mujāhid Abū al-Najā,Q131398876,DSNAME7629,Q68239,,,,
"Qābil, Muḥammad ibn Yaḥyá, active19th century",author,قابل، محمد بن يحيى، active19th century,,human,Muḥammad ibn Yaḥyá Qābil,Q131398877,DSNAME7587,Q68197,,,,
"Qābil, Muḥammad ibn Yaḥyá, active 18th century-19th century",author,قابل، محمد بن يحيى، active18th century-19th century,,human,Muḥammad ibn Yaḥyá Qābil,Q131398877,DSNAME7587,Q68197,,,,
"Qayyimʹzādah, Ḥasan ibn Muṣṭafá, active 19th century",scribe,قيمزادة، حسن بن مصطفى، active 19th century,,human,Ḥasan ibn Muṣṭafá Qayyimʹzādah,Q131748452,DSNAME7630,Q68240,,,,
"Zarʻah, Abū Bakr ibn ʻAbd al-Wahhāb, active19th century",author,زرعة، ابو بكر بن عبد الوهاب، active19th century,,human,Abū Bakr ibn ʻAbd al-Wahhāb Zarʻah,Q131748453,DSNAME7631,Q68241,,,,
"Ānisī, ʻAbd al-Raḥmān ibn Yaḥyá, 1754 or 1755-1834 or 1835",author,آنسي، عبد الرحمن بن يحيى، 1754 or 1755-1834 or 1835,,human,ʻAbd al-Raḥmān ibn Yaḥyá Ānisī,Q131398878,DSNAME7632,Q68242,,,,
"Karāmah, Buṭrus ibn Ibrāhīm, 1774 or 1775-1850 or 1851",author,كرامة، بطرس بن ابراهيم، 1774 or 1775-1850 or 1851,,,,,,,human,Butrus Karamah,Q42890491,Q12343
"ʻIrāqī, Abū al-Ṣafāʼ ibn Abī al-Wafāʼ",author,عراقي، ابو الصفاء بن ابي الوفاء,,,,,,,,,,
"Ṣafawī, Ḥusayn ibn Abī al-Suʻūd",author,صفوي، حسين بن ابي السعود,,,,,,,,,,
"Dimyāṭī, Muḥammad ibn Bakīr",scribe,دمياطي، محمد بن بكير,,,,,,,,,,
"Bakhātī, ʻAbd al-Fattāḥ",author,بخاتي، عبد الفتاح,,,,,,,,,,
"Khaṭīb, Muḥyī al-Dīn ibn ʻAlī",scribe,خطيب، محيي الدين بن علي,,,,,,,,,,
"Anbābī, Yūsuf ibn Badr al-Dīn",author,انبابي، يوسف بن بدر الدين,,,,,,,,,,
"Kabbāshī, Aḥmad",author,كباشي، احمد,,,,,,,,,,
"Maqqarī, Aḥmad ibn Muḥammad, -1631 or 1632",author,مقري، احمد بن محمد، -1631 or 1632,,human,Ahmed Mohammed al-Maqqari,Q293551,DSNAME7633,Q68243,,,,
"Farghalī, Shams al-Dīn ibn ʻAbd Allāh, -1795 or 1796",author,فرغلي، شمس الدين بن عبد الله، -1795 or 1796,,human,Shams al-Dīn ibn ʻAbd Allāh Farghalī,Q131748454,DSNAME7634,Q68244,,,,
"Ibn Quzmān, Muḥammad ibn ʻAbd al-Malik, approximately 1080-1160",author,ابن قزمان، محمد بن عبد الملك، approximately 1080-1160,,,,,,,human,Ibn Quzman,Q3048660,Q12344
"Maḥallī, Maḥmūd ibn Abī al-Ḥasan, active 16th century",scribe,محلي، محمود بن ابي الحسن، active 16th century,,human,Maḥmūd ibn Abī al-Ḥasan Maḥallī,Q131748455,DSNAME7635,Q68245,,,,
"Abū al-Faraj al-Iṣbahānī, 897 or 898-967",author,ابو الفرج الاصبهاني، 897 or 898-967,,,,,,,human,Abu al-Faraj al-Isfahani,Q335599,Q12345
"Khuwarizmī, Jamāl al-Dīn Abu Bakr",author,خورزمي، جمال الدين اب بكر,,,,,,,,,,
"Suṭūḥī, ʻAbd al-Raḥmān ibn al-ʻĀrif billāh, active 18th century",scribe,سطوحي، عبد الرحمن بن العارف بالله، active 18th century,,human,ʻAbd al-Raḥmān ibn al-ʻĀrif billāh Suṭūḥī,Q131748456,DSNAME7636,Q68246,,,,
"Thaʻālibī, ʻAbd al-Malik ibn Muḥammad, 961 or 962-1037 or 1038",author,ثعالي، عبد المل بن محمد، 961 or 962-1037 or 1038,,,,,,,human,Tha'ālibī,Q1231017,Q12346
"ʻAfīfī, Muṣṭafá ibn Muḥammad ibn Sulaymān",scribe,عفيفي، مصطفى بن محمد بن سليمان,,,,,,,,,,
"Thaʻālibī, ʻAbd al-Malik ibn Muḥammad, 961 or 962-1037 or 1038",author,ثعالبي، عبد الملك بن محمد، 961 or 962-1037 or 1038,,,,,,,human,Tha'ālibī,Q1231017,Q12346
"Ḥanafī, Ibrāhīm ibn Sulaymān, active 17th century",scribe,حنفي، ابراهيم بن سليمان، active 17th century,,human,Ibrāhīm ibn Sulaymān Ḥanafī,Q131748457,DSNAME7637,Q68247,,,,
"ʻArīf, Yaḥyá ibn Aḥmad, active 17th century",scribe,عريف، يحيى بن احمد، active 17th century,,human,Yaḥyá ibn Aḥmad ʻArīf,Q131748458,DSNAME7638,Q68248,,,,
"Mālikī, Yaʻqūt ibn Aḥmad Mursī, active 19th century",scribe,مالكي، يعقوت بن احمد مرسي، active 19th century,,human,Yaʻqūt ibn Aḥmad Mursī Mālikī,Q131748460,DSNAME7639,Q68249,,,,
"Ibn ʻAbd al-Barr, Yūsuf ibn ʻAbd Allāh, 978 or 979-1071",author,ابن عبد البر، يوسف بن عبد الله، 978 or 979-1071,,,,,,,human,Ibn 'Abd al-Barr,Q732363,Q12347
"Majūlī, Muḥammad ibn ʻAbd al-Karīm , active 17th century",scribe,مجولي، محمد بن عبد الكريم ، active 17th century,,human,Muḥammad ibn ʻAbd al-Karīm Majūlī,Q131748461,DSNAME7640,Q68250,,,,
"ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 1144-1219",author,عكبري، عبد الله بن الحسين، 1143 or 1144-1219,,,,,,,human,ʾAbū al-Baqāʾ al-ʿUkbariyy,Q3535817,Q12348
"ʻAbd al-Laṭīf al-Baghdādī, Muwaffaq al-Dīn, 1162-1231",author,عبد اللطيف البغدادي، موفق الدين، 1162-1231,,,,,,,human,Abd al-Latif al-Baghdadi,Q307277,Q12349
"Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144",author,زمخشري، محمود بن عمر، 1075-1144,,,,,,,human,Al-Zamakhshari,Q482451,Q12315
"Iṣfahānī, ʻAbd al-Muʼmin ibn Hibat Allāh, -1203 or 1204",author,اصفهاني، عبد المؤمن بن هبة الله، -1203 or 1204,,human,ʻAbd al-Muʼmin ibn Hibat Allāh Iṣfahānī,Q131398879,DSNAME7641,Q68251,,,,
"Surūrī, Muṣliḥ al-Dīn, 1492-1562",author,سروري، مصلح الدين، 1492-1562,,,,,,,human,Muslih al-Din Sururi,Q57976282,Q12350
"Khaṭīb, Muḥammad, active 17th century",scribe,خطيب، محمد، active 17th century,,human,Muhammad Khatib,Q125897099,DSNAME7642,Q68252,,,,
"Ibn Abī Ḥajalah, Aḥmad ibn Yaḥyá, 1325-1374 or 1375",author,ابن ابي حجلة، احمد بن يحيى، 1325-1374 or 1375,,,,,,,human,Aḥmad Ibn-Yaḥyā Ibn-Abī-Ḥaǧala,Q20398076,Q12351
"Ibshīhī, Muḥammad ibn Aḥmad, 1388-approximately 1446",author,ابشيهي، محمد بن احمد، 1388-approximately 1446,,,,,,,human,Al-Ibshīhī,Q3607421,Q12352
"Shihāb al-Ḥijāzī, Aḥmad ibn Muḥammad, 1388 or 1389-1470 or 1471",author,شهاب الحجازي، احمد بن محمد، 1388 or 1389-1470 or 1471,,,,,,,human,Shahab al-Din al-Hijazi,Q28712808,Q12353
"Khālidī, Ismāʻīl ibn ʻAbd Allāh, active 19th century",scribe,خالي، اسماعيل بن عبد الله، active 19th century,,human,Ismāʻīl ibn ʻAbd Allāh Khālidī,Q131748463,DSNAME7643,Q68253,,,,
"Sharjī, Muḥammad, active 16th century",author,شرجي، محمد، active 16th century,,human,Muḥammad Sharjī,Q131398880,DSNAME7644,Q68254,,,,
Abū al-Ḥusayn ibn Aḥmad,author,ابو الحسين بن احمد,,,,,,,,,,
"Khafājī, Aḥmad ibn Muḥammad, 1571 or 1572-1659",author,خفاجي، احمد بن محمد، 1571 or 1572-1659,,,,,,,human,Shihāb al-Dīn al-Khafājī,Q27894690,Q12354
"Kibrīt, Muḥammad ibn ʻAbd Allāh, 1603 or 1604-1659 or 1660",author,كبريت، محمد بن عبد الله، 1603 or 1604-1659 or 1660,,,,,,,human,Muhammad Kibrit,Q51886263,Q12355
"Anṣārī, Tāj al-Dīn ibn Aḥmad, active 17th century",author,انصاري، تاج الدين بن احمد، active 17th century,,human,Tāj al-Dīn ibn Aḥmad Anṣārī,Q131748464,DSNAME7645,Q68255,,,,
"Arīnī, Muḥammad ibn Najm",author,اريني، محمد بن نجم,,,,,,,,,,
"Kanō, Gensen, 1685−1751",author,"狩野元仙, 1685−1751",,,,,,,human,Kanō Gensen,Q123005896,Q12891
"Rolle, Richard, 1290?-1349",author,,http://id.loc.gov/authorities/names/n79045084,,,,,,human,Richard Rolle,Q2345308,Q1806
"Garrett, Robert, 1875-1961",former owner,,,human,Robert Garrett,Q315205,DSNAME3189,Q27973,,,,
"Eichō, 1014-1095",author,"永超, 1014-1095",,,,,,,human,Eichō,Q122949257,Q12892
"Chaucer, Geoffrey, -1400",author,,,,,,,,human,Geoffrey Chaucer,Q5683,Q12798
Tollemache family,former owner,,,human,Tollemache family,Q17022192,DSNAME7646,Q68256,,,,
Catholic Church,author,,http://viaf.org/viaf/130782063,,,,,,organization,Catholic Church,Q9592,Q425
"Garrett, Robert, 1875-1961",former owner,,,human,Robert Garrett,Q315205,DSNAME3189,Q27973,,,,
"Wunder, Andreas, active 19th century",former owner,,,,,,,,human,Andreas Wunder,Q121502712,Q12799
"Bateman, Thomas, 1821-1861",former owner,,,,,,,,human,Thomas Bateman,Q3990581,Q12800
"Bateman, William, 1787-1835",former owner,,,,,,,,human,William Bateman,Q18531015,Q12801
"Wallfahrtskirche zur Heiligsten Dreifaltigkeit (Gössweinstein, Germany)",former owner,,,,,,,,organization,Basilica Gößweinstein,Q810087,Q12802
"Augustine, of Hippo, Saint, 354-430",author,,,,,,,,human,Augustine of Hippo,Q8018,Q1515
"Weyhe, Erhard, 1882-1972",former owner,,,,,,,,human,Erhard Weyhe,Q15808327,Q12803
"Garrett, Robert, 1875-1961",former owner,,,human,Robert Garrett,Q315205,DSNAME3189,Q27973,,,,
"Collège jésuite (Metz, France)",former owner,,,organization,Collège Saint-Clément,Q22959760,DSNAME7942,Q68552,,,,
"Eusebius, of Caesarea, Bishop of Caesarea, approximately 260-approximately 340",author,,http://id.loc.gov/authorities/names/n79150225,,,,,,human,Eusebius of Caesarea,Q142999,Q899
Coppo family,former owner,,,human,Coppo family,Q2996848,DSNAME7647,Q68257,,,,
"Giometti, Pietro, 1812-1859",former owner,,,human,Pietro Giometti,Q131748465,DSNAME7648,Q68258,,,,
"Boncompagni, Baldasarre, 1821-1894",former owner,,,human,Baldasarre Boncompagni,Q131748466,DSNAME7649,Q68259,,,,
"Dunn, George, 1864-1912",former owner,,,,,,,,human,George Dunn,Q112841325,Q1572
"Gregory I, Pope, approximately 540-604",author,,,,,,,,human,Gregory I,Q42827,Q889
"Johannes, of Regensburg, active 11th century",scribe,,,human,Johannes of Regensburg,Q131748467,DSNAME7650,Q68260,,,,
Vyšší Brod (Monastery),former owner,,,,,,,,organization,Vyšší Brod Cistercian Abbey,Q675724,Q12804
"Rabanus Maurus, Archbishop of Mainz, 784?-856",author,,,,,,,,human,Rabanus Maurus,Q160441,Q1915
"Lilly, Joseph, 1804-1870",former owner,,,,,,,,human,Joseph L. Lilly,Q120752891,Q41135
"Ashburnham, Bertram Ashburnham, Earl of, 1797-1878",former owner,,http://id.loc.gov/authorities/names/n82255127,,,,,,human,"Bertram Ashburnham, 4th Earl of Ashburnham",Q21855104,Q1565
"Savile, John, Sir, 1545-1607",former owner,,,,,,,,human,John Savile,Q16863665,Q12805
"Savile, Henry, Sir, 1549-1622",former owner,,,,,,,,human,Sir Henry Savile,Q711589,Q12806
"Thompson, Henry Yates, 1838-1928",former owner,,,,,,,,human,Henry Yates Thompson,Q2044609,Q1689
"Sankt Victor (Benedictine Abbey : Xanten, Germany)",former owner,,,human,St. Viktor,Q566680,DSNAME7651,Q68261,,,,
"Haimo, of Auxerre, -approximately 855",author,,,,,,,,human,Haimo of Auxerre,Q2934990,Q1918
Brudenell family,former owner,,,,,,,,human,Brudenell family,Q121464921,Q12807
St. Albans Abbey,former owner,,,,,,,,organization,St Albans Abbey,Q17645367,Q12808
"Northumberland, Henry Percy, Earl of, 1564-1632",former owner,,http://id.loc.gov/authorities/names/n88122601,,,,,,human,"Henry Percy, 9th Earl of Northumberland",Q359143,Q5108
"Leconfield, Henry Wyndham, Baron, 1830-1901",former owner,,,,,,,,human,"Henry Wyndham, 2nd Baron Leconfield",Q5730572,Q5105
"Gratian, active 12th century",author,,http://id.loc.gov/authorities/names/n50032031,,,,,,human,Gratian,Q549041,Q1588
"Diodorus, Siculus",author,,http://id.loc.gov/authorities/names/n50028820,,,,,,human,Diodorus Siculus,Q171241,Q12809
"Campana, Giampietro, marchese di Cavelli, 1808-1880",former owner,,,,,,,,human,Giampietro Campana,Q442379,Q12810
"Philipps, Thomas, Sir, 1792-1872",former owner,,,human,Thomas Phillipps,Q2147709,DSNAME998,Q385,,,,
"Boethius, -524",author,,,,,,,,human,Boethius,Q102851,Q398
"Gay, Joseph-Jean-Pascal, 1775-1832",former owner,,,,,,,,human,Pascal Gay,Q19280985,Q12811
"Librairie Damascène Morgand (Edouard Rahir et cie, successeurs)",former owner,,http://id.loc.gov/authorities/names/n82088942 http://id.loc.gov/authorities/names/n82088942 http://viaf.org/viaf/sourceID/LC%7cn82088942,,,,,,organization,Librairie Damascène Morgand,Q116784968,Q1843
"Gower, John, 1325?-1408",author,,http://id.loc.gov/authorities/names/n81039793 http://id.loc.gov/authorities/names/n81039793 http://viaf.org/viaf/sourceID/LC%7cn81039793,,,,,,human,John Gower,Q365133,Q12812
"Drury, Henry, 1778-1841",former owner,,,,,,,,human,Henry Drury,Q5720478,Q7282
"Phillipps, Thomas, Sir, 1792-1872",former owner,,http://id.loc.gov/authorities/names/n50078542,,,,,,human,Thomas Phillipps,Q2147709,Q385
"Bridget, of Sweden, Saint, approximately 1303-1373",author,,http://id.loc.gov/authorities/names/n50044402 http://id.loc.gov/authorities/names/n50044402 http://viaf.org/viaf/sourceID/LC%7cn50044402,,,,,,human,Bridget of Sweden,Q204996,Q12813
"Joannes, Glastoniensis",author,,http://id.loc.gov/authorities/names/n82029178,,,,,,human,John of Glastonbury,Q18672036,Q12814
Glastonbury Abbey,scribe,,,,,,,,organization,Glastonbury Abbey,Q544113,Q12815
"Daubeney, Hugh, -1565",former owner,,,human,Hugh Daubeney,Q131748468,DSNAME7652,Q68262,,,,
"Ailesbury, Charles Bruce, Earl of, 1682-1747",former owner,,,,,,,,human,"Charles Bruce, 3rd Earl of Ailesbury",Q5075841,Q12816
"Ailesbury, Henry Augustus, Marquess of, 1842-1911",former owner,,,human,"Henry Brudenell-Bruce, 5th Marquess of Ailesbury",Q13529854,DSNAME7653,Q68263,,,,
"Ravignani, Benintendi, approximately 1317-approximately 1360",author,,http://id.loc.gov/authorities/names/no2019066768,,,,,,human,Benintendi Ravegnani,Q16531977,Q12817
"Canonici, Matteo Luigi, 1727-1805",former owner,,,,,,,,human,Matteo Luigi Canonici,Q55226394,Q890
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,,,,,,human,Walter Sneyd,Q62619661,Q891
"Arnold, William Harris, 1854-1923",former owner,,,,,,,,human,William Harris Arnold,Q109854300,Q1662
"Perrins, Charles William Dyson, 1864-1958",former owner,,,,,,,,human,Charles William Dyson Perrins,Q5083550,Q1792
"Polo, Marco, 1254-1323",author,,http://id.loc.gov/authorities/names/n79055818,,,,,,human,Marco Polo,Q6101,Q1834
"Bulkeley, John, active 15th century",former owner,,,human,John Bulkeley,Q131748469,DSNAME7654,Q68264,,,,
"Grane, Leonard Grey, Viscount, -1541",former owner,,,human,"Leonard Grey, 1st Viscount Grane",Q6525326,DSNAME7655,Q68265,,,,
"Powis, Edward Herbert, Earl of, 1785-1848",former owner,,,,,,,,human,"Edward Herbert, 2nd Earl of Powis",Q5343428,Q12818
"Powis, Edward James Herbert, Earl of, 1818-1891",former owner,,,,,,,,human,"Edward Herbert, 3rd Earl of Powis",Q5343429,Q12819
Stift Admont. Bibliothek,former owner,,,,,,,,organization,Admont Abbey Library,Q304668,Q16695
"Monastère de Luxeuil (Luxeuil-les-Bains, France)",scribe,,,human,Luxeuil Abbey,Q1232116,DSNAME7656,Q68266,,,,
Stift Admont,former owner,,,,,,,,organization,Admont Abbey,Q667615,Q7596
"Deys, William, active 15th century",former owner,,,human,William Deys,Q131748470,DSNAME7657,Q68267,,,,
"Swan, David, active 18th century",former owner,,,human,David Swan,Q131748471,DSNAME7658,Q68268,,,,
"Kane, Grenville, 1854-1943",former owner,,http://id.loc.gov/authorities/names/no2001073978(uri) http://id.loc.gov/authorities/names/no2001073978(uri) http://viaf.org/viaf/sourceID/LC%7cno2001073978,,,,,,human,Grenville Kane,Q94356741,Q12820
Abbazia di Morimondo,former owner,,http://id.loc.gov/authorities/names/nr93035920 http://id.loc.gov/authorities/names/nr93035920 http://viaf.org/viaf/sourceID/LC%7cnr93035920,,,,,,organization,Abbey of Morimondo,Q1775687,Q12821
Catholic Church,author,,http://viaf.org/viaf/130782063,,,,,,organization,Catholic Church,Q9592,Q425
"Antonio, de Sant Romà, fray",scribe,,,,,,,,human,Fray Antonio de Sant Roma,Q121464479,Q12822
"Convento San Pedro Regalado de la Aguilero (Burgos, Spain)",former owner,,,,,,,,organization,convent of San Pedro Regalado,Q6121550,Q12823
"Páez de Castro, Juan, active 16th century",author,,http://id.loc.gov/authorities/names/n79099103 http://id.loc.gov/authorities/names/n79099103 http://viaf.org/viaf/sourceID/LC%7cn79099103,,,,,,human,Juan Páez de Castro,Q1946977,Q12824
"Phillipps, Thomas, Sir, 1792-1872",former owner,,http://id.loc.gov/authorities/names/n50078542,,,,,,human,Thomas Phillipps,Q2147709,Q385
"De Santander, Simon, -1791",former owner,,,human,Simon De Santander,Q131748472,DSNAME7659,Q68269,,,,
"Renouard, Ant. Aug. 1765-1853",former owner,,,,,,,,human,Antoine-Augustin Renouard,Q2853443,Q12825
"Johann, von Neuburg, active 15th century",scribe,,,human,Johann von Neuburg,Q131748473,DSNAME7660,Q68270,,,,
"Roloff, Friedrich Wilhelm, 1714-1741",former owner,,,,,,,,human,Friedrich Wilhelm Roloff,Q55916138,Q12826
"Marienstiftsgymnasium (Stettin, Germany)",former owner,,,human,Marienstiftsgymnasium,Q1897949,DSNAME7661,Q68271,,,,
"Dortmond, J. A",former owner,,,,,,,,human,J. A. Dortmond,Q120599212,Q12827
Muḥammad ibn Salāmah ibn ʻAbd al-Khāliq,scribe,محمد بن سلامة بن عبد الخالق,,,,,,,,,,
"Ibn al-Asīr, Yūsuf ibn ʻAbd al-Qādir, 1816 or 1817-1889 or 1890",scribe,ابن الاسير، يوسف بن عبد القادر، 1816 or 1817-1889 or 1890,,,,,,,human,Yusuf al-Asir,Q6533166,Q12265
"Yamanī, Muḥammad, active 18th century",scribe,يمني، محمد، active 18th century,,human,Muḥammad Yamanī,Q131748474,DSNAME7662,Q68272,,,,
"Najjārī, Muḥammad ibn Muḥammad, active 18th century",scribe,نجاري، محمد بن محمد، active 18th century,,human,Muḥammad ibn Muḥammad Najjārī,Q131748475,DSNAME7663,Q68273,,,,
"Kurdī, Murtaḍá ibn Muṣṭafá, -1742 or 1743",author,كردي، مرتضى بن مصطفى، -1742 or 1743,,human,Murtaḍá ibn Muṣṭafá Kurdī,Q131398881,DSNAME7664,Q68274,,,,
"Ḥalabī, Muḥammad, active 19th century",scribe,حلبي، محمد، active 19th century,,human,Muḥammad Ḥalabī,Q131748476,DSNAME7665,Q68275,,,,
"Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791",author,مرتضى الزبيدي، محمد بن محمد، 1732 or 1733-1791,,,,,,,human,Murtaḍá al-Zabīdī,Q4120098,Q12266
"Ḥuznī, ʻAbd al-Qādir ibn Muḥammad, active 18th century",scribe,حزني، عبد القادر بن محمد، active 18th century,,human,ʻAbd al-Qādir ibn Muḥammad Ḥuznī,Q131748477,DSNAME7666,Q68276,,,,
"Ḥaydarī, ʻAbd Allāh ibn ʻAbd Allāh, active 19th century",scribe,حيدري. عبد الله بن عبد الله، active 19th century,,human,ʻAbd Allāh ibn ʻAbd Allāh Ḥaydarī,Q131748478,DSNAME7667,Q68277,,,,
"Kawwá, ʻAbd Allāh, active 19th century",scribe,كوى، عبد الله، active 19th century,,human,ʻAbd Allāh Kawwá,Q131748479,DSNAME7668,Q68278,,,,
"Mirdād, Sulaymān ibn ʻAbd al-Muʻṭī, active 19th century",scribe,مرداد، سليمان بن عبد المعطي، active 19th century,,human,Sulaymān ibn ʻAbd al-Muʻṭī Mirdād,Q131748480,DSNAME7669,Q68279,,,,
"Isrāʻī, Muḥammad ibn Aḥmad, active 19th century",scribe,اسراعي، محمد بن احمد، active 19th century,,human,Muḥammad ibn Aḥmad Isrāʻī,Q131748481,DSNAME7670,Q68280,,,,
"Ibn Awmarāqāy, Ḥusayn, active 18th century",scribe,ابن اومراقاي، حسين، active 18th century,,human,Ḥusayn Ibn Awmarāqāy,Q131748482,DSNAME7671,Q68281,,,,
"Ibn Muḥarram, Aḥmad ibn Muḥammad, active 18th century",scribe,ابن محرم، احمد بن محمد، active 18th century,,human,Aḥmad ibn Muḥammad Ibn Muḥarram,Q131748483,DSNAME7672,Q68282,,,,
"Maʻānī, Muḥammad ibn Ibrāhīm, active 17th century",scribe,معاني، محمد بن ابراهيم، active 17th century,,human,Muḥammad ibn Ibrāhīm Maʻānī,Q131748484,DSNAME7673,Q68283,,,,
"ʻAwfī, ʻAbd al-Barr ibn ʻAbd al-Qādir, -1660 or 1661",author,عوفي، عبد البر بن عبد القادر، -1660 or 1661,,human,ʻAbd al-Barr ibn ʻAbd al-Qādir ʻAwfī,Q131748485,DSNAME7674,Q68284,,,,
"Fayyūmī, Aḥmad ibn Shaʻbān",scribe,فيومي، احمد بن شعبان,,,,,,,,,,
"Makkī, ʻAbd al-Qādir ibn Sulaymān",scribe,مكي، عبد القادر بن سليمان,,,,,,,,,,
"Kurdī, Ḥasan ibn Muḥammad, active 18th century",scribe,كردي، حسن بن محمد، active 18th century,,human,Ḥasan ibn Muḥammad Kurdī,Q131748486,DSNAME7675,Q68285,,,,
"Bāfrahwīyah, ʻAlī ibn Ḥusayn, active 17th century",scribe,بافره‌وية، علي بن حسين، active 17th century,,human,ʻAlī ibn Ḥusayn Bāfrahwīyah,Q131748487,DSNAME7676,Q68286,,,,
"Darwīsh, ʻAlī, active 17th century",scribe,درويش، علي، active 17th century,,,,,,,,,,
"Durrī, Ḥusayn Muḥammad Ibrāhīm, active 18th century",scribe,دري، حسين محمد ابراهيم، active 18th century,,human,Ḥusayn Muḥammad Ibrāhīm Durrī,Q131748488,DSNAME7677,Q68287,,,,
"Qayṣūnī, Muṣṭafá, active 18th century",scribe,قيصوني، مصطفى، active 18th century,,human,Muṣṭafá Qayṣūnī,Q131748489,DSNAME7678,Q68288,,,,
"Turkmānī, Ḥasan ibn Aḥmad, active 18th century",scribe,تركماني، حسن بن احمد، active 18th century,,human,Ḥasan ibn Aḥmad Turkmānī,Q131748490,DSNAME7679,Q68289,,,,
"ʻĀṣī, Murād, active 17th century",scribe,عاصي، مراد، active 17th century,,human,Murād ʻĀṣī,Q131748491,DSNAME7680,Q68290,,,,
"Ibn Sharaf al-Dīn, Qāsim ibn Muḥammad, active 16th century",scribe,ابن شرف الدين، قاسم بن محمد، active 16th century,,human,Qāsim ibn Muḥammad Ibn Sharaf al-Dīn,Q131748492,DSNAME7681,Q68291,,,,
"Dimashqī, Muḥammad ʻAlī ibn Ḥusayn, active 19th century",scribe,دمشقي، محمد علي بن حسين، active 19th century,,human,Muḥammad ʻAlī ibn Ḥusayn Dimashqī,Q131748493,DSNAME7682,Q68292,,,,
"Muwaḥḥidī, ʻUmar, active 18th century",scribe,موحدي، عمر، active 18th century,,human,ʻUmar Muwaḥḥidī,Q131748494,DSNAME7683,Q68293,,,,
"ʻUmar ibn Muḥammad Amīn, active 18th century",scribe,عمر بن محمد امين، active 18th century,,human,ʻUmar ibn Muḥammad Amīn,Q131748495,DSNAME7684,Q68294,,,,
