ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 126,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts126_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1436, January 24; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Antonius Gambaro filius quondam ser Jacobi de Venetia,"","",Antonio Gambaro,Q117338136,human,"","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|Explicit, 1 leaf: Property agreement.|Docket: Property agreement.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131144.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 127,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts127_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1435, January; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume; badly torn and faded.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|Explicit, 1 leaf: Purchase of property in Castel Baldo.|Docket: Purchase of property in Castel Baldo.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131145.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 128,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts128_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"`437, July 7; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Petrus Paulus filius quondam Cardini de Spinellis,"","",Pietro Paolo Spinelli,Q117351943,human,"","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume; stiching.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|1 leaf: Dennis wrongly calls this text a ""settlement for property damage.""|Explicit, 1 leaf: Property agreement.|Docket: Property agreement.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131146.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 129,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts129_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1436, October 10; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Giacomo Michele|Baldo Michele|sons of Bartolomeo Michele,"","",Giacomo Michele|Baldo Michele|Bartolomeo Michele,Q117321234|Q117321240|Q117324301,human|human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|Explicit, 1 leaf: Rental of a house for nine years by Giacomo Michele, legum doctor son of the late Bartolomeo, for himself and his brother, Baldo.|Docket: Rental of a house for nine years by Giacomo Michele, legum doctor son of the late Bartolomeo, for himself and his brother, Baldo.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131147.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 163,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts163_12/manifest.json,"Italy, Veneto ?",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1425, July 17; s. XV(1/4); 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,"","",Document|Document,"",|,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 4.","Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 100).|1 leaf: With notarial attestations to accuracy of documents copied.|1 leaf: 1st document on leaf, Dated 1425, January 22.|Explicit, 1 leaf: Property agreement.|1 leaf: 2d document on leaf, dated 1425, July 17.|Docket: Property agreement.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131148.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 164,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts164_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1443, March 26; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Rolandus de Asillo filius ser Odarici,"","",Rolandus de Asillo,Q117351955,human,Barbarigo family,"","",Barbarigo family,Q2884101,organization,Latin,Q397,Latin,"","","","","","","","","","","Manuscript note: Faded.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 100).|Explicit, 1 leaf: Property agreement, dated originally 1443, February 7, and then proclaimed by town crier on three successive Sundays (Februrary 10, 17, 24).|Docket: Property agreement, dated originally 1443, February 7, and then proclaimed by town crier on three successive Sundays (Februrary 10, 17, 24).","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131149.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 166,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts166_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1426, January 13; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","Maria, Russian slave|Luigi Loredano, son of Giovanni Loredano|Gabriele Barbarigo, son of Antonio Barbarigo","","",|Luigi Loredano|Gabriele Barbarigo,|Q117324162|Q117321220,|human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 100).|1 leaf: Document clearly dated 1425; Dennis apparently assumes the calculus florentinus with the year beginning March 25.|Explicit, 1 leaf: Sale of a 26-year-old Russian slave named Maria by ser Luigi Loredano, son of the late Giovanni, to ser Gabriele Barbarigo, son of the late Antonio.|Docket: Sale of a 26-year-old Russian slave named Maria by ser Luigi Loredano, son of the late Giovanni, to ser Gabriele Barbarigo, son of the late Antonio.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131150.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 167,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts167_12/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"1406, December 8; s. XV(in); 1400-1415",1400^1415,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 100).|Explicit, 1 leaf: Property agreement.|Docket: Property agreement.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131151.xml
,,,digital-scriptorium,Q5021042,State of California,"",CSL v091 B29,"",https://iiif.archivelab.org/iiif/images_CSLv091B29_9/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(2); 1450-1499|s. XV; 1400-1499,1450^1499|1400^1499,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,"","",Rhetorica ad Herennium|Summa de casibus conscientiae,"",Rhetorica ad Herennium|Summa de casibus conscientiae,"",,,,"",,,Pseudo Cicero|Bartholomaeus de S. Concordio (Bartholomaeus Pisanus),"","",Q67405713|Q3635444,human|human,Pseudo-Cicero|Bartholomew of San Concordio,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"In an envelope with the manuscript, the remains of the bookplate of George John Warren Vernon (1803-1866), fifth Baron Veron; CSL accession number 22953.","","","George Venables-Vernon, 5th Baron Vernon",Q5545476,human,"","","","Binding: Quarter bound calf, nineteenth century.|Other decoration, ff. i-iv (front and back flyleaves): 2- and 3-line initials in gold with white-patterned pink and green infilling on square white-patterned blue grounds; 1-line initials within text washed with pale yellow.|Script, ff. i-iv (front and back flyleaves): Humanistic.|Layout, ff. i-iv (front and back flyleaves): 24 long lines; ruled.|Other decoration, ff. 1r-191v: 2- and 3-line initials in red, sometimes decorated in void; paraph marks in red.|Number of scribes, ff. 1r-191v: Several.|Script, ff. 1r-191v: Gothic and humanistic cursive.|Layout, ff. 1r-191v: 2 columns of 36 lines; ruled in ink.","ff. 1r-191v: The date on the last leaf, 1338, is that of the composition of the text, not of this copy.|ff. i-iv (front and back flyleaves): Continuous sequence of text from book 4 if read in the following order: f. iii r-v, ff. i r-ii v, f. iv r-v.|ff. 1r-191v: On f. 191v, column b, the resume' known as the Breviarum decretorumoften attributed to Johannes de Deo (see, for example, Jordan and Wool, Inventory of Western Manuscripts in the Biblioteca Ambrosianaregarding A 147 sup).",ff. 1r-191v: Dr. Thomas Izbicki kindly identified the text on f. 191v.,2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_9_00130836.xml
,,,digital-scriptorium,Q5021042,State of California,"",CSL v096 C3631,"",https://iiif.archivelab.org/iiif/images_CSLv096C3631_9/manifest.json,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,s. XV(3/4); 1450-1475,1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","","Book of Hours, use of Rome","",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Philip Jacob Grangier (1785); CSL assession number 18294.,"","",Philip Jacob Grangier,Q116523308,human,"","","","Binding: Brown calf, blind stamped.|Figurative details, ff. 1r-85v: 4 full page miniatures; 6 small miniatures; 7 historiated initials.|Other decoration, ff. 1r-85v: Large white-patterned initials in pink or blue on square gold grounds; 2-line initials in gold on alternating grounds of pink and blue; 1-line initials in alternating blue and gold with red or blue pen flourishing respectively.|Number of scribes, ff. 1r-85v: 1.|Script, ff. 1r-85v: Gothic.|Layout, ff. 1r-85v: 20 long lines ruled in pale red ink.",Manuscript note: Grangier bookplate inside front cover; donation note of Antonio Faurio (?) inside back cover.|ff. 1r-84r (ff. 84v-85v blank): Contains the Hours of the Virgin and the Penitential Psalms.,"",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_9_00130837.xml
