id,manuscript,groups,source_date,source_title,source_catalog_or_lot_number,institution,sale_selling_agent,sale_seller_or_holder,sale_buyer,sale_sold,sale_date,sale_price,titles,authors,dates,artists,scribes,languages,materials,places,uses,missing_authority_names,folios,num_columns,num_lines,height,width,alt_size,miniatures_fullpage,miniatures_large,miniatures_small,miniatures_unspec_size,initials_historiated,initials_decorated,manuscript_binding,manuscript_link,other_info,provenance,created_at,created_by,updated_at,updated_by,approved,deprecated,unverified_legacy_record,superceded_by_id,draft,coordinates
284152,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10010,"","","","",,,"","Book of hours, single leaf (Book of hours); Book of hours (Book of hours)",Catholic Church (Catholic Church),ca. 1470 (1445 to 1495),"","",Latin (Latin),"Parchment (parchment, illustrations)","France, Europe (France)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 005)",2025-02-11  5:42pm,lpc,2025-02-12  5:05pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284153,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10011,"","","","",,,"","Psalter, single leaves (Psalter); Bible (Bible)","",ca. 1260 (1235 to 1285),"","",Latin (Latin),"Parchment (parchment, illustrations)","France, Europe (France)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 006)",2025-02-11  5:42pm,lpc,2025-02-12  5:05pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284154,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10012,"","","","",,,"","Book of hours, single leaves (Book of hours); Book of hours (Book of hours)",Catholic Church (Catholic Church),ca. 1470 (1445 to 1495),"","",Latin (Latin),"Parchment (parchment, illustrations)","France, Europe (France)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 004)",2025-02-11  5:42pm,lpc,2025-02-12  5:05pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284155,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10013,"","","","",,,"","Corpus juris civilis, single leaf (Corpus juris civilis); Authenticum (Authenticum)","",ca. 1280-1290 (1255 to 1315),"","",Latin (In Latin),"Parchment (parchment, illustrations)","Bologna, Emilia-Romagna, Northern Italy, Italy, Europe (Bologna)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 007)",2025-02-11  5:42pm,lpc,2025-02-12  5:06pm,roseamcc,false,false,false,,false,"(44.466667,11.433333)"
284156,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10014,"","","","",,,"","Gradual, single leaves (Gradual); Gradual (Gradual)",Catholic Church (Catholic Church),ca. 1335 (1310 to 1360),"","",Latin (Latin),"Parchment (parchment, music)","France, Europe (France)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 008)",2025-02-11  5:42pm,lpc,2025-02-12  5:07pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284157,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10015,"","","","",,,"","Antiphonary, single leaf (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),ca.1480 (1455 to 1505),"","",Latin (Latin),"Parchment (parchment, illustrations)","Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 009)",2025-02-11  5:43pm,lpc,2025-02-12  5:07pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284158,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10016,"","","","",,,"","Gradual, single leaves (Gradual); Gradual (Gradual)",Catholic Church (Catholic Church),15-- (1500 to 1599),"","",Latin (Latin),"Parchment (parchment, ill.)","France, Europe (France)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 010)",2025-02-11  5:43pm,lpc,2025-02-12  5:08pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284159,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10017,"","","","",,,"","Qur'an, single leaves (Qurʼan); Qurʼan (Qurʼan)","",17th-18th century (1600 to 1799),"","",Persian (In Arabic and Persian); Arabic (In Arabic and Persian),Paper (paper),"India, Asia (India)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 024)",2025-02-11  5:43pm,lpc,2025-02-12  5:09pm,roseamcc,false,false,false,,false,"(20.0,77.0)"
284160,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10018,"","","","",,,"","Antiphonary, cutting (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),ca. 1420 (1395 to 1445),"","",Latin (Latin),"Parchment (parchment, ill.)","Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 023)",2025-02-11  5:43pm,lpc,2025-02-12  5:09pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284161,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10020,"","","","",,,"",Gradual single leaf (Gradual); Gradual (Gradual),Catholic Church (Catholic Church),ca.1300 (1275 to 1325),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 011)",2025-02-11  5:43pm,lpc,2025-02-12  5:10pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284162,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10021,"","","","",,,"",Missal single leaf (Missal); Missal (Missal),Catholic Church (Catholic Church),ca. 1320 (1295 to 1345),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 016)",2025-02-11  5:43pm,lpc,2025-02-12  5:10pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284163,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10022,"","","","",,,"",Antiphonary single leaf (Antiphonal); Antiphonary (Antiphonal),Catholic Church (Catholic Church),13-- (1300 to 1399),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 012)",2025-02-11  5:43pm,lpc,2025-02-12  5:11pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284164,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10023,"","","","",,,"",Antiphonary single leaf (Antiphonal); Antiphonary (Antiphonal),Catholic Church (Catholic Church),13-- (1300 to 1399),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 013)",2025-02-11  5:43pm,lpc,2025-02-12  5:11pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284165,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10024,"","","","",,,"",Antiphonary single leaf (Antiphonal); Antiphonary (Antiphonal),Catholic Church (Catholic Church),13-- (1300 to 1399),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 014)",2025-02-11  5:43pm,lpc,2025-02-12  5:12pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284166,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10025,"","","","",,,"","Gradual, single leaves (Gradual); Gradual (Gradual)",Catholic Church (Catholic Church),ca. 1460 (1435 to 1485),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d.1974); Saint Louis University (Saint Louis University, VFL MS 015)",2025-02-11  5:43pm,lpc,2025-02-12  5:12pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284167,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10026,"","","","",,,"",Antiphonary single leaf (Antiphonal); Antiphonary (Antiphonal),Catholic Church (Catholic Church),ca. 1300 (1275 to 1325),"","",Latin (Latin),Parchment (parchment),"Bologna, Emilia-Romagna, Northern Italy, Italy, Europe (Bologna)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 017)",2025-02-11  5:43pm,lpc,2025-02-12  5:13pm,roseamcc,false,false,false,,false,"(44.466667,11.433333)"
284168,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10027,"","","","",,,"","Antiphonary, single leaf (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),15-- (1500 to 1599),"","",Latin (Latin),Parchment (parchment),"Spain, Iberian Peninsula, Europe (Spain)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 019)",2025-02-11  5:43pm,lpc,2025-02-12  5:13pm,roseamcc,false,false,false,,false,"(40.0,-4.0)"
284169,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10028,"","","","",,,"","Breviary, single leaf (Breviary); Breviary (Breviary)",Catholic Church (Catholic Church),ca. 1460 (1435 to 1485),"","",Latin (Latin),Parchment (parchment),"Spain, Iberian Peninsula, Europe (Spain)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 018)",2025-02-11  5:43pm,lpc,2025-02-12  5:14pm,roseamcc,false,false,false,,false,"(40.0,-4.0)"
284170,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10029,"","","","",,,"","Antiphonary, single leaves (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),15-- (1500 to 1599),"","",Latin (Latin),Parchment (parchment),"Spain, Iberian Peninsula, Europe (Spain)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Fischmann, Milton (Fischmann, Milton, d. 1974); Saint Louis University (Saint Louis University, VFL MS 020)",2025-02-11  5:43pm,lpc,2025-02-12  5:14pm,roseamcc,false,false,false,,false,"(40.0,-4.0)"
284171,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10030,"","","","",,,"","Antiphonary, single leaf (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),16-- (1600 to 1699),"","",Latin (Latin),"Parchment (parchment, illustrations)","Spain, Iberian Peninsula, Europe (Spain)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 021)",2025-02-11  5:43pm,lpc,2025-02-12  5:15pm,roseamcc,false,false,false,,false,"(40.0,-4.0)"
284172,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10031,"","","","",,,"","Antiphonary, single leaf (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),ca. 1340 (1315 to 1365),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Fischmann, Milton (Fischmann, Milton, d. 1974); Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 022)",2025-02-11  5:43pm,lpc,2025-02-12  5:15pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284173,"",Saint Louis University Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10032,"","","","",,,"","Antiphonary, fragment (Antiphonal); Antiphonary (Antiphonal)",Catholic Church (Catholic Church),17--]. (1700 to 1799),"","",Latin (In Latin),Parchment (parchment),"Spain, Iberian Peninsula, Europe (Spain)","",0,,,,,,,,,,,,,,,,"Fischmann, Gail (Fischmann, Gail); Saint Louis University (Saint Louis University, VFL MS 027)",2025-02-11  5:43pm,lpc,2025-02-12  5:16pm,roseamcc,false,false,false,,false,"(40.0,-4.0)"
