subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
Mishnah. Yoma--Early works to 1800,0,a;p--v,,Mishnah. Yoma;Early works,http://id.worldcat.org/fast/1358042;http://id.worldcat.org/fast/1411636,Q75363;Q300
Mishnah. Zeraʻim--Commentaries--Early works to 1800,0,a;p--v--v,,Mishnah. Zeraʻim;Commentaries;Early works,http://id.worldcat.org/fast/1361633;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q75364;Q2812;Q300
Mishnah--Commentaries--Early works to 1800,0,a--v--v,,Mishnah;Commentaries;Early works,http://id.worldcat.org/fast/1357191;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q75523;Q2812;Q300
Mishnah--Concordances--Indexes--19th century,0,a--x--v--y,,Mishnah;Concordances;Indexes;Nineteenth century,http://id.worldcat.org/fast/1357191;http://id.worldcat.org/fast/1423768;http://id.worldcat.org/fast/1423761;http://id.worldcat.org/fast/1037841,Q75523;Q66784;Q11334;Q3538
"Mishnah--Glossaries, vocabularies, etc.--Judeo-Arabic--Early works to 1800",0,a--v--x--v,,"Mishnah;Glossaries, vocabularies, etc.;Judeo-Arabic language;Early works",http://id.worldcat.org/fast/1357191;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/984468;http://id.worldcat.org/fast/1411636,Q75523;Q3028;Q74983;Q300
Mishnah--Introductions--Early works to 1800,0,a--v--v,,Mishnah;Introductions;Early works,http://id.worldcat.org/fast/1357191;http://id.worldcat.org/fast/1423833;http://id.worldcat.org/fast/1411636,Q75523;Q66871;Q300
Mishnah--Selection--19th century,0,a--x--y,,Mishnah;Excerpts;Nineteenth century,http://id.worldcat.org/fast/1357191;http://id.worldcat.org/fast/1692837;http://id.worldcat.org/fast/1037841,Q75523;Q3547;Q3538
Mishnah--Selection--Early works to 1800,0,a--x--v,,Mishnah;Excerpts;Early works,http://id.worldcat.org/fast/1357191;http://id.worldcat.org/fast/1692837;http://id.worldcat.org/fast/1411636,Q75523;Q3547;Q300
"Mizraḥi, Elijah, approximately 1450-1526. Perush Rashi--Criticism and interpretation--History and criticism",0,a;d;t--x--x,,"Perush Rashi (Mizraḥi, Elijah);Criticism and interpretation;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1380014;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411635,Q75414;Q292;Q177
"Mizraḥi, Elijah, approximately 1450-1526. Sefer ha-Mizraḥi--Criticism and interpretation--Early works to 1800",0,a;d;t--v--v,,"Sefer ha-Mizraḥi (Mizraḥi, Elijah);Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/1916826;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q75392;Q177;Q300
"Mizzī, Yūsuf ibn al-Zakī ʻAbd al-Raḥmān, 1256-1341. Tahdhīb al-Kamāl fī asmāʾ al-rijāl",0,a;d;t,,"Tahdhīb al-Kamāl fī asmāʼ al-rijāl (Mizzī, Yūsuf ibn al-Zakī ʻAbd al-Raḥmān)",http://id.worldcat.org/fast/1380469,Q11557
"Mizzī, Yūsuf ibn al-Zakī ʿAbd al-Raḥmān, 1256-1341. Tahdhīb al-Kamāl fī asmāʼ al-rijāl.--Abridgment",0,a;d;t--k,,"Tahdhīb al-Kamāl fī asmāʼ al-rijāl (Mizzī, Yūsuf ibn al-Zakī ʻAbd al-Raḥmān);Abridgments",http://id.worldcat.org/fast/1380469;http://id.worldcat.org/fast/1726571,Q11557;Q3638
"Mizzī, Yūsuf ibn al-Zakī ʿAbd al-Raḥmān, 1256-1341. Tahdhīb al-Kamāl fī asmāʼ al-rijāl.--Abridgment.",0,a;d;t--k,,"Tahdhīb al-Kamāl fī asmāʼ al-rijāl (Mizzī, Yūsuf ibn al-Zakī ʻAbd al-Raḥmān);Abridgments",http://id.worldcat.org/fast/1380469;http://id.worldcat.org/fast/1726571,Q11557;Q3638
"Modaʻi, Ḥayim",fast,a,http://id.worldcat.org/fast/1510823,"Modaʻi, Ḥayim",http://id.worldcat.org/fast/1510823,Q76187
"Modaʻi, Ḥayim--Autographs",0,a--v,,"Modaʻi, Ḥayim;Autographs",http://id.worldcat.org/fast/1510823;http://id.worldcat.org/fast/1423715,Q76187;Q7185
"Monardes, Nicolás, approximately 1512-1588",0,a;d,,"Monardes, Nicolás, approximately 1512-1588",http://id.worldcat.org/fast/1835540,Q66859
"Monasterio de San Jerónimo de la Murtra (Badalona, Spain)",0,a,,"Monasterio de San Jerónimo de la Murtra (Badalona, Spain)",http://id.worldcat.org/fast/510920,Q66817
"Monasterio de Santa María (Vallbona de las Monjas, Spain)",0,a,,"Monasterio de Santa María (Vallbona de las Monjas, Spain)",http://id.worldcat.org/fast/532293,Q67958
"Monasterio de Santa María (Vallbona de las Monjas, Spain)",fast,a,http://id.worldcat.org/fast/fst00532293,"Monasterio de Santa María (Vallbona de las Monjas, Spain)",http://id.worldcat.org/fast/532293,Q67958
Monasterio de Villaverde de Sandoval,0,a,http://id.loc.gov/authorities/names/n82040546,Monasterio de Villaverde de Sandoval,http://id.worldcat.org/fast/566564,Q48143
Monasterio de Villaverde de Sandoval,fast,a,,Monasterio de Villaverde de Sandoval,http://id.worldcat.org/fast/566564,Q48143
"Monte di pietà (Florence, Italy)",0,a,http://id.loc.gov/authorities/names/n92115452,"Monte di pietà (Florence, Italy)",http://id.worldcat.org/fast/682901,Q6926
"Monte di pietà (Florence, Italy)",fast,a,http://id.worldcat.org/fast/682901,"Monte di pietà (Florence, Italy)",http://id.worldcat.org/fast/682901,Q6926
"Monte di pietà (Florence, Italy)",0,a,http://id.loc.gov/authorities/names/n92115452,"Monte di pietà (Florence, Italy)",http://id.worldcat.org/fast/682901,Q6926
"Monte di pietà (Florence, Italy)",fast,a,http://id.worldcat.org/fast/682901,"Monte di pietà (Florence, Italy)",http://id.worldcat.org/fast/682901,Q6926
Montmorency family,0,a,,Montmorency family,http://id.worldcat.org/fast/371289,Q66834
Montserrat (Abbey),fast,a,(OCoLC)fst00530714,Montserrat (Abbey),http://id.worldcat.org/fast/530714,Q48103
Montserrat (Abbey)--Early works to 1800,0,a--v,,Montserrat (Abbey);Early works,http://id.worldcat.org/fast/530714;http://id.worldcat.org/fast/1411636,Q48103;Q300
"Montúfar, Alonso de, active 1512-1570",0,a;d,,"Montúfar, Alonso de, active 1512-1570",http://id.worldcat.org/fast/1835748,Q66795
"Morales, Ambrosio de, 1513-1591. Coronica general de España",0,a;d;t,,"Cronica general de España (Ocampo, Florián de)",http://id.worldcat.org/fast/1398882,Q48208
"Morales, Miguel de, active 1675-1685--Family",0,a;d--x,,Families,http://id.worldcat.org/fast/1728849,Q5939
Morales family,0,a,,Morales family,http://id.worldcat.org/fast/213313,Q66799
Mordecai (Biblical figure),0,a;c,,Mordecai (Biblical figure),http://id.worldcat.org/fast/321639,Q12541
"More, Thomas, Saint, 1478-1535",0,a;c;d,,"More, Thomas, Saint, 1478-1535",http://id.worldcat.org/fast/1801298,Q38735
Moreh nevukhim--Commentaries--Early works to 1800,0,a--v--v,,Commentaries;Early works,http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q2812;Q300
Mortimer family,0,a,,Mortimer family,http://id.worldcat.org/fast/213356,Q67992
Moses (Biblical leader),fast,a;c,http://id.worldcat.org/fast/fst00036088,Moses (Biblical leader),http://id.worldcat.org/fast/36088,Q38736
Moses (Biblical leader),0,a;c,,Moses (Biblical leader),http://id.worldcat.org/fast/36088,Q38736
Moses (Biblical leader)--Art,0,a;c--x,,Moses (Biblical leader);Art,http://id.worldcat.org/fast/36088;http://id.worldcat.org/fast/815177,Q38736;Q184
Moses (Biblical leader)--Death and burial--Early works to 1800,0,a;c--x--v,,Moses (Biblical leader);Death and burial of a person;Early works,http://id.worldcat.org/fast/36088;http://id.worldcat.org/fast/1185273;http://id.worldcat.org/fast/1411636,Q38736;Q7747;Q300
Moses (Biblical leader)--Early works to 1800,0,a;c--v,,Moses (Biblical leader);Early works,http://id.worldcat.org/fast/36088;http://id.worldcat.org/fast/1411636,Q38736;Q300
Moses (Biblical leader)--In rabbinical literature--Early works to 1800,0,a;c--x--v,,Moses (Biblical leader) in rabbinical literature;Early works,http://id.worldcat.org/fast/1026734;http://id.worldcat.org/fast/1411636,Q75418;Q300
Moses (Biblical leader)--Legends--Early works to 1800,0,a;c--v--v,,Moses (Biblical leader);Legends;Early works,http://id.worldcat.org/fast/36088;http://id.worldcat.org/fast/1423803;http://id.worldcat.org/fast/1411636,Q38736;Q5895;Q300
"Moses ben Jacob, of Coucy, active 13th century. Sefer mitsṿot gadol",0,a;c;d;t,http://id.loc.gov/authorities/names/n87930459,"Sefer mitsṿot gadol (Moses ben Jacob, of Coucy)",http://id.worldcat.org/fast/1378077,Q75407
"Mosheh b. Barukh ha-levi, (Altona), active 1770.--Trials, litigation, etc",4,a;c;d--x,,"Trials, litigation, etc.",http://id.worldcat.org/fast/1423712,Q38749
"Mosheh ben Abu'l-Ḥai, 12th/13th century--Correspondence",0,a;d--v,,Correspondence,http://id.worldcat.org/fast/2003288,Q5829
"Mosheh ben Yaʹaḳov, 11th century--Correspondence",0,a;d--v,,Correspondence,http://id.worldcat.org/fast/2003288,Q5829
"Mufaṣṣal (Zamakhsharī, Maḥmūd ibn ʻUmar)",fast,a,,"Mufaṣṣal (Zamakhsharī, Maḥmūd ibn ʻUmar)",http://id.worldcat.org/fast/1367993,Q20417
"Mufīd, Muḥammad ibn Muḥammad, -1022. Muqniʻah",0,a;d;t,http://id.loc.gov/authorities/names/n84077365,"Muqniʻah (Mufīd, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1365554,Q64104
"Mughnī al-labīb ʻan kutub al-aʻārīb (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)",fast,a,,"Mughnī al-labīb ʻan kutub al-aʻārīb (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)",http://id.worldcat.org/fast/1363950,Q39981
"Muḥammad, Prophet, -632",0,a;c;d,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632",0,a;c;d,http://id.loc.gov/authorities/names/n79130881,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632",fast,a;c;d,http://id.worldcat.org/fast/1836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632",fast,a;c;d,(OCoLC)fst01836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632.",fast,a;c;d,http://id.worldcat.org/fast/1836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632.",0,a;c;d,http://id.loc.gov/authorities/names/n79130881,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632.",fast,a;c;d,(OCoLC)fst01836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632--Appreciation--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Muḥammad, Prophet, -632--Art",0,a;c;d--v,,"Muḥammad, Prophet, -632;Art",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423702,Q3639;Q38573
"Muḥammad, Prophet, -632--Biography",0,a;c;d--v,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896,Q3639;Q3051
"Muḥammad, Prophet, -632--Biography.",0,a;c;d--v,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896,Q3639;Q3051
"Muḥammad, Prophet, -632--Biography--14th century",0,a;c;d--v--y,,"Muḥammad, Prophet, -632;Biographies;Fourteenth century",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/933420,Q3639;Q3051;Q295
"Muḥammad, Prophet, -632--Biography--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Biography;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411636,Q3639;Q27365;Q300
"Muḥammad, Prophet, -632--Biography--Early works to 1800",0,a;c;d--v--v,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Muḥammad, Prophet, -632--Biography--Early works to 1800",0,a;c;d--v--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Muḥammad, Prophet, -632--Biography--Early works to 1800.",0,a;c;d--v--v,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Muḥammad, Prophet, -632--Biography--Early works to 1800.",0,a;c;d--v--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Muḥammad, Prophet, -632--Biography--History--13th century--Sources",0,a;c;d--v--x--y--v,,"Muḥammad, Prophet, -632;Biographies;History;Thirteenth century;Sources",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q3639;Q3051;Q6879;Q245;Q2769
"Muḥammad, Prophet, -632--Biography--History and criticism",0,a;c;d--x--x,http://id.loc.gov/authorities/subjects/sh91004955,"Muḥammad, Prophet, -632;Biography;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411635,Q3639;Q27365;Q177
"Muḥammad, Prophet, -632--Birth--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Birth of a person;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1185270;http://id.worldcat.org/fast/1411636,Q3639;Q11147;Q300
"Muḥammad, Prophet, -632--Birth--Early works to 1800",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Birth of a person;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1185270;http://id.worldcat.org/fast/1411636,Q3639;Q11147;Q300
"Muḥammad, Prophet, -632--Birth--Early works to 1800.",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Birth of a person;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1185270;http://id.worldcat.org/fast/1411636,Q3639;Q11147;Q300
"Muḥammad, Prophet, -632--Birth--Early works to 1800.",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Birth of a person;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1185270;http://id.worldcat.org/fast/1411636,Q3639;Q11147;Q300
"Muḥammad, Prophet, -632--Campaigns",0,a;c;d--x,,"Muḥammad, Prophet, -632;Military campaigns",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1710190,Q3639;Q8339
"Muḥammad, Prophet, -632--Character--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Character;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/852264;http://id.worldcat.org/fast/1411636,Q3639;Q18340;Q300
"Muḥammad, Prophet, -632--Companions",0,a;c;d--x,http://id.loc.gov/authorities/subjects/sh85088280--(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,Companions of the Prophet Muhammad,http://id.worldcat.org/fast/1352525,Q11256
"Muḥammad, Prophet, -632--Companions.",0,a;c;d--x,http://id.loc.gov/authorities/subjects/sh85088280--(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,Companions of the Prophet Muhammad,http://id.worldcat.org/fast/1352525,Q11256
"Muḥammad, Prophet, -632--Companions--Early works to 1800",0,a;c;d--x--v,,Companions of the Prophet Muhammad;Early works,http://id.worldcat.org/fast/1352525;http://id.worldcat.org/fast/1411636,Q11256;Q300
"Muḥammad,--Prophet,-- -632--Companions--Early works to 1800",ds-subject,,,Companions of the Prophet Muhammad;Early works,http://id.worldcat.org/fast/1352525;http://id.worldcat.org/fast/1411636,Q11256;Q300
"Muḥammad, Prophet, -632--Companions--Early works to 1800.",0,a;c;d--x--v,,Companions of the Prophet Muhammad;Early works,http://id.worldcat.org/fast/1352525;http://id.worldcat.org/fast/1411636,Q11256;Q300
"Muḥammad,--Prophet,-- -632--Companions--Prayers and devotions--Early works to 1800",ds-subject,,,Companions of the Prophet Muhammad;Early works,http://id.worldcat.org/fast/1352525;http://id.worldcat.org/fast/1411636,Q11256;Q300
"Muḥammad, Prophet, -632--Devotional literature",0,a;c;d--v,,"Muḥammad, Prophet, -632;Devotional literature",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773,Q3639;Q38696
"Muḥammad, Prophet, -632--Devotional literature--14th century",0,a;c;d--v--y,,"Muḥammad, Prophet, -632;Devotional literature;Fourteenth century",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/933420,Q3639;Q38696;Q295
"Muḥammad, Prophet, -632--Devotional literature--15th century",0,a;c;d--v--y,,"Muḥammad, Prophet, -632;Devotional literature;Fifteenth century",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/923962,Q3639;Q38696;Q154
"Muḥammad, Prophet, -632--Devotional literature--15th century",0,a;c;d--x--y,,"Muḥammad, Prophet, -632;Devotional literature;Fifteenth century",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/923962,Q3639;Q2950;Q154
"Muḥammad, Prophet, -632--Devotional literature--17th century",0,a;c;d--x--y,,"Muḥammad, Prophet, -632;Devotional literature;Seventeenth century",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1113663,Q3639;Q2950;Q2771
"Muḥammad, Prophet, -632--Devotional literature--18th century",0,a;c;d--x--y,,"Muḥammad, Prophet, -632;Devotional literature;Eighteenth century",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/904058,Q3639;Q2950;Q3024
"Muḥammad, Prophet, -632--Devotional literature--Early works to 1800",0,a;c;d--v--v,,"Muḥammad, Prophet, -632;Devotional literature;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/1411636,Q3639;Q38696;Q300
"Muḥammad, Prophet, -632--Devotional literature--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Devotional literature;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1411636,Q3639;Q2950;Q300
"Muḥammad, Prophet, -632--Devotional literature--Early works to 1800.",0,a;c;d--v--v,,"Muḥammad, Prophet, -632;Devotional literature;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/1411636,Q3639;Q38696;Q300
"Muḥammad, Prophet, -632--Early works to 1800",0,a;c;d--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Muḥammad, Prophet, -632--Early works to 1800",0,a;c;d--v,,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Muḥammad, Prophet, -632--Early works to 1800.",0,a;c;d--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Muḥammad, Prophet, -632--Early works to 1800.",0,a;c;d--v,,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Muḥammad,--Prophet,-- -632--Early works to 1800.",ds-subject,,,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Muḥammad, Prophet, -632--Family",0,a;c;d--x,,"Muḥammad, Prophet, -632;Families",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849,Q3639;Q5939
"Muḥammad, Prophet, -632--Family",0,a;c;d--x,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Families",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849,Q3639;Q5939
"Muḥammad, Prophet, -632--Family.",0,a;c;d--x,,"Muḥammad, Prophet, -632;Families",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849,Q3639;Q5939
"Muḥammad, Prophet, -632--Family.",0,a;c;d--x,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Families",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849,Q3639;Q5939
"Muḥammad, Prophet, -632--Family--Biography",0,a;c;d--x--x,,"Muḥammad, Prophet, -632;Families;Biography",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/832149,Q3639;Q5939;Q27365
"Muḥammad, Prophet, -632--Family--Biography",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Families;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1919896,Q3639;Q5939;Q3051
"Muḥammad, Prophet, -632--Family--Biography--Early works to 1800",0,a;c;d--x--x--v,,"Muḥammad, Prophet, -632;Families;Biography;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q27365;Q300
"Muḥammad, Prophet, -632--Family--Biography--Early works to 1800",0,a;c;d--x--v--v,,"Muḥammad, Prophet, -632;Families;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q3051;Q300
"Muḥammad, Prophet, -632--Family--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q300
"Muḥammad, Prophet, -632--Family--Early works to 1800",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q300
"Muḥammad, Prophet, -632--Family--Early works to 1800.",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q300
"Muḥammad, Prophet, -632--Family--Early works to 1800.",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q300
"Muḥammad, Prophet, -632--Family--Poetry",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Families;Poetry",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1423828,Q3639;Q5939;Q247
"Muḥammad, Prophet, -632--Family--Prayers and devotions--Early works to 1800",0,a;c;d--x--v--v,,"Muḥammad, Prophet, -632;Families;Prayers and devotions;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q3052;Q300
"Muḥammad, Prophet, -632--Folklore",0,a;c;d--v,,"Muḥammad, Prophet, -632;Folklore",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423784,Q3639;Q42583
"Muḥammad, Prophet, -632--Friends and associates--Biography--Early works to 1800",0,a;c;d--x--v--v,,"Muḥammad, Prophet, -632;Friends and associates;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q11488;Q3051;Q300
"Muḥammad, Prophet, -632--Friends and associates--Early works to 1800",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Friends and associates;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1411636,Q3639;Q11488;Q300
"Muḥammad, Prophet, -632--Friends and associates--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Friends and associates;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1411636,Q3639;Q11488;Q300
"Muḥammad, Prophet, -632--Friends and associates--Early works to 1800.",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Friends and associates;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1411636,Q3639;Q11488;Q300
"Muḥammad, Prophet, -632--Friends and associates--Early works to 1800.",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Friends and associates;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1411636,Q3639;Q11488;Q300
"Muḥammad, Prophet, -632--Genealogy--Early works to 1800",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Genealogy;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q3639;Q38912;Q300
"Muḥammad, Prophet, -632--Genealogy--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Genealogy;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q3639;Q38912;Q300
