note_as_recorded,split
"Bibliography: De Ricci, p. 1346.|ff. 1-2v: Leaf torn in half (?). Notes in English in a later hand.|ff. 1-2v: Fragment 069 = top of leaf: citing top of its recto on the left, hence the incipit at PL 198:1594B; Fragment 070 = bottom of leaf: citing bottom of its verso on the right, hence the explicit at PL 198:1597D. Fragment 070 recto in lower margin: PL 198:1595A, Additio 1: Sola unitas ecclesie cadit in faciem adorans. Inde est quod in profestis diebus prostrati concludimus horas . . . exprimimus conditionem nostram, in secondo desiderium, in tertio spem. Fragment 070 verso in lower margin, first note: Dominus post ieiunium aviorum temporum dicitur vacans quia non proprium habet ewangelium sed anti<fonam?> propriam ante missam. Fragment 070 verso in lower margin, second note: PL 198:1598D, Additio 2: Legitur tamen in quibusdam sacramentis, statio ad sanctum petrum et potest dici vacans quia non habet propriam antifonam ad introitum sed pridiana repetitur. Notes in early modern hands, often perpendicular to the text: Fragment 069: Slater; <? stone ?> called emeraude; <?> <?> this a stone Rihe colost[?]; <? prasius?> a griene stone [?];<? n? us> naser. Fragment 070r: Smytm <?>; that; John; <?>erd; Lincolniensis; John Tyerd Lincolniensis; Robertus Lanfgellus [?] me comperavit teste laz<?> gen<?>. Fragment 070v: <?>re Lincolniensis.|Incipit, ff. 1-2v: et fragili, cipressini odoris folio perparvo densoque cuius cacumina in aristas se <spargunt>//.|Explicit, ff. 1-2v: //<?> iste quia alexander et pompeius et alii <leaf cropped> venerati sunt ipsum et reges persarum et egypti; hic autem homo docet sacra nostra abolenda et vana. Ergo romani scientes opes templi.","Bibliography: De Ricci, p. 1346.|ff. 1-2v: Leaf torn in half (?). Notes in English in a later hand.|ff. 1-2v: Fragment 069 = top of leaf: citing top of its recto on the left, hence the incipit at PL 198:1594B; Fragment 070 = bottom of leaf: citing bottom of its verso on the right, hence the explicit at PL 198:1597D.|Fragment 070 recto in lower margin: PL 198:1595A, Additio 1: Sola unitas ecclesie cadit in faciem adorans. Inde est quod in profestis diebus prostrati concludimus horas . . . exprimimus conditionem nostram, in secondo desiderium, in tertio spem.|Fragment 070 verso in lower margin, first note: Dominus post ieiunium aviorum temporum dicitur vacans quia non proprium habet ewangelium sed anti<fonam?> propriam ante missam.|Fragment 070 verso in lower margin, second note: PL 198:1598D, Additio 2: Legitur tamen in quibusdam sacramentis, statio ad sanctum petrum et potest dici vacans quia non habet propriam antifonam ad introitum sed pridiana repetitur. Notes in early modern hands, often perpendicular to the text:|Fragment 069: Slater; <? stone ?> called emeraude; <?> <?> this a stone Rihe colost[?]; <? prasius?> a griene stone [?];<? n? us> naser. Fragment 070r: Smytm <?>; that; John; <?>erd; Lincolniensis; John Tyerd Lincolniensis; Robertus Lanfgellus [?] me comperavit teste laz<?> gen<?>. Fragment 070v: <?>re Lincolniensis.|Incipit, ff. 1-2v: et fragili, cipressini odoris folio perparvo densoque cuius cacumina in aristas se <spargunt>//.|Explicit, ff. 1-2v: //<?> iste quia alexander et pompeius et alii <leaf cropped> venerati sunt ipsum et reges persarum et egypti; hic autem homo docet sacra nostra abolenda et vana. Ergo romani scientes opes templi."
"f. 1r-v + small strip of adjoining leaf: Difficult to read on the recto because it was pasted down in a book, and much paste remains attached; this description only studies the verso.|f. 1r-v: Roffredus Beneventanus, Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus (Cologne 1591); this leaf containing Pars quinta. On the recto, with incipit and explicit derived from the printed edition (not legible on the manuscript leaf) p. 296, col. 1 towards the bottom - p. 297, col. 2, 8 lines up from the bottom, beginning and ending, according to the 1591 edition: //distinctio reprobatur C si adversus delict. L I et ff de minori l si ex causa, nunc videndum et C si mulier et l papinianus C si in commissum et hoc notat dominus meus ff de minor . . . dicit sic, ego talis minor cum auctoritate talis curatoris et cetera. Sed hoc non multum expedit minori scilicet agere cum auctoritate curatoris // On the verso, the text covers p. 297, 6 lines up from the bottom of the second column through p. 299 on line 18 of the second column (one page in the ms is equivalent to ca. 3 columns in the printed text).|Incipit, f. 1r-v: cum scriptum sit quod veritas nature ymagine non potest adumbrari ff. de liberis et post hum. l filio. Item veritas rei non potest aboleri vel confundi propter subtilitatem//.|Explicit, f. 1r-v: //sit maior et vult petere restitutionem <petat infra quadriennium> post xxv annum completum numerandum C. de <ff. de in integr. restit.> l ulti. Et tunc dicam in libro quod cum essem minor et ceter.","f. 1r-v + small strip of adjoining leaf: Difficult to read on the recto because it was pasted down in a book, and much paste remains attached; this description only studies the verso.|f. 1r-v: Roffredus Beneventanus, Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus (Cologne 1591); this leaf containing Pars quinta. On the recto, with incipit and explicit derived from the printed edition (not legible on the manuscript leaf) p. 296, col. 1 towards the bottom - p. 297, col. 2, 8 lines up from the bottom, beginning and ending, according to the 1591 edition:|//distinctio reprobatur C si adversus delict. L I et ff de minori l si ex causa, nunc videndum et C si mulier et l papinianus C si in commissum et hoc notat dominus meus ff de minor . . . dicit sic, ego talis minor cum auctoritate talis curatoris et cetera. Sed hoc non multum expedit minori scilicet agere cum auctoritate curatoris //|On the verso, the text covers p. 297, 6 lines up from the bottom of the second column through p. 299 on line 18 of the second column (one page in the ms is equivalent to ca. 3 columns in the printed text).|Incipit, f. 1r-v: cum scriptum sit quod veritas nature ymagine non potest adumbrari ff. de liberis et post hum. l filio. Item veritas rei non potest aboleri vel confundi propter subtilitatem//.|Explicit, f. 1r-v: //sit maior et vult petere restitutionem <petat infra quadriennium> post xxv annum completum numerandum C. de <ff. de in integr. restit.> l ulti. Et tunc dicam in libro quod cum essem minor et ceter."
"Bibliography: De Ricci, p. 1346.|f. 1r-v: Latin.|f. 1r-v: On the recto: Item Dom. iiii, Abiit ihesus trans mare galilee . . . Hec inusitata visibilia ad cognitionem invisibilis dei perducant sed mistica <sunt?> mare est seculum, gallilee id est terre quod . . .; see Johannes Baptist Schneyer, Repertorium der lateinischen Sermones des Mittelalters fuÌˆr die Zeit von 1150-1350, BeitrÃ¤ge zur Geschichte der Philosophie und Theologie des Mittelalters, vol. 43, tomes 1-9, here tome 3, p. 514, number 66, for this sermon for the 4th Sunday in Lent.","Bibliography: De Ricci, p. 1346.|f. 1r-v: Latin.|f. 1r-v: On the recto: Item Dom. iiii, Abiit ihesus trans mare galilee . . . Hec inusitata visibilia ad cognitionem invisibilis dei perducant sed mistica <sunt?> mare est seculum, gallilee id est terre quod . . .;|see Johannes Baptist Schneyer, Repertorium der lateinischen Sermones des Mittelalters fuÌˆr die Zeit von 1150-1350, BeitrÃ¤ge zur Geschichte der Philosophie und Theologie des Mittelalters, vol. 43, tomes 1-9, here tome 3, p. 514, number 66, for this sermon for the 4th Sunday in Lent."
"ff. 1-2v: Both versos are very darkened and essentially illegible.|ff. 1-2v: Vincent P. McCarren, ""An Edition of the First Half of the Letter C of the Medulla Grammatice (Stonyhurst MS. A.1.10)"" Archivium Latinitatis Medii Aevi 70 (2012) 183-235 and ""An Edition of the Letters D, E, and F of the Medulla Grammatice (Stonyhurst MS. A.1.10),"" (2018), both online at deepblue.lib.umich.edu. On f. 1, the clearest section of the text, by way of example: //Cir<?>, -as, id est ad populum loqui. Ciroepus, a telle of gresse. Cirogia, r., funis. Cirographe, to writ with hende. <leaf torn; 2 lines illegible> Cirogullus, an <?>. Ciromancia, lokyng. Ciros grece, manus l<atin>e. Cirotecha, a glove. Cirpus, a rische. Cirrus, -i, crest of ka<?>e . . .","ff. 1-2v: Both versos are very darkened and essentially illegible.|ff. 1-2v: Vincent P. McCarren, ""An Edition of the First Half of the Letter C of the Medulla Grammatice (Stonyhurst MS. A.1.10)"" Archivium Latinitatis Medii Aevi 70 (2012) 183-235 and ""An Edition of the Letters D, E, and F of the Medulla Grammatice (Stonyhurst MS. A.1.10),"" (2018), both online at deepblue.lib.umich.edu.|On f. 1, the clearest section of the text, by way of example: //Cir<?>, -as, id est ad populum loqui. Ciroepus, a telle of gresse. Cirogia, r., funis. Cirographe, to writ with hende. <leaf torn; 2 lines illegible> Cirogullus, an <?>. Ciromancia, lokyng. Ciros grece, manus l<atin>e. Cirotecha, a glove. Cirpus, a rische. Cirrus, -i, crest of ka<?>e . . ."
"Bibliography: De Ricci, p. 1346.|ff. 1-2v: This bifolium has been given two call numbers (Fragment 061 and Fragment 062) to represent each sheet of the bifolium. The leaves are the upper part of this bifolium (the lower part is missing).|ff. 1-2v (=Fragment 061 and Fragment 062): Appears to be an idiosyncratic copy, with much skipped text and mistranscriptions of Lotario de' Conti di Segni, De miseria condicionis humane, edited online at http://www.thelatinlibrary.com/innocent1.html For the various incipits and explicits (since the leaves are missing text at the bottom), see: for Fragment 061= f. 1, column 1, materials from Book 2, chapters 22, 23, 30, 36; for f. 1, column 2, from Book 2, chapters 15, 14, 15, 16 and another undetected source. For the end of f. 1v, from Matthew 4:18 and 19. For Fragment 062 = f. 2, the opening of this leaf, see Book 1, chapter 18 sparsim, an undetected source, chapter 20. For the end of f. 2v, column 2, see Book 2, chapter 19.|Incipit, ff. 1-2v (=Fragment 061 and Fragment 062): Quid turpius ebrioso cui fetor in ore, tremor in corpore, cui mens alienator//.|Explicit, ff. 1-2v (=Fragment 061 and Fragment 062): //etiam sacerdotes qui de nocte venire e a [for ""Venerem""] amplexantur et mane virginem <erasure: amplexantur> venerantur; turpe dictu set turpissimo actu.","Bibliography: De Ricci, p. 1346.|ff. 1-2v: This bifolium has been given two call numbers (Fragment 061 and Fragment 062) to represent each sheet of the bifolium. The leaves are the upper part of this bifolium (the lower part is missing).|ff. 1-2v (=Fragment 061 and Fragment 062): Appears to be an idiosyncratic copy, with much skipped text and mistranscriptions of Lotario de' Conti di Segni, De miseria condicionis humane, edited online at http://www.thelatinlibrary.com/innocent1.html|For the various incipits and explicits (since the leaves are missing text at the bottom), see: for Fragment 061= f. 1, column 1, materials from Book 2, chapters 22, 23, 30, 36; for f. 1, column 2, from Book 2, chapters 15, 14, 15, 16 and another undetected source.|For the end of f. 1v, from Matthew 4:18 and 19. For Fragment 062 = f. 2, the opening of this leaf, see Book 1, chapter 18 sparsim, an undetected source, chapter 20. For the end of f. 2v, column 2, see Book 2, chapter 19.|Incipit, ff. 1-2v (=Fragment 061 and Fragment 062): Quid turpius ebrioso cui fetor in ore, tremor in corpore, cui mens alienator//.|Explicit, ff. 1-2v (=Fragment 061 and Fragment 062): //etiam sacerdotes qui de nocte venire e a [for ""Venerem""] amplexantur et mane virginem <erasure: amplexantur> venerantur; turpe dictu set turpissimo actu."
"Bibliography: De Ricci, p. 1346.|f. 1r-v: Notes of fines, as an earlier stage in the matter of levying a final concord; on the dorse is a symbol used by the clerks of the Common Pleas.|Explicit, f. 1r-v: George Longville (c. 1389-1458) and his wife, Elizabeth (c. 1397-c. 1426) buy from Edmund Ferrers of Chartley and his wife, Ellen (sister of Elizabeth Longville) lands in the manor of Stapleton (Leicestershire) and in the manors of Kestone and Paxton [co. Huntingdon, in Staffordshire) and land in Stramshull (Strongeshall?; in Staffordshire) for one hundred marks of silver. Dated 25 November 1414, during second year of the reign of Henry V.","Bibliography: De Ricci, p. 1346.|f. 1r-v: Notes of fines, as an earlier stage in the matter of levying a final concord; on the dorse is a symbol used by the clerks of the Common Pleas.|Explicit, f. 1r-v: George Longville (c. 1389-1458) and his wife, Elizabeth (c. 1397-c. 1426) buy from Edmund Ferrers of Chartley and his wife, Ellen (sister of Elizabeth Longville) lands in the manor of Stapleton (Leicestershire) and in the manors of Kestone and Paxton [co. Huntingdon, in Staffordshire) and land in Stramshull (Strongeshall?; in Staffordshire) for one hundred marks of silver.|Dated 25 November 1414, during second year of the reign of Henry V."
"Bibliography: De Ricci, p. 1346.|f. 1r-v: See online, by Brepols, the Aristoteles Latinus Database, for the Physica of Aristotle, transl. by Iacobus Veneticus with revisions by the Dominican, William of Moerbeke (ca. 1215-ca. 1286), Liber 2, Chapter 5, Textus 48-55, pp. 78-81 (in Immanuel Bekker, nn. 196b-197a). See also the online Corpus Corporum repositorium operum Latinorum apud universitatem Turicensem (UniversitÃ¤t ZÃ¼rich). This manuscript with ample interlinear and marginal commentary.|Incipit, f. 1r-v: et fortuna infinita est, tamen in quibusdam <?> aliquis <venire>. Cum fiant contingentia//.|Explicit, f. 1r-v: //quoniam in hiis que sunt preter necessarium et quod sicut frequenter sunt quedam circa que contigit que est propter hoc.","Bibliography: De Ricci, p. 1346.|f. 1r-v: See online, by Brepols, the Aristoteles Latinus Database, for the Physica of Aristotle, transl. by Iacobus Veneticus with revisions by the Dominican, William of Moerbeke (ca. 1215-ca. 1286), Liber 2, Chapter 5, Textus 48-55, pp. 78-81 (in Immanuel Bekker, nn. 196b-197a).|See also the online Corpus Corporum repositorium operum Latinorum apud universitatem Turicensem (UniversitÃ¤t ZÃ¼rich). This manuscript with ample interlinear and marginal commentary.|Incipit, f. 1r-v: et fortuna infinita est, tamen in quibusdam <?> aliquis <venire>. Cum fiant contingentia//.|Explicit, f. 1r-v: //quoniam in hiis que sunt preter necessarium et quod sicut frequenter sunt quedam circa que contigit que est propter hoc."
"Bibliography: De Ricci, p. 1346.|f. 1r-v: Biblical text in a larger script copied along a center column; gloss in a smaller script to the sides (but not interlinear?).|f. 1r-v: The text is 1 Corinthians 11:22 on the recto, and on the verso it is 1 Corinthians 11:24-25. Added in the margin of the verso, upside down, s. XVI, a list of the benefactors of the university of Oxford from 1485 to 1558: Henrie 7 [king, 1485-1509], and Elizabeth his wife [1486-1503], Humfrey Duke of Gloucester [1390-1447], Lady Margaret Countess of Richemonde [1443-1509], Th[omas] Wolsey archbishop of Yorke [1473-1530], Jo[hn] Kemp Archbishop of Canterbury [ca. 1380-1454], Tho[mas] Kemp bishop of London [ca. 1414-1489], Ric[hard] Li[t]chfield archdeacon of Middlesex [d. 1496], Henrie 8 [king, 1509-1547], Edward [king as Edward VI, 1547-1563], Quene Marye [queen, 1553-1558].|Incipit, f. 1r-v: //Accipite, et manducate: hoc est corpus meum, quod pro vobis tradetur: hoc facite in meam commemorationem. Similiter//.|Explicit, f. 1r-v: //Quid dicam vobis? laudo vos?//.","Bibliography: De Ricci, p. 1346.|f. 1r-v: Biblical text in a larger script copied along a center column; gloss in a smaller script to the sides (but not interlinear?).|f. 1r-v: The text is 1 Corinthians 11:22 on the recto, and on the verso it is 1 Corinthians 11:24-25. Added in the margin of the verso, upside down, s. XVI, a list of the benefactors of the university of Oxford from 1485 to 1558: Henrie 7 [king, 1485-1509], and Elizabeth his wife [1486-1503], Humfrey Duke of Gloucester [1390-1447], Lady Margaret Countess of Richemonde [1443-1509],| {benefactors} Th[omas] Wolsey archbishop of Yorke [1473-1530], Jo[hn] Kemp Archbishop of Canterbury [ca. 1380-1454], Tho[mas] Kemp bishop of London [ca. 1414-1489], Ric[hard] Li[t]chfield archdeacon of Middlesex [d. 1496], Henrie 8 [king, 1509-1547], Edward [king as Edward VI, 1547-1563], Quene Marye [queen, 1553-1558].|Incipit, f. 1r-v: //Accipite, et manducate: hoc est corpus meum, quod pro vobis tradetur: hoc facite in meam commemorationem. Similiter//.|Explicit, f. 1r-v: //Quid dicam vobis? laudo vos?//."
"Bibliography: De Ricci, p. 1346.|ff. 1-4v (2 bifolia): Two triangular areas in the lower left sections of the columns on Fragment 066 verso are left blank, as if the parchment had been badly prepared to receive writing (no text missing here, but with shadow from script on the reverse side). Running headlines that propose a different order from the one established here by the library: Fragment 063, ""Sermo 54""; Fragment 064 on the verso, ""Sermo 51""; Fragment 065 on both the recto and the verso, ""Sermo 51""; (no visible running headlines on Fragment 066). Fragment 066, recto, between the two columns, by way of a pen trial (?), s. XVI: And if your maistershipe wolde stand for muche my goode fren<d? illegible>.|ff. 1-4v: See Rodney M. Thomson, Catalogue of the Manuscripts of Lincoln Cathedral Chapter Library (Woodbridge, Suffolk; Wolfeboro, N.H., USA : Published on behalf of the Dean and Chapter of Lincoln by D.S. Brewer, 1989) pp. 479-484 for sermons written by John Felton and contained in the Chapter Library's MS 204 with, on p. 484, the sermon that here begins with the rubric on Fragment 063. Fragment 063: [Sermo 54:] <?> Convertit quam ad 2m tunc ipsum soluit quam ad quam pe<?> subdivitit quam ad 3m tunc ipsum libere ire permittitur quando per absolute libere recipendi se diffinit, quam ad partium . . . large per inferno et limbo inferni ad infernum sine ad partas inferni//. Fragment 064: [Sermo 51:] //habere guttam aque. 3o, prima. Sitis mortifero potu extinguetur nam superbi et tyranni bibent in sanguine humani qui si de suis et <?>orum corporibus fluet, Apocalipsis 16, sanguinem sanctorum et prophetarum effuderunt et sanguine eis dedisti bibere ut digni sunt . . . a te expellas peccatum, ideo tibi super hunc gradum stanti dico, Amice ascende superius//. Fragment 065: [Sermo 51]: //ideo od<?> secundus gradus qui est expulsio peccati per confessionem et signa per secundum signum in assensum solis quod dicitur aquatibus et pingitur . . . Sepius sibi oblatam accipere recusavit aut accepta repellebat alias quando eam habere vellet non conferetur eius//. Fragment 066: [no visible running headlines] //apprehendet eum quasi aqua inopia verte opprimet cum tempestas tollet eum ventus vestres et velud turbo rapiet cum de loco suo <?> et t<?> ipsi cupidi et avari sicut <di?cendi??> sap. 5, pre angustia spiritus clamabunt gementes . . . Ut lapidem tollerent ut ipsum soluerent et ut ipsum liberum ire permitterent lapiddem tollit sacerdos quando gravem penam purgatorii <?> levem?//.|Explicit, ff. 1-4v: Amice quomodo huc intrasti non habens vestem nupcialem Mt. 22o. Dicunt doctores quod in cuiuslibet operis principio debemus mittere ad deum oracionem tamquam bonum initium ut ipse sit nobis adiutor. Sed oratio tripliciter impeditur.","Bibliography: De Ricci, p. 1346.|ff. 1-4v (2 bifolia): Two triangular areas in the lower left sections of the columns on Fragment 066 verso are left blank, as if the parchment had been badly prepared to receive writing (no text missing here, but with shadow from script on the reverse side). Running headlines that propose a different order from the one established here by the library:|Fragment 063, ""Sermo 54""; Fragment 064 on the verso, ""Sermo 51""; Fragment 065 on both the recto and the verso, ""Sermo 51""; (no visible running headlines on Fragment 066). Fragment 066, recto, between the two columns, by way of a pen trial (?), s. XVI: And if your maistershipe wolde stand for muche my goode fren<d? illegible>.|ff. 1-4v: See Rodney M. Thomson, Catalogue of the Manuscripts of Lincoln Cathedral Chapter Library (Woodbridge, Suffolk; Wolfeboro, N.H., USA : Published on behalf of the Dean and Chapter of Lincoln by D.S. Brewer, 1989) pp. 479-484 for sermons written by John Felton and contained in the Chapter Library's MS 204 with, on p. 484, the sermon that here begins with the rubric on Fragment 063.|Fragment 063: [Sermo 54:] <?> Convertit quam ad 2m tunc ipsum soluit quam ad quam pe<?> subdivitit quam ad 3m tunc ipsum libere ire permittitur quando per absolute libere recipendi se diffinit, quam ad partium . . . large per inferno et limbo inferni ad infernum sine ad partas inferni//.|Fragment 064: [Sermo 51:] //habere guttam aque. 3o, prima. Sitis mortifero potu extinguetur nam superbi et tyranni bibent in sanguine humani qui si de suis et <?>orum corporibus fluet, Apocalipsis 16, sanguinem sanctorum et prophetarum effuderunt et sanguine eis dedisti bibere ut digni sunt . . . a te expellas peccatum, ideo tibi super hunc gradum stanti dico, Amice ascende superius//.|Fragment 065: [Sermo 51]: //ideo od<?> secundus gradus qui est expulsio peccati per confessionem et signa per secundum signum in assensum solis quod dicitur aquatibus et pingitur . . . Sepius sibi oblatam accipere recusavit aut accepta repellebat alias quando eam habere vellet non conferetur eius//.|Fragment 066: [no visible running headlines] //apprehendet eum quasi aqua inopia verte opprimet cum tempestas tollet eum ventus vestres et velud turbo rapiet cum de loco suo <?> et t<?> ipsi cupidi et avari sicut <di?cendi??> sap. 5, pre angustia spiritus clamabunt gementes . . .|{Fragment 066} Ut lapidem tollerent ut ipsum soluerent et ut ipsum liberum ire permitterent lapiddem tollit sacerdos quando gravem penam purgatorii <?> levem?//.|Explicit, ff. 1-4v: Amice quomodo huc intrasti non habens vestem nupcialem Mt. 22o. Dicunt doctores quod in cuiuslibet operis principio debemus mittere ad deum oracionem tamquam bonum initium ut ipse sit nobis adiutor. Sed oratio tripliciter impeditur."
"Bibliography: De Ricci, p. 1346.|f. 1r-v: The fragment contains pieces of homilies on Ezechiel, the one attributed in the Patrologia Latina to Gregory the Great (PL 076:0879D on the darker side of the parchment), although the final 2 lines are not identified, and the other to Rabanus Maurus (PL 110:0560C-0560D on the lighter side of the parchment); this description quotes incipit and explicit from the side attributed to Rabanus Maurus.|Incipit, f. 1r-v: et per omnes vicos eius Alleluia cantabitur, hoc nobis carmen celestis patrie nuntiare cives eius venerant//.|Explicit, f. 1r-v: //in hoc volumine scripta sunt lamenta, scindite corda vestra et non vestimenta vestra. Et rursus, Miseri estote et lugete. Risus vester in luctum convertatur.","Bibliography: De Ricci, p. 1346.|f. 1r-v: The fragment contains pieces of homilies on Ezechiel, the one attributed in the Patrologia Latina to Gregory the Great (PL 076:0879D on the darker side of the parchment), although the final 2 lines are not identified, and the other to Rabanus Maurus (PL 110:0560C-0560D on the lighter side of the parchment);|this description quotes incipit and explicit from the side attributed to Rabanus Maurus.|Incipit, f. 1r-v: et per omnes vicos eius Alleluia cantabitur, hoc nobis carmen celestis patrie nuntiare cives eius venerant//.|Explicit, f. 1r-v: //in hoc volumine scripta sunt lamenta, scindite corda vestra et non vestimenta vestra. Et rursus, Miseri estote et lugete. Risus vester in luctum convertatur."
"Explicit, f. 1; f. 1v blank except for a note: The middle portion of a writ to require security for good behavior there being just cause to doubt it; the full names of the people involved would have been on the now-missing left and right sides of the writ, but on this center piece the names are: Agnes Richardso<?>, Edwardus Stephanson (who was a ""skinner""?), William Stephan<son?>; on the back of this piece of parchment, in its lower margin, are pieces of a statement about the contents, of which the name ""stephynson"" is legible.","Explicit, f. 1; f. 1v blank except for a note: The middle portion of a writ to require security for good behavior there being just cause to doubt it;|the full names of the people involved would have been on the now-missing left and right sides of the writ, but on this center piece the names are: Agnes Richardso<?>, Edwardus Stephanson (who was a ""skinner""?), William Stephan<son?>; on the back of this piece of parchment, in its lower margin, are pieces of a statement about the contents, of which the name ""stephynson"" is legible."
"ff. 1-2v: One bifolium. Paleography: in a s. XV anglicana but even more so in secretary, the loop on the d begins to disappear; note that it's very rare after the year 1400 to find a pure anglicana or a pure secretary.|ff. 1-2v: Text has been compared against the incunable, available on the website of the Bayerische Staatsbibliothek: Thomas <de Hibernia>, Manipulus florum (Piacenza, 1483), ISTC ih00149000; this printed copy has been foliated by hand, and that foliation is cited here. Breakdown for the two leaves is: Piece 1 //[d] tanto expectantis desideria maiora quadam vi amoris ignescunt, caro deficit sed cupiditas alitur et augetur, ambrosius super beati immaculate et cetera. [e] Sancta desideria dilatione crescunt . . . [l] Prima salus est declinare culpam, secunda non desperare veniam quia ipse se in eternum punit qui apud verum iudicem ad penitentiam non recurrit, hugo libro de vera sapientia.// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 45v-46 (following the hand-added foliation), containing parts of the texts headed Desiderium and Desperatio. Piece 2 //Desperacio est ad vite statum vel virtutum reditum fracta spei gubernacio, victorinus [n]. Nemo se mutat qui se mutari desperat, seneca de moribus. Ubi amicicia, bk; apostoli b; ignorancia h; pentitentia am, an, ar; spes. Detractio [a]. Cum ipsam scripture veritatem criminari aut obscurare non possunt, hos per quos predicatur inducunt in odium de quibus effingere quicquid in mente venerit possunt unde iam apostolice prophetie tempus videtur instare, erit tempus in quo sanam doctrinam non sustinebunt, augustinus in epistola ad yponenses, ii thi. iiii. Obloquium est absenti detrahere . . . [In]congruum est corpore latere et lingua per totum mundum vagari, iheronimus ibidem [g but in incunable as m]. Per salomonem dicitur noli esse in conviviis potatorum neque comedas cum eis qui carnes ad vescendum conferunt. Carnes// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 46r-v (following the hand-added foliation), containing parts of the texts headed Desperatio and Detractio. Piece 3 //Vere ergo divicie non opes sunt set virtutues quas secum consciencia portat ut in perpetuum dives fiat, Bernardus ibidem. [ab] Camelus unum solum pondus habet, dives duo . . . [am] Familiaris res est humanum cor, opibus ac libertate dissolui erumnis vero ac paupertate ad semetipsum recolligi, beda super esdram libro primo. [an] Insidie sunt in diviti<arum amplitudine>// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 52v (following the hand-added foliation), containing part of text headed Divitie. Piece 4 //[an] querelam. Tractat sanitas, tentat infirmitas et illa materia est negligentie et hec causa tristitie laqueus est in securitate . . . [ba] Si cui sua non videtur amplissima, licet totius mundi dominus sit, miser est qui autem// Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 52v-53 (following the hand-added foliation), containing part of the text headed Divitie.","ff. 1-2v: One bifolium. Paleography: in a s. XV anglicana but even more so in secretary, the loop on the d begins to disappear; note that it's very rare after the year 1400 to find a pure anglicana or a pure secretary.|ff. 1-2v: Text has been compared against the incunable, available on the website of the Bayerische Staatsbibliothek: Thomas <de Hibernia>, Manipulus florum (Piacenza, 1483), ISTC ih00149000; this printed copy has been foliated by hand, and that foliation is cited here. Breakdown for the two leaves is:|Piece 1 //[d] tanto expectantis desideria maiora quadam vi amoris ignescunt, caro deficit sed cupiditas alitur et augetur, ambrosius super beati immaculate et cetera. [e] Sancta desideria dilatione crescunt . . . [l] Prima salus est declinare culpam, secunda non desperare veniam quia ipse se in eternum punit qui apud verum iudicem ad penitentiam non recurrit, hugo libro de vera sapientia.//|{Piece 1} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 45v-46 (following the hand-added foliation), containing parts of the texts headed Desiderium and Desperatio.|Piece 2 //Desperacio est ad vite statum vel virtutum reditum fracta spei gubernacio, victorinus [n]. Nemo se mutat qui se mutari desperat, seneca de moribus. Ubi amicicia, bk; apostoli b; ignorancia h; pentitentia am, an, ar; spes.|{Piece 1} Detractio [a]. Cum ipsam scripture veritatem criminari aut obscurare non possunt, hos per quos predicatur inducunt in odium de quibus effingere quicquid in mente venerit possunt unde iam apostolice prophetie tempus videtur instare, erit tempus in quo sanam doctrinam non sustinebunt, augustinus in epistola ad yponenses, ii thi. iiii. Obloquium est absenti detrahere . . .|{Piece 2} [In]congruum est corpore latere et lingua per totum mundum vagari, iheronimus ibidem [g but in incunable as m]. Per salomonem dicitur noli esse in conviviis potatorum neque comedas cum eis qui carnes ad vescendum conferunt. Carnes//|{Piece 2} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 46r-v (following the hand-added foliation), containing parts of the texts headed Desperatio and Detractio.|Piece 3 //Vere ergo divicie non opes sunt set virtutues quas secum consciencia portat ut in perpetuum dives fiat, Bernardus ibidem. [ab] Camelus unum solum pondus habet, dives duo . . . [am] Familiaris res est humanum cor, opibus ac libertate dissolui erumnis vero ac paupertate ad semetipsum recolligi, beda super esdram libro primo. [an] Insidie sunt in diviti<arum amplitudine>//|{Piece 3} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, f. 52v (following the hand-added foliation), containing part of text headed Divitie.|Piece 4 //[an] querelam. Tractat sanitas, tentat infirmitas et illa materia est negligentie et hec causa tristitie laqueus est in securitate . . . [ba] Si cui sua non videtur amplissima, licet totius mundi dominus sit, miser est qui autem//|{Piece 4} Thomas de Hibernia, Manipulus florum (Piacenza: Jacobus de Tyela, 1483), ISTC ih00149000, ff. 52v-53 (following the hand-added foliation), containing part of the text headed Divitie."
