ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:12,https://archive.org/details/MC122012_6,https://iiif.archivelab.org/iiif/images_MC122012_6/manifest.json,Germany,http://vocab.getty.edu/tgn/7000084,Germany,s. XV(med); 1440-1460,1440^1460,15,http://vocab.getty.edu/aat/300404465,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Almost certainly acquired in fall, 1930, from Dr. Erich Junkelmann of Munich. Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.","","",Erich Junkelmann,Q30104528,human,"","","","Music, f. 1r-v: Square notation on 4-line red staves with custos.|Layout, f. 1r-v: 9 lines of text and music.","f. 1r-v: Letter from Dr. Junkelmann, 24 October 1930, suggests origin in Bavaria.|f. 1r-v: Latin.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134029.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:16,https://archive.org/details/MC122016_6,https://iiif.archivelab.org/iiif/images_MC122016_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding?; probably in library for many decades.,"","","","","","","","","Script, Fragment: Round gothic.",Fragment: Upper section of a leaf.|Fragment: Latin.|Fragment: Contains part of the baptism service and a passage from Matthew 11:25-29.,C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134030.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:01,https://archive.org/details/MC122001_6,https://iiif.archivelab.org/iiif/images_MC122001_6/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XIII(4/4); 1275-1299,1275^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Robert de Hangest; Beauvais Cathedral; Brölemann sale at Sotheby's, 5 May 1926, lot 161; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.F889. Related leaves exist in various institutions.","","",Robert de Hangest;Beauvais Cathedral;Henri Auguste Brölemann;Otto Ege,Q116785131;Q513300;Q116785149;Q7109575,human;organization;human;human,"","","","Other decoration, f. 1r-v: Painted 2-line initials incorporating some gold.|Script, f. 1r-v: Gothic.|Music, f. 1r-v: Square notation on 4-line red staves.|Layout, f. 1r-v: 2 columns of 21 lines (if without musical notation).",f. 1r-v: Latin.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134031.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:02,https://archive.org/details/MC122002_6,https://iiif.archivelab.org/iiif/images_MC122002_6/manifest.json,"Italy, Umbria",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003125,Italy;Umbria,s. XIV(med); 1340-1360,1340^1360,14,http://vocab.getty.edu/aat/300404506,false,"","",Missal for Dominican use,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.D713. Related material at Boston University School of Theology: STH MS leaves 65-66.,"","",Otto Ege,Q7109575,human,"","","","Other decoration, f. 1r-v: 2-line initials alternating in red and blue with penwork in the contrasting color.|Script, f. 1r-v: Round gothic.|Layout, f. 1r-v: 2 columns of 26 lines.","Bibliography: De Ricci, p. 1947 (where dated ""ca. 1400"").|f. 1r-v: Latin.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134032.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:03,https://archive.org/details/MC122003_6,https://iiif.archivelab.org/iiif/images_MC122003_6/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XV(med); 1440-1460,1440^1460,15,http://vocab.getty.edu/aat/300404465,false,"","",Book of Hours,"",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3363.L47.,"","",Otto Ege,Q7109575,human,"","","","Other decoration, f. 1r-v: 1-line burnished gold initials on painted grounds; ribbon line fillers; traced border in outer margin.|Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 22 long lines ruled in pale red ink.",f. 1r-v: Latin.|f. 1r-v: Includes portion of Psalm 39.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134033.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:04,https://archive.org/details/MC122004_6,https://iiif.archivelab.org/iiif/images_MC122004_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(3/4); 1450-1475,1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",De finibus,"",De finibus,"",,,,"",,,Cicero,"","",Q1541,human,Cicero,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.C485 l. Likely related to leaves sold at Sotheby's, 26 November 1985, lot 79; a related leaf is at Yale University: Beinecke Rare Book and Manuscript Library MS 682.","","",Otto Ege,Q7109575,human,"","","","Script, f. 1r-v: Humanistic.|Layout, f. 1r-v: 28 long lines ruled with a colored substance (not dry point).",f. 1r-v: Latin.|f. 1r-v: Contains text beginning in 5.4.10 and ending in 5.5.14.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134034.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:05,https://archive.org/details/MC122005_6,https://iiif.archivelab.org/iiif/images_MC122005_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(med); 1440-1460,1440^1460,15,http://vocab.getty.edu/aat/300404465,false,"","",Hecyra,"",Hecyra,"",,,,"",,,Terence,"","",Q172048,human,Terence,"","","","","","",Giuliano d'Antonio da Prato,"","",Giuliano d'Antonio da Prato,Q117448251,human,"","","","","","",Latin,Q397,Latin,"Southeby's, 28 May 1934, lot 100, and then Dawson of Los Angeles?; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.T2. Related leaf: Columbia University, Rare Book and Manuscript Library Med/Ren Frag. 4.","","",Otto Ege;Dawson's Book Shop,Q7109575;Q55609180,human;organization,"","","","Other decoration, f 1r-v: Blue initial.|Script, f 1r-v: Humanistic.|Layout, f 1r-v: 30 lines of verse ruled in dry point.",f 1r-v: Scribe identifed in verbal communication to C.W. Dutschke by Dr. A.C. de la Mare (contradicting her earlier attribution in print to Messer Marco).|f 1r-v: Latin.|f. 1r-v: Contains end of Act III and beginning of Act IV.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134035.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:07,https://archive.org/details/MC122007_6,https://iiif.archivelab.org/iiif/images_MC122007_6/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,s. XV(3/4); 1450-1475,1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Ab urbe condita,"",Ab urbe condita,"",,,,"",,,Livy,"","",Q2039,human,Titus Livius,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.L764 l.,"","",Otto Ege,Q7109575,human,"","","","Other decoration, f. 1r-v: Burnished gold initial against dark colors (deep red, blue, some green).|Script, f. 1r-v: Humanistic.|Layout, f. 1r-v: 38 long lines.",f. 1r-v: Latin.|f. 1r-v: Contains end of Book 4 and beginning of Book 5.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134036.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:07,https://archive.org/details/MC088607_6,https://iiif.archivelab.org/iiif/images_MC088607_6/manifest.json,Germany,http://vocab.getty.edu/tgn/7000084,Germany,s. XV(2); 1450-1499,1450^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Treatise on canon law,"",Canon law,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Binding: Not bound.|Other decoration, ff. 1-11v: 2-line red initials.|Script, ff. 1-11v: Cursive.|Layout, ff. 1-11v: Gathering of 12 leaves if complete; 19-23 long lines; frame shaped by folding.|Watermarks, ff. 1-11v: Walking 4-legged animal with tail (cropped).","ff. 1-11v: Lacks leaf after f. 9v.|ff. 1-11v: Latin.|ff. 1-11v: Summaries of texts in the Liber Sextus Decretalium Book 3, title 13, chapter 2 (on clergy and religious) and Book 4, title 3, chapter 3 (on marriage); successive titles are indented and underlined in red.",ff. 1-11v: Country and revised date attribution courtesy of C.W. Dutschke.|ff. 1-11v: Text identification courtesy of Dr. Thomas Izbicki.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134037.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:06,https://archive.org/details/MC122006_6,https://iiif.archivelab.org/iiif/images_MC122006_6/manifest.json,England,http://vocab.getty.edu/tgn/7002445,England,s. XV(1/4); 1400-1425,1400^1425,15,http://vocab.getty.edu/aat/300404465,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.E5.,"","",Otto Ege,Q7109575,human,"","","","Other decoration, f. 1r-v: 2-line blue initials with red penwork; also 1-line red initials with black penwork and 1-line blue initials with red penwork; 1-line initials within text washed in yellow.|Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 2 columns of 39 lines ruled in ink.","Bibliography: De Ricci, p. 1940.|f. 1r-v: Latin.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134038.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1225,https://archive.org/details/MC1225_6,https://iiif.archivelab.org/iiif/images_MC1225_6/manifest.json,"Germany, Bavaria",http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7003669,Germany;Bavaria,1374-1410; s. XIV/XV; 1390-1410,1390^1410,14;15,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465,true,"","",Receipt book,"",Receipts,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",German; Latin,Q188;Q397,German;Latin,"Received ca. 1928 from estate of Henry Janeway Hardenbergh (i.e., the architect of this name who d. 1919?). Earlier manuscript call number: BA (St. Agathe at Aschafensburg, Church of).","","",Henry Janeway Hardenbergh;St. Agatha (Aschaffenburg),Q1300255;Q2316862,human;organization,"","","","Binding: Originally folded and sewn (as twelve leaves in holster format); now bound in vellum over pasteboard (as six leaves mounted on stubs).|Number of scribes, pp. 1-12: Several.|Script, pp. 1-12: Cursive.","Bibliography: Bond and Faye, p. 302.|pp. 1-12: Latin.|Explicit, pp. 1-12: Receipts (and other financial memoranda?) recorded by the Church of St. Agathe.|Docket: Receipts (and other financial memoranda?) recorded by the Church of St. Agathe.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134039.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:18,https://archive.org/details/MC122018_6,https://iiif.archivelab.org/iiif/images_MC122018_6/manifest.json,Spain,http://vocab.getty.edu/tgn/1000095,Spain,"1471, December 13; s. XV(2); 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,true,"","",Writ,"",Writ,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Spanish,Q1321,Spanish,"Acquired prior to 1952, probably from Edward L. Stevenson (1858-1944).","","",Edward Luther Stevenson,Q52155622,human,"","","","Binding: Original vellum marked with a Maltese cross and inscribed ""Cajon 17 // Num. 114 / 19 Dicembre de 1471.""","Bibliography: Bond and Faye, p. 303.|ff. 1-2v: Latin.|ff. 1-2v: Through the writ, Pacheco and Portocarrero, founders and supporters of Our Lady of the Sarral, are granted exclusive burial rights for themselves and their descendants in its chapel (with an exception only for King Henry IV), with perpetual daily masses to be said for their souls and with an anniversary service to be observed on the day of St. James. Modern abstract in Spanish is attached.|Explicit, ff. 1-2v: The General of the Order of St. Hieronimus in the Monastery of St. Bartholomew of Lugrana confirms a writ of 2 December made by monks of Our Lady of the Sarral, outside Segovia, involving their patrons Don Juan Pacheco and spouse Dona Maria Portocarrero.|Docket: The General of the Order of St. Hieronimus in the Monastery of St. Bartholomew of Lugrana confirms a writ of 2 December made by monks of Our Lady of the Sarral, outside Segovia, involving their patrons Don Juan Pacheco and spouse Dona Maria Portocarrero.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134040.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:15,https://archive.org/details/MC122015_6,https://iiif.archivelab.org/iiif/images_MC122015_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XII; 1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Survived as part of a binding; ""From Drew T[heological]. Seminary, March 31--1893."" Earlier call number: Ac. 3660.","","",Drew Theological School,Q93290445,organization,"","","","Music, ff. 1-2v: Heighted neumes on staves with one red line.","Bibliography: Martin Picker, ""A Twelfth-Century Musical Manuscript in the Rutgers University Libraries,"" Journal of the Rutgers University Libraries52:1-6.|ff. 1-2v: Part of a bifolium, with irregular losses at top; removed from wooden board of an absent book (""A.D. 1479"" per pencil notation on board) when treated in 1990 by a conservator; some mold damage.|ff. 1-2v: Latin.","ff. 1-2v: Localization and dating of manuscript by Kenneth Levy (Picker, p. 5, footnote 8).",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134041.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:17,https://archive.org/details/MC122017_6,https://iiif.archivelab.org/iiif/images_MC122017_6/manifest.json,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,s. XV(4/4); 1475-1499,1475^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift of Audry Wilkens (1910-2003).,"","",Audry Wilkens,Q114242438,human,"","","","Other decoration, f. 1r-v: Alternating red and blue initials with penwork.|Script, f. 1r-v: Gothic.|Music, f. 1r-v: Square notation on 4-line red staves with custos.|Layout, f. 1r-v: 10 lines of text and music; vertical bounding lines in ink.","f. 1r-v: Mounted between glass in wooden frame, hence measurements approximate.|f. 1r-v: Latin.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134042.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1211,https://archive.org/details/MC1211_6,https://iiif.archivelab.org/iiif/images_MC1211_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(ex); 1485-1499,1485^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Processional,"",Processional,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Obscured early 16th-century ownership on f. 1; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,"","",Karl F. Morrison;H. P. Kraus (firm),Q16199265;Q113864096,human;organization,"","","","Binding: Old vellum.|Other decoration, ff. 1-40v: Seven initials in burnished gold; one initial, f. 6, with bole only (gold not applied); most other initials in red.|Script, ff. 1-40v: Round gothic; humanistic cursive.|Music, ff. 1-40v: Square notation on 4-line black staves with custos.|Layout, ff. 1-40v: Quires of 8 leaves, most with 4 lines of text and music; ff. 35v-38v with 24 long lines; ink ruling sometimes in black and elsewhere in pale red.",ff. 1-40v: Modern foliation in pencil every five leaves.|ff. 1-40v: Latin.|ff. 1-40v: Contents: 1-13v Office of the Dead; 14-20 Feast of the Purification of Mary; 20v-35 Palm Sunday; 35-39 Praises on the Day of the Dead; 39v-40 Text and notes of an antiphon; 40v Notes on the tones of an antiphon using the Sol-fa system.,ff. 1-40v: Revised date attribution courtesy of C.W. Dutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134043.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:14,https://archive.org/details/MC122014_6,https://iiif.archivelab.org/iiif/images_MC122014_6/manifest.json,Germany,http://vocab.getty.edu/tgn/7000084,Germany,s. XII(ex); 1185-1199,1185^1199,12,http://vocab.getty.edu/aat/300404504,false,"","","Breviary, noted","",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,"","",H. P. Kraus (firm);Karl F. Morrison,Q113864096;Q16199265,organization;human,"","","","Other decoration, ff. 1-2v: Red initials.|Script, ff. 1-2v: Pregothic.|Music, ff. 1-2v: Neumes in campo aperto.|Layout, ff. 1-2v: 23 long lines.",ff. 1-2v: Latin.|ff. 1-2v: References the meeting of King Solomon and the Queen of Sheba (f. 1); also contains Easter prayers (f. 2).,ff. 1-2v: Narrowed date attribution kindly supplied by C.W. Dutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134044.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:13,https://archive.org/details/MC122013_6,https://iiif.archivelab.org/iiif/images_MC122013_6/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,s. XV; 1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Gradual,"",Gradual,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.","","","","","","","","","Other decoration, f. 1r-v: Alternating red and blue initials with penwork flourishing in the contrasting color.|Music, f. 1r-v: Square notation on 4-line red staves with custos.|Layout, f. 1r-v: 6 lines of text and music.",f. 1r-v: Latin.,C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134045.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:19,https://archive.org/details/MC122019_6,https://iiif.archivelab.org/iiif/images_MC122019_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,"","",Martin Picker,Q75709832,human,"","","","Other decoration, f. 1r-v: Red and blue initials with penwork flourishing in the other color (blue flourishing appears almost green).|Script, f. 1r-v: Round gothic.|Music, f. 1r-v: Square notation on 4-line red staves with custos.|Layout, f. 1r-v: 8 lines of text and music.",f. 1r-v: Latin.,C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134046.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:20,https://archive.org/details/MC122020_6,https://iiif.archivelab.org/iiif/images_MC122020_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,"","",Martin Picker,Q75709832,human,"","","","Other decoration, f. 1r-v: Alternating red and blue initials with simple penwork flourishing in the contrasting color.|Script, f. 1r-v: Gothic.|Music, f. 1r-v: Square notation on 4-line red staves with custos.|Layout, f. 1r-v: 10 lines of text and music.",f. 1r-v: Latin.,f. 1r-v: Revised date attribution courtesy of C.W. Dutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134047.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:21,https://archive.org/details/MC122021_6,https://iiif.archivelab.org/iiif/images_MC122021_6/manifest.json,Spain,http://vocab.getty.edu/tgn/1000095,Spain,s. XVI; 1500-1599,1500^1599,16,http://vocab.getty.edu/aat/300404510,false,"","",Gradual,"",Gradual,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,"","",Martin Picker,Q75709832,human,"","","","Other decoration, f. 1r-v: Large blue initial with elaborate red penwork; strapwork initials.|Music, f. 1r-v: Square notation on 5-line red staves with custos.|Layout, f. 1r-v: 7 lines of text and music.",f. 1r-v: Latin.,C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134048.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:01,https://archive.org/details/MC123101_6,https://iiif.archivelab.org/iiif/images_MC123101_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XII; 1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Bible,"",Bible,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, Fragment: One red initial.|Script, Fragment: Pregothic.|Layout, Fragment: 2 columns presently of 33 lines.",Fragment: Portions of inner columns cut away with consequent loss of text.|Fragment: Latin.|Fragment: Contains on recto Judges 16:6-15 in column A and Judges 16:18-26 in column B; on verso: Judges 16:30-17:7 in column A and Judges 17:12-18:7 in column B.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134049.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:02,https://archive.org/details/MC123102_6,https://iiif.archivelab.org/iiif/images_MC123102_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XII; 1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Sacramentary,"",Sacramentary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, Fragment: Four or five red initials.|Script, Fragment: Late caroline minuscule.|Layout, Fragment: Presently 13 long lines.",Fragment: Lower section of leaf?; verso damaged and all but illegible.|Fragment: Latin.,C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134050.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:03,https://archive.org/details/MC123103_6,https://iiif.archivelab.org/iiif/images_MC123103_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XII; 1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Historia ecclesiastica,"",Historia ecclesiastica,"",,,,"",,,Oderic Vitalis?,"","",Q356298,human,Orderic Vitalis,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Script, Fragment: Pregothic.|Layout, Fragment: 2 columns presently with 12 lines; ruled in dry point.","Fragment: Lower section of one column.|Fragment: Latin.|Fragment: Apparently contains part of story based on apocryphal Acts of Thomas, in section in which Treptia (or Tertia), wife of Misdaeus, speaks with Mygdonia, wife of Charisius. Version of story also recounted by Oderic Vitalis, Historia ecclesiastica(cf. PL188:162A-162C).",C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134051.xml
