subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
Krishna (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/no2015096049,Krishna (Hindu deity),http://id.worldcat.org/fast/989141,Q27188
Krishna (Hindu deity),fast,a;c,http://id.worldcat.org/fast/989141,Krishna (Hindu deity),http://id.worldcat.org/fast/989141,Q27188
Krishna (Hindu deity),0,a;c,,Krishna (Hindu deity),http://id.worldcat.org/fast/989141,Q27188
"Kulaynī, Muḥammad ibn Yaʻqūb, -941? Kāfī",0,a;d;t,http://id.loc.gov/authorities/names/n84029255,"Kāfī (Kulaynī, Muḥammad ibn Yaʻqūb)",http://id.worldcat.org/fast/1371510,Q48927
"Kulaynī, Muḥammad ibn Yaʻqūb, d. 941? Kāfī. Kitāb al-ḥujjah",0,a;d;t,,"Kāfī (Kulaynī, Muḥammad ibn Yaʻqūb)",http://id.worldcat.org/fast/1371510,Q48927
"Kulaynī, Muḥammad ibn Yaʻqūb, d. 941? Kāfī. Kitāb al-ʻaql wa-al-jahl",0,a;d;t;p,,"Kāfī (Kulaynī, Muḥammad ibn Yaʻqūb)",http://id.worldcat.org/fast/1371510,Q48927
Kuntī (Hindu mythological character),fast,a;c,http://id.worldcat.org/fast/989368,Kuntī (Hindu mythological character),http://id.worldcat.org/fast/989368,Q27209
Kuntī (Hindu mythological character),0,a;c,http://id.loc.gov/authorities/names/n2020242356,Kuntī (Hindu mythological character),http://id.worldcat.org/fast/989368,Q27209
Kyi︠e︡vo-Pechersʹka lavra--Biography,0,a--v,,Kyi︠e︡vo-Pechersʹka lavra;Biographies,http://id.worldcat.org/fast/532026;http://id.worldcat.org/fast/1919896,Q38709;Q3051
Kyi︠e︡vo-Pechersʹka lavra--History,0,a--x,,Kyi︠e︡vo-Pechersʹka lavra;History,http://id.worldcat.org/fast/532026;http://id.worldcat.org/fast/958235,Q38709;Q6879
Lakshmī (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/n2018240265,Lakshmī (Hindu deity),http://id.worldcat.org/fast/990964,Q26704
Lakshmī (Hindu deity),fast,a;c,http://id.worldcat.org/fast/990964,Lakshmī (Hindu deity),http://id.worldcat.org/fast/990964,Q26704
"Lamoignon de Basville, M. de (Nicolas), 1648-1724",0,a;c;q;d,,"Lamoignon de Basville, M. de (Nicolas), 1648-1724",http://id.worldcat.org/fast/195069,Q17485
"Lamoignon de Basville, M. de (Nicolas), 1648-1724.",0,a;c;q;d,,"Lamoignon de Basville, M. de (Nicolas), 1648-1724",http://id.worldcat.org/fast/195069,Q17485
Lancelot (Legendary character),fast,a;c,(OCoLC)fst00991218,Lancelot (Legendary character),http://id.worldcat.org/fast/991218,Q48121
Lancelot (Legendary character)--Romances,0,a;c--v,,Lancelot (Legendary character);Romances,http://id.worldcat.org/fast/991218;http://id.worldcat.org/fast/1423856,Q48121;Q4307
"Lang, Matthäus, 1468-1540",fast,a;d,(OCoLC)fst00092485,"Lang, Matthäus, 1468-1540",http://id.worldcat.org/fast/92485,Q48134
"Lang, Matthäus, 1468-1540--Correspondence",0,a;d--v,,"Lang, Matthäus, 1468-1540;Correspondence",http://id.worldcat.org/fast/92485;http://id.worldcat.org/fast/2003288,Q48134;Q5829
"Lefèvre d'Étaples, Jacques, -1536",0,a;d,http://id.loc.gov/authorities/names/n83196765,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400,Q38710
"Lefèvre d'Étaples, Jacques, -1536",fast,a;d,http://id.worldcat.org/fast/1830400,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400,Q38710
"Lefèvre d'Étaples, Jacques, -1536.",0,a;d,http://id.loc.gov/authorities/names/n83196765,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400,Q38710
"Lefèvre d'Étaples, Jacques, -1536.",fast,a;d,http://id.worldcat.org/fast/1830400,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400,Q38710
"Leicester, Robert Dudley, Earl of, 1532?-1588",0,a;c;d,http://id.loc.gov/authorities/names/n50048266,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504,Q4286
"Leicester, Robert Dudley, Earl of, 1532?-1588",fast,a;c;d,http://id.worldcat.org/fast/16504,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504,Q4286
"Leicester, Robert Dudley, Earl of, 1532?-1588.",0,a;c;d,http://id.loc.gov/authorities/names/n50048266,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504,Q4286
"Leicester, Robert Dudley, Earl of, 1532?-1588.",fast,a;c;d,http://id.worldcat.org/fast/16504,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504,Q4286
"Lemos, Pedro Fernández de Castro, conde de, 1576-1622",0,a;c;d,,"Lemos, Pedro Fernández de Castro, conde de, 1576-1622",http://id.worldcat.org/fast/1914872,Q48158
"Lemos, Pedro Fernández de Castro, conde de, 1576-1622",fast,a;c;d,(OCoLC)fst01914872,"Lemos, Pedro Fernández de Castro, conde de, 1576-1622",http://id.worldcat.org/fast/1914872,Q48158
"Lemos, Pedro Fernández Ruiz de Castro y Osorio, conde de, active 17th century",0,a;c;d,http://id.loc.gov/authorities/names/n90664211,"Lemos, Pedro Fernández Ruiz de Castro y Osorio, conde de, active 17th century",http://id.worldcat.org/fast/1830487,Q48160
"Lemos, Pedro Fernández Ruiz de Castro y Osorio, conde de, active 17th century",fast,a;c;d,,"Lemos, Pedro Fernández Ruiz de Castro y Osorio, conde de, active 17th century",http://id.worldcat.org/fast/1830487,Q48160
Lenzi family,fast,a,http://id.worldcat.org/fast/355241,Lenzi family,http://id.worldcat.org/fast/355241,Q6885
Lenzi family,0,a,http://id.loc.gov/authorities/subjects/sh95001778,Lenzi family,http://id.worldcat.org/fast/355241,Q6885
Lenzi family.,fast,a,http://id.worldcat.org/fast/355241,Lenzi family,http://id.worldcat.org/fast/355241,Q6885
Lenzi family.,0,a,http://id.loc.gov/authorities/subjects/sh95001778,Lenzi family,http://id.worldcat.org/fast/355241,Q6885
"León, Luis de, 1527-1591",fast,a;d,(OCoLC)fst01427414,"León, Luis de, 1527-1591",http://id.worldcat.org/fast/1427414,Q48156
"León, Luis de, 1527-1591--Poetry",0,a;d--v,,"León, Luis de, 1527-1591;Poetry",http://id.worldcat.org/fast/1427414;http://id.worldcat.org/fast/1423828,Q48156;Q247
"Leo X, Pope, 1475-1521",0,a;b;c;d,http://id.loc.gov/authorities/names/n50080601,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548,Q4920
"Leo X, Pope, 1475-1521",0,a;b;c;d,,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548,Q4920
"Leo X, Pope, 1475-1521",fast,a;b;c;d,http://id.worldcat.org/fast/19548,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548,Q4920
"Leo X, Pope, 1475-1521.",0,a;b;c;d,http://id.loc.gov/authorities/names/n50080601,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548,Q4920
"Leo X, Pope, 1475-1521.",0,a;b;c;d,,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548,Q4920
"Leo X, Pope, 1475-1521.",fast,a;b;c;d,http://id.worldcat.org/fast/19548,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548,Q4920
"Leo XI, Pope, 1535-1605",0,a;b;c;d,http://id.loc.gov/authorities/names/n85196665,"Leo XI, Pope, 1535-1605",http://id.worldcat.org/fast/163751,Q5465
"Leo XI, Pope, 1535-1605",fast,a;b;c;d,http://id.worldcat.org/fast/163751,"Leo XI, Pope, 1535-1605",http://id.worldcat.org/fast/163751,Q5465
"Leo XI, Pope, 1535-1605.",fast,a;b;c;d,http://id.worldcat.org/fast/163751,"Leo XI, Pope, 1535-1605",http://id.worldcat.org/fast/163751,Q5465
"Leo XI, Pope, 1535-1605.",0,a;b;c;d,http://id.loc.gov/authorities/names/n85196665,"Leo XI, Pope, 1535-1605",http://id.worldcat.org/fast/163751,Q5465
Letter of Aristeas,fast,a,(OCoLC)fst01360000,Letter of Aristeas,http://id.worldcat.org/fast/1360000,Q48148
Letter of Aristeas.--Spanish,0,a--l,,Letter of Aristeas;Spanish language,http://id.worldcat.org/fast/1360000;http://id.worldcat.org/fast/1128292,Q48148;Q48149
Liber bellorum Domini--Commentaries,0,a--v,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Liber bellorum Domini--Commentaries.,0,a--v,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
"Liber bellorum Domini--Criticism, interpretation, etc",0,a--x,,Criticism and interpretation,http://id.worldcat.org/fast/1198648,Q292
"Liber bellorum Domini--Criticism, interpretation, etc.",0,a--x,,Criticism and interpretation,http://id.worldcat.org/fast/1198648,Q292
Liber sextus decretalium (Catholic Church),fast,a,http://id.worldcat.org/fast/1369655,Liber sextus decretalium (Catholic Church),http://id.worldcat.org/fast/1369655,Q4950
"Liebfrauenkirche (Halberstadt, Germany)",fast,a,http://id.worldcat.org/fast/716684,"Liebfrauenkirche (Halberstadt, Germany)",http://id.worldcat.org/fast/716684,Q8007
"Liebfrauenkirche (Halberstadt, Germany)",0,a,http://id.loc.gov/authorities/names/n96041496,"Liebfrauenkirche (Halberstadt, Germany)",http://id.worldcat.org/fast/716684,Q8007
"Lippomano, Luigi, 1500-1559",fast,a;d,http://id.worldcat.org/fast/88391,"Lippomano, Luigi, 1500-1559",http://id.worldcat.org/fast/88391,Q6939
"Lippomano, Luigi, 1500-1559",0,a;d,http://id.loc.gov/authorities/names/n82032178,"Lippomano, Luigi, 1500-1559",http://id.worldcat.org/fast/88391,Q6939
"Lippomano, Luigi, 1500-1559.",0,a;d,http://id.loc.gov/authorities/names/n82032178,"Lippomano, Luigi, 1500-1559",http://id.worldcat.org/fast/88391,Q6939
"Lippomano, Luigi, 1500-1559.",fast,a;d,http://id.worldcat.org/fast/88391,"Lippomano, Luigi, 1500-1559",http://id.worldcat.org/fast/88391,Q6939
"Llull, Ramon, 1232?-1316",0,a;d,,"Llull, Ramon, 1232?-1316",http://id.worldcat.org/fast/46979,Q38711
Lord's prayer,fast,a,(OCoLC)fst01356166--http://id.worldcat.org/fast/1356166,Lord's prayer,http://id.worldcat.org/fast/1356166,Q7132
Lord's prayer,fast,a,http://id.worldcat.org/fast/1356166,Lord's prayer,http://id.worldcat.org/fast/1356166,Q7132
Lord's prayer.,fast,a,http://id.worldcat.org/fast/1356166,Lord's prayer,http://id.worldcat.org/fast/1356166,Q7132
Lord's prayer--Commentaries--Early works to 1800,0,a--v--v,,Lord's prayer;Commentaries;Early works,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7132;Q2812;Q300
"Lord's prayer--Criticism, interpretation, etc",0,a--x,,Lord's prayer;Criticism and interpretation,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1198648,Q7132;Q292
"Lord's prayer--Criticism, interpretation, etc.",0,a--x,,Lord's prayer;Criticism and interpretation,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1198648,Q7132;Q292
Lord's prayer--Early works to 1800,0,a--v,,Lord's prayer;Early works,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1411636,Q7132;Q300
Lord's prayer--Early works to 1800.,0,a--v,,Lord's prayer;Early works,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1411636,Q7132;Q300
"Louis, Saint, Bishop of Toulouse, 1274-1297--Pictorial works--Early works to 1800",0,a;c;d--v--v,,"Louis, Saint, Bishop of Toulouse, 1274-1297;Pictorial works;Early works",http://id.worldcat.org/fast/452440;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636,Q48174;Q240;Q300
"Louis XII, King of France, 1462-1515",0,a;b;c;d,http://id.loc.gov/authorities/names/n50080620,"Louis XII, King of France, 1462-1515",http://id.worldcat.org/fast/19560,Q4872
"Louis XII, King of France, 1462-1515",fast,a;b;c;d,http://id.worldcat.org/fast/19560,"Louis XII, King of France, 1462-1515",http://id.worldcat.org/fast/19560,Q4872
"Louis XII, King of France, 1462-1515.",fast,a;b;c;d,http://id.worldcat.org/fast/19560,"Louis XII, King of France, 1462-1515",http://id.worldcat.org/fast/19560,Q4872
"Louis XII, King of France, 1462-1515.",0,a;b;c;d,http://id.loc.gov/authorities/names/n50080620,"Louis XII, King of France, 1462-1515",http://id.worldcat.org/fast/19560,Q4872
"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb (Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",fast,a,(OCoLC)fst01391140,"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb (Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",http://id.worldcat.org/fast/1391140,Q11170
"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb











				(Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",fast,a,(OCoLC)fst01391140,"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb (Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",http://id.worldcat.org/fast/1391140,Q11170
Lucan,0,a,,"Lucan, 39-65",http://id.worldcat.org/fast/40568,Q38712
"Lucan, 39-65. Pharsalia",0,a;d;t,http://id.loc.gov/authorities/names/n81132997,Pharsalia (Lucan),http://id.worldcat.org/fast/1356201,Q38713
"Ludwig IV, Holy Roman Emperor, 1282?-1347",0,a;b;c;d,http://id.loc.gov/authorities/names/n84208500,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215,Q7119
"Ludwig IV, Holy Roman Emperor, 1282?-1347",fast,a;b;c;d,http://id.worldcat.org/fast/162215,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215,Q7119
"Ludwig IV, Holy Roman Emperor, 1282?-1347",0,a;b;c;d,,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215,Q7119
"Ludwig IV, Holy Roman Emperor, 1282?-1347.",fast,a;b;c;d,http://id.worldcat.org/fast/162215,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215,Q7119
"Ludwig IV, Holy Roman Emperor, 1282?-1347.",0,a;b;c;d,http://id.loc.gov/authorities/names/n84208500,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215,Q7119
"Luke, Saint--Sermons--Early works to 1800",0,a;c--x--v,,"Luke, Saint;Sermons;Early works",http://id.worldcat.org/fast/19722;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q38714;Q38598;Q300
Lull family,0,a,,Lull family,http://id.worldcat.org/fast/215297,Q38715
"Luther, Martin, 1483-1546",0,a;d,,"Luther, Martin, 1483-1546",http://id.worldcat.org/fast/40681,Q38716
"Lydgate, John, 1370?-1451",0,a;d,http://id.loc.gov/authorities/names/n79117143,"Lydgate, John, 1370?-1451?",http://id.worldcat.org/fast/43943,Q38717
"Madhva, active 13th century",fast,a;d,http://id.worldcat.org/fast/1832127,"Madhva, active 13th century",http://id.worldcat.org/fast/1832127,Q26731
"Madhva, active 13th century",0,a;d,http://id.loc.gov/authorities/names/n50044991,"Madhva, active 13th century",http://id.worldcat.org/fast/1832127,Q26731
Magna Carta--Early works to 1800,0,a--v,,Magna Carta;Early works,http://id.worldcat.org/fast/1356211;http://id.worldcat.org/fast/1411636,Q38718;Q300
Mahābhārata,0,a,http://id.loc.gov/authorities/names/n79061233,Mahābhārata,http://id.worldcat.org/fast/1356112,Q26667
Mahābhārata,fast,a,http://id.worldcat.org/fast/1356112,Mahābhārata,http://id.worldcat.org/fast/1356112,Q26667
Mahābhārata,0,a,,Mahābhārata,http://id.worldcat.org/fast/1356112,Q26667
"Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459. Badr al-ṭāliʻ fī ḥall Jamʻ al-jawāmiʻ",0,a;d;t,,"Badr al-ṭāliʻ fī ḥall Jamʻ al-jawāmiʻ (Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad)",http://id.worldcat.org/fast/1911741,Q11582
"Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459. Badr al-ṭāliʻ fī ḥall Jamʻ al-jawāmiʻ.",0,a;d;t,,"Badr al-ṭāliʻ fī ḥall Jamʻ al-jawāmiʻ (Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad)",http://id.worldcat.org/fast/1911741,Q11582
Mahāvīra,fast,a,http://id.worldcat.org/fast/18606,Mahāvīra,http://id.worldcat.org/fast/18606,Q27383
Mahāvīra,0,a,http://id.loc.gov/authorities/names/n50059509,Mahāvīra,http://id.worldcat.org/fast/18606,Q27383
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Nuqāyah mukhtaṣar al-Wiqāyah fī masāʼil al-Hidāyah",0,a;d;t,,"Nuqāyah mukhtaṣar al-Wiqāyah fī masāʼil al-Hidāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/2057896,Q11299
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Nuqāyah mukhtaṣar al-Wiqāyah fī masāʼil al-Hidāyah.",0,a;d;t,,"Nuqāyah mukhtaṣar al-Wiqāyah fī masāʼil al-Hidāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/2057896,Q11299
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Sharḥ al-Wiqāyah",0,a;d;t,,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415,Q11276
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Sharḥ al-Wiqāyah",0,a;d;t,http://id.loc.gov/authorities/names/n86108494,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415,Q11276
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Sharḥ al-Wiqāyah.",0,a;d;t,,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415,Q11276
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Sharḥ al-Wiqāyah.",0,a;d;t,http://id.loc.gov/authorities/names/n86108494,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415,Q11276
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Tanqīḥ al-uṣūl",0,a;d;t,,"Tanqīḥ al-uṣūl (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1381675,Q11426
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Tanqīḥ al-uṣūl.",0,a;d;t,,"Tanqīḥ al-uṣūl (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1381675,Q11426
"Mahomet, le prophète, -632--Biographie",6,a;c;d--v,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896,Q3639;Q3051
"Mahomet, le prophète, -632--Biographie.",6,a;c;d--v,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896,Q3639;Q3051
"Mahomet, le prophète, -632--Biographie--Ouvrages avant 1800",6,a;c;d--v--v,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Mahomet, le prophète, -632--Biographie--Ouvrages avant 1800.",6,a;c;d--v--v,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Maimonides, Moses, 1135-1204. Dalālat al-ḥāʼirīn.--Hebrew",0,a;d;t--l,,"Dalālat al-ḥāʼirīn (Maimonides, Moses);Hebrew language",http://id.worldcat.org/fast/1356686;http://id.worldcat.org/fast/954191,Q38719;Q38720
"Maimonides, Moses, 1135-1204--Criticism and interpretation",0,a;d--x,,"Maimonides, Moses, 1135-1204;Criticism and interpretation",http://id.worldcat.org/fast/29218;http://id.worldcat.org/fast/1198648,Q38721;Q292
Maison des Médicis,6,a,,"Medici, House of",http://id.worldcat.org/fast/212417,Q4133
Majnūn Laylá--Portraits--Specimens,0,a--v--v,,Majnūn Laylá;Portraits;Specimens,http://id.worldcat.org/fast/123607;http://id.worldcat.org/fast/1423831;http://id.worldcat.org/fast/1423861,Q48944;Q199;Q239
"Majolus, Saint, Abbot of Cluny, approximately 906-994",0,a;c;d,,"Majolus, Saint, Abbot of Cluny, approximately 906-994",http://id.worldcat.org/fast/1832402,Q38722
"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",0,a;c;d,http://id.loc.gov/authorities/names/n79043839,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",http://id.worldcat.org/fast/34249,Q6843
"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",fast,a;c;d,http://id.worldcat.org/fast/34249,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",http://id.worldcat.org/fast/34249,Q6843
"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468.",fast,a;c;d,http://id.worldcat.org/fast/34249,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",http://id.worldcat.org/fast/34249,Q6843
"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468.",0,a;c;d,http://id.loc.gov/authorities/names/n79043839,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",http://id.worldcat.org/fast/34249,Q6843
Malatesta family,fast,a,http://id.worldcat.org/fast/216051,Malatesta family,http://id.worldcat.org/fast/216051,Q6965
Malatesta family,0,a,http://id.loc.gov/authorities/subjects/sh85080045,Malatesta family,http://id.worldcat.org/fast/216051,Q6965
Malatesta family.,0,a,http://id.loc.gov/authorities/subjects/sh85080045,Malatesta family,http://id.worldcat.org/fast/216051,Q6965
Malatesta family.,fast,a,http://id.worldcat.org/fast/216051,Malatesta family,http://id.worldcat.org/fast/216051,Q6965
Māleyya,0,a,,Māleyya,http://id.worldcat.org/fast/1927650,Q48128
"Malik al-Manṣūr, Najm al-Dīn Ghāzī, -1312--Poetry--Early works to 1800",0,a;d--v--v,,Poetry;Early works,http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q247;Q300
"Malik al-Manṣūr, Najm al-Dīn Ghāzī, -1312--Poetry--Early works to 1800.",0,a;d--v--v,,Poetry;Early works,http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q247;Q300
"Mālik ibn Anas, -795--Early works to 1800",0,a;d--v,,"Mālik ibn Anas, -795;Early works",http://id.worldcat.org/fast/1832510;http://id.worldcat.org/fast/1411636,Q11589;Q300
"Mālik ibn Anas, -795--Early works to 1800.",0,a;d--v,,"Mālik ibn Anas, -795;Early works",http://id.worldcat.org/fast/1832510;http://id.worldcat.org/fast/1411636,Q11589;Q300
"Mancini, Girolamo, 1832-1924",0,a;d,http://id.loc.gov/authorities/names/n82222477,"Mancini, Girolamo, 1832-1924",http://id.worldcat.org/fast/105158,Q8129
"Mancini, Girolamo, 1832-1924",fast,a;d,http://id.worldcat.org/fast/105158,"Mancini, Girolamo, 1832-1924",http://id.worldcat.org/fast/105158,Q8129
"Mancini, Girolamo, 1832-1924.",0,a;d,http://id.loc.gov/authorities/names/n82222477,"Mancini, Girolamo, 1832-1924",http://id.worldcat.org/fast/105158,Q8129
"Mancini, Girolamo, 1832-1924.",fast,a;d,http://id.worldcat.org/fast/105158,"Mancini, Girolamo, 1832-1924",http://id.worldcat.org/fast/105158,Q8129
"Mandeville, John, Sir",0,a;c,,"Mandeville, John, Sir",http://id.worldcat.org/fast/60809,Q38723
"Mandeville, John, Sir--Travel",0,a;c--x,,"Mandeville, John, Sir;Travel",http://id.worldcat.org/fast/60809;http://id.worldcat.org/fast/1155558,Q38723;Q11139
"Manuel I, King of Portugal, 1469-1521",0,a;b;c;d,,"Manuel I, King of Portugal, 1469-1521",http://id.worldcat.org/fast/158978,Q48098
"Manuel I, King of Portugal, 1469-1521",fast,a;b;c;d,(OCoLC)fst00158978,"Manuel I, King of Portugal, 1469-1521",http://id.worldcat.org/fast/158978,Q48098
"Maqṣūrah (Ibn Durayd, Muḥammad ibn al-Ḥasan)",fast,a,(OCoLC)fst01372716,"Maqṣūrah (Ibn Durayd, Muḥammad ibn al-Ḥasan)",http://id.worldcat.org/fast/1372716,Q11511
"Maqṣūrah (Ibn Durayd, Muḥammad ibn al-Ḥasan)",fast,a,(OCoLC)fst01372716,"Maqṣūrah (Ibn Durayd, Muḥammad ibn al-Ḥasan)",http://id.worldcat.org/fast/1372716,Q11511
"Margaret, of Antioch, Saint--Legends--Poetry",0,a;c--x--v,,"Margaret, of Antioch, Saint;Legends;Poetry",http://id.worldcat.org/fast/132577;http://id.worldcat.org/fast/995592;http://id.worldcat.org/fast/1423828,Q38724;Q7416;Q247
"Margaret Tudor, Queen, consort of James IV, King of Scotland, 1489-1541",0,a;c;d,,"Margaret, Queen, consort of James IV, King of Scotland, 1489-1541",http://id.worldcat.org/fast/167751,Q38725
"Margarita, de Austria, Queen, consort of Philip III, King of Spain, 1584-1611",0,a;c;d,http://id.loc.gov/authorities/names/nr92010286,"Margarita, de Austria, Queen, consort of Philip III, King of Spain, 1584-1611",http://id.worldcat.org/fast/301106,Q48205
"Margarita, de Austria, Queen, consort of Philip III, King of Spain, 1584-1611",fast,a;c;d,,"Margarita, de Austria, Queen, consort of Philip III, King of Spain, 1584-1611",http://id.worldcat.org/fast/301106,Q48205
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Bidāyat al-mubtadī",0,a;d;t,http://id.loc.gov/authorities/names/no2019016998,"Bidāyat al-mubtadī (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/2056651,Q3577
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Bidāyat al-mubtadī.",0,a;d;t,http://id.loc.gov/authorities/names/no2019016998,"Bidāyat al-mubtadī (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/2056651,Q3577
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Bidāyat al-mubtadiʼ",0,a;d;t,,"Bidāyat al-mubtadī (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/2056651,Q3577
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Hidāyah",0,a;d;t,,"Hidāyah (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/1370806,Q11539
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Hidāyah.",0,a;d;t,,"Hidāyah (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/1370806,Q11539
