row_index,workflow_history,name_as_recorded,structured_value,instance_of,authorized_name,role,name_agr,source_authority_uri
198,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.518Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","C. L. Ricketts, bought from Tregaskis, cat. 764 (December 1914), no. 28; acquired by the Lilly Library with the Ricketts Collection in 1961.",,,,former owner,,
199,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.518Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","C. L. Ricketts, bought from the bookseller E. Parsons in 1907; acquired by the Lilly Library with the Ricketts Collection in 1961.",,,,former owner,,
200,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.518Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","C. L. Ricketts, bought in 1907 from Frederick Muller, Amsterdam; acquired by the Lilly Library with the Ricketts Collection in 1961.",,,,former owner,,
201,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.518Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","C. L. Ricketts, bought in 1915 from Tammaro De Marinis; acquired by the Lilly Library with the Ricketts Collection in 1961.",,,,former owner,,
202,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,,,,former owner,,
203,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Caffarelli, Prospero, d. 1500,",Q55643327,human,Prospero Caffarelli,former owner.,,
204,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Camac, William, 1829-1900,",,,,former owner.,,
205,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.771Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Came to Conception Abbey from its motherhouse, Engelberg in Switzerland.",,,,former owner,,
206,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Capponi family (16th century); Boleslaw Szczesniak (b. 1908); acquired by the Bancroft Library UC Berkeley 1966. Previous call number 2MS HF5616 I9C2.,,,,former owner,,
207,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cardinal Lambruschini (1800-1851); his gift to Alexis de Saint Priest (1844); Joseph Martini (cat. 28, n. 7); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 32, 2MS PA6304 L2M2.",,,,former owner,,
208,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Carlo Archinto of Milan (1669-1732); Adolph Sutro (1830-1898), mayor of San Francisco. A letter from George Moss (librarian of Sutro) addressed to Mrs. Morbio (presumably Mrs. Albert Morbio, Sutro's daughter), 23 May 1890, accompanies the manuscript.",,,,former owner,,
209,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Carson, Hampton L. (Hampton Lawrence), 1852-1929",Q19974462,human,Hampton L. Carson,former owner,,
210,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Carthusians of Buxheim; Hugo, Graf von Waldbott-Bassenhim (his sale, Munich, 20 September 1883, lot 2672); Adolph Sutro (1830-1898), mayor of San Francisco.",,,,former owner,,
211,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cathedral of Saint Martin, Mainz, second half of the 15th century; acquired by the Bancroft Library UC Berkeley in 1965 from book seller S. R. Shapiro, said to have been purchased from a Trappist monastery in France. Previous call number 2MS BX2017 M2.",,,,former owner,,
212,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Catholic Church,Q9592,organization,Catholic Church,author,,
213,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.614Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Catholic Church,Q9592,organization,Catholic Church,author,,http://viaf.org/viaf/130782063
214,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Catholic Church.,Q9592,organization,Catholic Church,author,,
215,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Ce livre est et appartient à Escuyer Charles Busnel, sieur de la Retardaye, 1645i and by descent in the Busnel family of Montoray, to Henri-Jacques-François Busnel (1774) and Françoise Busnel (1824), who in 1842 gave it to her niece Julie de Busnel; Librairie Belin, Paris, cat. 171 (1892), no. 1331; Elisabeth Ball 1897-1982), of Muncie, Indiana; part of her bequest to the Lilly Library, 1982.",,,,former owner,,
216,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.720Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Cecco d'Ascoli,Q728592,human,Cecco d'Ascoli,author,,
217,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Chetwode, John, Sir, 1764-1845,",Q11800745,human,"Sir John Chetwode, 4th Baronet",former owner.,,
218,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Christine de Pizan,Q234816,human,Christine de Pizan,author,,
219,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Christoph Hegendorf,Q75977,human,Christoph Hegendorff,author,,
220,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.520Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Cicero,Q1541,human,Cicero,author,,
221,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.521Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Cicero (Quintus Tullius Cicero),,,,author,,
222,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.521Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cicero, Marcus Tullius,",Q1541,human,Cicero,author.,,
223,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cicero, Marcus Tullius.",Q1541,human,Cicero,author,,https://viaf.org/viaf/78769600
224,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cistercian abbey of Cambron, north of Mons, Hainault (now in Belgium), founded c. 1148; doubtless the Gilebertus . . . Super Epistolas Paulirecorded at Cambron in 1641 and the gillebertus Super epistolas Sti Pauli Completerecorded at Cambron in 1782 (Sanderus 1641, I, p. 355; Planke 1938, p. 55, no. 168); the abbey was suppressed in 1789 and the monks finally left in 1797; at least 34 manuscripts from Cambron were bought c. 1823 from P. J. De Mat (d. 1828), bookseller in Brussels, by Sir Thomas Phillipps (1792-1872), his MSS 333-62 and 4765-68, together with an unknown number of fragments; from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",,,,former owner,,
225,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cistercian abbey of Villers-en-Brabant, founded from Clairvaux in 1146 and suppressed in 1796; doubtless from the Quarta pars Gregorialis et sermo quidam sancti Bernardilisted in the Villers library catalogue of 1309 (Derolez 2001, p. 219, no.164); part of a group of 20 manuscripts from Villers bought in Brussels c. 1823 by Sir Thomas Phillipps (1792-1872); Phillipps MS 29506 (the ‘9’ written over ‘0’, as in item 21 above); from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",,,,former owner,,
226,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.772Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cistercian monastery of Morimondo (1298) (first part only); Count Francesco Giovio of Como (1796-1873); Joseph Martini of Lugano (catalogue XXVII, n. 2); bequest of James K. Moffit to Bancroft Library UC Berkeley (1956). Formerly MAR 26, 2MS B765 T5S3.",,,,former owner,,
227,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cistercian monastery of Morimondo (?) (late 12th century); Paolo Giovio (1483-1552); Joseph Martini (cat. ? after 1931, n. 12); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 23, 2MS BS1145 I8.",,,,former owner,,
228,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Cistercian monastery of Morimondo (late 12th century) (?); Paolo Giovio (1483-1552); Joseph Martini (1930-38 catalogues); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call number 2MS BL624 H8.,,,,former owner,,
229,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Clark, Clarence H. (Clarence Howard), 1833-1906",Q5126591,human,"Clarence Howard Clark, Sr.",former owner,,
230,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Claudianus Osbern of Gloucester,Q680829,human,Osbern of Gloucester,author,,
231,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Coat of arms for the Duke of Cleves, f. 1; Gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1909. Previous call number 2MS BT306.28 1450.",,,,former owner,,
232,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cockerell, Sidney C.",Q966843,human,Sydney Cockerell,former owner,,
233,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Cockerell, Sydney Carlyle, Sir, 1867-1962",Q966843,human,Sydney Cockerell,former owner,,
234,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.522Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Collegio Mayor de Cuenca, shelfmark 94 (18th century); Frank Kissner; acquired by the Bancroft Library UC Berkeley from H. P. Kraus (1989). Previous call number 2MS BF1584 S7V2 1611.",,,,former owner,,
235,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.523Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Coluccio Salutati,Q93113,human,Coluccio Salutati,author,,
236,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.523Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Comb-lining from a binding. Annotated in pencil ""Dutch 17 cent.""",,,,former owner,,
237,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.523Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Comte de Rochechouart arms on ff. 1, 84; Castel-Lodève arms on f. 2. Frederick Perkins of Chipstead, Kent to Bennett; Simon J. Schwartz of New Orleans to G. D. Smith; Smith sale to G. Wells; Waters S. Davis by whose children it was given to the Grolier.",,,,former owner,,
238,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.523Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.865Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z","Conant, Samuel",Q110226047,human,S. S. Conant,former owner,,
239,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-23T19:48:42.523Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-23T20:10:33.615Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-23T20:26:20.774Z | NAME RECON STEP 6: START ORG RECON 2022-05-23T20:42:19.866Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-23T20:44:32.721Z | NAME RECON STEP 9: FINALIZED 2022-05-23T20:58:29.065Z",Constantine the African,Q468641,human,Constantine the African,author,,
