row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
188,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093676Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.873992Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665735Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588785Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148529Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867593Z","Bukhārī, Muḥammad ibn Yaḥyá, fl. 1527",author,,,human,Muḥammad ibn Yaḥyá Bukhārī,Q113817796
189,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093690Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874007Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665745Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588790Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148537Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867603Z","Burgess, Edward Sandford, 1855-1928",former owner,,,human,Edward Sandford Burgess,Q5820022
190,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093696Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874013Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665750Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588793Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148542Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867608Z","Burgess, Julia",former owner,,,human,Julia Burgess,Q75469750
191,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093701Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874018Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665754Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588796Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148546Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867612Z","Butler, Charles",former owner,,,human,Charles Butler,Q76094211
192,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093709Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874027Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665762Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148553Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867619Z","Būsnawī, Ḥusayn",scribe,بوسنوي، حسين,,human,Ḥusayn Būsnawī,Q113818240
193,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093714Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874038Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665766Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588803Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148558Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867622Z","C. L. Ricketts (bought in 1925 from Joseph Baer & Co., Frankfurt), and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
194,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093719Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874044Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665771Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588806Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148563Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867627Z","C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
195,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093727Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874052Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665780Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588815Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148578Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867633Z","C. L. Ricketts, bought from Barroux, 1930 (with a second fragment, see below); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
196,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093732Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874058Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665785Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588818Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148583Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867637Z","C. L. Ricketts, bought from Erik von Scherling, Leiden, cat. 11 (November 1930), no. 953; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
197,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093737Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874063Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665789Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588821Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148587Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867642Z","C. L. Ricketts, bought from Maggs, 1930 (according to a pencil note; de Ricci says 1932); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
198,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093744Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874071Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665805Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588826Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148598Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867655Z","C. L. Ricketts, bought from Sotheran’s, London, in 1912; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
199,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093749Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874077Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665810Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588829Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148603Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867660Z","C. L. Ricketts, bought from Tregaskis, cat. 764 (December 1914), no. 28; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
200,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093762Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874082Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665815Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588832Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148607Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867664Z","C. L. Ricketts, bought from the bookseller E. Parsons in 1907; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
201,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093768Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874102Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665828Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588837Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148618Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867672Z","C. L. Ricketts, bought in 1907 from Frederick Muller, Amsterdam; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
202,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093773Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874108Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665833Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588840Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148622Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867675Z","C. L. Ricketts, bought in 1915 from Tammaro De Marinis; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
203,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093780Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874114Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665841Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588843Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148627Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867679Z",C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,former owner,,,,,
204,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093786Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874123Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665846Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588847Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148668Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867688Z","Caffarelli, Prospero, d. 1500",former owner,,,human,Prospero Caffarelli,Q55643327
205,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093790Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874129Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665850Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588850Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148675Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867692Z","Camac, William, 1829-1900",former owner,,,human,William Camac,Q113818311
206,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093798Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874134Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665859Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588853Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148679Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867695Z","Came to Conception Abbey from its motherhouse, Engelberg in Switzerland.",former owner,,,,,
207,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093804Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874143Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665864Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588860Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148694Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867701Z","Canal, Abbe",former owner,,,human,Abbe Canal,Q113818373
208,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093809Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874149Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665869Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588863Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148699Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867705Z",Capponi family (16th century); Boleslaw Szczesniak (b. 1908); acquired by the Bancroft Library UC Berkeley 1966. Previous call number 2MS HF5616 I9C2.,former owner,,,,,
209,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093816Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874155Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665880Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588866Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148703Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867708Z","Cardinal Lambruschini (1800-1851); his gift to Alexis de Saint Priest (1844); Joseph Martini (cat. 28, n. 7); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 32, 2MS PA6304 L2M2.",former owner,,,,,
210,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093821Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874164Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665886Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588871Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148715Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867723Z","Carlo Archinto of Milan (1669-1732); Adolph Sutro (1830-1898), mayor of San Francisco. A letter from George Moss (librarian of Sutro) addressed to Mrs. Morbio (presumably Mrs. Albert Morbio, Sutro's daughter), 23 May 1890, accompanies the manuscript.",former owner,,,,,
211,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093826Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874169Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665890Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588874Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148720Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867727Z","Carson, Hampton L. (Hampton Lawrence), 1852-1929",former owner,,,human,Hampton L. Carson,Q19974462
212,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093839Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874175Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665900Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588886Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148725Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867731Z","Carter, A. C. R",former owner,,,human,Albert Charles Robinson Carter,Q15627125
213,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093855Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874189Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665905Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588889Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148735Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867740Z","Carthusians of Buxheim; Hugo, Graf von Waldbott-Bassenhim (his sale, Munich, 20 September 1883, lot 2672); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,,,
214,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093861Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874194Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665909Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588892Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148740Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867744Z","Cathedral of Saint Martin, Mainz, second half of the 15th century; acquired by the Bancroft Library UC Berkeley in 1965 from book seller S. R. Shapiro, said to have been purchased from a Trappist monastery in France. Previous call number 2MS BX2017 M2.",former owner,,,,,
215,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093870Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665929Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588897Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148744Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867748Z",Catholic Church,author,,,organization,Catholic Church,Q9592
216,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093875Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874210Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665936Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588900Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148756Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867757Z",Catholic Church,author,,http://viaf.org/viaf/130782063,organization,Catholic Church,Q9592
217,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093880Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874306Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665941Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588903Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148761Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867761Z","Ce livre est et appartient à Escuyer Charles Busnel, sieur de la Retardaye, 1645i and by descent in the Busnel family of Montoray, to Henri-Jacques-François Busnel (1774) and Françoise Busnel (1824), who in 1842 gave it to her niece Julie de Busnel; Librairie Belin, Paris, cat. 171 (1892), no. 1331; Elisabeth Ball 1897-1982), of Muncie, Indiana; part of her bequest to the Lilly Library, 1982.",former owner,,,,,
218,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093890Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874316Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665949Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588911Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148774Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867764Z",Cecco d'Ascoli,author,,,human,Cecco d'Ascoli,Q728592
219,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093895Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874322Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665954Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588914Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148779Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867770Z","Celotti, Luigi, approximately 1768-approximately 1846",former owner,,,human,Luigi Celotti,Q113774991
220,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093902Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874328Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665958Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588917Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148784Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867774Z","Chetwode, John, Sir, 1764-1845",former owner,,,human,"Sir John Chetwode, 4th Baronet",Q11800745
221,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093908Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874336Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665975Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588921Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148792Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867779Z",Christine de Pizan,author,,,human,Christine de Pizan,Q234816
222,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093912Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874343Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665980Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588925Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148797Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867793Z",Christoph Hegendorf,author,,,human,Christoph Hegendorff,Q75977
223,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093929Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874349Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665985Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588928Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148801Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867798Z",Cicero,author,,,human,Cicero,Q1541
224,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.093934Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874361Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665993Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588932Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148812Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867802Z",Cicero (Quintus Tullius Cicero),author,,,human,Quintus Tullius Cicero,Q316054
225,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.094319Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874367Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.665998Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588935Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148818Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867811Z","Cicero, Marcus Tullius",author,,,human,Cicero,Q1541
226,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.094337Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874373Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.666003Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588945Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148822Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867815Z","Cicero, Marcus Tullius.",author,,https://viaf.org/viaf/78769600,human,Cicero,Q1541
227,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.094342Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874381Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.666010Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588951Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148830Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867819Z","Cistercian abbey of Cambron, north of Mons, Hainault (now in Belgium), founded c. 1148; doubtless the Gilebertus . . . Super Epistolas Paulirecorded at Cambron in 1641 and the gillebertus Super epistolas Sti Pauli Completerecorded at Cambron in 1782 (Sanderus 1641, I, p. 355; Planke 1938, p. 55, no. 168); the abbey was suppressed in 1789 and the monks finally left in 1797; at least 34 manuscripts from Cambron were bought c. 1823 from P. J. De Mat (d. 1828), bookseller in Brussels, by Sir Thomas Phillipps (1792-1872), his MSS 333-62 and 4765-68, together with an unknown number of fragments; from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
228,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.094349Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.874388Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.666015Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.588954Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.148835Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.867828Z","Cistercian abbey of Villers-en-Brabant, founded from Clairvaux in 1146 and suppressed in 1796; doubtless from the Quarta pars Gregorialis et sermo quidam sancti Bernardilisted in the Villers library catalogue of 1309 (Derolez 2001, p. 219, no.164); part of a group of 20 manuscripts from Villers bought in Brussels c. 1823 by Sir Thomas Phillipps (1792-1872); Phillipps MS 29506 (the ‘9’ written over ‘0’, as in item 21 above); from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
