row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label,instance_of,structured_value
307,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Follower of Birago, Giovan Pietro, active 1471-1513 and Master B. F. (sometimes identified as Francisco Binasco)",artist,,,Giovanni Pietro Birago,human,Q1901175
308,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z",Former binding of 17th century collection of sermons from Leipzig,former owner,,,,,
309,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Formerly leaves 43 and 89 in the parent manuscript; gift of W.P. Albrecht, acquired in 1964.",former owner,,,,,
310,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Formery used as a wrapper for a book; inscribed, 18th(?)-century: ""Memoriam fecit Mirabilium""(?), ""Sanatorum Regularirum"", and ""Monsieur della Caja""(?)",former owner,,,,,
311,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Found and acquired probably in the region of Rome by George N. Olcott (1869-1912), American classicist in Rome; given by his widow to the American Academy in Rome by 1927; sold by the Academy through B. l. Ullman to George A. Poole in 1951, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
312,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Found and first published by Anton Birlinger (1834-1891, of Bonn) who describes it as having been in the possession of Karl Strauven (d. 1886), notary in Düsseldorf; by 1870 acquired by Karl Anton, Fürst von Hohenzollern- Sigmaringen (1811-1885, prime minister of Prussia 1858-62) for the court library at Sigmaringen; bought from there by the bookseller Herbert Reichner (1899-1971), of Stockbridge, Mass., who sold it to the Lilly Library in 1960.",former owner,,,,,
313,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Found in spine of MS J12:1 (Altoviti family. Decimario. Florence?, ca 1769-1791); J. Rubenstein offer 27, October 1965",former owner,,,,,
314,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Four ownership notes on the front pastedown and front flyleaf recto: Mus__?___ Guichardin of Saint-Symphorien-le-Châtel, 1632; Jean Guichardin __?___ of Saint-Symphorien-le-Châtel, 1668; the Rev. J. M. Neale of Sackville College, 1858, who gave it to J. F. Young in 1864.",former owner,,,,,
315,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z",Francesco Malacarne,author,,,Francesco Malacarne,human,Q65953117
316,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z",Francesco Petrarca,author,,,Petrarch,human,Q1401
317,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Franciscan convent of Arras (founded in 1223), with their contemporary inscription on fol. 60v (partly trimmed), ""liber iste fratrum minorum Attrebatensis. qui furatus fuerit non absolvatur nisi eis restituat ablatum"" and, late thirteenth century,""hic est liber fratrom minorum Attrebati""; signature on fols. 1r and 58v, ""De monchaulx"", early sixteenth century (perhaps related to Gilles Moncheaulx, who signed Arras, Bibliothèque municipale, ms 728, in 1565); bound in Ghent by François Duquesne (1830-1902); given to the Lilly Library by Mrs. Thelma Sansberry, 1984.",former owner,,,,,
318,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z",Francisco de Pisa,author,,,Francisco de Pisa,human,Q3816939
319,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Franciscus Aloysius Phillipus, with his eighteenth-century booklabel (Gelli 1908, p. 168); C. L. Ricketts, bought in November 1924 from Lathrop Harper; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
320,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","François-Nicolas Comynet (1791-1848), no. 168 in the list of manuscripts bought by him in 1825 from the municipality of Auxerre (Liber Prosperi De vita contemplativa, et liber Anselmi De processione Spiritus Sancti; sent by Comynet to the dealer Sylvestre, in Paris; the abbé Joseph-Félix Allard (1795-1831), translator of Tertullian and priest of St-Eustache in Paris, bought probably from Sylvestre and sold, perhaps through Teschener, to Sir Thomas Phillipps (1792-1872), his MS 3735 (Ex Bibliotheca M. Allard; Phillipps sale, Sotheby’s, 23 March 1895, lot 918; Harold Baillie Weaver (d. 1926); his sale, Christie’s, 29 March 1898, lot 483; Laurence Hodson (1864-1933), with his booklabel in Kelmscott type; his sale, Sotheby’s, 5 December 1906, lot 504; Maggs cat. 246 (1909), no. 820; Sotheby’s, 21 July 1913, lot 1077; Maggs cat. 380 (1919), no. 1699, and cat. 542 (1930), no. 46; Edward Duff Balken, of Pittsburg, PA, with his bookplate; George A. Poole (bought from H. P. Kraus, cat. 75, 1955, no. 5), and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
321,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","From a manuscript bequeathed to Beauvais Cathedral by Robert de Hangest (d. 1356); the cathedral library was dispersed at the French Revolution; a group of its best manuscripts re-appeared in the sale of the architect Gay, Lyons, October 1833; Henri-Auguste Brölemann (1775-1869), of Lyons, and by descent to his grandson Arthur Brölemann (1826-1904) and his great-granddaughter Madame Etienne Mallet; her sale, Sotheby’s, 5 May 1926, lot 161, to Permain; Otto F. Ege (1888-1951), who cut it up.",former owner,,,,,
322,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","From a solicitor's office in Halifax; acquired, from a clerk who came to America ca. 1900, by Frederick W. Gnichtel (1860-1950); his gift in 1915.",former owner,,,,,
323,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","From the Missal of Cardinal Antoniotto Pallavicini (1442-1507), who gave it to the Sistine Chapel, in the Vatican, where it was recorded in 1714; probably looted during the French occupation of Rome in 1798; the abate Luigi-Celotti (c. 1768-c. 1846), who probably cut it up; his sale, Christie’s, 26 May 1825, part of lot 48; perhaps William Young Ottley (1771-1836); perhaps part of lot 204 in his sale, Sotheby’s, 11 May 1838; C. L. Ricketts, bought from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
324,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.450Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","From the chapel of Compagnia della Vergine Maria in Cento; Ernst F. Detterer (1888-1947), bought in 1913 from J. Lewine; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
325,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","From the collection of the Abate Matteo Luigi Canonici (1727-1806), purchased in 1835 by Rev. Walter Sneyd (1810?-1888); his sale, London, 1903, n. 344 to Quaritch; given to the Grolier Club in 1912 by Archer M. Huntington (Grolier member, 1894-1955).",former owner,,,,,
326,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z",From the leaves of Otto F. Ege (1888-1951).,former owner,,,,,
327,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500, and pagination in arabic numerals during the revision under Angéline de Lossy, abbess 1755-96; sold with the Beaupré manuscripts in 1797; John Ruskin (1819-1900), who owned six volumes from two sets of choirbooks from Beaupré and removed the present leaves himself; probably Laurence Hilliard (d. 1887, aged 32), Ruskin’s secretary, who was given many manuscript specimens by Ruskin; sale by his heirs, Sotheby’s, 28 April 1913, part of lot 508; C. L. Ricketts, bought from Tregaskis, 1922; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
328,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Front pastedown inscription reads ""Johan Nadi de Bezei bonus puer""; acquired by the Bancroft Library UC Berkeley from Bernard Rosenthal. Previous call number 2MS BT1100 P4B45 1400z.",former owner,,,,,
329,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.532Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Frost, H. Harvey",former owner,,,,,
330,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Fugger, Marcus, 1529-1597,",former owner.,,,Markus Fugger,human,Q115254
331,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Fugger, Ulricus, 1526-1584,",former owner.,,,,,
332,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gaignières, Jehan de, 16th cent.,",former owner.,,,,,
333,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gallico, Joseph ben Isaac, 16th century,",scribe.,,,,,
334,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gambiglioni, Angelo, active 15th century",author,,http://viaf.org/viaf/100384396/,,,
335,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Ganser, Georg,",scribe.,,,,,
336,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gaṅgārāma,",former owner,,,Gaṅgārāma,human,Q94539706
337,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gardner, Thomas",former owner,,,,,
338,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gāḍagīla, Janārdana Koṇḍadeva,",former owner.,,,,,
339,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Gedoyn de Graville; Rushton M. Dorman, sale (April 1886, n. 8); Chester sale (December 1890, n. 387); gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1890. Previous call numbers MAR 7, 2MS BX2080 1460.",former owner,,,,,
340,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.533Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.451Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.972Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.183Z","Geneological notes of the Morton family (1507-92); birth notice of Margaret Ludlow (1592); sale of Revd. Lord Byron, Sotheby's (1 July 1935, lot 327) to Maggs; gift of the Heller family to TBL UC Berkeley (1988). Formerly 2MS BX2080 S2 1440z.",former owner,,,,,
