name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Herschel V. Jones collection, Minneapolis; his sale (New York, 23 January 1923, n. 124) to J. F. Drake; bequeathed to the Grolier Club by Beverly Chew.",former owner,,,human;organization;human,"Herschel V. Jones;James F. Drake, Inc.;Beverly Chew",Q15485383;Q116626309;Q116598881
Hieronymus Barbaro,other,,,human,Hieronymus Barbaro,Q117448335
Horace,author,,,human,Horace,Q6197
Hugh of Fouilloi,author,,,human,Hugh of Fouilloy,Q5631
Hugh of St. Victor,author,,,human,Hugh of Saint Victor,Q317554
Hugh of St. Victor,other,,,human,Hugh of Saint Victor,Q317554
"Hugh of St. Victor, Hugo de Folieto",other,,,human;human,Hugh of Saint Victor;Hugh of Fouilloy,Q317554;Q5631
"Hugo, Graf von Walderdorff (1823-1918), who bought it from an antiquarian bookseller in Regensburg before 1874, his Fragm. germ. 1. 2o; by descent to Sotheby’s, 4 December 2007, lot 2, bought by the Lilly Library.",former owner,,,human,Hugo von Walderdorff,Q55901959
Humbert of Romans,author,,,human,Humbert of Romans,Q2623954
"Humbert of Romans, commentator",other,,,human,Humbert of Romans,Q2623954
"In an envelope with the manuscript, the remains of the bookplate of George John Warren Vernon (1803-1866), fifth Baron Veron; CSL accession number 22953.",former owner,,,human,"George Venables-Vernon, 5th Baron Vernon",Q5545476
Ink stamp of Roy G. Fitzgerald (1875-1962); sold at Parke-Bernet (6 November 1963)?; acquired in 1991 from P. Pirages.,former owner,,,human;organization,Roy G. Fitzgerald;Phillip J. Pirages Fine Books & Manuscripts,Q7372827;Q116790542
Innocent IV,author,,,human,Innocent IV,Q160609
Innocent VIII,author,,,human,Innocent VIII,Q161351
"Inside front cover: Ex bibliotheca Com. Eq. Fabricii Orsini Rilli di Poppi. N. 263 in a Sotheby sale, ca. 1890 (according to De Ricci); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,human;human,Fabrizio Rilli Orsini;Adolph Sutro,Q87706284;Q214461
Jachopo di Domenicho vinattiere de' Seghalorzi di Firenze,scribe,,,human,Jacopo di Domenicho,Q117448349
Jacobus filius condam Adriani de Abbacia policini,scribe,,,human,Jacobus de Adriani,Q117448374
Jerome,author,,,human,Jerome,Q44248
"Joachinus de Gigantibus, possibly",artist,,,human,Gioacchino di Giovanni,Q20830652
Joannes de Caudalonga,scribe,,,human,Joannes de Caudalonga,Q117448387
Johann Meyer,author,,,human,Johann Meyer,Q114242449
Johann Plaecsaert,artist,,,human,Iohannes de Platea,Q41617580
Johann Reger,author,,,human,Johann Reger,Q18223621
Johannes Antonius filus Francisci de Mirano,scribe,,,human,Johannes Antonius de Mirano,Q117352035
Johannes Baptista Filius,scribe,,,human,Johannes Baptista Filius,Q117448405
Johannes Halgrinus de Abbatisvilla,author,,,human,John Halgren of Abbeville,Q3129519
"Johannes de Toussens, possibly",scribe,,,human,Johannes de Tossens,Q117352004
John Felton,author,,,human,John Felton,Q114242450
John III Ghistelles,other,,,human,"John III, Lord of Ghistelles and Ingelmunster",Q117352015
John Shirley,author,,,human,John Shirley,Q20926347
"John Shirley, ? d. 1456",scribe,,,human,John Shirley,Q20926347
John of Damascus,author,,,human,John of Damascus,Q51884
John of Garland,author,,,human,John of Garland,Q1229700
Josephus,author,,,human,Josephus,Q134461
Julian Pomerius,author,,,human,Julianus Pomerius,Q3189618
Julianus Pomerius,author,,,human,Julianus Pomerius,Q3189618
Justinian,author,,,human,Justinian I,Q41866
Justinus,author,,,human,Justin,Q25420924
"Justinus, son of Master Stephen of the city of Teano",scribe,,,human,Justinus of Master Stephanus,Q117352045
Katharienconvent,scribe,,,,,
"Leander van Ess; Sir Thomas Phillipps, his n. 589 (from ""591"" as first inscribed on the pastedown). On f. i, bookseller slip of the firm of Bull and Auvache, 34 & 35 Hart Street, Bloomsbury, W. C., London, Cat. 358 (October 1911).",former owner,,,human,Johann Heinrich van Ess,Q1810643
"Leo III, Pope 816 (attr.",author,,,human,Leo III,Q132086
Leonardo Bruni,author,,,human,Leonardo Bruni,Q314488
Leonardus Job,scribe,,,human,Leonardus Job,Q117352053
Lewis Gould purchased from Galena Books from the Los Angeles Book Fair. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,former owner,,,human,Lewis L. Gould,Q112391468
"Limgourg and Rohan Master, in the style of",artist,,,human,Rohan Master,Q744415
"Linda Ehrsam Voigts purchased from Bernard M. Rosenthal in 1975,and given by her in 2012 to the Karen Gould Collection of the Nelson Atkins Museum of Art.",former owner,,,human;human;human,Karen L. Gould;Bernard M. Rosenthal;Linda Ehrsam Voigts,Q6369801;Q94805275;Q66985346
Livy,author,,,human,Titus Livius,Q2039
Lorenzo Guglielmo Traversagni,author,,,human,Lorenzo Traversagni,Q18674108
Lotario de' Conti di Segni (Pope Innocent III),author,,,human,Innocent III,Q128076
Luigi de Fano,other,,,human,Luigi de Fano,Q117352067
Luigi di Palazuoli,other,,,human,Luigi di Palazuoli,Q117352075
"Maestro Daddesco, in the style of.",artist,,,human,Maestro Daddesco,Q21978973
Manuscript purchased in Madrid by a former owner (per label); gift in 1959 of Mrs. Monica Franklyn of central New Jersey.,former owner,,,human,Monica Franklyn,Q116860359
Marco Polo,author,,,human,Marco Polo,Q6101
Marcus Ulpius Julianus,author,,,human,Ulpius Julianus,Q96362628
"Maria, Russian slave",other,,,,,
Martin of Tours,author,,,human,Martin of Tours,Q133704
"Master BF, Fra Giovanni of Verona",artist,,,human,Fra Giovanni da Verona,Q3749194
Master William the monk,other,,,human,Master William the monk,Q117448603
"Master of Death, Pierre Remiet",artist,,,human,Perrin Remiet,Q18508588
Master of the Bezborodko Hours,artist,,,human,Master of the Bezborodko Hours,Q117448613
Master of the Brotherhood of Ste. Catherine,artist,,,human,Master of the Brotherhood of Ste. Catherine,Q117448635
"Master of the Brussels Initials, in the style of or perhaps hand of.",artist,,,human,Brussels Initials Master,Q1918339
"Master of the Cypresses, in the style of",artist,,,human,Master of the Cypresses,Q16203570
Master of the Gerona Bible,artist,,,human,Maestro di Gerona,Q112509654
Master of the Harvard Hannibal,artist,,,human,Master of the Harvard Hannibal,Q1918540
Master of the Landriani Hours,artist,,,human,Master of the Landriani Hours,Q117448643
Master of the Modena Hours,artist,,,human,Master of the Modena Hours,Q117456225
"Master of the Vienna Mamerot, in the style of",artist,,,human,Master of the Yale Missal,Q1571694
"Masters of the Gold Scrolls, In the style of.",artist,,,human,Masters of the Gold Scrolls,Q23888760
Mathurin atelier,artist,,,organization,Mathurin atelier,Q114242551
Maximus of Turin,author,,,human,Maximus of Turin,Q1230495
"Maître François, style of",artist,,,human,Maître François,Q15967017
Michele family,other,,,organization,Michele,Q117456231
"Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889.",former owner,,,human;human,James Halliwell-Phillipps;Adolph Sutro,Q321691;Q214461
Nene,author,,,organization,Nenê de Vila Matilde,Q10287372
Nicholas Jarry,scribe,,,human,Nicholas Jarry,Q117351901
Nicholas of Gorran,author,,,human,Nicholas of Gorran,Q3340931
Nicholas of Lyra,author,,,human,Nicholas of Lyra,Q1969164
Obscured early 16th-century ownership on f. 1; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,former owner,,,human;organization,Karl F. Morrison;H. P. Kraus (firm),Q16199265;Q113864096
"Obtained before December 1881 by Hamilton Cole (Grolier member, 1884-89) ; his sale (New York, 7 April 1890 n. 31, pl.), bought by Edward Bement (Grolier member, 1884-1931) who bequeathed it to the Grolier Club in 1932.",former owner,,,human;human,Hamilton Cole;Edward Bement,Q116625976;Q116626078
Oderic Vitalis?,author,,,human,Orderic Vitalis,Q356298
"Offered for sale by Alan G. Thomas, London bookseller, in May 1970; given to the Lilly Library in 2006 by Rudolf and Marion Gottfried.",former owner,,,human;human;human,Alan G. Thomas;Rudolph B. Gottfried;Marion H. Gottfried,Q4706665;Q110854399;Q117456250
Old number ‘849’ on verso; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,former owner,,,human,Coella Lindsay Ricketts,Q116771179
"On back flyleaf, ""Emptus est iste liber pro septem florenis anno domini M CCCC lxx per Iohannem abbatem,"" of St. Mang, O.S.B. in Füssen; at secularization, the library went to the Oettingen-Wallerstein collection. Owned by Norman H. Strouse.",former owner,,,organization;organization;human,St. Mang's Abbey;Oettingen-Wallerstein library;Norman H. Strouse,Q1527304;Q2015319;Q56000538
"On f. 1, illegilbe even under ultra-violet light due to stain, ""Iste liber est monachorum <?> deputatus monasterii <sancte Marie ?> <?>."" On f. i verso in a modern Italian hand, ""14.6.13"" written over ""A.42000."" Adolph Sutro (1830-1898), mayor of S. F.",former owner,,,human,Adolph Sutro,Q214461
"On f. 121, rubric for St. John the Baptist ""patroni ordinis nostri et ecclesie huius""; Carthusians of Buxheim; in the sale of Hugo, Graf von Waldbott-Bassenheim (Munich, 20 September 1883, lot 2533); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,organization;human;human,Buxheim Charterhouse;Hugo Philipp Waldbott-Bassenheim;Adolph Sutro,Q460224;Q1682028;Q214461
"On ff. 105v, 109v-141v, in margins, notes of the Floriani family, 1591-1702, in areas near Bologna (S. Martino in Argile, S. Lorenzo del Castello di Budrio, Dozza; Budrio); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,organization;human,Floriani family;Adolph Sutro,Q116522686;Q214461
"On front pastedown, pressmark, ""a.37""; bookplate of Victor Albert George Child-Villiers (1845-1915), Earl of Jersey, Osterley Park; clipping from Sotheby's, lot 56; Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,human;human,"Victor Child Villiers, 7th Earl of Jersey;Adolph Sutro",Q336737;Q214461
One,scribe,,,,,
Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.E5.,former owner,,,human,Otto Ege,Q7109575
Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.L764 l.,former owner,,,human,Otto Ege,Q7109575
Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3363.L47.,former owner,,,human,Otto Ege,Q7109575
Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.D713. Related material at Boston University School of Theology: STH MS leaves 65-66.,former owner,,,human,Otto Ege,Q7109575
"Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.C485 l. Likely related to leaves sold at Sotheby's, 26 November 1985, lot 79; a related leaf is at Yale University: Beinecke Rare Book and Manuscript Library MS 682.",former owner,,,human,Otto Ege,Q7109575
"Ownership notes, mainly illegible, inside front cover, "". . . Ambroggio 1523 ad oct. A<?> ... Salus..."" and "" 692."" De Ricci states that the volume was ""last in Germany."" Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,human,Adolph Sutro,Q214461
Ownership stamp of a Jesuit institution in Valencia; acquired in 1989 from P. Pirages.,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542
Paolo Rato,other,,,human,Paolo Rato,Q117351906
Paolo Sforza,other,,,human,"Paolo I Sforza, marchese di Proceno",Q62572885
"Paolo Signarri, S. J. (author of added prayers in Italian? cf. f. 21v)",other,,,human,Paolo Signarri,Q117351915
Papias,author,,,human,Papias,Q3894841
"Part of Sotheby’s, 2 December 2003, lot 12; bought by the Lilly Library in 2007 from Phillip J. Pirages, cat. 54, no. 9.",former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542
"Part of the archive of Raffaello de’ Medici (1543-1628), of Florence; sale at Reiss & Sohn, Königstein, 21 October 2003, lot 647; bought by the Lilly Library from Quaritch, February 2004.",former owner,,,human;organization,Raffaello de’ Medici;Reiss & Son,Q87746404;Q108829634
Pascasius Radbertus,author,,,human,Paschasius Radbertus,Q654858
Paul the Deacon,author,,,human,Paul the Deacon,Q160424
"Pen trials in the margins, s. XVI, including some names: Thomas; Istud est <erasure>; Lumen (?) tito (?); <?>e<?>ino hadtens (?); John Skerrind (?).",former owner,,,human,John Skerrind,Q116850557
"Perhaps from the Dominican church of San Jacopo di Ripoli, Florence; Cortlandt Field Bishop (1870-1935); his sale, New York, Anderson, 12 April 1915, lot 293; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;human;human,San Jacopo di Ripoli;Cortlandt F. Bishop;Coella Lindsay Ricketts,Q3670746;Q5173352;Q116771179
"Perhaps the Benedictine monastery of Santa Giustina of Padua; price of £24 and date ""March 1920"" in pencil; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;human,Abbey of Santa Giustina;Coella Lindsay Ricketts,Q219502;Q116771179
Peter Comestor,other,,,human,Petrus Comestor,Q785250
Peter Comestor,author,,,human,Petrus Comestor,Q785250
Peter Damian,author,,,human,Peter Damian,Q258369
Peter Lombard,author,,,human,Peter Lombard,Q315347
Peter of Bergamo,author,,,human,Peter of Bergamo,Q7177913
Petrus Paulus filius quondam Cardini de Spinellis,scribe,,,human,Pietro Paolo Spinelli,Q117351943
Petrus Placentinus,author,,,human,Placentinus,Q974126
Philip Jacob Grangier (1785); CSL assession number 18294.,former owner,,,human,Philip Jacob Grangier,Q116523308
"Philipp von der Pfaz, Count Palatine, owner",other,,,human,Philip of the Palatinate,Q72026
Phillips,other,,,human,Thomas Phillips,Q7793148
Pierre Mathieu,author,,,human,Pierre Mathieu,Q114242545
Pius II,author,,,human,Pius II,Q101437
"Pompeius Trogus, extracted author",other,,,human,Gnaeus Pompeius Trogus,Q316119
Presbiter Johannes de Bononia,scribe,,,human,Johannes de Bononia,Q117351969
"Price in English pounds on the recto, suggesting that the leaf may have been a gift to Conception Abbey from Dr. Charles D. Humberd (1876-1966) of Bernard, Missouri (buried in West Union, Indiana).",former owner,,,human,Charles D. Humberd,Q116379117
Printed book given in 1840 to St. Peter's in Erfurt; George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,former owner,,,organization;human;human,"Abbey of St. Peter (Erfurt, Germany);George Bruce;David Wolfe Bruce",Q116598715;Q2757147;Q116598092
Priscian,author,,,human,Priscian,Q356433
"Priscian, adaptation and translation of #tInstitutiones grammaticae#",other,,,human,Priscian,Q356433
"Probably from the cathedral of Lodi, about 20 miles south-east of Milan, Lombardy (see below); C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;human,Lodi Cathedral;Coella Lindsay Ricketts,Q3045557;Q116771179
"Probably the Benedictine monastery of San Domenico in Sora (see below); Ernst F. Detterer (1888-1947), bought in July 1931 from Emil Hirsch, bookseller in Munich; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human;human;organization,Abbazia di San Domenico;Ernst F. Detterer;George Amos Poole;Antiquariat Emil Hirsch,Q3603214;Q5394976;Q64683625;Q116809892
Prosper of Acquitaine,other,,,human,Prosper of Aquitaine,Q454652
Pseudo Augustine of Hippo,author,,,human,Pseudo-Augustine,Q1241114
Pseudo Bernard of Clairvaux,author,,,human,Pseudo Bernard of Clairvaux,Q114242512
Pseudo Cicero,author,,,human,Pseudo-Cicero,Q67405713
Pseudo Phalaris,author,,,human,Pseudo-Phalaris,Q101173400
Pseudo-Cyprian,author,,,human,Pseudo-Cyprian,Q66134384
Pseudo-Prosper,author,,,human,Pseudo-Prosper,Q114242511
Ptolemy,other,,,human,Ptolemy,Q34943
"Purchased by John Herbst from Glenn Books, Kansas City, MO. Donated IN 2014 to the Karen Gould Collection, Nelson-Atkins Museum of Art.",former owner,,,human;human,Karen L. Gould;John Herbst,Q6369801;Q116850014
"Purchased by Karen Gould (1946-2012) from Pageant Book and Print Shop, New York. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Purchased by Karen Gould (1946-2012) from William Linehan Autographs on 26 July in the 1980s. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
"Purchased by Lewis Gould from Vendor Galena Books, Galena, Illinois, 2014. Gift of Lewis Gould to the Karen Gould Collection, Nelson-Atkins Museum of Art in in his wife's memory.",former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
"Purchased by Linda Ehrsam Voigts from Philip Pirages, and given by her in 2012 to the Karen Gould Collection of the Nelson Atkins Museum of Art.",former owner,,,human;organization;human,Karen L. Gould;Phillip J. Pirages Fine Books & Manuscripts;Linda Ehrsam Voigts,Q6369801;Q116790542;Q66985346
Purchased ca. 2000 from a book dealer.,former owner,,,,,
"Purchased from Richard Linenthal, London, 2014, from the Karen Gould Collection Fund.",former owner,,,human;human,Karen L. Gould;Richard Linenthal,Q6369801;Q116850155
"Purchased in Europe by Prof. John A. Anderson (1893-1976); his gift prior to 1952, else donation in 1956 of Mrs. Anderson. Previous manuscript call number: FBX2080.A2 13--.",former owner,,,human,John Anderson,Q3296918
"Purchased with Karen Gould Collection fund from Richard Linenthal, London, 2014 for Karen Gould Collection, Nelson-Atkins Museum.",former owner,,,human;human,Karen L. Gould;Richard Linenthal,Q6369801;Q116850155
"Quaritch, Handlist of Books offered for Sale by Bernard Quaritch Ltd., of 11 Grafton Street, London, W.1, whose representative, Mr. F. S. Ferguson, will have them on view at the Vanderbilt Hotel, Park Avenue, New York, towards the end of February, 1923, and for some weeks thereafter, 1923, no. 26; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;human;human,Bernard Quaritch Ltd;Frederic Sutherland Ferguson;Coella Lindsay Ricketts,Q65034936;Q5497139;Q116771179
"Quodovultdeus, letter to",other,,,human,Quodvultdeus,Q608506
"Quodvultdeum, letter to",other,,,human,Quodvultdeus,Q608506
Rabanus Maurus,author,,,human,Rabanus Maurus,Q160441
Raymond of Pennafort,author,,,human,Raymond of Penyafort,Q318980
"Received ca. 1928 from estate of Henry Janeway Hardenbergh (i.e., the architect of this name who d. 1919?). Earlier manuscript call number: BA (St. Agathe at Aschafensburg, Church of).",former owner,,,human;organization,Henry Janeway Hardenbergh;St. Agatha (Aschaffenburg),Q1300255;Q2316862
"Recovered from use as a pastedown in Boethius, De consolatione philosophiae Louvain, 1487, bound in Oxford by the binder who used Gibson’s roll XII; Sotheby’s, 5 February 1951, lot 54; Gaston Ruddoff, of Santiago, Chile; acquired from his family by the Lilly Library.",former owner,,,human,Gaston Ruddoff,Q116809987
Richard Rolle,author,,,human,Richard Rolle,Q2345308
"Robert de Hangest; Beauvais Cathedral; Brölemann sale at Sotheby's, 5 May 1926, lot 161; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.F889. Related leaves exist in various institutions.",former owner,,,human;organization;human;human,Robert de Hangest;Beauvais Cathedral;Henri Auguste Brölemann;Otto Ege,Q116785131;Q513300;Q116785149;Q7109575
Roffredus Beneventanus,author,,,human,Roffredo Epifanio,Q3940064
Rolandus de Asillo filius ser Odarici,scribe,,,human,Rolandus de Asillo,Q117351955
"Rosenthal, antiquarian bookdealer in Munich; Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,organization;human,Jacques Rosenthal;Adolph Sutro,Q114667678;Q214461
"Rudolf of Lindau, donor",other,,,human,Rudolf Lindau,Q85309
"Rufillus, artist-scribe",scribe,,,human,Ruffilus,Q29343541
Saint Antoninus of Florence,other,,,human,Antoninus of Florence,Q773822
Saint Bassanio,other,,,human,Saint Bassian,Q1289858
"Saint Dominic [of Foligno (d. 1031)], in litany",other,,,human,Dominic of Sora,Q1238073
"Second artist of the Hours of Cecilia Gonzaga, New York, Morgan Library M 454 (Alexander c. 2010, pp. 65–66).",artist,,,,,
Several,artist,,,human,Terry Harknett,Q7704489
Sidonius Appolinaris,author,,,human,Sidonius Apollinaris,Q302936
"Signature Ann MoneyIon fol. 84r, probably eighteenth-century; George C. Thomas (1839-1909), banker and picture collector; his sale, Philadelphia, 18 November 1924, lot 205; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,Ann Moneylon;George C. Thomas;Coella Lindsay Ricketts,Q117485493;Q76520101;Q116771179
Similar to the scribe of the Hours of Étienne Chevalier,scribe,,,,,
Sinibaldi Fieschi,other,,,human,Sinibaldi Fieschi,Q117351868
"Sir Thomas Phillipps, his MS 9391.",former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillips (1792-1872), part of his MS 22254; bought by Tregaskis at the Phillips sale, Sotheby's, 25 April 1911, lot 391; Tregaskis cat. 706 (1911), no. 17, and cat. 720 (1912), no 36; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human,Thomas Phillipps;Coella Lindsay Ricketts,Q7793148;Q116771179
"Sold at Sotheby’s, 8 July 1974, lot 93; Eric Sexton (1902-1980), with his bookplate; his sale, Christie’s, New York, 22 May 1981, lot 9; Laurence Witten cat. 18 (1983), no. 48; Ruth E. Adomeit (1910-1996), bequeathed by her to the Lilly Library.",former owner,,,human;human,Eric Hyde Lord Sexton;Ruth E. Adomeit,Q116869281;Q7382958
"Southeby's, 28 May 1934, lot 100, and then Dawson of Los Angeles?; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.T2. Related leaf: Columbia University, Rare Book and Manuscript Library Med/Ren Frag. 4.",former owner,,,human;organization,Otto Ege;Dawson's Book Shop,Q7109575;Q55609180
"St Emmeram, Regensburg, a Benedictine monastery founded in 739 and suppressed in 1802; Sir Thomas Phillips (1792-1872), his MS 6924, bought from the London bookseller Thomas Thorpe, c.1832; Messrs. W.H. Robinson, who bought the residue of the Phillips library in 1945-46; sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human;human,St. Emmeram;Thomas Phillips;George Amos Poole,Q19309358;Q7793148;Q64683625
Suetonius,author,,,human,Suetonius,Q10133
Sulpicius Severus,author,,,human,Sulpicius Severus,Q336704
"Survived as part of a binding with title ""Bulle unionis fratrum minorum""; acquired in 2000 from H.P. Kraus.",former owner,,,organization,H. P. Kraus (firm),Q113864096
"Survived as part of a binding; ""From Drew T[heological]. Seminary, March 31--1893."" Earlier call number: Ac. 3660.",former owner,,,organization,Drew Theological School,Q93290445
Survived as part of a binding; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,former owner,,,organization;human,H. P. Kraus (firm);Karl F. Morrison,Q113864096;Q16199265
Survived as part of a binding; acquired in 2000 from H.P. Kraus.,former owner,,,organization,H. P. Kraus (firm),Q113864096
Survived as part of a binding?; probably in library for many decades.,former owner,,,,,
Terence,author,,,human,Terence,Q172048
"The Abbey of St-Vaast in Arras; Sir Thomas Phillips (1792-1872), part of his MS 22229; from the collection of specimen leaves formed by Messrs. W.H. Robinson, who bought the residue of the Phillips Library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human,Abbey of St. Vaast;George Amos Poole,Q334220;Q64683625
"The Augustinian nunnery of Sankt Maria Magdalena, Hildesheim, founded 1224 and suppressed at the Reformation; sale by Karl & Faber, Munich, 25 June 1963, lot 4; acquired by the Lilly Library from Lathrop Harper, New York, 1968.",former owner,,,organization;organization,"Sankt Maria Magdalena, Hildesheim;Lathrop C. Harper, Inc.",Q28976541;Q116785327
"The Earl of Hopetoun sale (London, 1889, n. 402) to Matthews. Given to the Grolier Club in 1905 by Daniel B. Fearing.",former owner,,,human;human,"John Hope, 1st Marquess of Linlithgow;Daniel B. Fearing",Q335178;Q76009758
"The Hungerford Hours was illuminated by the same artist as a Psalter at Schloss Herdringen in Germany, MS 8 (Sandler 1986, p. 89, no. 81).",artist,,,,,
"The Olivetan abbey of Santi Angelo e Nicolò in Villanova Sillaro, near Lodi; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;human,Santi Michele Arcangelo e Nicola Vescovo church;Coella Lindsay Ricketts,Q55816152;Q116771179
"The abbey of Saint Maximin in Treir (founded c. 500, supressed 1802); Fritz Rörig (1882-1952), of Berlin, bought in Keil (where he taught 1923-35); bought from his widow in 1953 by H.P. Kraus and sold by him in January 1954 to George A. Poole; acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human;human,St. Maximin's Abbey;Fritz Rörig;George Amos Poole,Q118786;Q1468108;Q64683625
"The dean of Lu""kirch; Carthusians of Buxheim (cf. note on f. i verso), with ""N. 175"" in ink on f. 1 and on the spine; ""386"" also on the spine; Hugo, Graf von Waldbott-Basenheim (Munich, 20 Sept. 1883, lot 2616); Adolph Sutro (1830-1898), mayor of S. F.",former owner,,,human;organization;human;human,Dean of Lukirch;Buxheim Charterhouse;Hugo Philipp Waldbott-Bassenheim;Adolph Sutro,Q116523957;Q460224;Q1682028;Q214461
"The ducal library of Arenberg, Brussels, probably acquired by Duc Engelbert-Auguste d'Arenberg (1824-1875); one of two leaves sold by the tenth duke, Engelbert-Charles d'Arenberg (1899-1974), Hauswedell, Hamburg, Auktion 52-53, April 1953, lot 7a; bought in February 1954 by George A. Poole from W.H. Schab, New York dealer, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;human;human,"Engelbert, 8th Duke of Arenberg;Engelbert Charles, 10th Duke of Arenberg;George Amos Poole",Q72247;Q75384302;Q64683625
The ms. has a contemporary inscription: Iste libellus est fratris thomassurii.,former owner,,,,,
"The verso of f. 1 (the leaf with the red letter C) bears note in a s. XVIII hand: ""Mr. John Higges's Diary 1720-1727."" Directly above this is a later note that reads: ""I bought this Diary at a sale of <?> Percy's MSS and sold it to a descendant of Higgi.""",former owner,,,human,John Higges,Q116850596
"This collection of English binding fragments was given to NYU in 1884 by Homer L. Bartlett (b. 1858), who graduated in that year from NYU with a degree in Science and Civil Engineering; by 1902, he was second vice-president of the Eastern District Savings Bank.",former owner,,,human,Homer Lewis Bartlett,Q116850379
Thomas Aquinas,author,,,human,Thomas Aquinas,Q9438
"Thomas Chauncey, obit.",other,,,human,Thomas Chauncey,Q117351877
"Thomas Lye, vicar of Magna Wolford",other,,,human,Thomas Lye,Q18734943
Thomas Upton,other,,,human,Thomas Upton,Q110332904
Thomas of Cantimpré,author,,,human,Thomas of Cantimpré,Q572799
Thomas of Celano,author,,,human,Thomas of Celano,Q354523
Thomas of Hibernia,author,,,human,Thomas de Hibernia,Q7795478
"Tiptoft Master, in the style of. The illumination is close to that of the Paduan painter of the 1460s known as the Tiptoft Master",artist,,,human,Tiptoft Master,Q117463943
"Traces of a library stamp on f. 1. Acquired from Robson and Kerslake (according to de Ricci) by Daniel B. Fearing of Newport, Rhode Island who gave it to the Grolier Club in 1908.",former owner,,,organization;human,Robson & Kerslake;Daniel B. Fearing,Q116626228;Q76009758
Ulpius Portensi,other,,,human,Ulpius Julianus,Q4003092
"Unknown. Apparently purchased from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human;organization,Karen L. Gould;Lewis L. Gould;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q112391468;Q116790542
