row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
87,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.129Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Arms of first owner: azure a flame gules and or accompanied in chief by an inverted crescent argent. Owned by the Earl of Hopetoun (his sale, London, 1889, n. 110) to Matthews for Daniel B. Fearing, who gave it to the Grolier Club in 1908.",former owner,,,,,
88,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.129Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Arms of first owners: 1, azure a six-pointed star or between three crescents or; 2, gules a bend sable charged with three small cups (?) or. George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.",former owner,,,,,
89,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Arms of the first owner: or three gateways with two turrets gules, with the initials A.P.; Samuel Putnam Avery collection; exhibited at the Grolier Club in 1892, n. 97; given to the Grolier Club in 1918 by Samuel Putnam Avery, Jr.",former owner,,,,,
90,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Arms: 1, azure a fesse argent between three wheels argent; 2, argent a crescent azure and in chief a label of three points gules. Henry W. Poor sale (New York, 17 November 1908, I, n. 800) to G. D. Smith. Bequest to the Grolier Club by Beverly Chew.",former owner,,,,,
91,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z",Arnaldus de Villanova,author,,http://viaf.org/viaf/100189814,human,Arnaldus de Villa Nova,Q356568
92,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Arnaldus, de Villanova, d. 1311",author,,,human,Arnaldus de Villa Nova,Q356568
93,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Ashworth, Benjamin",former owner,,,,,
94,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.292Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z",Auchinleck Library,former owner.,,,organization,Auchinleck Community Library,Q62631900
95,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z",Augustine,author,,,human,Augustine of Hippo,Q8018
96,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z",Augustine (Aurelius Augustinus),author,,,human,Augustine of Hippo,Q8018
97,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Augustine, Isidore, Cassiodorus, Damasus, and others",author,,,,,
98,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Augustine, Saint, Bishop of Hippo",author,,http://id.loc.gov/authorities/names/n80126290.html,human,Augustine of Hippo,Q8018
99,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Augustine, Saint, Bishop of Hippo",author,,http://viaf.org/viaf/66806872/,human,Augustine of Hippo,Q8018
100,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.309Z","Augustine, of Hippo, Saint, 354-430",author.,,,human,Augustine of Hippo,Q8018
101,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Augustine, of Hippo, Saint, 354-430",author,,https://viaf.org/viaf/66806872,human,Augustine of Hippo,Q8018
102,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Augustine, of Hippo, Saint, 354-430",author,,http://id.loc.gov/authorities/names/n80126290.html,human,Augustine of Hippo,Q8018
103,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Augustine, of Hippo, Saint, 354-430",author,,http://viaf.org/viaf/66806872,human,Augustine of Hippo,Q8018
104,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Augustinus de Cagnolis, Conte Donato Silva, Conte Ercole Silva, Marchese Girolamo d'Adda",former owner,,,,,
105,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Auslin, Johan",former owner.,,,,,
106,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Austin, Jehan",former owner.,,,,,
107,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Autolycus, active 2nd century",author,,,,,
108,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Autolycus, active 2nd century",author,"اوطولوقس, active 2nd century",,,,
109,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Āmulī, Rukn ibn Sharaf al-Dīn, active 1456",author,"آملى، رکن بن شرف الدىن, active 1456",,,,
110,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Baillie-Weaver, Harold, -1926",former owner,,,human,Harold Baillie Weaver,Q18821788
111,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Balsamo family (15th century); acquired by the Bancroft Library UC Berkeley from Bernard Rosenthal in 1978. Previous call number f2MS CT1138 B35.,former owner,,,,,
112,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Bannānī, Muḥammad ibn Aḥmad ibn Ṣāliḥ",scribe.,بناني، محمد احمد بن صالح,,,,
113,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Bannānī, Muḥammad ibn al-Ḥasan, 1720 or 1721-1780",author,بناني، محمد بن الحسن، 1720 أو 1721-1780,,,,
114,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Barber, Thomas",former owner,,,,,
115,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Barker-Benfield, B. C",former owner.,,,,,
116,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Bartholomaeus de Betta (1494); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers HOR 4, 2MS PA6393 C2 1494.",former owner,,,,,
117,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Bartholomaeus de S. Concordio (Bartholomaeus Pisanus),author,,,,,
118,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Basil, Saint, Bishop of Caesarea, approximately 329-379",author,,http://id.loc.gov/authorities/names/n80004066.html,human,Basil of Caesarea,Q44258
119,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Battista Malatesta,author,,,human,Battista Malatesta,Q4869934
120,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Baudhāyana,author,,,human,Baudhayana,Q3384944
121,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286",author,بيضاوي، عبد الله بن عمر، -1286؟,,human,Baidawi,Q287573
122,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.126Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Beatty, A. Chester Sir, 1875-1968",former owner.,,,human,Alfred Chester Beatty,Q1387981
123,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Beck, Helmut, 1919-2001",former owner.,,,human,Helmut Beck,Q94821473
124,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Bede,author,,,human,Bede,Q154938
125,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Belonged ca. 1870 to John Milne Buckie.,former owner,,,,,
126,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Belonged to Karen Gould (1946-2012); gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,,,
127,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z",Belonged to Karen Gould (1946-2012); gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,former owner,,,,,
128,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Belonged to the Benedictine house of St. Mary's in Huysburg, in Saxony. Not listed for this monastery by Sigrid Krämer, Handschriftenerbe des deutschen Mittelalters(Munich 1990), vol. 1 pp. 369-370.",former owner,,,,,
129,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Benedictine abbey of Saint Peter, Chertsey, Surrey; C. L. Ricketts, who bought 27 leaves from Leighton, Catalogue of Manuscripts, 1912, no. 49 (now Ricketts MS 47) and 6 further leaves from Tregaskis (now Ricketts MS 23); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
130,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.130Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.264Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.206Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.127Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.293Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.310Z","Benedictine abbey of Saint Peter, Chertsey, Surrey; C. L. Ricketts, who bought 27 leaves from Leighton, Catalogue of Manuscripts, 1912, no. 49 (now Ricketts MS 47) and 6 further leaves from Tregaskis (now Ricketts MS23); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
