row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
197,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.528Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","C. L. Ricketts, bought from Sotheran’s, London, in 1912; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
198,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","C. L. Ricketts, bought from Tregaskis, cat. 764 (December 1914), no. 28; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
199,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","C. L. Ricketts, bought from the bookseller E. Parsons in 1907; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
200,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","C. L. Ricketts, bought in 1907 from Frederick Muller, Amsterdam; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
201,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","C. L. Ricketts, bought in 1915 from Tammaro De Marinis; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
202,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z",C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,former owner,,,,,
204,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Camac, William, 1829-1900,",former owner.,,,,,
205,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Came to Conception Abbey from its motherhouse, Engelberg in Switzerland.",former owner,,,,,
206,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z",Capponi family (16th century); Boleslaw Szczesniak (b. 1908); acquired by the Bancroft Library UC Berkeley 1966. Previous call number 2MS HF5616 I9C2.,former owner,,,,,
207,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cardinal Lambruschini (1800-1851); his gift to Alexis de Saint Priest (1844); Joseph Martini (cat. 28, n. 7); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 32, 2MS PA6304 L2M2.",former owner,,,,,
208,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Carlo Archinto of Milan (1669-1732); Adolph Sutro (1830-1898), mayor of San Francisco. A letter from George Moss (librarian of Sutro) addressed to Mrs. Morbio (presumably Mrs. Albert Morbio, Sutro's daughter), 23 May 1890, accompanies the manuscript.",former owner,,,,,
210,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Carthusians of Buxheim; Hugo, Graf von Waldbott-Bassenhim (his sale, Munich, 20 September 1883, lot 2672); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,,,
211,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cathedral of Saint Martin, Mainz, second half of the 15th century; acquired by the Bancroft Library UC Berkeley in 1965 from book seller S. R. Shapiro, said to have been purchased from a Trappist monastery in France. Previous call number 2MS BX2017 M2.",former owner,,,,,
215,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Ce livre est et appartient à Escuyer Charles Busnel, sieur de la Retardaye, 1645i and by descent in the Busnel family of Montoray, to Henri-Jacques-François Busnel (1774) and Françoise Busnel (1824), who in 1842 gave it to her niece Julie de Busnel; Librairie Belin, Paris, cat. 171 (1892), no. 1331; Elisabeth Ball 1897-1982), of Muncie, Indiana; part of her bequest to the Lilly Library, 1982.",former owner,,,,,
221,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z",Cicero (Quintus Tullius Cicero),author,,,,,
224,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cistercian abbey of Cambron, north of Mons, Hainault (now in Belgium), founded c. 1148; doubtless the Gilebertus . . . Super Epistolas Paulirecorded at Cambron in 1641 and the gillebertus Super epistolas Sti Pauli Completerecorded at Cambron in 1782 (Sanderus 1641, I, p. 355; Planke 1938, p. 55, no. 168); the abbey was suppressed in 1789 and the monks finally left in 1797; at least 34 manuscripts from Cambron were bought c. 1823 from P. J. De Mat (d. 1828), bookseller in Brussels, by Sir Thomas Phillipps (1792-1872), his MSS 333-62 and 4765-68, together with an unknown number of fragments; from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
225,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cistercian abbey of Villers-en-Brabant, founded from Clairvaux in 1146 and suppressed in 1796; doubtless from the Quarta pars Gregorialis et sermo quidam sancti Bernardilisted in the Villers library catalogue of 1309 (Derolez 2001, p. 219, no.164); part of a group of 20 manuscripts from Villers bought in Brussels c. 1823 by Sir Thomas Phillipps (1792-1872); Phillipps MS 29506 (the ‘9’ written over ‘0’, as in item 21 above); from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
226,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cistercian monastery of Morimondo (1298) (first part only); Count Francesco Giovio of Como (1796-1873); Joseph Martini of Lugano (catalogue XXVII, n. 2); bequest of James K. Moffit to Bancroft Library UC Berkeley (1956). Formerly MAR 26, 2MS B765 T5S3.",former owner,,,,,
227,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cistercian monastery of Morimondo (?) (late 12th century); Paolo Giovio (1483-1552); Joseph Martini (cat. ? after 1931, n. 12); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 23, 2MS BS1145 I8.",former owner,,,,,
228,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.529Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z",Cistercian monastery of Morimondo (late 12th century) (?); Paolo Giovio (1483-1552); Joseph Martini (1930-38 catalogues); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call number 2MS BL624 H8.,former owner,,,,,
231,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Coat of arms for the Duke of Cleves, f. 1; Gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1909. Previous call number 2MS BT306.28 1450.",former owner,,,,,
234,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Collegio Mayor de Cuenca, shelfmark 94 (18th century); Frank Kissner; acquired by the Bancroft Library UC Berkeley from H. P. Kraus (1989). Previous call number 2MS BF1584 S7V2 1611.",former owner,,,,,
236,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Comb-lining from a binding. Annotated in pencil ""Dutch 17 cent.""",former owner,,,,,
237,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Comte de Rochechouart arms on ff. 1, 84; Castel-Lodève arms on f. 2. Frederick Perkins of Chipstead, Kent to Bennett; Simon J. Schwartz of New Orleans to G. D. Smith; Smith sale to G. Wells; Waters S. Davis by whose children it was given to the Grolier.",former owner,,,,,
240,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Contemporary note on f. 22v, ""Benedicay Al(?)icy Lemancy (?)""; acquired by the Bancroft Library UC Berkeley from H. P. Kraus, date unrecorded. Previous call number 2MS DG812.6 S15.",former owner,,,,,
241,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z",Convent of San Paolo,former owner,,,,,
242,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Copied for Sion Abby in Switzerland; the see was originally located in Octodurum, now called Marigny/Martinach, and later moved to Sion (or Sitten in the German spelling of the name). On f. 247v, in the lower margin, in pencil, ""Joannes Aloysius Brochman acceptus anno 1749, mansit usque ad 1757"" (below feast of Agatha; perhaps that being the date of him having been accepted or having left). On the front pastedown, as sticker reading, ""Purchased from the fund bequeathed to the Seminary by Eugene Augustus Hoffman, D.D., Dean, 1879-1902.""",former owner,,,,,
244,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Count Giacomo Maria Manzoni (1816-1889), Roman minister of finance, Guglielmo Libri’s executor; his sale, IV, Rome, 23 April 1894, lot 67; Edward Robinson (1858-1931), classicist and later director of the Metropolitan Museum, New York, bought in Venice from L. S. Olschki, 1894, given by him on 31 January 1906 to Henry W. Poor (1844-1915), ""as a souvenir of the happy days with which I have begun my life in New York"" (letter enclosed), with Poor’s leather booklabel; his sale, New York, 17 November 1908, lot 799, to Morris; Walter T. Wallace (1866-1922), with his armorial bookplate; his sale, New York, 22 March 1920, lot 229, to C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
245,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Count Grigori Stroganoff (1829-1910, died in Rome), with his stamp on verso; doubtless from his sale, Jandolo and Travazzi, Rome, 18-24 April 1910; C. L. Ricketts, bought in 1911 from C. E. Rappaport, Rome; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
246,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Court, Antoine de, 16th cent.,",former owner.,,,,,
248,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.967Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Cover of a binding, illegible on what was the outer side.",former owner,,,,,
250,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.968Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Creswick, H. R., 1902-1988,",former owner.,,,,,
252,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.968Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Dackomb, Jacob",former owner,,,,,
253,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.374Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.449Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.968Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.182Z","Dackomb, Thomas",former owner,,,,,
