File,name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
20240903-names-indiana-mets-legacy.csv,"Perhaps from the Dominican church of San Jacopo di Ripoli, Florence; Cortlandt Field Bishop (1870-1935); his sale, New York, Anderson, 12 April 1915, lot 293; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human;human,San Jacopo di Ripoli;Cortlandt F. Bishop;Coella Lindsay Ricketts,Q3670746;Q5173352;Q116771179,Q1630;Q1631;Q1527
20240903-names-indiana-mets-legacy.csv,"Part of Sotheby’s, 2 December 2003, lot 12; bought by the Lilly Library in 2007 from Phillip J. Pirages, cat. 54, no. 9.",former owner,,,,,,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,Q1127
20240903-names-indiana-mets-legacy.csv,"Justinus, son of Master Stephen of the city of Teano",scribe,,,,,,,,human,Justinus of Master Stephanus,Q117352045,Q1633
20240903-names-indiana-mets-legacy.csv,"The name ""Arrivabene"" scribbled several times on fol. 100r in a hand of c. 1500, perhaps Giovanni Pietro Arrivabene (1439-1504), humanist and bibliophile, bishop of Urbino, or a member of his family; perhaps from the Benedictine island monastery of San Giorgio Maggiore, in the Venetian Lagoon;",former owner,,,,,,,,human;organization,Giovan Pietro Arrivabene;San Giorgio Monastery,Q3762550;Q3320338,Q1634;Q1635
20240903-names-indiana-mets-legacy.csv,"the abate Luigi Celotti (c. 1768-c. 1846), of Venice;Celotti sale, Sotheby’s, 14 March 1825, lot 51; shelved as' VI. H.e.6', Prince Augustus Frederick, duke of Sussex (1773-1843), with his bookplate; his sale, Evans, 31 July 1844, lot 109; probably Edward Stanley (1799-1869), fourteenth earl of Derby, Prime Minister, with the Derby bookplate, and by descent to the eighteenth earl (1918-1994);",former owner,,,,,,,,human;human;human;human,"Luigi Celotti;Prince Augustus Frederick, Duke of Sussex;Edward Smith-Stanley, 14th Earl of Derby;John Stanley, 18th Earl of Derby",Q113774991;Q375467;Q237829;Q5345407,Q1636;Q1637;Q1638;Q1639
20240903-names-indiana-mets-legacy.csv,"his sale, Christie’s, 23 March 1954, lot 32;George A. Poole, bought from Lathrop Harper, cat. 2 (1956), no. 7, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,organization;human,"Lathrop C. Harper, Inc.;George Amos Poole",Q116785327;Q64683625,Q1640;Q1524
20240903-names-indiana-mets-legacy.csv,Justinian,author,,,,,,,,human,Justinian I,Q41866,Q1641
20240903-names-indiana-mets-legacy.csv,"Part of the archive of Raffaello de’ Medici (1543-1628), of Florence; sale at Reiss & Sohn, Königstein, 21 October 2003, lot 647; bought by the Lilly Library from Quaritch, February 2004.",former owner,,,,,,,,human;organization,Raffaello de’ Medici;Reiss & Son,Q87746404;Q108829634,Q1642;Q1643
20240903-names-indiana-mets-legacy.csv,Innocent IV,author,,,,,,,,human,Innocent IV,Q160609,Q1644
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought from Maggs, 1930 (according to a pencil note; de Ricci says 1932); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization,Coella Lindsay Ricketts;Maggs Bros Ltd,Q116771179;Q15067374,Q1527;Q1573
20240903-names-indiana-mets-legacy.csv,"Benedictine abbey of Saint Peter, Chertsey, Surrey; C. L. Ricketts, who bought 27 leaves from Leighton, Catalogue of Manuscripts, 1912, no. 49 (now Ricketts MS 47) and 6 further leaves from Tregaskis (now Ricketts MS 23); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human,"Church of St Peter, Chertsey;Coella Lindsay Ricketts",Q17547928;Q116771179,Q1646;Q1527
20240903-names-indiana-mets-legacy.csv,"Benedictine abbey of Saint Peter, Chertsey, Surrey; C. L. Ricketts, who bought 27 leaves from Leighton, Catalogue of Manuscripts, 1912, no. 49 (now Ricketts MS 47) and 6 further leaves from Tregaskis (now Ricketts MS23); acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human,"Church of St Peter, Chertsey;Coella Lindsay Ricketts",Q17547928;Q116771179,Q1646;Q1527
20240903-names-indiana-mets-legacy.csv,"Maestro Daddesco, in the style of.",artist,,,,,,,,human,Maestro Daddesco,Q21978973,Q1647
20240903-names-indiana-mets-legacy.csv,Old number ‘849’ on verso; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,former owner,,,,,,,,human,Coella Lindsay Ricketts,Q116771179,Q1527
20240903-names-indiana-mets-legacy.csv,"Bought by C. L. Ricketts from James Rimell, London bookseller, c. 1909; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization,Coella Lindsay Ricketts;James Rimell & Son,Q116771179;Q24207747,Q1527;Q1648
20240903-names-indiana-mets-legacy.csv,"The Hungerford Hours was illuminated by the same artist as a Psalter at Schloss Herdringen in Germany, MS 8 (Sandler 1986, p. 89, no. 81).",artist,,,,,,,,,,,
20240903-names-indiana-mets-legacy.csv,"Offered for sale by Alan G. Thomas, London bookseller, in May 1970; given to the Lilly Library in 2006 by Rudolf and Marion Gottfried.",former owner,,,,,,,,human;human;human,Alan G. Thomas;Rudolph B. Gottfried;Marion H. Gottfried,Q4706665;Q110854399;Q117456250,Q1649;Q1650;Q1651
20240903-names-indiana-mets-legacy.csv,"Benedictine monastery of Saint Peter in Erfurt (known as Petersburg), reputedly founded by King Dagobert in the seventh century, and suppressed in 1803, with their ownership inscription on fol. 1r, liber s. petri in erphordand other localised inscriptions; no. 34 in the monastery’s library catalogue of 1783, Anonymi: Missale pergameno inscriptum 1321(Theele 1920, p. 60;",former owner,,,,,,,,organization,"Monastery of Saint Peter (Erfurt, Germany)",Q116779916,Q1652
20240903-names-indiana-mets-legacy.csv,"the inscription of 1321 is on fol. 2r); Dr Leander van Ess (1772-1847), of Darmstadt, his no. 36 (label on spine); Sir Thomas Phillipps (1792-1872), bought with the van Ess library in 1824, his MS 421; bought in 1955 by George A. Poole from Messrs. W. H. Robinson, who had acquired the residue of the Phillipps library in 1945-46; acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;human;human;organization,Johann Heinrich van Ess;Thomas Phillipps;George Amos Poole;William H. Robinson Ltd.,Q1810643;Q2147709;Q64683625;Q116786331,Q1514;Q385;Q1524;Q1594
20240903-names-indiana-mets-legacy.csv,"Hugo, Graf von Walderdorff (1823-1918), who bought it from an antiquarian bookseller in Regensburg before 1874, his Fragm. germ. 1. 2o; by descent to Sotheby’s, 4 December 2007, lot 2, bought by the Lilly Library.",former owner,,,,,,,,human,Hugo von Walderdorff,Q55901959,Q1653
20240903-names-indiana-mets-legacy.csv,"Perhaps the Carmelite convent in Chester; Richard Legh, of East Hall, High Legh, Cheshire, 1613; Richard Maria Domville (c. 1600-1667) who gave it in 1665 to Sir Peter Leycester (1614-1678), of Nether Tabley, Cheshire, and it apparently remained at Nether Tabley probably until the 1920s;",former owner,,,,,,,,organization;human;human;human,"Chester Carmelite Friary;Richard Legh;Richard Maria Domville;Sir Peter Leycester, 1st Baronet",Q5093489;Q118695961;Q116809433;Q2076653,Q1654;Q1655;Q1656;Q1657
20240903-names-indiana-mets-legacy.csv,"broken up by Myers, bookseller of New Bond Street, London; leaves bought in 1930 by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Winifred Myers;Coella Lindsay Ricketts,Q112509951;Q116771179,Q1658;Q1527
20240903-names-indiana-mets-legacy.csv,Anselm of Canterbury,author,,,,,,,,human,Anselm of Canterbury,Q43939,Q1579
20240903-names-indiana-mets-legacy.csv,Edmund of Abingdon,author,,,,,,,,human,Edmund of Abingdon,Q1235967,Q1659
20240903-names-indiana-mets-legacy.csv,"The Dominican convent of Poissy, on the Seine, near Paris, probably there by c. 1360 and certainly at Poissy by the late fifteenth century; Tregaskis cat. 466 (June 1900), no. 489, cat. 472 (September 1900), no. 601, and cat. 479 (December 1900), no. 623;",former owner,,,,,,,,organization;organization,Prieuré Saint-Louis de Poissy;James & Mary Lee Tregaskis (Firm),Q2212562;Q114242604,Q1660;Q1661
20240903-names-indiana-mets-legacy.csv,"William Harris Arnold (1854-1924), with his bookplate; his sale, Anderson, New York, 10 November 1924, lot 601; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,William Harris Arnold;Coella Lindsay Ricketts,Q109854300;Q116771179,Q1662;Q1527
20240903-names-indiana-mets-legacy.csv,"Count Grigori Stroganoff (1829-1910, died in Rome), with his stamp on verso; doubtless from his sale, Jandolo and Travazzi, Rome, 18-24 April 1910; C. L. Ricketts, bought in 1911 from C. E. Rappaport, Rome; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Grigorij Sergeevič Stroganov;Coella Lindsay Ricketts,Q4444046;Q116771179,Q1663;Q1527
20240903-names-indiana-mets-legacy.csv,"William Bragge (1823-1884); his sale, Sotheby’s, 7 June 1876, lot 237, to Quaritch (his cat. 31, June 1876, no. 87); John Ruskin (1819-1900), inscribed by him to Lawrence Hilliard, Brantwood, 25 January 1881; William K. Bixby (1857-1931); his sale, Anderson, New York, 29 March 1916, lot 743,",former owner,,,,,,,,human;organization;human;human,William Bragge;Bernard Quaritch Ltd;John Ruskin;William Keeney Bixby,Q15453218;Q65034936;Q179126;Q24900668,Q1850;Q892;Q1627;Q1666
20240903-names-indiana-mets-legacy.csv,"to Gabriel Wells; bought by C. L. Ricketts in 1924 from the estate of the bookseller George D. Smith (d. 1920), and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,Gabriel Wells;George D. Smith;Coella Lindsay Ricketts,Q17627120;Q116594130;Q116771179,Q909;Q886;Q1527
20240903-names-indiana-mets-legacy.csv,"Master of Death, Pierre Remiet",artist,,,,,,,,human,Perrin Remiet,Q18508588,Q1667
20240903-names-indiana-mets-legacy.csv,"Étienne de Loypeau, bishop of Luçon 1388-1407; Louis d’Harcourt, patriarch of Jerusalem and bishop of Bayeux 1460-79, who on 12 April 1474 gave it to the cathedral of Bayeux; recorded in the inventory of the cathedral treasury in 1476, ""Premièrement, ung excellent missel, portant tout l’office pontifical . . . (Delisle 1887, p. 434);",former owner,,,,,,,,human;human;organization,Étienne de Loypeau;Louis d'Harcourt;Bayeux Cathedral,Q116811686;Q3263358;Q1636244,Q1668;Q1669;Q41981
20240903-names-indiana-mets-legacy.csv,"leaves (including those here) were lost by at least 1887; these leaves bought by C. L. Ricketts in Paris from Lemallier, 1907, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human,Coella Lindsay Ricketts,Q116771179,Q1527
20240903-names-indiana-mets-legacy.csv,Master of the Modena Hours,artist,,,,,,,,human,Master of the Modena Hours,Q117456225,Q1670
20240903-names-indiana-mets-legacy.csv,or worskshop of,artist,,,,,,,,,,,
20240903-names-indiana-mets-legacy.csv,"Probably from the cathedral of Lodi, about 20 miles south-east of Milan, Lombardy (see below); C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human,Lodi Cathedral;Coella Lindsay Ricketts,Q3045557;Q116771179,Q1671;Q1527
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought from Sotheran’s, London, in 1912; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization,Coella Lindsay Ricketts;Henry Sotheran Ltd.,Q116771179;Q55948048,Q1527;Q1673
20240903-names-indiana-mets-legacy.csv,"Master of the Brussels Initials, in the style of or perhaps hand of.",artist,,,,,,,,human,Brussels Initials Master,Q1918339,Q1675
20240903-names-indiana-mets-legacy.csv,"George A. Poole, bought from H. P. Kraus, cat. 75 (1955), no. 19, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;organization,George Amos Poole;H. P. Kraus (firm),Q64683625;Q113864096,Q1524;Q1676
20240903-names-indiana-mets-legacy.csv,"According to a sixteenth-century Latin poem formerly pasted inside the manuscript’s upper cover, the volume was transferred in 1504 from the Benedictine abbey of St. Peter in Salzburg, to the Cistercian abbey of Raitenhaslach, Bavaria (founded 1143, suppressed in 1803);",former owner,,,,,,,,organization;organization,St Peter's Archabbey Salzburg;Raitenhaslach Cistercian Abbey,Q675735;Q1775833,Q1677;Q1678
20240903-names-indiana-mets-legacy.csv,"the Benedictine abbey of Seitenstetten, Lower Austria (founded 1112, still functioning); sold by the monks in about 1926, probably to Jacques Rosenthal of Munich, and taken apart, the leaves with miniatures being dispersed by Maggs; this leaf, Maggs cat. 512 (1928), no. 291; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;organization;organization;human,Seitenstetten Abbey;Jacques Rosenthal;Maggs Bros Ltd;Coella Lindsay Ricketts,Q385745;Q114667678;Q15067374;Q116771179,Q1679;Q837;Q1573;Q1527
20240903-names-indiana-mets-legacy.csv,Master of the Harvard Hannibal,artist,,,,,,,,human,Master of the Harvard Hannibal,Q1918540,Q1680
20240903-names-indiana-mets-legacy.csv,"Anne Holte (1733-1799), wife of Sir Charles Holte (1721-1782), with her signature on the flyleaf; armorial bookplate with the arms of her daughter Mary Elizabeth (1757-1819) impaling those of Mary’s husband, Abraham Bracebridge (c. 1747-1832), of Atherstone Hall, Warwickshire;",former owner,,,,,,,,human;human;human;human,Anne Jesson;Charles Holte;Mary Elizabeth Holte;Abraham Bracebridge,Q61358972;Q26899116;Q75453592;Q76006713,Q1681;Q1682;Q1683;Q1684
20240903-names-indiana-mets-legacy.csv,"note by their son, Charles Holte Bracebridge (1799-1872), formerly enclosed, ""This Missal dated 1640 has been preserved in my family up to this time"", Atherstone, 20 May 1871 (mistaking a number ‘1640’ on the front pastedown for a date); Leighton, cat. II, 3 (May 1921), no. 1726; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Charles Holte Bracebridge;Coella Lindsay Ricketts,Q52305816;Q116771179,Q1685;Q1527
20240903-names-indiana-mets-legacy.csv,"Inscribed at foot of fol. 1r, Sum Liber Johannis Hunt ex dono Mariae Lussher 1.5.8.5i doubtless John Hunt (c. 1560-1612), of Gaydon, Staffordshire, etc., given to him in 1585 by Mary Lusher (c. 1564-1634, daughter of Nicholas Lusher, of Shooland in Putterham, Surrey), whom he had married in 1582; by descent to their daughter Bridget, who in 1633 married George Starkey (d. 1679);",former owner,,,,,,,,human;human;human,Mary Lusher;John Hunt;Bridget Hunt,Q116790415;Q116790408;Q116790444,Q1686;Q1687;Q1688
20240903-names-indiana-mets-legacy.csv,"and to Bridget’s daughter Elizabeth, who in 1690 married Richard Sanders (d. 1723) all of whom appear in the genealogical notes added in the margins of fols. 103v-109v; sale at Sotheby’s, 6 August 1878, lot 1440 (among ‘other properties’), to Quaritch (his General Catalogue, 1880, no. 8575; cat. 332, 1880, no. 41; General Catalogue VIII, 1884, no. 17397; and cat. 369, 1886, no. 35668);",former owner,,,organization;organization,Sotheby's;Bernard Quaritch Ltd,Q654762;Q65034936,DSNAME2546;DSNAME279,Q17754;Q892,,,,
20240903-names-indiana-mets-legacy.csv,"Henry Yates Thompson (1838-1928), bought from Quaritch, 14 March 1895, with his bookplate, his no. 29; his sale, Sotheby’s, 23 March 1920, lot 43, to Tregaskis (his cat. 850, 1922, no. 17, and cat. 871, 1923, no. 15); C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,Henry Yates Thompson;James Tregaskis;Coella Lindsay Ricketts,Q2044609;Q94138739;Q116771179,Q1689;Q1615;Q1527
20240903-names-indiana-mets-legacy.csv,"Signature Ann MoneyIon fol. 84r, probably eighteenth-century; George C. Thomas (1839-1909), banker and picture collector; his sale, Philadelphia, 18 November 1924, lot 205; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,Ann Moneylon;George C. Thomas;Coella Lindsay Ricketts,Q116869236;Q76520101;Q116771179,Q1690;Q1691;Q1527
20240903-names-indiana-mets-legacy.csv,"He was one of the two artists of the Jeanson Hours, Use of Sarum, perhaps made for Sir John Talbot, first earl of Shrewsbury (Sotheby’s, 5 July 2005, lot 97).",artist,,,,,,,,human,"John Talbot, 1st Earl of Shrewsbury",Q561173,Q1692
20240903-names-indiana-mets-legacy.csv,"Draycot House (eighteenthcentury inscription on front pastedown), presumably the former country house near Chippenham, Wiltshire, built in 1784 for Sir James Tylney-Long (1736-1794), seventh baronet; C. L. Ricketts, bought from Maggs, December 1922; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human,Draycot House;Coella Lindsay Ricketts,Q26540874;Q116771179,Q1693;Q1527
20240903-names-indiana-mets-legacy.csv,"Masters of the Gold Scrolls, In the style of.",artist,,,,,,,,human,Masters of the Gold Scrolls,Q23888760,Q1488
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought from the bookseller E. Parsons in 1907; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization,Coella Lindsay Ricketts;Edwin Parsons & Sons,Q116771179;Q111399316,Q1527;Q1694
20240903-names-indiana-mets-legacy.csv,"Limgourg and Rohan Master, in the style of",artist,,,,,,,,human,Rohan Master,Q744415,Q1695
20240903-names-indiana-mets-legacy.csv,"Ce livre est et appartient à Escuyer Charles Busnel, sieur de la Retardaye, 1645i and by descent in the Busnel family of Montoray, to Henri-Jacques-François Busnel (1774) and Françoise Busnel (1824), who in 1842 gave it to her niece Julie de Busnel; Librairie Belin, Paris, cat. 171 (1892), no. 1331; Elisabeth Ball 1897-1982), of Muncie, Indiana; part of her bequest to the Lilly Library, 1982.",former owner,,,,,,,,human;human;human;human;human,Charles Busnel;Henri-Jacques-François Busnel;Françoise Busnel;Julie de Busnel;Elisabeth Ball,Q116780147;Q116780151;Q116780153;Q116780164;Q94430387,Q1696;Q1782;Q1783;Q1784;Q1785
20240903-names-indiana-mets-legacy.csv,Antonio Pierozzi,author,,,,,,,,human,Antoninus of Florence,Q773822,Q1787
20240903-names-indiana-mets-legacy.csv,"Battista di Niccolò da Padova, a Paduan illuminator and fresco painter, a layman (he married Antonia Casini in 1415), who was working in Rome 1432–38 and from the 1440s in Florence, where he died in 1452 (A. D. Bussi in Bollati 2004, pp. 72–74).",artist,,,,,,,,human,Battista di Niccolò da Padova,Q117425078,Q1788
20240903-names-indiana-mets-legacy.csv,Fra Bartolomeo,scribe,,,,,,,,human,Fra Bartolomeo,Q7780,Q1789
20240903-names-indiana-mets-legacy.csv,"The Scuola di Purificatione della Vergine Maria e di Sancto Zenobio, in Florence (founded 1427, closed c. 1802); Charles Fairfax-Murray (1849-1919), with his booklabel; Charles William Dyson Perrins (1864-1958), with his bookplate and ticket, with numbers ‘36’ and ‘62’; his sale, Sotheby’s, 9 December 1958, lot 18, to Breslauer;",former owner,,,,,,,,organization;human;human,Compagnia della Purificazione di Maria e di San Zanobi;Charles Fairfax Murray;Charles William Dyson Perrins,Q109376779;Q12062202;Q5083550,Q1790;Q1791;Q1792
20240903-names-indiana-mets-legacy.csv,"his cat. 92 (1960), no. 12; Lathrop C. Harper Inc., and acquired by the Lilly Library with the Harper stock, given by Mrs. Juana Mendel in November 1967.",former owner,,,,,,,,organization;human,"Lathrop C. Harper, Inc.;Juana Mendel",Q116785327;Q116869123,Q1640;Q1793
20240903-names-indiana-mets-legacy.csv,"Guiniforte da Vimercate, Basilius de Gallis",artist,,,,,,,,human;human,Guiniforte da Vimercate;Basilius de Gallis,Q117448293;Q117448301,Q1794;Q1795
20240903-names-indiana-mets-legacy.csv,"Possibly owned by the renaissance writing-master Francesco Alunno (c. 1500-1556), of Ferrara, and probably acquired by Canon Giuseppe Antonelli (1803-1881), librarian of the Biblioteca comunale of Ferrara, with the patternbooks of Alunno;",former owner,,,,,,,,human;human,Francesco Alunno;Giuseppe Antonelli,Q3749522;Q21272244,Q1796;Q1797
20240903-names-indiana-mets-legacy.csv,"consigned, with one of the Alunno pattern-books, to Sotheby’s, 25 June 1867, among ""other properties"" added to the sale of Sir Thomas Gage (who did not own this manuscript, despite what is generally said), lot 457, £52. 10s. to Ellis; Quaritch, General Catalogue, 1868, p. 1080; William H. Crawford (1812-1888), of Lakelands, Blackrock, Cork, with his bookplate inside lower cover;",former owner,,,,,,,,organization;human,Bernard Quaritch Ltd;William Horatio Crawford,Q65034936;Q84471454,Q892;Q1798
20240903-names-indiana-mets-legacy.csv,"his sale, Sotheby’s, 12 March 1891, lot 3248; Robert Hoe (1839-1909), of New York, with his leather booklabel, his by 1892, when it was exhibited at the Grolier Club; his sale, Anderson, New York, 24 April 1911, lot 2182, to G. D. Smith, for C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Robert Hoe III;Coella Lindsay Ricketts,Q3663034;Q116771179,Q438;Q1527
20240903-names-indiana-mets-legacy.csv,Giovanni Boccaccio,author,,,,,,,,human,Giovanni Boccaccio,Q1402,Q418
20240903-names-indiana-mets-legacy.csv,"The arms on fol. 1r are flanked by the initials ‘A’ and ‘M’, similar to but not precisely identical with those of Marin, of Genoa, and Marini, of Naples; Payne and Foss, their cat. May 1825, no. 83; Sir Thomas Phillipps (1792-1872), bought from Payne, his MS 4194;",former owner,,,,,,,,human,Thomas Phillipps,Q2147709,Q385
20240903-names-indiana-mets-legacy.csv,"doubtless Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46; George A. Poole (bought from Lawrence Witten, 1955), and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;organization,George Amos Poole;William H. Robinson Ltd.,Q64683625;Q116786331,Q1524;Q1594
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought from Erik von Scherling, Leiden, cat. 11 (November 1930), no. 953; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Coella Lindsay Ricketts;Erik von Scherling,Q116771179;Q116780057,Q1527;Q1799
20240903-names-indiana-mets-legacy.csv,Humbert of Romans,author,,,,,,,,human,Humbert of Romans,Q2623954,Q1517
20240903-names-indiana-mets-legacy.csv,Innocent VIII,author,,,,,,,,human,Innocent VIII,Q161351,Q1800
20240903-names-indiana-mets-legacy.csv,Johann Meyer,author,,,,,,,,human,Johannes Meyer,Q52777643,Q1801
20240903-names-indiana-mets-legacy.csv,Barbara Gwichtmacherin?,artist,,,,,,,,human,Barbara Gwichtmacherin,Q117338108,Q1802
20240903-names-indiana-mets-legacy.csv,Katharienconvent,scribe,,,organization,"Katharinenkirche, Nuremberg",Q1736108,DSNAME568,Q1803,,,,
20240903-names-indiana-mets-legacy.csv,the convent catalogue entry describes the volume as having been made by the sisters.,scribe,,,,,,,,,,,
20240903-names-indiana-mets-legacy.csv,"The Dominican convent of Sankt Katharina in Nuremberg (founded 1296, suppressed 1803), with their contemporary inscription inside the upper cover, ""das puch gehort in das Closter zu Sant kath[ar]ein prediger orden in Nure[n]berg"" (see below); Alexander Augustus Smets (1795-1862), of Savannah, GA, bought in February 1839 (signature on fol. 1r); his sale, Leavitt, New York, 25 May 1868, lot 1461;",former owner,,,,,,,,organization;human,"Katharinenkirche, Nuremberg;Alexander Smets",Q1736108;Q111543701,Q1803;Q1804
20240903-names-indiana-mets-legacy.csv,"Catalogue of a Private Library, Containing an Exceedingly Valuable Collection of Fine-Art and Illustrated Books, Illuminated Manuscripts, Original Drawings, &c, &c [identified in the Grolier Club copy as being the library of E. Tasker], Leavitt, New York, 3 March 1880, lot 620; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human,Coella Lindsay Ricketts,Q116771179,Q1527
20240903-names-indiana-mets-legacy.csv,John Shirley,author,,,,,,,,human,John Shirley,Q20926347,Q1805
20240903-names-indiana-mets-legacy.csv,Richard Rolle,author,,,,,,,,human,Richard Rolle,Q2345308,Q1806
20240903-names-indiana-mets-legacy.csv,Henry Suso,author,,,,,,,,human,Henry Suso,Q303435,Q1807
20240903-names-indiana-mets-legacy.csv,"John Shirley, ? d. 1456",scribe,,,,,,,,human,John Shirley,Q20926347,Q1805
20240903-names-indiana-mets-legacy.csv,"Sixteenth-century calligraphic signature W: Newmanat end; Ralph Palmer (1684-1752), first earl Verney, of Little Chelsea, near London, with his armorial bookplate and partially-erased inscription Bibliotheca Palmeriana, Londini, 1747 by descent to Sotheby’s, 12 November 1919, lot 187;",former owner,,,,,,,,human,"Ralph Verney, 1st Earl Verney",Q7288196,Q1808
20240903-names-indiana-mets-legacy.csv,"Sir (Robert) Leicester Harmsworth (1870-1937); his sale, Sotheby’s, 15 October 1945, lot 2089; George A. Poole, bought from Lawrence Witten, 1957; acquired by the Lilly Library with the Poole collection in 1958.",former owner,,,,,,,,human;human;human,Leicester Harmsworth;Laurence Claiborne Witten II;George Amos Poole,Q6519187;Q6500535;Q64683625,Q1809;Q1810;Q1524
20240903-names-indiana-mets-legacy.csv,"Master of the Cypresses, in the style of",artist,,,,,,,,human,Master of the Cypresses,Q16203570,Q1811
20240903-names-indiana-mets-legacy.csv,"Quaritch, Handlist of Books offered for Sale by Bernard Quaritch Ltd., of 11 Grafton Street, London, W.1, whose representative, Mr. F. S. Ferguson, will have them on view at the Vanderbilt Hotel, Park Avenue, New York, towards the end of February, 1923, and for some weeks thereafter, 1923, no. 26; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human;human,Bernard Quaritch Ltd;Frederic Sutherland Ferguson;Coella Lindsay Ricketts,Q65034936;Q5497139;Q116771179,Q892;Q1812;Q1527
20240903-names-indiana-mets-legacy.csv,Cicero,author,,,,,,,,human,Cicero,Q1541,Q1813
20240903-names-indiana-mets-legacy.csv,Leonardus Job,scribe,,,,,,,,human,Leonardus Job,Q117352053,Q1814
20240903-names-indiana-mets-legacy.csv,"Count Giacomo Maria Manzoni (1816-1889), Roman minister of finance, Guglielmo Libri’s executor; his sale, IV, Rome, 23 April 1894, lot 67; Edward Robinson (1858-1931), classicist and later director of the Metropolitan Museum, New York, bought in Venice from L. S. Olschki, 1894, given by him on 31 January 1906 to Henry W. Poor (1844-1915),",former owner,,,,,,,,human;human;organization;human,Giacomo Manzoni;Edward Robinson;Leo S. Olschki Editore;Henry William Poor,Q17285107;Q3048662;Q3229594;Q5730239,Q1815;Q1816;Q1817;Q885
20240903-names-indiana-mets-legacy.csv,"""as a souvenir of the happy days with which I have begun my life in New York"" (letter enclosed), with Poor’s leather booklabel; his sale, New York, 17 November 1908, lot 799, to Morris; Walter T. Wallace (1866-1922), with his armorial bookplate; his sale, New York, 22 March 1920, lot 229, to C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Walter Thomas Wallace;Coella Lindsay Ricketts,Q116784946;Q116771179,Q1818;Q1527
20240903-names-indiana-mets-legacy.csv,Suetonius,author,,,,,,,,human,Suetonius,Q10133,Q1819
20240903-names-indiana-mets-legacy.csv,"Perhaps Michel d’Ailly, sixth duc de Chaulnes (1714-1769, but not identifiable in his sale catalogue, Paris, 19 March 1770 and following days); probably George Watson Taylor (1771-1841), M. P. and owner of plantations in Jamaica, whose sale, Evans, 20 March 1823, included as lot 463, a fifteenth-century illuminated manuscript of Caesar and Suetonius, on vellum;",former owner,,,,,,,,human;human,Michel Ferdinand d'Albert d'Ailly;George Watson-Taylor,Q3309624;Q16741855,Q1820;Q1821
20240903-names-indiana-mets-legacy.csv,"Thomas Thorpe, cat. II (1823), no. 5745, and cat. III (1824), no. 16518;",former owner,,,,,,,,human,Thomas Thorpe,Q94353688,Q1822
