ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,digital-scriptorium,Q49210,New York University,Fragment 079 and Fragment 080,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","","Ut autem non sillogizetur.|Commentary on Aristotle, Analytica Priora (?)","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,"Extent: ff. 1-2v, but missing lower half.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 086,"",,England?,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Astrological material?,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,"Extent: f. 1r-v, lower portion; 108 x 148.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 084 and Fragment 085,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Sermons,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,"Extent: f. 1r-v, cut in half and missing a section; 140 x 195.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 083,"",,Low Countries,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Bonum universale de apibus,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,"Extent: f. 1r-v, top cut away; 92 x 153.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 082,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Institutiones grammaticae,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 150 x 118.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 081,"",,France,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Digest,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 292 x 198.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 5.2,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Philosophical material,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: f. 1r-v, top of leaf only.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 5.3,"",,France,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","","Florilegium, here ""Superbia""","","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 1 leaf, recto and verso, torn.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 5.1,"",,Germany,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Sequentiary with commentary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: ff. 1r and 2v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 7.4,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 1 scrap, recto and verso.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 7.3,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Lectio prima|Breviary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 1 scrap, recto and verso; 48 x 150.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 7.2,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary or Sequentiary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 1 scrap, recto and verso; 48 x 150.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 7.1,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,"",,"","",,"","",,"","",,"","","","",,"","",Extent: 1 scrap recto and verso; 37 x 170.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 6.3,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Wycliffite material (?),"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: f. 1r-v, cropped at top; 149 x 200.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 6.2,"",,England,"","s. XVI(med), 1540-1560",1540-1560,http://vocab.getty.edu/aat/300404510,false,,"","",Poem,"","",,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: f. 1r-v; 150 x 154.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 5.4,"",,France,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Psalter,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: f. 1r-v, scrap; 319 x 48.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 5.5,"",,England,"","s. XV(med), 1440-1460",1440-1460,http://vocab.getty.edu/aat/300404465,false,,"","",Postilla super totam Bibliam,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v; 185 x 264.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 6.1,"",,France,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Synonyma,"","",,"",,"","",,"","",,"","",,"","","","",,"",paper,"Extent: 2 scraps, recto and verso for each.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Large Item 5A,"",,Italy,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Pro Cluentio,"","",,"",,"","",,"","",,"","",,"","","Cover of a binding, illegible on what was the outer side.","",,"",parchment,Extent: ff. 2; 195 x 150.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.23,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Religious text,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.22,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Canon law (?),"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 1 strip, recto and verso.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.21,"",,Italy,"","s. XV(2), 1450-1499",1450-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Commentarii in Politicorum Aristotelis libris,"","",,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.20,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Philosophical material (?),"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: 1 strip across top of leaf.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.24,"",,Europe (but not England),"","s. XI(1), 1000-1050",1000-1050,http://vocab.getty.edu/aat/300404503,false,,"","",Glossary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 3 strips, recto and verso.",We thank Prof. David Ganz for his kind help in localizing (not in England) and in dating these strips of parchment copied in Caroline minuscule.,2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.09 and 4.10,"",,England,"","s. XIII, 1200-1299",1200-1299,http://vocab.getty.edu/aat/300404505,false,,"","",Elementarium doctrinae rudimentum,"","",,"",,"","",,"","",,"","",,"","","","",,"","",Extent: ff. 1-2v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.18,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Summa codicis,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,"Extent: 1 strip, front and back.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.17,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Sermons,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: 2 strips.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.15,"",,England,"","s. XII, 1100-1199",1100-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Expositio in Job,"","",,"",,"","",,"","",,"","",,"","","","",,"","",Extent: ff. 1-2v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.14,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Grammatical text,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.13,"",,England,"","s. XV(2), 1450-1499",1450-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: ff. 1-2v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.12,"",,Italy,"","s. XII#^2^, 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Gospel lectionary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.11,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",[No Title for Display},"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: 1 leaf.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 71 BIS --CHANGE THIS!!,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Manipulus florum,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU in 1884 by Homer L. Bartlett (b. 1858), who graduated in that year from NYU with a degree in Science and Civil Engineering; by 1902, he was second vice-president of the Eastern District Savings Bank.","",,"",parchment,Extent: ff. 1-2v.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.06,"",,England,"","s. XVI, 1500-1599",1500-1599,http://vocab.getty.edu/aat/300404510,false,,"","",Accounts of William Pawlett in Dorset,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1; f. 1v blank.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.04,"",,Germany,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: ff. 1-2v (but severely cropped.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.03,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Historia scholastica,"","",,"",,"","",,"","",,"","",,"","","Pen trials in the margins, s. XVI, including some names: Thomas; Istud est <erasure>; Lumen (?) tito (?); <?>e<?>ino hadtens (?); John Skerrind (?).","",,"",parchment,Extent: ff. 1-2v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.02,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Writ to require security,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1; f. 1v blank.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.01,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Writ to require security,"","",,"",,"","",,"","",,"","",,"","","","",,"","",Extent: f. 1; f. 1v blank.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 4.07,"",,England,"","s, XVII#^1^, 1600-1650",1600-1650,http://vocab.getty.edu/aat/300404511,false,,"","","","","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1; f. 1v blank.,We are very grateful to Chris Klippenstein whose work produced this description.,2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 108,"",,France,"","s. XVI#in#, 1500-1515",1500-1515,http://vocab.getty.edu/aat/300404510,true,,"","",Will of Johanna Girard,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",Extent: Face-dorse.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 056,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Roman law,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU in 1884 by Homer L. Bartlett (b. 1858), who graduated in that year from NYU with a degree in Science and Civil Engineering; by 1902, he was second vice-president of the Eastern District Savings Bank.","",,"",parchment,Extent: f. 1r-v; 270 x 200.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 037,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Liber II Meteorum,"","",,"",,"","",,"","",,"","",,"","","Name scribbled on the leaf, s. XVI (?): James <?>. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; ? x.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 054,"",,France,"","s. XIII, 1200-1299",1200-1299,http://vocab.getty.edu/aat/300404505,false,,"","",Viaticum,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 303 x 160.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 029,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Peri Hermenias,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; ? x.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 036,"",,"","","","",,false,,"","","","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","","","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 030,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Distinctiones alphabeticae,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-2v; ? x.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 028,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Physica,"","",,"",,"","",,"","",,"","",,"","","In the lower margin of the recto, a note, s. XV, in anglicana script: Iste liber pertinet thome <?>, referring to the book in which this leaf served as pastedown. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; ? x.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 025,"",,Italy,"","s. XIII, 1200-1299",1200-1299,http://vocab.getty.edu/aat/300404505,false,,"","",Homilies on Ezechiel,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,"Extent: Fragment, recto and verso.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 026,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Isti sunt accusandi in placito christianitatis et in ecclesia quando fuerit necessarium,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 83 x 132.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 027,"",,"","","","",,false,,"","","","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 052,"",,England,"","s. XIII, 1200-1299",1200-1299,http://vocab.getty.edu/aat/300404505,false,,"","",Biblical concordance,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 180 x 127.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 053,"",,France,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","","","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-4v; 192 x 165.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,"Fragment 032, 033, 034, 035","",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","","Sermon-writing aid, in alphabetical order","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-4v.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Large Fragment 1,"",,France,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v + small strip of adjoining leaf; 283 x 235.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Large Fragment 2,"",,England,"","s. XV(ex), 1480-1499",1480-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Register of accounts,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v; 405 x 297.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Large Fragment 3 and Large Fragment 4,"",,"","","","",,false,,"","","Liber Sextus Decretalium, commentary on","","",,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: ff. 1-2v; 365 x 274.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Large Fragment 6,"",,France,"","s. XVI(mid), 1540-1560",1540-1560,http://vocab.getty.edu/aat/300404510,true,,"","",Register of accounts,"","",,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: ff. 1-2v; 310 x 212.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Item 7,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Breviary,"","",,"",,"","",,"","",,"","",,"","","","",,"","",Extent: ff. 1-3v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 015,"",,England,"","s. XVI#^3/4#, 1550-1575",1550-1575,http://vocab.getty.edu/aat/300404510,true,,"","",Writ of Praecipe,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: Face.,"",2022-02-08T17:47:33-05:00,2021-10-01
